timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.04371091  0.0706552  -0.09786721 -0.0747401 ]
 [ 0.00302688  0.00223076  0.          0.        ]]",-3.16977,[-0.3028554  -0.34167126],"[ 1.20160172  2.45536439 -0.03557839  1.1202304  -0.84210212 -0.64148788
  0.02030204  0.38306393  2.17401457  0.67306915  0.        ]",[-3.42266178 -2.51700234],[-3.26647996 -1.84581581],-0.316349020885
1,"[[-0.08332606  0.03098695 -0.09786721 -0.0747401 ]
 [-3.95137845 -3.95586957  0.          0.        ]]",-3.12303,[-0.3028554  -0.34167126],"[ 1.19812965  2.45835575 -0.09397827  0.97181979 -0.84210146 -0.64148747
 -0.06431407 -0.15972049  2.17123893  0.56745402  0.        ]",[-3.26008344 -2.27686167],[-2.54817949 -1.31361624],-0.313299950483
2,"[[-0.20124488 -0.08705734 -0.09786721 -0.0747401 ]
 [-7.82761534 -7.83563078  0.          0.        ]]",-3.04651,[-0.3028554  -0.34167126],"[ 1.17506059  2.45342549 -0.26631436  0.530014   -0.84210081 -0.64148705
 -0.14725753 -0.69176191  2.12484412  0.2573736   0.        ]",[-2.93122387 -1.9953506 ],[-2.31144921 -2.23754322],-0.302223980228
3,"[[ -0.3959214   -0.28192603  -0.09786721  -0.0747401 ]
 [-11.627474   -11.63855043   0.           0.        ]]",-2.60928,[-0.3028554  -0.34167126],"[ 1.09613698  2.40029251 -0.54074316 -0.18650938 -0.84210015 -0.64148664
 -0.22856664 -1.21326507  1.92966118 -0.21194962  0.        ]",[-2.45600033 -1.66538   ],[-3.81110325 -1.12290679],-0.277759831628
4,"[[ -0.66584892  -0.55209636  -0.09786721  -0.0747401 ]
 [-15.35310899 -15.36601709   0.           0.        ]]",-2.20819,[-0.3028554  -0.34167126],"[ 0.90806886  2.23790339 -0.88356758 -1.10911315 -0.8420995  -0.64148623
 -0.30828752 -1.7244193   1.46042712 -0.69097646  0.        ]",[-1.70612049 -1.15672278],[-1.79764479 -1.04957886],-0.23273616124
5,"[[ -1.00956779  -0.89607227  -0.09786721  -0.0747401 ]
 [-19.00705213 -19.01931642   0.           0.        ]]",-1.59231,[-0.3028554  -0.34167126],"[ 0.55723769  1.9003986  -1.22167372 -2.06969713 -0.84209884 -0.64148582
 -0.38647431 -2.2253994   0.69809057 -0.88740986  0.        ]",[-1.04930437 -0.64623094],[-0.73362754 -1.74091763],-0.161757658754
6,"[[ -1.41509521  -1.31238658  -0.09786721  -0.0747401 ]
 [-21.53781265 -22.60009454   0.           0.        ]]",-0.907314,[-0.3028554  -0.34167126],"[ 0.03664377  1.35094992 -1.43041006 -2.7662014  -0.84209819 -0.6414854
 -0.44062725 -2.71642928 -0.08486663 -0.50803777  0.        ]",[-1.0302223  -0.76110017],[-1.80808208 -2.1475137 ],-0.0694797433645
7,"[[ -1.88134556  -1.79959792  -0.09786721  -0.0747401 ]
 [-25.0759993  -26.10928788   0.           0.        ]]",-0.68298,[-0.3028554  -0.34167126],"[-0.59920767  0.63298637 -1.37761523 -2.79294405 -0.84209753 -0.64148499
 -0.51633705 -3.19763519 -0.38918169  0.36188546  0.        ]",[-1.14130104 -1.08670592],[ 0.06490206 -1.59176349],-0.0450568049465
8,"[[ -2.37538838  -2.35630143  -0.09786721  -0.0747401 ]
 [-24.33058155 -29.54972511   0.           0.        ]]",-0.784101,[-0.3028554  -0.34167126],"[-1.17199385 -0.08202673 -0.99535834 -1.79301627 -0.84209688 -0.64148458
 -0.50038632 -3.66940264  0.03195594  1.02366016  0.        ]",[-1.44285607 -0.98677319],[-0.91562467 -1.634654  ],-0.118712640343
9,"[[ -2.89359686  -2.98113922  -0.09786721  -0.0747401 ]
 [-27.47902122 -32.92306058   0.           0.        ]]",-1.03092,[-0.3028554  -0.34167126],"[-1.51549668 -0.49875388 -0.33363017  0.25721773 -0.84209622 -0.64148417
 -0.56775632 -4.13195589  0.59803929  0.84443996  0.        ]",[-1.39176834 -0.13119125],[-1.14781356  0.21482488],-0.138540471135
