timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.33054888 -0.32916304],-2.70697,"[[ 0.04697618  0.08766502 -0.00536773  0.03613277]
 [ 0.00181054 -0.00193086  0.          0.        ]]","[ 1.2131933   2.51621424  0.09595804  1.23652291 -0.04886402  0.31573736
  0.05511079  0.38689329  1.48646954 -0.08073366  0.        ]",[-1.24373353 -2.00402021],[-1.7443247  -1.77145582],-0.214909446622
1,[-0.33054888 -0.32916304],-2.77772,"[[ 0.00733692  0.04791435 -0.00536773  0.03613277]
 [-3.95257246 -3.95995015  0.          0.        ]]","[ 1.21467872  2.52027951  0.03759133  1.08064566 -0.04886401  0.31573726
 -0.02028655 -0.15442893  1.49369629 -0.18722517  0.        ]",[-1.28659701 -1.78617024],[-0.74271151 -1.7970691 ],-0.217185067909
2,[-0.33054888 -0.32916304],-2.75698,"[[ -1.00393574e-01  -7.02147363e-02  -5.36773014e-03   3.61327662e-02]
 [ -6.81097421e+00  -7.84002844e+00   0.00000000e+00   0.00000000e+00]]","[ 1.20776132  2.51828363 -0.12085656  0.61662091 -0.04886399  0.31573715
 -0.07478706 -0.68509137  1.47878301 -0.48618321  0.        ]",[-1.19585729 -1.49030089],[-1.15990446 -0.61382065],-0.222902927462
3,[-0.33054888 -0.32916304],-2.97659,"[[ -2.74944452e-01  -2.49828502e-01  -5.36773014e-03   3.61327662e-02]
 [ -1.06314542e+01  -1.01137614e+01   0.00000000e+00   0.00000000e+00]]","[ 1.1628438   2.47506491 -0.37314975 -0.07942032 -0.04886398  0.31573705
 -0.1476313  -0.99606016  1.351579   -0.93715667  0.        ]",[-0.73882294 -1.11255085],[-0.6894169  -1.76483317],-0.229675964117
4,[-0.33054888 -0.32916304],-2.75262,"[[ -5.12818889e-01  -4.89811191e-01  -5.36773014e-03   3.61327662e-02]
 [ -1.31477763e+01  -1.38719546e+01   0.00000000e+00   0.00000000e+00]]","[ 1.03706715  2.34422626 -0.69596472 -0.95682419 -0.04886396  0.31573694
 -0.19560944 -1.51005176  1.00284723 -1.43829906  0.        ]",[-0.43827945 -0.61183441],[-1.38653685 -0.43487221],-0.233804336035
5,[-0.33054888 -0.32916304],-2.65353,"[[ -8.12868239e-01  -7.81753182e-01  -5.36773014e-03   3.61327662e-02]
 [ -1.68450990e+01  -1.53173683e+01   0.00000000e+00   0.00000000e+00]]","[ 0.78303441  2.08304507 -1.04306232 -1.87684964 -0.04886395  0.31573684
 -0.26610547 -1.70773313  0.38288175 -1.78193978  0.        ]",[-0.34806681 -0.41096094],[-1.21607016 -1.08831785],-0.230114239916
6,[-0.33054888 -0.32916304],-2.22441,"[[ -1.18614194e+00  -1.12476347e+00  -5.36773014e-03   3.61327662e-02]
 [ -2.04706741e+01  -1.89713921e+01   0.00000000e+00   0.00000000e+00]]","[ 0.35191132  1.66228338 -1.33866025 -2.65369873 -0.04886393  0.31573673
 -0.3352335  -2.207475   -0.41157166 -1.70888983  0.        ]",[-0.17881042 -0.2378546 ],[-0.95750456  0.19170543],-0.212367749608
7,[-0.33054888 -0.32916304],-1.79844,"[[ -1.62955681e+00  -1.49277939e+00  -5.36773014e-03   3.61327662e-02]
 [ -2.38596996e+01  -1.78338982e+01   0.00000000e+00   0.00000000e+00]]","[-0.24739961  1.12788109 -1.44375767 -3.02628469 -0.04886392  0.31573663
 -0.39985127 -2.0519016  -1.02375828 -1.10292627  0.        ]",[-0.16357338 -0.62562674],[-0.58979237 -2.04420113],-0.176840132078
8,[-0.33054888 -0.32916304],-1.35711,"[[ -2.12548361e+00  -1.88561371e+00  -5.36773014e-03   3.61327662e-02]
 [ -2.57271025e+01  -2.14375060e+01   0.00000000e+00   0.00000000e+00]]","[-0.89364445  0.54187877 -1.22543217 -2.8450543  -0.0488639   0.31573652
 -0.43545654 -2.54474538 -1.08397846 -0.25273237  0.        ]",[-0.14826663 -1.0622077 ],[-0.59076969 -1.52340947],-0.12395615435
9,[-0.33054888 -0.32916304],-1.0277,"[[ -2.65844252e+00  -2.34980517e+00  -5.36773014e-03   3.61327662e-02]
 [ -2.75627349e+01  -2.49699577e+01   0.00000000e+00   0.00000000e+00]]","[-1.38923066 -0.0522138  -0.6575657  -1.90468033 -0.04886389  0.31573642
 -0.47045604 -3.02785313 -0.56486016  0.25017401  0.        ]",[-0.78676039 -1.03152525],[-1.18550753 -1.51008636],-0.0559018185521
