timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.37944493 -0.37357694],-4.9996,"[[-0.09489621  0.08936214 -0.18872971 -0.11553985]
 [ 0.00339031  0.00373716  0.          0.        ]]","[ 1.21530439  2.53719946 -0.11280908  1.25883064 -1.64411142 -0.99578527
  0.07912204  0.38991318  2.92357142  0.94879986  0.        ]",[-5.64632416 -2.67904568],[-5.25738547 -3.21076425],-0.412002855195
1,[-0.37944493 -0.37357694],-4.92371,"[[-0.13450419  0.04972371 -0.18872971 -0.11553985]
 [-3.95102413 -3.95439449  0.          0.        ]]","[ 1.20904196  2.54138037 -0.17067862  1.10066927 -1.64410995 -0.99578479
  0.00722051 -0.1516798   2.91700413  0.84229762  0.        ]",[-5.4905529  -2.49381304],[-5.4052932 -2.9551279],-0.408127188517
2,[-0.37944493 -0.37357694],-4.67617,"[[-0.25241593 -0.0682914  -0.18872971 -0.11553985]
 [-7.82725864 -7.83418764  0.          0.        ]]","[ 1.17774361  2.53971178 -0.34077148  0.62890095 -1.64410849 -0.99578431
 -0.06325952 -0.6825536   2.85901668  0.53104598  0.        ]",[-5.07588434 -2.26184177],[-5.70078572 -2.49847347],-0.393939269066
3,[-0.37944493 -0.37357694],-4.34842,"[[ -0.44708512  -0.26313156  -0.18872971  -0.11553985]
 [-11.62709348 -11.63714096   0.           0.        ]]","[ 1.08573904  2.49094252 -0.60933544 -0.13857128 -1.64410702 -0.99578383
 -0.13235039 -1.20291297  2.64466228  0.06488897  0.        ]",[-4.24006557 -1.88387048],[-4.99993871 -2.03211385],-0.362308530283
4,[-0.37944493 -0.37357694],-3.87179,"[[ -0.71700456  -0.53327406  -0.18872971  -0.11553985]
 [-15.35267716 -15.36464329   0.           0.        ]]","[ 0.88137926  2.33223415 -0.93996161 -1.1315747  -1.64410555 -0.99578336
 -0.20009119 -1.71294737  2.15200786 -0.40004665  0.        ]",[-3.05577826 -1.47432923],[-2.43211574 -1.04857787],-0.303710585148
5,[-0.37944493 -0.37357694],-3.01472,"[[ -1.06071407  -0.87722285  -0.18872971  -0.11553985]
 [-19.00654529 -19.01797833   0.           0.        ]]","[ 0.51457113  1.99507827 -1.2570322  -2.17401998 -1.64410409 -0.99578288
 -0.266528   -2.21283167  1.3712907  -0.56720626  0.        ]",[-1.89400744 -1.02085137],[-1.96246251 -0.03356829],-0.211586874885
6,[-0.37944493 -0.37357694],-2.23561,"[[ -1.47681261  -1.25511292  -0.18872971  -0.11553985]
 [-22.59167631 -18.77174369   0.           0.        ]]","[-0.03026843  1.49537168 -1.437769   -2.90048784 -1.64410262 -0.9957824
 -0.33171499 -2.17913629  0.58931134 -0.1746942   0.        ]",[-1.42795658 -0.92010963],[-1.56536634 -0.54133425],-0.101124316197
7,[-0.37944493 -0.37357694],-1.81421,"[[ -1.9639171   -1.64829346  -0.18872971  -0.11553985]
 [-26.10744487 -20.54032465   0.           0.        ]]","[-0.68909604  0.90590953 -1.33206225 -3.08613702 -1.64410115 -0.99578192
 -0.39564078 -2.42112756  0.24166811  0.67559744  0.        ]",[-1.78828692 -1.42726541],[-2.33578036 -0.4424966 ],-0.0898838509543
8,[-0.37944493 -0.37357694],-2.26091,"[[ -2.52065882  -2.07256355  -0.18872971  -0.11553985]
 [-29.55541097 -21.88220011   0.           0.        ]]","[-1.28347145  0.2926338  -0.82915495 -2.60507369 -1.64409969 -0.99578144
 -0.45833373 -2.60473153  0.56681905  1.46400611  0.        ]",[-2.49069834 -1.66663682],[-1.65079789 -0.95364573],-0.191426994206
9,[-0.37944493 -0.37357694],-3.18752,"[[ -3.1456807   -2.5437136   -0.18872971  -0.11553985]
 [-32.93545705 -25.22182995   0.           0.        ]]","[-1.54132196 -0.23249989  0.03257273 -1.34970209 -1.64409822 -0.99578097
 -0.51979171 -3.0616849   1.23037126  1.55602203  0.        ]",[-2.77904344 -0.82594347],[-2.55102528  0.10007383],-0.252722279661
10,[-0.37944493 -0.37357694],-2.83609,"[[ -3.83761315  -3.03914457  -0.18872971  -0.11553985]
 [-36.24583476 -20.17762993   0.           0.        ]]","[-1.22001274 -0.48814852  0.96960304  0.4927811  -1.64409675 -0.99578049
 -0.57998291 -2.37148543  1.41082351  1.05563542  0.        ]",[-2.31734014  0.14759564],[-1.69893052  1.11819934],-0.235020029953
11,[-0.37944493 -0.37357694],-2.37144,"[[ -4.59504546  -3.17559147  -0.18872971  -0.11553985]
 [-39.48676141   0.75974006   0.           0.        ]]","[-0.32163622 -0.49523815  1.48726294  1.03782456 -1.64409529 -0.99578001
 -0.63891129  0.4933624   1.27123682  0.94625697  0.        ]",[-2.39961553 -0.49562892],[-3.29748789 -1.1215839 ],-0.212944942736
12,[-0.37944493 -0.37357694],-2.58724,"[[ -5.41666113  -3.12452062  -0.18872971  -0.11553985]
 [-42.66426607   3.1452788    0.           0.        ]]","[ 0.73453821 -0.49589478  1.14744415  0.83357068 -1.64409382 -0.99577953
 -0.69668646  0.81977399  1.25850079  0.96058203  0.        ]",[-2.55203533 -0.81238544],[-1.39860437 -1.22882862],-0.212368233537
13,[-0.37944493 -0.37357694],-2.71216,"[[ -6.30119722  -3.06950823  -0.18872971  -0.11553985]
 [-45.77896215   2.21314556   0.           0.        ]]","[  1.22129482e+00  -4.92169537e-01   6.74003321e-05   6.13767620e-01
  -1.64409236e+00  -9.95779056e-01  -7.53319587e-01   6.92230466e-01
   1.22240598e+00   9.68758496e-01   0.00000000e+00]",[-2.6594708  -0.88990313],[-2.30685275 -0.94891084],-0.208857500966
14,[-0.37944493 -0.37357694],-2.83719,"[[ -7.24740843  -3.03586151  -0.18872971  -0.11553985]
 [-48.83198265   1.20747122   0.           0.        ]]","[ 0.6275818  -0.48762954 -1.18187525  0.47971871 -1.64409089 -0.99577858
 -0.80883125  0.55462441  1.18335607  1.04297508  0.        ]",[-2.71659017 -0.77889657],[-2.6874055  -1.49208769],-0.209335553969
