timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.37492514 -0.38213038],-3.56106,"[[-0.08464126 -0.01826803 -0.02707851  0.04337982]
 [ 0.00233724 -0.00326122  0.          0.        ]]","[ 1.218597    2.54626221 -0.09825075  0.83120378 -0.23840458  0.37455959
  0.08765385  0.38950481  1.66809672 -0.4722158   0.        ]",[-0.84710842 -1.5121212 ],[-1.89486951 -0.30675354],-0.244432633026
1,[-0.37492514 -0.38213038],-3.69255,"[[-0.12428074 -0.03050382 -0.02707851  0.04337982]
 [-3.95311782 -1.21627962  0.          0.        ]]","[ 1.21288584  2.54580424 -0.15619966  0.78202693 -0.23840452  0.37455949
  0.01663541  0.22353774  1.65919987 -0.55316394  0.        ]",[-0.87654388 -1.41707289],[-0.17278502 -0.99849125],-0.245990405375
2,[-0.37492514 -0.38213038],-3.69362,"[[-0.20940127 -0.09425332 -0.02707851  0.04337982]
 [-4.55693431 -5.14557463  0.          0.        ]]","[ 1.19335983  2.53975778 -0.27955276  0.52627663 -0.23840447  0.3745594
  0.00579415 -0.31407438  1.6193698  -0.75835725  0.        ]",[-0.97413212 -1.23151278],[-1.49490523 -0.86858689],-0.249512601117
3,[-0.37492514 -0.38213038],-3.70832,"[[-0.33931403 -0.23063455 -0.02707851  0.04337982]
 [-8.4215181  -8.48142863  0.          0.        ]]","[ 1.14476204  2.50623793 -0.46325382 -0.01437902 -0.23840441  0.3745593
 -0.06359275 -0.77049089  1.49615959 -1.08697917  0.        ]",[-1.0329262  -1.08516765],[-1.49636389 -0.7088407 ],-0.253559020666
4,[-0.37492514 -0.38213038],-3.60815,"[[ -0.54575775  -0.42672343  -0.02707851   0.04337982]
 [-12.21034738 -11.11865094   0.           0.        ]]","[ 1.02282907  2.41013506 -0.7370069  -0.75931988 -0.23840435  0.37455921
 -0.13161951 -1.13131924  1.1896799  -1.51009459  0.        ]",[-0.97416919 -0.82149613],[ 0.13557523 -0.58103134],-0.2551779663
5,[-0.37492514 -0.38213038],-3.35016,"[[ -0.78216139  -0.6699708   -0.02707851   0.04337982]
 [-11.43270749 -13.19913388   0.           0.        ]]","[ 0.82201101  2.21778574 -1.01005836 -1.59181332 -0.2384043   0.37455911
 -0.11765729 -1.41597324  0.69693221 -1.82146321  0.        ]",[-0.65404457 -0.54827774],[ 0.66392053  0.23754817],-0.249195080243
6,[-0.37492514 -0.38213038],-3.28313,"[[ -0.98220873  -0.92190051  -0.02707851   0.04337982]
 [ -8.58146202 -11.99783596   0.           0.        ]]","[ 0.60894776  1.94477174 -1.19661853 -2.29853202 -0.23840424  0.37455901
 -0.06646437 -1.25160909  0.19670871 -1.88397121  0.        ]",[-0.46693015 -0.51617229],[-0.88944756 -0.91119396],-0.235162863159
7,[-0.37492514 -0.38213038],-3.00428,"[[ -1.18745048  -1.19566059  -0.02707851   0.04337982]
 [-11.93185196 -15.36692132   0.           0.        ]]","[ 0.35863936  1.58298853 -1.3372869  -2.83606507 -0.23840418  0.37455892
 -0.12661919 -1.71257098 -0.28435792 -1.7261054   0.        ]",[-0.47342652 -0.58376336],[-1.18612736 -0.97612527],-0.212340034285
8,[-0.37492514 -0.38213038],-2.50689,"[[ -1.46344375  -1.53871002  -0.02707851   0.04337982]
 [-15.65549485 -18.92612534   0.           0.        ]]","[-0.0101042   1.07459778 -1.43551904 -3.11356754 -0.23840413  0.37455882
 -0.1934756  -2.19954361 -0.71734757 -1.27323643  0.        ]",[-0.59665674 -0.96743977],[ 0.05306661 -1.75549985],-0.173363239584
9,[-0.37492514 -0.38213038],-1.8916,"[[ -1.7713769   -1.95319135  -0.02707851   0.04337982]
 [-15.13969135 -22.51007852   0.           0.        ]]","[-0.43343233  0.45838169 -1.41450847 -2.82526088 -0.23840407  0.37455873
 -0.18421451 -2.68989995 -0.82246228 -0.62139546  0.        ]",[-0.55123609 -1.19882822],[ 0.41687633 -1.7390606 ],-0.117056056564
10,[-0.37492514 -0.38213038],-1.72678,"[[ -2.05465136  -2.43864274  -0.02707851   0.04337982]
 [-13.19407233 -26.0233967    0.           0.        ]]","[-0.80090151 -0.13437108 -1.27523486 -1.69434639 -0.23840401  0.37455863
 -0.14928169 -3.17058836 -0.50163341 -0.14657737  0.        ]",[-0.80044937 -0.86833096],[-0.99491759 -0.97394379],-0.0498095273482
11,[-0.37492514 -0.38213038],-1.7876,"[[ -2.35546572e+00  -2.99263025e+00  -2.70785141e-02   4.33798249e-02]
 [ -1.68747471e+01  -2.93643013e+01   0.00000000e+00   0.00000000e+00]]","[ -1.13443522e+00  -4.78024838e-01  -1.01418118e+00   3.07986070e-01
  -2.38403958e-01   3.74558535e-01  -2.15366660e-01  -3.62768234e+00
   3.59911394e-03  -1.55851284e-01   0.00000000e+00]",[-0.52659452  0.84950441],[-1.50250846  0.97986081],-0.0336015170694
