timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.07339538  0.01366651 -0.02401236 -0.13377679]
 [-0.00420189 -0.00104712  0.          0.        ]]",-0.911717,[-0.01438773 -0.05980942],"[ 1.06562585  1.37463087 -0.10943121  0.40686216 -0.18246077 -1.18805046
 -0.03953296  0.19981889  1.22525044  0.9141995   0.        ]",[-0.07620912 -0.66362464],[-0.09161468  0.00721662],-0.262516326316
1,"[[-0.07711493  0.01393389 -0.02401236 -0.13377679]
 [-0.36654643  0.02768897  0.          0.        ]]",-0.950506,[-0.01438773 -0.05980942],"[ 1.06522174  1.37460043 -0.11508629  0.40737369 -0.18245954 -1.18803175
 -0.07260535  0.20366451  1.22489922  0.9088994   0.        ]",[-0.07639029 -0.6638974 ],[ 0.17399798 -0.79506582],-0.262129195583
2,"[[-0.07745477 -0.0171068  -0.02401236 -0.13377679]
 [ 0.33023849 -3.12126199  0.          0.        ]]",-0.931681,[-0.01438773 -0.05980942],"[ 1.06517037  1.37451453 -0.11560219  0.34762224 -0.18245831 -1.18801304
 -0.00900609 -0.21789805  1.22310566  0.8843744   0.        ]",[-0.0795209  -0.66667044],[ 0.16735986 -0.41545733],-0.260322648215
3,"[[-0.06426678 -0.09541981 -0.02401236 -0.13377679]
 [ 0.98637271 -4.70476112  0.          0.        ]]",-0.968771,[-0.01438773 -0.05980942],"[ 1.06645516  1.36912734 -0.09554171  0.19714938 -0.18245707 -1.18799433
  0.05088278 -0.4298861   1.21782211  0.8435118   0.        ]",[-0.08123946 -0.66985017],[ 0.7972189  -1.08017647],-0.257065742226
4,"[[-0.01307799 -0.22832047 -0.02401236 -0.13377679]
 [ 4.12206303 -8.57240564  0.          0.        ]]",-0.917791,[-0.01438773 -0.05980942],"[ 1.06919467  1.34303885 -0.01754977 -0.05514872 -0.18245584 -1.18797562
  0.33709493 -0.94765908  1.20751672  0.81744981  0.        ]",[-0.08328056 -0.67176008],[ 0.00434594 -1.06053256],-0.254062263352
5,"[[  0.06873191  -0.43779315  -0.02401236  -0.13377679]
 [  4.05910658 -12.36223014   0.           0.        ]]",-0.880766,[-0.01438773 -0.05980942],"[ 1.06601232  1.25977347  0.10712064 -0.43551979 -0.18245461 -1.18795691
  0.33134606 -1.45499629  1.17878569  0.78070453  0.        ]",[-0.08667911 -0.67565089],[ 0.43574588 -0.10613391],-0.247865608773
6,"[[  0.16640423  -0.68680407  -0.02401236  -0.13377679]
 [  5.70267692 -12.53825513   0.           0.        ]]",-0.784403,[-0.01438773 -0.05980942],"[ 1.05005729  1.09851119  0.25497608 -0.84000199 -0.18245338 -1.1879382
  0.48136315 -1.47853089  1.12513796  0.74315525  0.        ]",[-0.08378883 -0.67232203],[-1.33150431 -0.66111244],-0.238121699774
7,"[[  0.23963625  -0.96132923  -0.02401236  -0.13377679]
 [  1.63389792 -14.90641546   0.           0.        ]]",-0.777621,[-0.01438773 -0.05980942],"[ 1.02949527  0.85392118  0.36433032 -1.19780741 -0.18245215 -1.18791949
  0.10997265 -1.7955166   1.0324971   0.66693731  0.        ]",[-0.08299975 -0.66679937],[-0.02188164 -0.47424861],-0.220692406718
8,"[[  0.27111841  -1.27533698  -0.02401236  -0.13377679]
 [  1.51464398 -16.48908667   0.           0.        ]]",-0.657625,[-0.01438773 -0.05980942],"[ 1.01841255  0.5114221   0.41077715 -1.46095195 -0.18245092 -1.18790079
  0.09908667 -2.00732621  0.87530112  0.54629649  0.        ]",[-0.07498115 -0.64611602],[-0.20975101 -0.12448795],-0.191767615897
9,"[[  0.29277295  -1.60678708  -0.02401236  -0.13377679]
 [  0.65362317 -16.65538097   0.           0.        ]]",-0.544961,[-0.01438773 -0.05980942],"[ 1.01001325  0.11301621  0.44249159 -1.54308301 -0.18244969 -1.18788208
  0.02049331 -2.02952009  0.67043677  0.46513587  0.        ]",[-0.06259155 -0.61566567],[-0.37506295 -0.44889959],-0.158041170402
