timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.01760719  0.00505489 -0.14311636 -0.05343402]
 [-0.00156351  0.00402076  0.          0.        ]]",-3.48087,[-0.30231589 -0.36253852],"[ 1.20424541  2.46830607  0.05494354  0.87830916 -1.23052917 -0.45729967
  0.02742996  0.38379346  2.52190887  0.54289643  0.        ]",[-3.70494819 -2.675493  ],[-2.84193063 -1.59600867],-0.357754236529
1,"[[-0.02209883 -0.03457789 -0.14311636 -0.05343402]
 [-3.95587836 -3.95411216  0.          0.        ]]",-3.41275,[-0.30231589 -0.36253852],"[ 1.20412104  2.46742571 -0.00368934  0.72898576 -1.23052783 -0.45729943
 -0.05590035 -0.15870105  2.52069766  0.43690066  0.        ]",[-3.51516008 -2.40395188],[-3.45459783 -1.71338233],-0.355772763691
2,"[[-0.14010705 -0.15258732 -0.14311636 -0.05343402]
 [-7.83206587 -7.83390093  0.          0.        ]]",-3.61364,[-0.30231589 -0.36253852],"[ 1.19093092  2.45097557 -0.17728739  0.28649103 -1.23052648 -0.45729919
 -0.13758426 -0.6904577   2.47889268  0.12562396  0.        ]",[-3.21198487 -2.11327529],[-0.83055276 -3.5733473 ],-0.347545512658
3,"[[ -0.32814713  -0.34742425  -0.14311636  -0.05343402]
 [-10.96161987 -11.63710311   0.           0.        ]]",-3.14668,[-0.30231589 -0.36253852],"[ 1.13080219  2.37916505 -0.44700638 -0.42376645 -1.23052514 -0.45729895
 -0.20353416 -1.2117168   2.29627331 -0.33644568  0.        ]",[-2.74733806 -1.76694608],[-3.21438176 -1.14621732],-0.327100202362
4,"[[ -0.58489132  -0.61756595  -0.14311636  -0.05343402]
 [-14.70059744 -15.36460441   0.           0.        ]]",-2.73236,[-0.30231589 -0.36253852],"[ 0.97500348  2.19272575 -0.78639761 -1.32279378 -1.23052379 -0.45729871
 -0.2823266  -1.72259868  1.85566176 -0.81106886  0.        ]",[-2.09628725 -1.26134086],[-3.28301253 -1.01363513],-0.285850313757
5,"[[ -0.91569163  -0.96151418  -0.14311636  -0.05343402]
 [-18.36766713 -19.01796884   0.           0.        ]]",-1.9686,[-0.30231589 -0.36253852],"[ 0.66507507  1.83016991 -1.14211584 -2.23097845 -1.23052244 -0.45729847
 -0.3596037  -2.22331628  1.12606958 -1.03113872  0.        ]",[-1.52484143 -0.76086068],[-1.05604049  0.11644127],-0.215146448886
6,"[[ -1.31914262  -1.33344527  -0.14311636  -0.05343402]
 [-21.96569268 -18.17784659   0.           0.        ]]",-1.28212,[-0.30231589 -0.36253852],"[ 0.16782543  1.32716941 -1.40131479 -2.80339425 -1.2305211  -0.45729823
 -0.43542578 -2.10816589  0.36036769 -0.7333201   0.        ]",[-1.45165157 -0.74392271],[-2.94931185 -1.12354012],-0.118618282772
7,"[[ -1.79384931  -1.73308918  -0.14311636  -0.05343402]
 [-25.49372534 -21.77448377   0.           0.        ]]",-0.779629,[-0.30231589 -0.36253852],"[-0.48123087  0.73531186 -1.41124381 -2.85951235 -1.23051975 -0.45729799
 -0.50977286 -2.60110394 -0.03682167  0.03807614  0.        ]",[-1.38715696 -0.99120921],[-0.67294529 -0.69124848],-0.0192588512587
8,"[[ -2.32545335  -2.19168485  -0.14311636  -0.05343402]
 [-27.65956197 -24.07745419   0.           0.        ]]",-0.837774,[-0.30231589 -0.36253852],"[-1.1214757   0.10844451 -1.04689247 -2.20571738 -1.23051841 -0.45729774
 -0.55541392 -2.91673093  0.22522695  0.80022882  0.        ]",[-1.46294546 -1.04049039],[-0.90588505 -2.28176049],-0.103288649121
9,"[[ -2.90919548  -2.70815355  -0.14311636  -0.05343402]
 [-30.70424173 -27.55801645   0.           0.        ]]",-1.37846,[-0.30231589 -0.36253852],"[-1.51912043 -0.37757412 -0.3111689  -0.7233957  -1.23051706 -0.4572975
 -0.6195751  -3.39374757  0.83069666  0.88259919  0.        ]",[-1.48303592 -0.37124059],[-0.11122169  0.1116462 ],-0.164858947611
