timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.37981045 -0.43972886],-4.56081,"[[ 0.07863458  0.00691502 -0.01248384  0.14597002]
 [ 0.00317913 -0.00215856  0.          0.        ]]","[ 1.22523985  2.54014209  0.13616346  0.93940051 -0.11413525  1.26042729
  0.11664276  0.3911701   1.56496709 -1.03694606  0.        ]",[ 2.63113546  0.02247941],[ 2.60932778 -0.76273797],-0.256419161971
1,[-0.37981045 -0.43972886],-4.48907,"[[ 0.11839982 -0.0234451  -0.01248384  0.14597002]
 [ 3.96016531 -3.02377783  0.          0.        ]]","[ 1.21983206  2.53975838  0.19422854  0.8155362  -0.11413523  1.26042674
  0.18452359 -0.0214469   1.5611971  -0.99460866  0.        ]",[ 2.49651575  0.08703113],[ 3.56204531  0.13314609],-0.253530648437
2,[-0.37981045 -0.43972886],-4.42615,"[[ 0.23650549 -0.07804548 -0.01248384  0.14597002]
 [ 7.83749514 -2.43820328  0.          0.        ]]","[ 1.19102352  2.53555521  0.36471722  0.59307411 -0.11413521  1.2604262
  0.25103794  0.05851619  1.5381057  -0.8371139   0.        ]",[ 2.36261296 -0.14206243],[ 2.72727313 -0.75340544],-0.242340078446
3,[-0.37981045 -0.43972886],-4.1188,"[[  0.43140225  -0.15627082  -0.01248384   0.14597002]
 [ 11.63952859  -5.37452684   0.           0.        ]]","[ 1.10283791  2.52168722  0.63448304  0.27617366 -0.11413519  1.26042566
  0.31626061 -0.34245334  1.4669656  -0.57459565  0.        ]",[ 1.9531703  -0.33791709],[ 1.80521244 -0.2369218 ],-0.221979919948
4,[-0.37981045 -0.43972886],-3.80408,"[[  7.01577917e-01  -2.72119128e-01  -1.24838390e-02   1.45970017e-01]
 [  1.53656549e+01  -6.20748900e+00   0.00000000e+00   0.00000000e+00]]","[ 0.90297585  2.48435656  0.9679939  -0.18544206 -0.11413517  1.26042511
  0.3801811  -0.45619839  1.30886422 -0.24640552  0.        ]",[ 1.35497141 -0.83565915],[ 1.56455961 -1.60207387],-0.192209831315
5,[-0.37981045 -0.43972886],-3.20876,"[[  1.04555020e+00  -4.34773735e-01  -1.24838390e-02   1.45970017e-01]
 [  1.90194656e+01  -1.00451053e+01   0.00000000e+00   0.00000000e+00]]","[ 0.54018462  2.3990573   1.29049607 -0.8073837  -0.11413515  1.26042457
  0.44286103 -0.98024382  1.02749775  0.08703494  0.        ]",[ 0.4928464  -1.29164255],[-0.13933516 -0.87126313],-0.152783259978
6,[-0.37981045 -0.43972886],-2.74294,"[[  1.41665219e+00  -6.68283163e-01  -1.24838390e-02   1.45970017e-01]
 [  1.80938410e+01  -1.32949748e+01   0.00000000e+00   0.00000000e+00]]","[ 0.05919156  2.21389803  1.47090272 -1.61701931 -0.11413513  1.26042403
  0.42698214 -1.42402909  0.68261898  0.29136268  0.        ]",[-0.51108539 -1.73909426],[-0.08736492 -0.70635132],-0.111924070317
7,[-0.37981045 -0.43972886],-2.36867,"[[  1.77148729e+00  -9.59591719e-01  -1.24838390e-02   1.45970017e-01]
 [  1.73920149e+01  -1.58274141e+01   0.00000000e+00   0.00000000e+00]]","[-0.42869977  1.89382369  1.45884832 -2.43025883 -0.11413511  1.26042349
  0.41494244 -1.76984509  0.36961816  0.32655871  0.        ]",[-1.09376204 -1.95319033],[-0.72252685 -2.59105127],-0.0753035680017
8,[-0.37981045 -0.43972886],-2.26321,"[[  2.08721141e+00  -1.31270493e+00  -1.24838390e-02   1.45970017e-01]
 [  1.41908817e+01  -1.94718399e+01   0.00000000e+00   0.00000000e+00]]","[-0.83576244  1.41057367  1.29694229 -3.03379164 -0.11413509  1.26042294
  0.36002787 -2.26750713  0.16319398  0.20836016  0.        ]",[-0.67049593 -2.08064437],[-1.15569087 -2.83278191],-0.0454137324374
9,[-0.37981045 -0.43972886],-2.46908,"[[  2.32851741e+00  -1.73798623e+00  -1.24838390e-02   1.45970017e-01]
 [  9.95346923e+00  -2.30445226e+01   0.00000000e+00   0.00000000e+00]]","[-1.10329689  0.77106016  1.08682245 -3.11203219 -0.11413507  1.2604224
  0.28733624 -2.75537034  0.11178174 -0.04641904  0.        ]",[-0.15989277 -1.6872232 ],[-0.02875148 -2.58934615],-0.0371438828262
