timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.39553112 -0.477249  ],-3.26707,"[[ 0.01205885  0.04378307  0.10482645 -0.01444121]
 [-0.0012557  -0.00292237  0.          0.        ]]","[ 1.22946542  2.53366347  0.03659699  1.09171385  0.90252079 -0.12326341
  0.11927713  0.39123114  0.65661531  0.24053322  0.        ]",[ 0.22235605 -1.27361774],[ 0.06221374 -0.8720539 ],-0.107231353312
1,[-0.39553112 -0.477249  ],-3.39597,"[[ 0.01451675  0.00907942  0.10482645 -0.01444121]
 [ 0.24621707 -3.45593404  0.          0.        ]]","[ 1.22941977  2.53504949  0.04020284  0.95005314  0.90252053 -0.12326339
  0.12349778 -0.08019332  0.65768654  0.21247919  0.        ]",[ 0.42303491 -0.90012366],[ 1.0231364  -1.96402529],-0.106745851409
2,[-0.39553112 -0.477249  ],-3.41193,"[[ 0.05909791 -0.09909604  0.10482645 -0.01444121]
 [ 4.19873449 -7.34863117  0.          0.        ]]","[ 1.227151    2.5276787   0.1055617   0.50896645  0.90252027 -0.12326337
  0.1909082  -0.61164607  0.65596284  0.19084666  0.        ]",[ 0.61150235 -0.54017103],[ 2.12154466 -0.18720384],-0.106116222419
3,[-0.39553112 -0.477249  ],-3.33793,"[[ 0.18193254 -0.25206094  0.10482645 -0.01444121]
 [ 8.07185057 -7.94585002  0.          0.        ]]","[ 1.20674331  2.48724782  0.28436262 -0.1054834   0.90252001 -0.12326335
  0.25696443 -0.69318159  0.64304677  0.26637432  0.        ]",[ 0.42327267 -0.67353296],[ 0.45864012 -0.35254727],-0.106194969471
4,[-0.39553112 -0.477249  ],-3.34838,"[[ 0.35997737 -0.42341083  0.10482645 -0.01444121]
 [ 9.72713918 -9.18498667  0.          0.        ]]","[ 1.140936    2.40136006  0.53572357 -0.76487677  0.90251976 -0.12326333
  0.28519545 -0.86235527  0.60635925  0.41842596  0.        ]",[-0.06705261 -0.940045  ],[ 0.43975203 -1.29853802],-0.107393639288
5,[-0.39553112 -0.477249  ],-3.23597,"[[  0.57006047  -0.64501738   0.10482645  -0.01444121]
 [ 11.27603253 -12.96304139   0.           0.        ]]","[ 1.0109061   2.23081717  0.81071694 -1.54215476  0.9025195  -0.12326331
  0.31161189 -1.37815601  0.53242934  0.56716298  0.        ]",[-0.46251363 -0.93059361],[-0.23981019 -0.01652459],-0.10747544749
6,[-0.39553112 -0.477249  ],-3.11758,"[[  0.78382652  -0.90235238   0.10482645  -0.01444121]
 [ 10.10446028 -12.77110512   0.           0.        ]]","[ 0.82609885  1.9592256   1.05472586 -2.29180461  0.90251924 -0.12326329
  0.29163059 -1.35195119  0.42471204  0.66809496  0.        ]",[-0.89372343 -1.4319346 ],[-0.55874452 -1.53174321],-0.104151084081
7,[-0.39553112 -0.477249  ],-2.9518,"[[  9.61741852e-01  -1.19495533e+00   1.04826446e-01  -1.44412088e-02]
 [  7.69494859e+00  -1.64768818e+01   0.00000000e+00   0.00000000e+00]]","[ 0.63787087  1.5764887   1.2222697  -2.88561063  0.90251898 -0.12326327
  0.25053613 -1.8578833   0.30149586  0.65965147  0.        ]",[-0.59657687 -1.72018933],[-1.1737023  -0.54659263],-0.0926059990401
8,[-0.39553112 -0.477249  ],-2.87415,"[[  1.07441092e+00  -1.54292385e+00   1.04826446e-01  -1.44412088e-02]
 [  3.58538277e+00  -1.83139325e+01   0.00000000e+00   0.00000000e+00]]","[ 0.50534469  1.06278334  1.30900952 -3.16905927  0.90251872 -0.12326325
  0.18044711 -2.10868587  0.15770389  0.50361095  0.        ]",[-0.34829018 -2.08743453],[-0.05545997 -3.12993549],-0.0667395416365
9,[-0.39553112 -0.477249  ],-2.64843,"[[  1.14319927e+00  -1.94529151e+00   1.04826446e-01  -1.44412088e-02]
 [  3.29428065e+00  -2.19108521e+01   0.00000000e+00   0.00000000e+00]]","[ 0.42021528  0.46655868  1.35398548 -2.8876151   0.90251846 -0.12326323
  0.17548231 -2.59975387 -0.05906755  0.27953075  0.        ]",[ 0.25880811 -2.18459392],[ 1.1531602 -2.6734026],-0.0294513153673
10,[-0.39553112 -0.477249  ],-2.59365,"[[  1.24813731e+00  -2.41888570e+00   1.04826446e-01  -1.44412088e-02]
 [  7.18670641e+00  -2.54367430e+01   0.00000000e+00   0.00000000e+00]]","[ 0.28526372 -0.11534416  1.41036971 -1.78799757  0.90251821 -0.12326321
  0.24186793 -3.08112229 -0.39705685  0.12292851  0.        ]",[ 1.38650775 -1.82967615],[ 2.58514154 -1.74977657],-0.0313055775363
11,[-0.39553112 -0.477249  ],-2.92626,"[[  1.43016017e+00  -2.96229364e+00   1.04826446e-01  -1.44412088e-02]
 [  1.10030096e+01  -2.88925093e+01   0.00000000e+00   0.00000000e+00]]","[ 0.04063109 -0.46966809  1.47159646  0.18470548  0.90251795 -0.12326319
  0.30695528 -3.55291377 -0.83544882  0.08523602  0.        ]",[ 2.51327467 -0.67007637],[ 2.02508254  0.10297527],-0.0866280614293
12,[-0.39553112 -0.477249  ],-2.81044,"[[  1.68777410e+00  -3.21946988e+00   1.04826446e-01  -1.44412088e-02]
 [  1.47457464e+01  -6.00208666e-01   0.00000000e+00   0.00000000e+00]]","[-0.31457754 -0.48935702  1.47605429  1.2306761   0.90251769 -0.12326317
  0.37078794  0.30969043 -1.04691806  0.08742737  0.        ]",[ 1.35432386 -2.21815658],[ 1.1321697  -2.63296244],-0.113767524144
13,[-0.39553112 -0.477249  ],-2.79626,"[[  2.01948822e+00  -3.16673077e+00   1.04826446e-01  -1.44412088e-02]
 [  1.84133603e+01   3.94720241e+00   0.00000000e+00   0.00000000e+00]]","[-0.75301695 -0.49346879  1.34085223  1.01562001  0.90251743 -0.12326315
  0.43333937  0.93052521 -0.96596509  0.09021349  0.        ]",[ 1.17460942 -2.43236184],[ 1.52891951 -2.11048995],-0.103393738238
14,[-0.39553112 -0.477249  ],-2.72779,"[[  2.42382276e+00  -3.09464763e+00   1.04826446e-01  -1.44412088e-02]
 [  2.20080932e+01   2.98779262e+00   0.00000000e+00   0.00000000e+00]]","[-1.19478991 -0.49227862  0.9838741   0.72134113  0.90251717 -0.12326313
  0.49464779  0.79954163 -0.89362204  0.15546174  0.        ]",[ 1.20892811 -2.50810957],[ 1.20504269 -2.3070865 ],-0.0947604146008
15,[-0.39553112 -0.477249  ],-2.70864,"[[  2.89933727e+00  -3.04871114e+00   1.04826446e-01  -1.44412088e-02]
 [  2.55316171e+01   1.66553564e+00   0.00000000e+00   0.00000000e+00]]","[-1.49557368 -0.48741892  0.37086636  0.53422874  0.90251692 -0.12326311
  0.55474173  0.61902042 -0.88665806  0.24291488  0.        ]",[ 1.33362806 -2.51655936],[ 2.98339741 -3.01720153],-0.095708785533
