timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.01644447 -0.16708298],-0.906521,"[[ 0.00380446 -0.07667022  0.03880889  0.12206107]
 [-0.00397144  0.00034123  0.          0.        ]]","[ 1.08729187  1.81370942  0.03354275  0.46273386  0.35649688  1.06568633
 -0.02656727  0.31753097  0.94089299 -0.94725721  0.        ]",[ 0.33764029 -1.01327503],[ 1.37155733 -0.9024547 ],-0.214535480611
1,[-0.01644447 -0.16708298],-0.856362,"[[ 0.0434303  -0.11253145  0.03880889  0.12206107]
 [ 3.95337621 -3.57454291  0.          0.        ]]","[ 1.08599092  1.8093597   0.09384942  0.36920722  0.35649583  1.06568038
  0.26407705 -0.17226491  0.9404397  -0.91337496  0.        ]",[ 0.35436204 -0.98913085],[ 0.73559485 -0.69451238],-0.211869192352
2,[-0.01644447 -0.16708298],-0.851291,"[[ 0.15092007 -0.21091458  0.03880889  0.12206107]
 [ 6.78617211 -6.25482648  0.          0.        ]]","[ 1.07156129  1.7891002   0.25664465  0.11492425  0.35649477  1.06567442
  0.47212906 -0.53949077  0.93359656 -0.82277108  0.        ]",[ 0.31695032 -0.98987567],[ 0.95461459 -1.05932883],-0.20435624557
3,[-0.01644447 -0.16708298],-0.702105,"[[  0.32320187  -0.3745097    0.03880889   0.12206107]
 [ 10.42989809 -10.09186555   0.           0.        ]]","[ 1.01564057  1.72881387  0.511281   -0.29498201  0.35649372  1.06566846
  0.73973856 -1.06520142  0.90570023 -0.6857865   0.        ]",[ 0.25363559 -0.97985327],[-0.39373013 -0.53841319],-0.191618670483
4,[-0.01644447 -0.16708298],-0.669274,"[[  0.51411077  -0.59572406   0.03880889   0.12206107]
 [  8.6668373  -12.02314111   0.           0.        ]]","[ 0.90840868  1.59722105  0.77642119 -0.80661574  0.35649267  1.0656625
  0.61024868 -1.32979771  0.84993782 -0.57658979  0.        ]",[ 0.18693653 -0.95297909],[-0.36325076 -0.90811072],-0.177851511014
5,[-0.01644447 -0.16708298],-0.617155,"[[  0.67132088  -0.86986861   0.03880889   0.12206107]
 [  7.05944196 -15.38014076   0.           0.        ]]","[ 0.78701326  1.36354751  0.97472995 -1.33879378  0.35649162  1.06565654
  0.49219202 -1.78972285  0.77601577 -0.57428756  0.        ]",[ 0.17198007 -0.86177599],[ 0.54016237 -0.22905689],-0.168395713922
6,[-0.01644447 -0.16708298],-0.561186,"[[  0.83255362  -1.18351998   0.03880889   0.12206107]
 [  9.05724519 -15.98293879   0.           0.        ]]","[ 0.634787    1.02194889  1.15381054 -1.76239729  0.35649057  1.06565059
  0.6389185  -1.87229006  0.66727664 -0.60808469  0.        ]",[ 0.17340586 -0.77455437],[ 0.10053627  0.10961556],-0.157317361367
7,[-0.01644447 -0.16708298],-0.587819,"[[  1.01589202  -1.49564617   0.03880889   0.12206107]
 [  9.27589443 -15.2321721    0.           0.        ]]","[ 0.43258791  0.63519781  1.32172437 -1.94900087  0.35648952  1.06564463
  0.65497479 -1.76940914  0.52509869 -0.62297861  0.        ]",[ 0.17466176 -0.68643939],[-0.30206933 -1.87311372],-0.141910785008
8,[-0.01644447 -0.16708298],-0.404099,"[[  1.18758043  -1.83698609   0.03880889   0.12206107]
 [  7.89737853 -18.88966714   0.           0.        ]]","[ 0.22093874  0.20301228  1.43972654 -1.86410377  0.35648846  1.06563867
  0.55372736 -2.27047949  0.3483523  -0.68490368  0.        ]",[ 0.214726   -0.53544331],[ 1.11059422  0.28718157],-0.128889374142
9,[-0.01644447 -0.16708298],-0.362052,"[[  1.3836726   -2.19961814   0.03880889   0.12206107]
 [ 11.69938325 -17.37849095   0.           0.        ]]","[-0.03902203 -0.21255517  1.52356362 -1.45524752  0.35648741  1.06563271
  0.8329636  -2.06340976  0.13132023 -0.74765253  0.        ]",[ 0.21046518 -0.50633407],[ 0.08111169 -1.18330069],-0.117662541929
10,[-0.01644447 -0.16708298],-0.339043,"[[  1.61856226  -2.58345942   0.03880889   0.12206107]
 [ 11.78920915 -20.99361427   0.           0.        ]]","[-0.36250905 -0.54493811  1.5483899  -0.7240138   0.35648636  1.06562675
  0.83955716 -2.55865127 -0.12120387 -0.81477362  0.        ]",[ 0.22564372 -0.45865485],[ 0.01883971 -1.2676576 ],-0.114195486011
11,[-0.01644447 -0.16708298],-0.453443,"[[  1.85275291  -3.03888704   0.03880889   0.12206107]
 [ 11.63054351 -20.00808447   0.           0.        ]]","[-0.68143777 -0.73216452  1.48999758  0.39484514  0.35648531  1.0656208
  0.82790022 -2.42358654 -0.43189407 -0.93391795  0.        ]",[ 0.27342653 -0.42791086],[ 1.31389803  0.44526364],-0.130458343697
12,[-0.01644447 -0.16708298],-0.473265,"[[  2.12279069  -3.17474783   0.03880889   0.12206107]
 [ 15.36054217   0.7146376    0.           0.        ]]","[-1.02203765 -0.73819439  1.32399467  0.75028223  0.35648426  1.06561484
  1.10184591  0.41546322 -0.51736439 -0.97232712  0.        ]",[ 0.28199291 -0.55205792],[ 1.30469931  0.62674245],-0.138136875218
13,[-0.01644447 -0.16708298],-0.440494,"[[  2.46667751  -3.11854234   0.03880889   0.12206107]
 [ 19.01592125   4.18127015   0.           0.        ]]","[-1.37677781 -0.73855432  0.9789346   0.60305372  0.3564832   1.06560888
  1.37030703  0.8903951  -0.46047803 -0.92106024  0.        ]",[ 0.27761298 -0.602772  ],[-0.18956228 -0.06801015],-0.129698309308
14,[-0.01644447 -0.16708298],-0.356171,"[[  2.83568802  -3.03844916   0.03880889   0.12206107]
 [ 17.88887773   3.82923971   0.           0.        ]]","[-1.6158904  -0.73209808  0.48616408  0.39369689  0.35648215  1.06560293
  1.2875219   0.84216239 -0.43934557 -0.82640382  0.        ]",[ 0.26462689 -0.63900447],[ 1.36855013 -2.08932389],-0.117115373898
15,[-0.01644447 -0.16708298],-0.359418,"[[  3.22963514  -2.99847919   0.03880889   0.12206107]
 [ 21.49384204   0.45309885   0.           0.        ]]","[-1.67475342 -0.72582114 -0.10618653  0.28978168  0.3564811   1.06559697
  1.55227568  0.37962214 -0.47405317 -0.75983737  0.        ]",[ 0.30105841 -0.61506921],[ 1.22228095  0.40609032],-0.1100738203
16,[-0.01644447 -0.16708298],-0.306644,"[[  3.69496798  -2.97336927   0.03880889   0.12206107]
 [ 25.02765379   2.05259006   0.           0.        ]]","[-1.47358944 -0.72084248 -0.77244687  0.22479461  0.35648005  1.06559101
  1.81179622  0.5987545  -0.54343654 -0.73231109  0.        ]",[ 0.36111647 -0.62198913],[ 1.59440137  0.31068843],-0.110001185682
17,[-0.01644447 -0.16708298],-0.287416,"[[  4.2302741   -2.92037528   0.03880889   0.12206107]
 [ 28.49139419   3.24289376   0.           0.        ]]","[-0.93795045 -0.70773513 -1.32120306  0.08859872  0.356479    1.06558506
  2.06616067  0.76182635 -0.65184394 -0.75114978  0.        ]",[ 0.43163621 -0.62317371],[ 1.88652288  0.28987793],-0.118837728923
18,[-0.01644447 -0.16708298],-0.444098,"[[  4.83416546  -2.84463472   0.03880889   0.12206107]
 [ 31.88639041   4.32763034   0.           0.        ]]","[-0.12830255 -0.68293628 -1.48344764 -0.10316045  0.35647795  1.0655791
  2.31546404  0.91043416 -0.75388483 -0.87851199  0.        ]",[ 0.49752039 -0.62177718],[ 0.49307037 -1.18683236],-0.1403368888
19,[-0.01644447 -0.16708298],-0.453756,"[[  5.48514265  -2.79865487   0.03880889   0.12206107]
 [ 33.20698814   0.28388481   0.           0.        ]]","[ 0.66958859 -0.66445138 -1.06233544 -0.21749674  0.35647689  1.06557314
  2.41240978  0.35642758 -0.72880601 -1.06823598  0.        ]",[ 0.51518059 -0.58033884],[ 1.25230266  0.47736902],-0.160350611037
20,[-0.01644447 -0.16708298],-0.465819,"[[  6.18241046  -2.77405017   0.03880889   0.12206107]
 [ 36.50874966   2.17037523   0.           0.        ]]","[ 1.08029162 -0.65351085 -0.12545898 -0.27793037  0.35647584  1.06556719
  2.65484242  0.61488092 -0.57228004 -1.19070926  0.        ]",[ 0.49623275 -0.5922752 ],[-0.06771095 -0.25171892],-0.1673995453
21,[-0.01644447 -0.16708298],-0.439901,"[[  6.90264191  -2.74105322   0.03880889   0.12206107]
 [ 35.51771825   1.13278768   0.           0.        ]]","[ 0.83020649 -0.63770734  0.9116066  -0.35807601  0.35647479  1.06556123
  2.58200824  0.47272617 -0.35916412 -1.16447755  0.        ]",[ 0.40872812 -0.59250098],[-0.65248363 -1.48578512],-0.158441391221
