timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.0254033   0.09798661  0.16984982 -0.19675745]
 [ 0.00252923  0.00232303  0.          0.        ]]",-3.18456,[-0.37750378 -0.38646194],"[ 1.22503174  2.54403608 -0.01065489  1.2902296   1.47775653 -1.70300659
  0.09697944  0.39045784  0.13515323  1.77114485  0.        ]",[-2.70642948 -2.25356102],[-1.78065516 -3.56139535],-0.206079902556
1,"[[-0.06502836  0.05832017  0.16984982 -0.19675745]
 [-3.95186937 -3.95578141  0.          0.        ]]",-3.29761,[-0.37750378 -0.38646194],"[ 1.22255628  2.54874643 -0.06881617  1.13135286  1.4777555  -1.70300513
  0.02621323 -0.15116444  0.13599153  1.6638386   0.        ]",[-2.27683616 -1.8096931 ],[-3.23358505 -0.98769068],-0.193688540065
2,"[[-0.18295699 -0.05923339  0.16984982 -0.19675745]
 [-7.82810191 -7.78680865  0.          0.        ]]",-2.88942,[-0.37750378 -0.38646194],"[ 1.20241353  2.54866058 -0.24066921  0.65931431  1.47775447 -1.70300368
 -0.04315415 -0.67539755  0.09984873  1.34755359  0.        ]",[-1.12141144 -1.09525919],[-1.22363391 -0.98367569],-0.156221389841
3,"[[ -0.37764298  -0.25248688   0.16984982  -0.19675745]
 [-11.62792641 -11.52606523   0.           0.        ]]",-2.2346,[-0.37750378 -0.38646194],"[ 1.12810687  2.50305672 -0.51514008 -0.10654053  1.47775344 -1.70300222
 -0.11115416 -1.18707253 -0.08062045  0.86374615  0.        ]",[ 0.65000647 -0.27379692],[ 0.69309898 -0.71989712],-0.0958231519554
4,"[[ -0.58037979  -0.50932827   0.16984982  -0.19675745]
 [ -8.65572806 -14.14931515   0.           0.        ]]",-1.94802,[-0.37750378 -0.38646194],"[ 0.99920675  2.35808485 -0.77905838 -1.06189261  1.47775241 -1.70300077
 -0.05796494 -1.54603388 -0.44715731  0.43460035  0.        ]",[ 1.88619065 -0.31022426],[ 1.92447151  0.18915583],-0.0567434128349
5,"[[ -0.71209606  -0.78200243   0.16984982  -0.19675745]
 [ -4.52957308 -13.12151386   0.           0.        ]]",-1.82839,[-0.37750378 -0.38646194],"[ 0.88968181  2.10906158 -0.93346197 -1.93420482  1.47775138 -1.70299931
  0.01587499 -1.40538986 -0.83769625  0.24256475  0.        ]",[ 2.51502204 -0.59016824],[ 2.86511549  0.17051986],-0.0884383970951
6,"[[ -0.76210287  -1.03506419   0.16984982  -0.19675745]
 [ -0.48446305 -12.18775085   0.           0.        ]]",-1.82,[-0.37750378 -0.38646194],"[ 0.84324063  1.80604696 -0.98786166 -2.55774186  1.47775035 -1.70299786
  0.08826458 -1.27761414 -1.12034369  0.2322438   0.        ]",[ 2.80349946 -0.93418086],[ 2.42174476 -0.76833379],-0.123913919347
7,"[[ -0.73199406  -1.30693301   0.16984982  -0.19675745]
 [  3.48219362 -14.98974478   0.           0.        ]]",-1.86271,[-0.37750378 -0.38646194],"[ 0.87150901  1.4259597  -0.95540254 -2.98159364  1.47774932 -1.70299641
  0.15925021 -1.66103414 -1.29776662  0.32742633  0.        ]",[ 2.89226627 -1.3090384 ],[ 2.00330731 -1.17926165],-0.148535388546
8,"[[ -0.62333346  -1.6434852    0.16984982  -0.19675745]
 [  7.37099217 -18.65318416   0.           0.        ]]",-1.8855,[-0.37750378 -0.38646194],"[ 0.96560287  0.91832698 -0.83107823 -3.11003496  1.47774829 -1.70299495
  0.22884251 -2.16233174 -1.40690065  0.51557701  0.        ]",[ 2.83908629 -1.72606289],[ 2.59349836 -1.40834654],-0.168085288089
9,"[[ -0.43766349  -2.05257318   0.16984982  -0.19675745]
 [ 11.18341577 -22.24355001   0.           0.        ]]",-2.04422,[-0.37750378 -0.38646194],"[ 1.09522815  0.32347085 -0.5960923  -2.66330474  1.47774726 -1.7029935
  0.29706803 -2.65362769 -1.46554871  0.80117597  0.        ]",[ 2.61998153 -2.15358496],[ 3.73268081 -1.44222831],-0.188403241669
