timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.03930544 -0.04130907  0.02113608  0.15267352]
 [ 0.00371742 -0.00148655  0.          0.        ]]",-2.54893,[-0.34233147 -0.3234508 ],"[ 1.21177568  2.51461801  0.08593195  0.71566289  0.19334093  1.33290437
  0.05775304  0.38598237  1.27376181 -1.19754291  0.        ]",[ 1.88427484 -1.11263037],[ 1.19597471 -1.47597348],-0.240480182271
1,"[[ 0.07908501 -0.08108178  0.02113608  0.15267352]
 [ 3.96105951 -3.96257647  0.          0.        ]]",-2.47759,[-0.34233147 -0.3234508 ],"[ 1.20852479  2.5109402   0.14444574  0.56129197  0.19334087  1.33290315
  0.1349349  -0.15589903  1.27194781 -1.16412649  0.        ]",[ 1.74892235 -1.00621867],[ 1.64828869 -0.77309239],-0.237855003873
2,"[[ 0.19722247 -0.19027441  0.02113608  0.15267352]
 [ 7.83977782 -6.94672695  0.          0.        ]]",-2.40281,[-0.34233147 -0.3234508 ],"[ 1.18606834  2.48864866  0.31677756  0.14076871  0.1933408   1.33290193
  0.21058332 -0.56413398  1.25939599 -1.05741092  0.        ]",[ 1.36470199 -0.99262559],[ 1.80680639 -0.58252197],-0.229015081475
3,"[[  0.39216238  -0.3509851    0.02113608   0.15267352]
 [ 11.64158384  -9.11707289   0.           0.        ]]",-2.32231,[-0.34233147 -0.3234508 ],"[ 1.10799738  2.42385304  0.59122794 -0.46081689  0.19334074  1.33290071
  0.28473167 -0.86103935  1.21512466 -0.86896403  0.        ]",[ 0.79575539 -1.04064059],[ 0.81586084 -1.16439993],-0.211920854164
4,"[[  0.65508361  -0.57125166   0.02113608   0.15267352]
 [ 14.64060765 -12.89692109   0.           0.        ]]",-2.15053,[-0.34233147 -0.3234508 ],"[ 0.92695885  2.2761924   0.92579766 -1.2263862   0.19334067  1.3328995
  0.34322297 -1.37812575  1.11182007 -0.63843017  0.        ]",[ 0.20130958 -0.97778243],[ 0.32850603 -1.3479696 ],-0.186982531069
5,"[[  0.95804851  -0.86635355   0.02113608   0.15267352]
 [ 15.65254924 -16.60086357   0.           0.        ]]",-1.9077,[-0.34233147 -0.3234508 ],"[ 0.62605752  1.9839023   1.23355749 -2.08693715  0.1933406   1.33289828
  0.36295923 -1.88482649  0.94328473 -0.4553715   0.        ]",[-0.13720623 -0.82690167],[ 0.35952187 -0.68690747],-0.158071620055
6,"[[  1.28228117  -1.22235659   0.02113608   0.15267352]
 [ 16.76705425 -18.99140274   0.           0.        ]]",-1.72751,[-0.34233147 -0.3234508 ],"[ 0.224742    1.52168767  1.44074355 -2.77888896  0.19334054  1.33289706
  0.38469584 -2.21185042  0.72133356 -0.36636144  0.        ]",[-0.25785637 -0.78731424],[-0.14809531 -1.55524381],-0.127432131057
7,"[[  1.60843230e+00  -1.63812659e+00   2.11360761e-02   1.52673516e-01]
 [  1.58509878e+01  -2.25736826e+01   0.00000000e+00   0.00000000e+00]]",-1.49243,[-0.34233147 -0.3234508 ],"[-0.22016989  0.90468743  1.50060735 -3.00376172  0.19334047  1.33289584
  0.36682919 -2.70190198  0.47415057 -0.41509479  0.        ]",[-0.14215866 -0.70187789],[-0.60629695 -1.03307881],-0.101837275023
8,"[[  1.89823822e+00  -2.12483124e+00   2.11360761e-02   1.52673516e-01]
 [  1.31383406e+01  -2.60852026e+01   0.00000000e+00   0.00000000e+00]]",-1.29066,[-0.34233147 -0.3234508 ],"[-0.61237915  0.21200673  1.42335286 -2.43083106  0.19334041  1.33289462
  0.31392294 -3.18226827  0.23393901 -0.6397422   0.        ]",[ 0.1158158  -0.35043269],[-0.58306363  0.1657191 ],-0.098705790193
9,"[[  2.13523586e+00  -2.63476442e+00   2.11360761e-02   1.52673516e-01]
 [  1.05698946e+01  -2.49121259e+01   0.00000000e+00   0.00000000e+00]]",-1.26039,[-0.34233147 -0.3234508 ],"[-0.90698381 -0.31359225  1.27307159 -1.01139978  0.19334034  1.33289341
  0.26382912 -3.02178111 -0.01242727 -0.96110967  0.        ]",[ 0.38205796  0.08750165],[ 0.77582115  0.47627649],-0.12284885433
