timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.0058653  -0.09427402  0.0310207   0.10620654]
 [-0.00268032  0.00280647  0.          0.        ]]",-3.82625,[-0.39225727 -0.41038051],"[ 1.22913469  2.54492803  0.03338609  0.5193829   0.27389869  0.92532201
  0.11016088  0.39115504  1.21570946 -0.92435405  0.        ]",[ 2.19230294 -0.41434488],[ 2.4328165  -1.21498772],-0.21255803881
1,"[[ 0.04551822 -0.13396167  0.0310207   0.10620654]
 [ 3.95479321 -3.95836362  0.          0.        ]]",-3.6867,[-0.39225727 -0.41038051],"[ 1.22772617  2.53804764  0.09157145  0.3594738   0.27389864  0.92532168
  0.17915345 -0.15000416  1.2149161  -0.89070567  0.        ]",[ 2.13207078 -0.2196244 ],[ 2.73059497  0.17999355],-0.210349944758
2,"[[ 0.16351708 -0.20520673  0.0310207   0.10620654]
 [ 7.83219095 -3.16875963  0.          0.        ]]",-3.63067,[-0.39225727 -0.41038051],"[ 1.21071904  2.51974983  0.26374234  0.07472104  0.27389858  0.92532136
  0.24675002 -0.04213159  1.20796047 -0.74739915  0.        ]",[ 1.77544343 -0.55287504],[ 1.60622379 -0.02978389],-0.201139867577
3,"[[  0.35829819  -0.26914954   0.0310207    0.10620654]
 [ 11.63327438  -3.22530813   0.           0.        ]]",-3.50062,[-0.39225727 -0.41038051],"[ 1.14137588  2.49688707  0.5395573  -0.17731709  0.27389853  0.92532104
  0.31301616 -0.04985701  1.16636888 -0.4654509   0.        ]",[ 1.22590148 -0.99641854],[ 2.08384972 -0.32292507],-0.182794777085
4,"[[  0.62835186  -0.34585624   0.0310207    0.10620654]
 [ 15.35970525  -4.4412694    0.           0.        ]]",-3.16669,[-0.39225727 -0.41038051],"[ 0.96513975  2.46156054  0.88765327 -0.47376056  0.27389847  0.92532072
  0.37798084 -0.21597683  1.03693239 -0.08645996  0.        ]",[ 0.47303504 -1.53599465],[ 1.04065654 -0.47413594],-0.156421177329
5,"[[  0.97219843  -0.45264505   0.0310207    0.10620654]
 [ 19.01282796  -6.23157828   0.           0.        ]]",-2.73274,[-0.39225727 -0.41038051],"[ 0.62577531  2.39841586  1.23748563 -0.87262491  0.27389842  0.9253204
  0.4416675  -0.46056175  0.76749233  0.31973386  0.        ]",[-0.61869478 -2.19276857],[ 0.2699456  -2.21547703],-0.124732399771
6,"[[  1.3594153   -0.6157614    0.0310207    0.10620654]
 [ 19.70659803 -10.06722266   0.           0.        ]]",-2.08836,[-0.39225727 -0.41038051],"[ 0.1369026   2.27216756  1.46004856 -1.4413922   0.27389836  0.92532007
  0.45376224 -0.98457226  0.38014021  0.61741143  0.        ]",[-1.32828152 -2.53012991],[-0.60132363 -2.53628556],-0.0969042466913
7,"[[  1.72578776  -0.85481482   0.0310207    0.10620654]
 [ 16.93983176 -13.82561852   0.           0.        ]]",-1.81073,[-0.39225727 -0.41038051],"[-0.36649454  2.02871893  1.47512462 -2.1587419   0.27389831  0.92531975
  0.40552769 -1.49802883  0.0188929   0.7084112   0.        ]",[-1.28013349 -2.61478567],[-3.06879586 -2.39555701],-0.0805235698726
8,"[[  2.02154357  -1.16828745   0.0310207    0.10620654]
 [ 12.64985402 -17.50946255   0.           0.        ]]",-1.73926,[-0.39225727 -0.41038051],"[-0.7552803   1.62601084  1.34610452 -2.83051147  0.27389825  0.92531943
  0.33073822 -2.00129934 -0.18798724  0.62291427  0.        ]",[-0.68991894 -2.65233135],[ 0.21165735 -2.52914772],-0.0667223455736
9,"[[  2.28044669  -1.55472096   0.0310207    0.10620654]
 [ 13.23845242 -21.12182078   0.           0.        ]]",-1.70946,[-0.39225727 -0.41038051],"[-1.05375356  1.05435193  1.13834243 -3.15411819  0.2738982   0.92531911
  0.34099949 -2.49480195 -0.27832369  0.41867784  0.        ]",[-0.40176183 -2.59803391],[-0.5530919  -2.74630183],-0.0448646359158
10,"[[  2.52063146  -2.01267943   0.0310207    0.10620654]
 [ 10.78791492 -24.66231843   0.           0.        ]]",-1.83535,[-0.39225727 -0.41038051],"[-1.27733626  0.37911573  0.87884944 -2.76506803  0.27389814  0.92531878
  0.29827792 -2.97848465 -0.29654112  0.10263177  0.        ]",[-0.18689381 -2.24779129],[-0.12062179 -2.72240695],-0.0171422411335
11,"[[  2.72945404  -2.54075045   0.0310207    0.10620654]
 [ 10.09653277 -28.13326115   0.           0.        ]]",-2.14134,[-0.39225727 -0.41038051],"[-1.41963537 -0.22535838  0.61278771 -1.39172541  0.27389808  0.92531846
  0.28622464 -3.45266149 -0.28379038 -0.33084565  0.        ]",[ 0.1326789  -0.74224091],[-0.2237511   0.08815449],-0.0477980713928
12,"[[  2.92048743  -3.09432372   0.0310207    0.10620654]
 [  9.0107222  -22.36725625   0.           0.        ]]",-2.32702,[-0.39225727 -0.41038051],"[-1.50172653 -0.490182    0.34670505  0.70953503  0.27389803  0.92531814
  0.26729507 -2.66493237 -0.32760518 -0.82208836  0.        ]",[ 0.44198787  0.65800834],[ 0.26717438  0.49066022],-0.105266884801
13,"[[ 3.10953943 -3.23272685  0.0310207   0.10620654]
 [ 9.89123589  1.73014088  0.          0.        ]]",-2.39112,[-0.39225727 -0.41038051],"[-1.53466594 -0.48556654  0.07181671  1.27028898  0.27389797  0.92531782
  0.28264548  0.62713929 -0.34089512 -0.94450066  0.        ]",[ 0.86484098 -0.20786703],[ 1.26468749 -0.59806762],-0.119732522198
14,"[[  3.34512646  -3.15896619   0.0310207    0.10620654]
 [ 13.65486082   4.22312305   0.           0.        ]]",-2.30663,[-0.39225727 -0.41038051],"[-1.50684283 -0.49165189 -0.27194601  0.97163701  0.27389792  0.9253175
  0.3482587   0.96771835 -0.33199268 -0.84770362  0.        ]",[ 0.92340744 -0.5216924 ],[ 0.46702467 -0.04079556],-0.10833270486
15,"[[  3.63406386  -3.07696251   0.0310207    0.10620654]
 [ 15.23360969   3.97807512   0.           0.        ]]",-2.29581,[-0.39225727 -0.41038051],"[-1.37111556 -0.48870427 -0.6692803   0.63923115  0.27389786  0.92531717
  0.3757818   0.93424073 -0.37050695 -0.75429383  0.        ]",[ 0.91795981 -0.67634368],[ 0.97551423 -1.07523852],-0.0987487980874
16,"[[  3.97446078  -3.02830686   0.0310207    0.10620654]
 [ 18.79423821   1.34245675   0.           0.        ]]",-2.27953,[-0.39225727 -0.41038051],"[-1.083036   -0.48212679 -1.06130873  0.44269248  0.27389781  0.92531685
  0.43785606  0.57417489 -0.43464707 -0.7168084   0.        ]",[ 0.93155593 -0.64453703],[ 1.04144261 -0.23570619],-0.0970779615348
17,"[[  4.38633681  -3.01058217   0.0310207    0.10620654]
 [ 22.38141557   0.5103697    0.           0.        ]]",-2.32275,[-0.39225727 -0.41038051],"[-0.5958548  -0.47884022 -1.3658342   0.37134088  0.27389775  0.92531653
  0.50039316  0.46049897 -0.49463828 -0.73466677  0.        ]",[ 0.91336286 -0.6829347 ],[ 1.31267043 -0.98682608],-0.10196185698
18,"[[  4.86924418  -3.00508179   0.0310207    0.10620654]
 [ 25.89760885   0.12237299   0.           0.        ]]",-2.33864,[-0.39225727 -0.41038051],"[ 0.06282095 -0.47772382 -1.42515197  0.34923158  0.2738977   0.92531621
  0.56169275  0.4074926  -0.53704758 -0.79131822  0.        ]",[ 0.95193774 -0.69554478],[ 1.51105814 -0.1550198 ],-0.110301958004
19,"[[  5.42177725  -3.00300154   0.0310207    0.10620654]
 [ 29.34421259   0.08195327   0.           0.        ]]",-2.41393,[-0.39225727 -0.41038051],"[ 0.74725994 -0.47728964 -1.08904595  0.34087411  0.27389764  0.92531589
  0.62177912  0.40197056 -0.54601368 -0.87321665  0.        ]",[ 1.06531942 -0.69918591],[ 0.77058337  0.35544771],-0.119542868889
20,"[[  6.03344473e+00  -2.98725093e+00   3.10207020e-02   1.06206540e-01]
 [  3.18142924e+01   1.48844721e+00   0.00000000e+00   0.00000000e+00]]",-2.50183,[-0.39225727 -0.41038051],"[ 1.18627696 -0.47379147 -0.33803242  0.27767706  0.27389759  0.92531556
  0.66484121  0.59411906 -0.50910422 -0.9677983   0.        ]",[ 1.26798928 -0.83062106],[-0.02659057 -0.31503192],-0.128099547538
21,"[[  6.66235417e+00  -2.97028651e+00   3.10207020e-02   1.06206540e-01]
 [  3.10791117e+01   2.12254732e-01   0.00000000e+00   0.00000000e+00]]",-2.54844,[-0.39225727 -0.41038051],"[ 1.1309803  -0.4696065   0.56813312  0.20978329  0.27389753  0.92531524
  0.65202422  0.41977147 -0.41788721 -1.02126122  0.        ]",[ 1.02244425 -0.87489533],[ 0.40505371 -0.11333911],-0.130678995621
22,"[[  7.29385379e+00  -2.97057853e+00   3.10207020e-02   1.06206540e-01]
 [  3.20675600e+01  -2.39942667e-01   0.00000000e+00   0.00000000e+00]]",-2.61223,[-0.39225727 -0.41038051],"[ 0.58128279 -0.46968208  1.26840043  0.21095033  0.27389748  0.92531492
  0.6692562   0.35799427 -0.32277088 -0.99178577  0.        ]",[ 0.76108849 -0.8789103 ],[ 0.73908586 -1.55904062],-0.124816914927
23,"[[  7.95819462e+00  -3.01504899e+00   3.10207020e-02   1.06206540e-01]
 [  3.43589585e+01  -3.12240182e+00   0.00000000e+00   0.00000000e+00]]",-2.52962,[-0.39225727 -0.41038051],"[-0.29689779 -0.47971251  1.48475674  0.38930719  0.27389742  0.9253146
  0.70920323 -0.03579405 -0.29669506 -0.91160765  0.        ]",[ 0.74869472 -0.54760206],[ 0.45701117 -0.73170785],-0.114988928064
24,"[[  8.65670639e+00  -3.03471914e+00   3.10207020e-02   1.06206540e-01]
 [  3.54883944e+01   2.17373430e-01   0.00000000e+00   0.00000000e+00]]",-2.40498,[-0.39225727 -0.41038051],"[-1.14730607 -0.48319792  1.04462867  0.46854166  0.27389737  0.92531428
  0.72889311  0.4204707  -0.29643059 -0.83149158  0.        ]",[ 0.78286445 -0.68269122],[ 0.36179204 -0.79894828],-0.105662245548
25,"[[  9.37379766e+00  -3.02476631e+00   3.10207020e-02   1.06206540e-01]
 [  3.62182892e+01   5.77963596e-01   0.00000000e+00   0.00000000e+00]]",-2.31803,[-0.39225727 -0.41038051],"[-1.53357837 -0.48150727  0.09957697  0.42842709  0.27389731  0.92531395
  0.74161756  0.46973278 -0.33445521 -0.74224019  0.        ]",[ 0.9328267  -0.65563101],[-0.53228896  0.32601936],-0.0962563639506
26,"[[  1.00698247e+01  -3.00036443e+00   3.10207020e-02   1.06206540e-01]
 [  3.33938158e+01   1.85796263e+00   0.00000000e+00   0.00000000e+00]]",-2.3085,[-0.39225727 -0.41038051],"[-1.25763701 -0.47672924 -0.85780934  0.33028247  0.27389726  0.92531363
  0.69237674  0.64460028 -0.4282954  -0.69609285  0.        ]",[ 1.11754394 -0.76772809],[-0.27982713  0.08895413],-0.0945092800541
27,"[[  1.07199514e+01  -2.96003387e+00   3.10207020e-02   1.06206540e-01]
 [  3.16247424e+01   2.17405707e+00   0.00000000e+00   0.00000000e+00]]",-2.30455,[-0.39225727 -0.41038051],"[-0.52928549 -0.46686737 -1.38776716  0.1688456   0.2738972   0.92531331
  0.6615353   0.68778349 -0.54233562 -0.73381803  0.        ]",[ 1.05058718 -0.91733736],[ 1.52830535 -0.68349832],-0.104539951166
28,"[[  1.13858877e+01  -2.94412822e+00   3.10207020e-02   1.06206540e-01]
 [  3.49578045e+01  -5.74289151e-01   0.00000000e+00   0.00000000e+00]]",-2.44688,[-0.39225727 -0.41038051],"[ 0.37281604 -0.46230762 -1.33276838  0.1054907   0.27389715  0.92531299
  0.71964225  0.31231673 -0.58943571 -0.85476711  0.        ]",[ 1.02236474 -0.79265636],[ 1.23508728 -0.73166945],-0.119971713449
29,"[[  1.21178247e+01  -2.98455561e+00   3.10207020e-02   1.06206540e-01]
 [  3.82250336e+01  -3.45884392e+00   0.00000000e+00   0.00000000e+00]]",-2.54648,[-0.39225727 -0.41038051],"[ 1.09242452 -0.47315449 -0.61180931  0.26687701  0.27389709  0.92531267
  0.77660148 -0.08175822 -0.52967415 -0.94668307  0.        ]",[ 1.13566816 -0.54990804],[-0.24637985 -0.50300297],-0.12671062304
30,"[[  1.28649480e+01  -3.02255543e+00   3.10207020e-02   1.06206540e-01]
 [  3.64930372e+01  -4.50587924e-01   0.00000000e+00   0.00000000e+00]]",-2.56133,[-0.39225727 -0.41038051],"[ 1.16800269 -0.48111087  0.45658701  0.41952232  0.27389704  0.92531234
  0.74640638  0.32921626 -0.45051614 -0.97433629  0.        ]",[ 1.21063364 -0.76588619],[ 1.02415788 -1.82535501],-0.126467312404
31,"[[  1.36272857e+01  -3.02093700e+00   3.10207020e-02   1.06206540e-01]
 [  3.97299287e+01   3.39337470e-01   0.00000000e+00   0.00000000e+00]]",-2.55504,[-0.39225727 -0.41038051],"[ 0.52154062 -0.4808163   1.30600197  0.41300525  0.27389698  0.92531202
  0.80283671  0.43713227 -0.35676453 -0.96981156  0.        ]",[ 0.89284009 -0.88121402],[ 2.05416206 -0.55107284],-0.123043693944
32,"[[  1.44537176e+01  -3.01348200e+00   3.10207020e-02   1.06206540e-01]
 [  4.29026928e+01   3.43788823e-01   0.00000000e+00   0.00000000e+00]]",-2.58365,[-0.39225727 -0.41038051],"[-0.58339423 -0.47940872  1.4197852   0.38300267  0.27389693  0.9253117
  0.85814903  0.4377403  -0.28567611 -0.88313158  0.        ]",[ 0.78632659 -0.7808876 ],[ 0.79028424 -2.04281074],-0.111476217604
33,"[[  1.53346437e+01  -3.00844735e+00   3.10207020e-02   1.06206540e-01]
 [  4.51823170e+01   1.74300961e-01   0.00000000e+00   0.00000000e+00]]",-2.42467,[-0.39225727 -0.41038051],"[-1.44016612 -0.47841064  0.56014579  0.36275691  0.27389687  0.92531138
  0.89789072  0.41458552 -0.30466528 -0.75915791  0.        ]",[ 0.90527844 -0.71818292],[ 0.82513716 -2.62708846],-0.0974457792997
34,"[[  1.62620941e+01  -3.00598997e+00   3.10207020e-02   1.06206540e-01]
 [  4.75548144e+01   8.17941272e-02   0.00000000e+00   0.00000000e+00]]",-2.30527,[-0.39225727 -0.41038051],"[-1.32852846 -0.47790953 -0.74766691  0.35287995  0.27389682  0.92531106
  0.93925149  0.40194755 -0.41267064 -0.699054    0.        ]",[ 1.2635951  -0.64755487],[ 1.74802542 -1.61847637],-0.0941497709244
35,"[[  1.72434696e+01  -3.00486218e+00   3.10207020e-02   1.06206540e-01]
 [  5.05726826e+01   3.66294818e-02   0.00000000e+00   0.00000000e+00]]",-2.32964,[-0.39225727 -0.41038051],"[-0.20187641 -0.47767645 -1.44225917  0.34834813  0.27389676  0.92531073
  0.99186335  0.39577727 -0.52514332 -0.76604293  0.        ]",[ 1.30048764 -0.72441435],[ 1.75320668 -0.63334909],-0.106959097803
36,"[[  1.82846031e+01  -3.00397560e+00   3.10207020e-02   1.06206540e-01]
 [  5.35308103e+01   4.27677007e-02   0.00000000e+00   0.00000000e+00]]",-2.54908,[-0.39225727 -0.41038051],"[ 1.01437548 -0.47749185 -0.76112941  0.34478599  0.2738967   0.92531041
  1.04343367  0.39661576 -0.53273339 -0.9143249   0.        ]",[ 1.46211421 -0.73877174],[-0.09864077 -0.85588512],-0.123323651631
37,"[[  1.93406683e+01  -3.00351516e+00   3.10207020e-02   1.06206540e-01]
 [  5.20805402e+01   1.02207589e-02   0.00000000e+00   0.00000000e+00]]",-2.55074,[-0.39225727 -0.41038051],"[ 1.06578842 -0.47739546  0.71706832  0.34293617  0.27389665  0.92531009
  1.01814989  0.39216925 -0.41711769 -0.99616583  0.        ]",[ 1.22020972 -0.86527032],[ 1.45303104 -0.53845823],-0.12779389606
38,"[[  2.04116595e+01  -3.00307867e+00   3.10207020e-02   1.06206540e-01]
 [  5.50088192e+01   2.50011333e-02   0.00000000e+00   0.00000000e+00]]",-2.56428,[-0.39225727 -0.41038051],"[-0.14109146 -0.47730378  1.49266497  0.34118267  0.27389659  0.92530977
  1.06919983  0.3941884  -0.29397559 -0.9239464   0.        ]",[ 0.89860612 -0.8464992 ],[ 0.71907973 -0.66006755],-0.116378101066
39,"[[  2.15294751e+01  -3.00277853e+00   3.10207020e-02   1.06206540e-01]
 [  5.67668830e+01   8.11589930e-03   0.00000000e+00   0.00000000e+00]]",-2.36222,[-0.39225727 -0.41038051],"[-1.39066193 -0.47724054  0.67866588  0.339977    0.27389654  0.92530945
  1.0998487   0.39188152 -0.29647499 -0.76478815  0.        ]",[ 0.97654116 -0.7401036 ],[ 1.00948955 -0.59529078],-0.0979174398105
