timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.00228388 -0.00572483 -0.04396204  0.05610895]
 [-0.00010714 -0.00400778  0.          0.        ]]",-1.3859,[-0.10357412 -0.21910442],"[ 1.13519679  2.04909349  0.0202086   0.68966933 -0.37573828  0.47508635
 -0.03279421  0.34447162  1.62777769 -0.38102428  0.        ]",[-0.78223765 -1.73516619],[ 0.3800663  -1.22953758],-0.260324268913
1,"[[ 0.01281447 -0.04553791 -0.04396204  0.05610895]
 [ 1.50492513 -3.96409931  0.          0.        ]]",-1.40041,[-0.10357412 -0.21910442],"[ 1.1350829   2.04770346  0.04289735  0.57281437 -0.37573758  0.4750854
  0.03448131 -0.19825433  1.62730736 -0.39058147  0.        ]",[-0.75335032 -1.69280648],[-0.64404745 -1.86988958],-0.26053072147
2,"[[ 0.01706672 -0.16375026 -0.04396204  0.05610895]
 [-1.07113983 -7.84420933  0.          0.        ]]",-1.44349,[-0.10357412 -0.21910442],"[ 1.13499103  2.03108398  0.04928673  0.22781605 -0.37573688  0.47508445
 -0.08066993 -0.73001825  1.61908234 -0.48594524  0.        ]",[-0.75601304 -1.61762822],[-0.18805005 -1.92280492],-0.262407693832
3,"[[ -1.15938324e-02  -3.58801324e-01  -4.39620381e-02   5.61089513e-02]
 [ -1.79256387e+00  -1.16482206e+01   0.00000000e+00   0.00000000e+00]]",-1.42695,[-0.10357412 -0.21910442],"[ 1.13509496  1.9633907   0.00621797 -0.32458337 -0.37573618  0.47508349
 -0.11291781 -1.25134987  1.57342031 -0.69653038  0.        ]",[-0.71676046 -1.50527132],[-1.32835085 -1.8050521 ],-0.26492605266
4,"[[ -0.08677255  -0.6291651   -0.04396204   0.05610895]
 [ -5.71244425 -15.3757443    0.           0.        ]]",-1.49115,[-0.10357412 -0.21910442],"[ 1.12999378  1.79144278 -0.10659556 -1.02139948 -0.37573548  0.47508254
 -0.28813845 -1.7621919   1.42841105 -1.01216781  0.        ]",[-0.59199744 -1.27770567],[-1.61324779 -2.50344717],-0.26476175905
5,"[[ -0.23958555  -0.9733393   -0.04396204   0.05610895]
 [ -9.55642212 -19.02949633   0.           0.        ]]",-1.29848,[-0.10357412 -0.21910442],"[ 1.09577991  1.46050944 -0.33296827 -1.72108854 -0.37573478  0.47508159
 -0.45996607 -2.26291107  1.08663937 -1.37542817  0.        ]",[-0.35668194 -0.93747443],[ 0.98090056 -1.08360248],-0.256341546337
6,"[[ -0.38989421  -1.38988543  -0.04396204   0.05610895]
 [ -5.48804156 -22.61314643   0.           0.        ]]",-0.985467,[-0.10357412 -0.21910442],"[ 1.03165373  0.94575424 -0.5475502  -2.18179438 -0.37573408  0.47508064
 -0.27810586 -2.75400357  0.6060636  -1.5246751   0.        ]",[-0.13691379 -0.60067201],[-0.0201115   0.17293166],-0.231530450565
7,"[[ -0.49939795  -1.83078505  -0.04396204   0.05610895]
 [ -5.46234318 -21.48059022   0.           0.        ]]",-0.661985,[-0.10357412 -0.21910442],"[ 0.96671263  0.35784225 -0.69603339 -2.13101601 -0.37573338  0.47507969
 -0.27695664 -2.59875809  0.18655077 -1.38261229  0.        ]",[-0.18432899 -0.48316285],[ 0.56701604  0.15789743],-0.192124214442
8,"[[ -0.58506805  -2.24985821  -0.04396204   0.05610895]
 [ -3.11223533 -20.43020975   0.           0.        ]]",-0.428067,[-0.10357412 -0.21910442],"[ 0.90574681 -0.14127423 -0.80627406 -1.5783271  -0.37573268  0.47507874
 -0.17190442 -2.45478059 -0.05776438 -1.072088    0.        ]",[-0.21405296 -0.45805374],[-0.20635332 -0.77388174],-0.146275631894
9,"[[ -0.65490825  -2.68514838  -0.04396204   0.05610895]
 [ -3.86922425 -23.08995076   0.           0.        ]]",-0.131556,[-0.10357412 -0.21910442],"[ 0.84978263 -0.50392945 -0.89167534 -0.5876504  -0.37573198  0.47507779
 -0.20574221 -2.81924053 -0.10894141 -0.68262733  0.        ]",[-0.16936649 -0.33035505],[ 0.05811864  0.18619475],-0.0965717878052
10,"[[-0.72922141 -3.07937262 -0.04396204  0.05610895]
 [-3.56254175 -8.97254969  0.          0.        ]]",-0.123453,[-0.10357412 -0.21910442],"[ 0.78438426 -0.63905485 -0.97763578  0.52392583 -0.37573128  0.47507684
 -0.19203285 -0.88455704 -0.01415047 -0.39990248  0.        ]",[-0.07503746 -0.33908135],[-0.96995699 -1.09941937],-0.0660490448492
11,"[[-0.83829022 -3.1251477  -0.04396204  0.05610895]
 [-7.33191094  1.36738805  0.          0.        ]]",-0.136509,[-0.10357412 -0.21910442],"[ 0.67822885 -0.64147478 -1.09366439  0.6582127  -0.37573058  0.47507589
 -0.36052717  0.53245106  0.04322606 -0.32016817  0.        ]",[-0.04578064 -0.4407272 ],[ 1.5515146   0.40206293],-0.061428244114
12,"[[-0.94374618 -3.07707351 -0.04396204  0.05610895]
 [-3.22737412  3.20920438  0.          0.        ]]",-0.13477,[-0.10357412 -0.21910442],"[ 0.56515205 -0.63885602 -1.19323588  0.51718602 -0.37572988  0.47507494
 -0.17704927  0.7848561   0.01523294 -0.34252364  0.        ]",[-0.03481686 -0.48426518],[-1.55677744 -0.76919193],-0.0616170681071
13,"[[-1.04737846 -3.03392986 -0.04396204  0.05610895]
 [-7.12285826  1.36076279  0.          0.        ]]",-0.154563,[-0.10357412 -0.21910442],"[ 0.44526287 -0.63386409 -1.2779183   0.39098627 -0.37572918  0.47507399
 -0.3511816   0.53153978 -0.01007111 -0.35498678  0.        ]",[-0.09216662 -0.45555571],[-1.9900131  -1.15043032],-0.0612399081268
14,"[[ -1.22814607  -3.01601953  -0.04396204   0.05610895]
 [-10.94117272   0.5504986    0.           0.        ]]",-0.135981,[-0.10357412 -0.21910442],"[ 0.21924033 -0.63105905 -1.39175003  0.33875531 -0.37572848  0.47507304
 -0.52186417  0.42049814 -0.01816247 -0.34083325  0.        ]",[-0.12708785 -0.43483418],[ 0.80827667  0.35325319],-0.0591387106303
15,"[[-1.41268695 -2.99108288 -0.04396204  0.05610895]
 [-7.52430217  1.93853507  0.          0.        ]]",-0.128315,[-0.10357412 -0.21910442],"[-0.02702329 -0.62644131 -1.46035836  0.26623425 -0.37572778  0.47507209
 -0.36912472  0.61071735 -0.02983789 -0.32432558  0.        ]",[-0.10635884 -0.47677663],[ 0.1146929  -0.83379965],-0.056544794709
16,"[[-1.5571237  -2.98582167 -0.04396204  0.05610895]
 [-6.92138676 -1.401285    0.          0.        ]]",-0.124007,[-0.10357412 -0.21910442],"[-0.22534846 -0.62536016 -1.47895477  0.25096667 -0.37572708  0.47507114
 -0.34217292  0.15301792 -0.02632905 -0.30546457  0.        ]",[-0.12970187 -0.42723501],[ 0.11865847 -0.84721757],-0.0546807419968
17,"[[-1.68946351 -3.02143921 -0.04396204  0.05610895]
 [-6.31454514 -0.61648845  0.          0.        ]]",-0.135875,[-0.10357412 -0.21910442],"[-0.40750975 -0.63194837 -1.4685191   0.35454734 -0.37572638  0.47507019
 -0.31504563  0.26056856  0.01302217 -0.28750262  0.        ]",[-0.11109288 -0.43046883],[-1.52860328 -0.22914273],-0.0556542950919
18,"[[ -1.85422449  -3.02051546  -0.04396204   0.05610895]
 [-10.14878903   0.37510091   0.           0.        ]]",-0.125346,[-0.10357412 -0.21910442],"[-0.62994678 -0.63179739 -1.41912363  0.35185408 -0.37572568  0.47506924
 -0.48644131  0.39645868  0.02505826 -0.27301731  0.        ]",[-0.1189007  -0.46298289],[-0.03499897 -1.65498004],-0.0551695687619
19,"[[ -2.05657478  -3.01338649  -0.04396204   0.05610895]
 [-10.0864494    0.3032027    0.           0.        ]]",-0.113784,[-0.10357412 -0.21910442],"[-0.88823079 -0.6306036  -1.30522194  0.33108371 -0.37572498  0.47506829
 -0.48365365  0.38660476  0.03920561 -0.25659166  0.        ]",[-0.1151462  -0.48987508],[-0.65646123 -0.1839989 ],-0.0547940046699
20,"[[ -2.28237817  -3.00780957  -0.04396204   0.05610895]
 [-12.48589414   0.23226249   0.           0.        ]]",-0.150324,[-0.10357412 -0.21910442],"[-1.14497852 -0.62962212 -1.11439339  0.31484838 -0.37572428  0.47506734
 -0.59091153  0.37688214  0.06078247 -0.24235315  0.        ]",[-0.1220604 -0.5181874],[ 0.59703601 -2.52040348],-0.0554719769989
21,"[[-2.50589895 -3.0050968  -0.04396204  0.05610895]
 [-9.87488424  0.07017394  0.          0.        ]]",-0.119918,[-0.10357412 -0.21910442],"[-1.35412422 -0.62912897 -0.86854709  0.30695515 -0.37572358  0.47506638
 -0.47419396  0.35466821  0.08664857 -0.2346764   0.        ]",[-0.10663469 -0.54970062],[-0.39021945 -1.12470756],-0.0573494199348
22,"[[ -2.71693667  -3.00429144  -0.04396204   0.05610895]
 [-11.22439013   0.02021682   0.           0.        ]]",-0.129438,[-0.10357412 -0.21910442],"[-1.50104837 -0.62897967 -0.59544986  0.30461202 -0.37572288  0.47506543
 -0.53451814  0.34782124  0.11309059 -0.23439384  0.        ]",[-0.10811387 -0.57705247],[ 1.20612105 -0.58641723],-0.0600548526341
23,"[[-2.89947018 -3.00362712 -0.04396204  0.05610895]
 [-7.04289648  0.03569518  0.          0.        ]]",-0.125441,[-0.10357412 -0.21910442],"[-1.58332011 -0.62885561 -0.33660666  0.30267932 -0.37572218  0.47506448
 -0.34759713  0.34994182  0.13568288 -0.23899549  0.        ]",[-0.08475499 -0.60696602],[-0.34149665  0.18324901],-0.0628216984856
