timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.37132964 -0.41311896],-2.86874,"[[-0.09885151 -0.0429921   0.11535036 -0.00547451]
 [-0.00120753 -0.00492682  0.          0.        ]]","[ 1.22217028  2.54377751 -0.12228126  0.7349197   0.99585297 -0.0466147
  0.11096763  0.39055721  0.56332284 -0.11178221  0.        ]",[ 1.34664273 -0.68802476],[ 2.25687722 -0.69407192],-0.0951701714705
1,[-0.37132964 -0.41311896],-2.62853,"[[-0.05917418 -0.07067906  0.11535036 -0.00547451]
 [ 3.95576254 -2.75459982  0.          0.        ]]","[ 1.22649888  2.54138526 -0.06422924  0.62232785  0.99585262 -0.04661469
  0.17932684  0.01496984  0.56714863 -0.06719095  0.        ]",[ 1.32797289 -0.54276371],[ 1.18295337  1.36277805],-0.0946939989419
2,[-0.37132964 -0.41311896],-2.79944,"[[  5.88310001e-02  -8.55110525e-02   1.15350360e-01  -5.47451349e-03]
 [  7.83185366e+00   1.25803610e+00   0.00000000e+00   0.00000000e+00]]","[ 1.22652632  2.53962429  0.10887571  0.56209722  0.99585227 -0.04661468
  0.24628881  0.56306966  0.57406819  0.12864906  0.        ]",[ 0.76820934 -1.18804502],[ 0.88038707 -0.90115092],-0.0948116180621
3,[-0.37132964 -0.41311896],-2.75836,"[[  2.48870863e-01  -9.64136836e-02   1.15350360e-01  -5.47451349e-03]
 [  1.11610477e+01  -2.33631095e+00   0.00000000e+00   0.00000000e+00]]","[ 1.18632654  2.53811663  0.38410275  0.5178712   0.99585192 -0.04661467
  0.30380277  0.07210517  0.54181528  0.45416127  0.        ]",[-0.06224398 -1.52233934],[ 0.0831498  -2.21399023],-0.101705470375
4,[-0.37132964 -0.41311896],-2.60442,"[[  4.73192701e-01  -1.82403437e-01   1.15350360e-01  -5.47451349e-03]
 [  1.12707742e+01  -6.24961413e+00   0.00000000e+00   0.00000000e+00]]","[ 1.07701314  2.51996883  0.69148585  0.17111373  0.99585157 -0.04661466
  0.30569831 -0.46242663  0.45426073  0.75748084  0.        ]",[-1.05041337 -1.91570926],[-0.84467206 -1.97374059],-0.114317169262
5,[-0.37132964 -0.41311896],-2.50793,"[[  6.62861237e-01  -3.45867448e-01   1.15350360e-01  -5.47451349e-03]
 [  7.70792108e+00  -1.00840200e+01   0.00000000e+00   0.00000000e+00]]","[ 0.93616706  2.45521361  0.92580796 -0.4709173   0.99585123 -0.04661466
  0.24414761 -0.9861814   0.36824671  0.91616692  0.        ]",[-1.65442932 -2.06772804],[-1.57129481 -1.52921564],-0.122005543749
6,[-0.37132964 -0.41311896],-2.53563,"[[  7.75812025e-01  -5.85256654e-01   1.15350360e-01  -5.47451349e-03]
 [  3.60073297e+00  -1.38424055e+01   0.00000000e+00   0.00000000e+00]]","[ 0.83333909  2.29235967  1.05045324 -1.34016185  0.99585088 -0.04661465
  0.17319316 -1.49955178  0.33751656  0.87410475  0.        ]",[-1.30973363 -1.66740012],[-0.70263859 -1.41531649],-0.115686676339
7,[-0.37132964 -0.41311896],-2.55972,"[[  8.19229579e-01  -8.99073041e-01   1.15350360e-01  -5.47451349e-03]
 [  7.50315154e-01  -1.75269835e+01   0.00000000e+00   0.00000000e+00]]","[ 0.79038923  1.97149828  1.09496181 -2.27839228  0.99585053 -0.04661464
  0.12395027 -2.00283949  0.32611585  0.64879012  0.        ]",[-0.32749367 -1.26928031],[ 0.13205529 -1.20945012],-0.093719224795
8,[-0.37132964 -0.41311896],-2.42021,"[[  8.39327937e-01  -1.28586042e+00   1.15350360e-01  -5.47451349e-03]
 [  1.25767941e+00  -2.11397064e+01   0.00000000e+00   0.00000000e+00]]","[ 0.76989984  1.45316335  1.11488552 -2.99907345  0.99585018 -0.04661463
  0.1327153  -2.4963106   0.23338194  0.33193296  0.        ]",[ 0.14417641 -1.33259559],[ 0.15890275 -0.64433274],-0.0601318597134
9,[-0.37132964 -0.41311896],-2.23508,"[[  8.70527729e-01  -1.73005445e+00   1.15350360e-01  -5.47451349e-03]
 [  1.86022381e+00  -2.32725767e+01   0.00000000e+00   0.00000000e+00]]","[  7.37357309e-01   7.85298644e-01   1.14493746e+00  -3.11175751e+00
   9.95849829e-01  -4.66146235e-02   1.43124636e-01  -2.78764214e+00
   1.76898825e-03   4.55509284e-02   0.00000000e+00]",[ 0.61252612 -1.4683404 ],[ 0.64420241 -1.21120799],-0.0209462167638
