timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.09003556 -0.02554227 -0.02929267 -0.16474207]
 [-0.00333203 -0.00087612  0.          0.        ]]",-1.92594,[-0.15549974 -0.27018079],"[ 1.15881626  2.21287757  0.16047603  0.68117081 -0.24516363 -1.41922533
 -0.04120039  0.36220967  1.57241765  1.53045082  0.        ]",[-2.6767168  -2.01377392],[-1.6329601  -2.20429737],-0.299424413777
1,"[[ 0.0502945  -0.06527202 -0.02929267 -0.16474207]
 [-3.95761589 -3.95891202  0.          0.        ]]",-1.75994,[-0.15549974 -0.27018079],"[ 1.16265402  2.21033959  0.10134114  0.55282864 -0.24516335 -1.41922067
 -0.16836103 -0.18040882  1.57610631  1.42756581  0.        ]",[-2.53733921 -1.86344218],[-3.22302018 -1.9508735 ],-0.292337701693
2,"[[-0.06774831 -0.18337647 -0.02929267 -0.16474207]
 [-7.83379138 -7.83860362  0.          0.        ]]",-1.56118,[-0.15549974 -0.27018079],"[ 1.16123173  2.1898404  -0.07464282  0.17405763 -0.24516307 -1.41921601
 -0.29300986 -0.71228646  1.54967464  1.12380675  0.        ]",[-2.27545953 -1.67913735],[-3.46831427 -1.17621069],-0.269409685419
3,"[[ -0.26254862  -0.37830384  -0.02929267  -0.16474207]
 [-11.63369818 -11.64144311   0.           0.        ]]",-1.2412,[-0.15549974 -0.27018079],"[ 1.11714913  2.11433387 -0.36083346 -0.43066486 -0.24516278 -1.41921136
 -0.415206   -1.23362627  1.38863868  0.65689358  0.        ]",[-1.86069155 -1.4185586 ],[-2.53172135  0.08842336],-0.226157131296
4,"[[ -0.53261629  -0.60529044  -0.02929267  -0.16474207]
 [-15.36076779 -11.0591154    0.           0.        ]]",-0.821694,[-0.15549974 -0.27018079],"[ 0.97342762  1.96463321 -0.73115988 -1.07633329 -0.2451625  -1.4192067
 -0.53505974 -1.15379025  0.99704973  0.17947966  0.        ]",[-1.36831939 -1.19704795],[-0.96427628  0.0918788 ],-0.162202465148
5,"[[ -0.87507427  -0.8206063   -0.02929267  -0.16474207]
 [-18.87344288 -10.47434903   0.           0.        ]]",-0.417355,[-0.15549974 -0.27018079],"[ 0.66938743  1.76790563 -1.1187237  -1.60202689 -0.24516222 -1.41920204
 -0.64801885 -1.07362036  0.3856552  -0.10634657  0.        ]",[-0.77321434 -0.96655643],[ 0.36093881 -0.8114637 ],-0.082448951799
6,"[[ -1.23447831  -1.06024462  -0.02929267  -0.16474207]
 [-17.07309447 -13.47945799   0.           0.        ]]",-0.113299,[-0.15549974 -0.27018079],"[ 0.24074342  1.49762085 -1.38184622 -2.0577237  -0.24516193 -1.41919739
 -0.5901226  -1.48559453 -0.28807585 -0.03268236  0.        ]",[-0.22350289 -0.84899276],[-1.01135431  0.02341406],-0.0160387361392
7,"[[ -1.61227918  -1.32620327  -0.02929267  -0.16474207]
 [-20.69508874 -13.11753069   0.           0.        ]]",-0.347038,[-0.15549974 -0.27018079],"[-0.27138647  1.15263378 -1.46413275 -2.37385525 -0.24516165 -1.41919273
 -0.70659718 -1.43597212 -0.82577945  0.41064409  0.        ]",[-0.05795796 -1.037974  ],[ 1.06693341  0.50417475],-0.0929479835127
8,"[[ -1.98239909  -1.56591162  -0.02929267  -0.16474207]
 [-16.33117998 -10.86089404   0.           0.        ]]",-0.525587,[-0.15549974 -0.27018079],"[-0.76576384  0.82055252 -1.34082036 -2.47005096 -0.24516137 -1.41918808
 -0.56626214 -1.12660104 -1.04339259  1.01011312  0.        ]",[ 0.01595495 -1.24879456],[ 0.8582735  -2.07609906],-0.161508441068
9,"[[ -2.2717153   -1.82069587  -0.02929267  -0.16474207]
 [-12.61286244 -14.60509801   0.           0.        ]]",-0.841179,[-0.15549974 -0.27018079],"[-1.10330124  0.46759853 -1.113724   -2.36961988 -0.24516109 -1.41918342
 -0.44668811 -1.63989714 -0.94910671  1.50631842  0.        ]",[-0.14903273 -1.21383393],[ 0.53300491 -0.95511441],-0.203598929681
