timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.37183094 -0.35887465],-4.86435,"[[ 0.00381325  0.00735166 -0.1686966   0.04773199]
 [-0.00257866  0.00194645  0.          0.        ]]","[ 1.22082794  2.54135371  0.03250023  0.92999603 -1.46931915  0.41338299
  0.07626846  0.38930495  2.76958396 -0.3281614   0.        ]",[-3.99762034 -2.16177392],[-3.27522813 -2.94040957],-0.381487436591
1,[-0.37183094 -0.35887465],-4.76525,"[[-0.03591287 -0.0323222  -0.1686966   0.04773199]
 [-3.95687325 -3.95614545  0.          0.        ]]","[ 1.21994652  2.54059662 -0.02592799  0.77167171 -1.46931799  0.41338287
  0.00393093 -0.1521659   2.76715518 -0.4351045   0.        ]",[-3.79912424 -1.91929722],[-4.27425316 -1.93729114],-0.382920627751
2,[-0.37183094 -0.35887465],-4.85659,"[[-0.15394078 -0.15037189 -0.1686966   0.04773199]
 [-7.8330396  -7.83589416  0.          0.        ]]","[ 1.20450102  2.52424353 -0.1986724   0.30274705 -1.46931684  0.41338275
 -0.06697736 -0.68291924  2.72129895 -0.74851307  0.        ]",[-3.35954905 -1.66791797],[-3.67766158 -2.28600169],-0.384639163246
3,[-0.37183094 -0.35887465],-4.8134,"[[ -0.34872567  -0.34524566  -0.1686966    0.04773199]
 [-11.63290061 -11.63879365   0.           0.        ]]","[ 1.13768929  2.45174526 -0.47577193 -0.45008344 -1.46931569  0.41338263
 -0.13648977 -1.20315911  2.5257874  -1.22223166  0.        ]",[-2.88978982 -1.43841195],[-2.34719519 -1.89379342],-0.379151307542
4,[-0.37183094 -0.35887465],-4.28172,"[[ -0.61876251  -0.61542059  -0.1686966    0.04773199]
 [-15.35862923 -15.36623191   0.           0.        ]]","[ 0.96472387  2.26267801 -0.82636582 -1.40348016 -1.46931453  0.41338251
 -0.20464604 -1.71307481  2.05492743 -1.70498718  0.        ]",[-2.32129574 -1.12845302],[-3.16233517 -0.44247864],-0.354954877805
5,[-0.37183094 -0.35887465],-3.59598,"[[ -0.9625991   -0.93725138  -0.1686966    0.04773199]
 [-19.01317849 -16.81194944   0.           0.        ]]","[ 0.6287619   1.92161037 -1.18037932 -2.31599526 -1.46931338  0.41338239
 -0.2715002  -1.91084815  1.30925833 -1.91002355  0.        ]",[-1.77730167 -0.7776258 ],[-2.65071353 -0.28150103],-0.301528820288
6,[-0.37183094 -0.35887465],-2.81149,"[[ -1.37882262  -1.28130878  -0.1686966    0.04773199]
 [-22.59755643 -17.59109204   0.           0.        ]]","[ 0.10302077  1.45595294 -1.4171461  -2.92447334 -1.46931223  0.41338227
 -0.33707068 -2.01743299  0.53406422 -1.59779053  0.        ]",[-1.39900017 -0.62815928],[-1.24089034  0.0414031 ],-0.216552520739
7,[-0.37183094 -0.35887465],-2.13955,"[[ -1.86604173  -1.62795993  -0.1686966    0.04773199]
 [-26.1128165  -17.07564663   0.           0.        ]]","[-0.56248686  0.93553569 -1.38051739 -3.08401881 -1.46931107  0.41338215
 -0.40137674 -1.94691735  0.11609207 -0.82785391  0.        ]",[-1.26667655 -0.71782553],[-0.96631612 -0.20341525],-0.111532469928
8,[-0.37183094 -0.35887465],-1.66616,"[[ -2.4215384   -1.97412609  -0.1686966    0.04773199]
 [-29.42593831 -17.53938146   0.           0.        ]]","[-1.19901824  0.42612119 -0.94316223 -2.77027561 -1.46930992  0.41338203
 -0.46198499 -2.01035407  0.29358393 -0.01666983  0.        ]",[-1.29371703 -0.89891034],[-1.1840019  0.8140462],-0.0599606117084
9,[-0.37183094 -0.35887465],-2.21567,"[[ -3.04398009  -2.28905202  -0.1686966    0.04773199]
 [-32.80670687 -13.9651468    0.           0.        ]]","[-1.53534042  0.02267783 -0.11647231 -2.10452515 -1.46930877  0.41338191
 -0.52383072 -1.52139549  0.86628776  0.33001849  0.        ]",[-1.48481429 -0.87087369],[-2.15963177 -1.34723654],-0.136937191586
10,[-0.37183094 -0.35887465],-2.66001,"[[ -3.73335579  -2.6052743   -0.1686966    0.04773199]
 [-36.11988228 -17.64494576   0.           0.        ]]","[-1.30702394 -0.28344643  0.84748967 -1.13873808 -1.46930761  0.41338179
 -0.58443992 -2.02479134  1.34986241  0.07687441  0.        ]",[-1.173985    0.02913845],[-2.36925524  0.35562173],-0.195540922554
11,[-0.37183094 -0.35887465],-2.57032,"[[ -4.48833009  -2.94051663  -0.1686966    0.04773199]
 [-39.36637735 -15.88542569   0.           0.        ]]","[-0.46746533 -0.46612206  1.46118432  0.10352109 -1.46930646  0.41338167
 -0.64382928 -1.78408641  1.3212955  -0.36452657  0.        ]",[-0.77784276  0.49634707],[ 0.05804531  0.71305387],-0.198365767721
12,[-0.37183094 -0.35887465],-2.44012,"[[ -5.26553073  -3.08862954  -0.1686966    0.04773199]
 [-38.35694777  -1.00221322   0.           0.        ]]","[ 0.56518519 -0.49459735  1.27858712  0.68936838 -1.46930531  0.41338155
 -0.62536311  0.25194209  1.13502057 -0.43497696  0.        ]",[-1.35740054 -0.17717469],[-2.17170853  0.20491511],-0.177818345129
13,[-0.37183094 -0.35887465],-2.4805,"[[ -6.0647743   -3.07225501  -0.1686966    0.04773199]
 [-41.55677891   1.68546377   0.           0.        ]]","[ 1.18801952 -0.49307712  0.34563994  0.62413731 -1.46930415  0.41338143
 -0.68389883  0.6196171   1.08059577 -0.42071331  0.        ]",[-1.65246916 -0.38536176],[-1.93811119 -0.34706357],-0.170633637942
14,[-0.37183094 -0.35887465],-2.47738,"[[ -6.92738026  -3.04110921  -0.1686966    0.04773199]
 [-44.69336836   1.30109557   0.           0.        ]]","[ 0.9439858  -0.48906467 -0.85656161  0.50028136 -1.469303    0.41338131
 -0.7412776   0.56703519  1.03205686 -0.3680746   0.        ]",[-1.64248455 -0.26392597],[-1.33626962  0.07944029],-0.162685663489
15,[-0.37183094 -0.35887465],-2.34653,"[[ -7.85209460e+00  -3.01218115e+00  -1.68696603e-01   4.77319949e-02]
 [ -4.77678134e+01   1.59081396e+00   0.00000000e+00   0.00000000e+00]]","[-0.15793344 -0.48402465 -1.44416669  0.38558995 -1.46930185  0.41338119
 -0.79751951  0.60666858  1.03169271 -0.26544847  0.        ]",[-1.75727069 -0.2345123 ],[-2.15347372  0.08809308],-0.159252424006
16,[-0.37183094 -0.35887465],-2.38248,"[[ -8.83768672e+00  -2.97716791e+00  -1.68696603e-01   4.77319949e-02]
 [ -5.07813468e+01   1.90954136e+00   0.00000000e+00   0.00000000e+00]]","[-1.31061226 -0.47623885 -0.78798931  0.24735809 -1.46930069  0.41338107
 -0.85264709  0.6502704   1.11950564 -0.17569078  0.        ]",[-1.84698451 -0.34420499],[-0.97435627  0.50046936],-0.168164420107
17,[-0.37183094 -0.35887465],-2.55131,"[[ -9.88193045e+00  -2.91945411e+00  -1.68696603e-01   4.77319949e-02]
 [ -5.36334786e+01   3.85550931e+00   0.00000000e+00   0.00000000e+00]]","[-1.40006577 -0.4594013   0.67621269  0.02133213 -1.46929954  0.41338095
 -0.90482205  0.91647929  1.27552309 -0.18565897  0.        ]",[-1.80450511 -0.6112228 ],[-2.61333126 -0.55461375],-0.188221046574
18,[-0.37183094 -0.35887465],-2.5879,"[[ -1.09836692e+01  -2.86511315e+00  -1.68696603e-01   4.77319949e-02]
 [ -5.65307644e+01   1.58632564e+00   0.00000000e+00   0.00000000e+00]]","[-0.17698374 -0.43903654  1.49785059 -0.18882154 -1.46929839  0.41338083
 -0.95782298  0.6060537   1.37512972 -0.38774422  0.        ]",[-1.64898682 -0.59329969],[-1.92761915 -0.30202077],-0.205786112059
19,[-0.37183094 -0.35887465],-2.51783,"[[ -1.21427794e+01  -2.84566101e+00  -1.68696603e-01   4.77319949e-02]
 [ -5.93708155e+01   3.63079745e-01   0.00000000e+00   0.00000000e+00]]","[ 1.09874958 -0.43069448  0.63155323 -0.26329934 -1.46929723  0.41338071
 -1.00977684  0.43871294  1.20719354 -0.60614758  0.        ]",[-1.85674989 -0.70492768],[-2.4554079   0.51296756],-0.193994406834
