timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.07674867 -0.09101431 -0.00328779 -0.13272188]
 [ 0.00269575 -0.00296976  0.          0.        ]]",-3.14842,[-0.37005505 -0.34038648],"[ 1.21571203  2.53319555 -0.08456634  0.52829911 -0.02054349 -1.14955817
  0.07444883  0.38771552  1.45832012  0.96249224  0.        ]",[-3.30943799 -2.25565529],[-3.07106789 -1.88563957],-0.236839288333
1,"[[ -1.16370502e-01  -1.30785544e-01  -3.28778539e-03  -1.32721879e-01]
 [ -3.95172385e+00  -3.96096669e+00   0.00000000e+00   0.00000000e+00]]",-3.05509,[-0.37005505 -0.34038648],"[  1.21043484e+00   2.52650737e+00  -1.42590857e-01   3.71844058e-01
  -2.05434812e-02  -1.14955745e+00   8.91238252e-04  -1.53624820e-01
   1.44147607e+00   8.57106873e-01   0.00000000e+00]",[-3.10457015 -2.07741237],[-3.14770585 -1.44755911],-0.229496103612
2,"[[ -2.34297096e-01  -2.48930680e-01  -3.28778539e-03  -1.32721879e-01]
 [ -7.82807100e+00  -7.84061572e+00   0.00000000e+00   0.00000000e+00]]",-2.90905,[-0.37005505 -0.34038648],"[ 1.18203475  2.49266637 -0.31334978 -0.08715683 -0.02054348 -1.14955673
 -0.0712141  -0.68424933  1.35408345  0.55480953  0.        ]",[-2.57301426 -1.78396928],[-1.86540334 -1.27961933],-0.20639712623
3,"[[ -4.28985260e-01  -4.43897805e-01  -3.28778539e-03  -1.32721879e-01]
 [ -1.16282175e+01  -1.16434059e+01   0.00000000e+00   0.00000000e+00]]",-2.5922,[-0.37005505 -0.34038648],"[ 1.09460795  2.39230489 -0.58377835 -0.81192907 -0.02054347 -1.14955602
 -0.141902   -1.20436129  1.09868982  0.11957681  0.        ]",[-1.64494741 -1.29526091],[-1.03768011 -1.97194654],-0.165060383103
4,"[[ -6.98932361e-01  -7.14163798e-01  -3.28778539e-03  -1.32721879e-01]
 [ -1.53543598e+01  -1.53707254e+01   0.00000000e+00   0.00000000e+00]]",-2.02096,[-0.37005505 -0.34038648],"[ 0.89588543  2.1684165  -0.91845384 -1.70464904 -0.02054346 -1.1495553
 -0.21121332 -1.71414996  0.57469457 -0.27810178  0.        ]",[-0.52787983 -0.67734677],[-0.67624627 -1.72725257],-0.105131031523
5,"[[ -1.02983062e+00  -1.05823697e+00  -3.28778539e-03  -1.32721879e-01]
 [ -1.77279679e+01  -1.90243534e+01   0.00000000e+00   0.00000000e+00]]",-1.45068,[-0.37005505 -0.34038648],"[ 0.54976169  1.76567411 -1.23305675 -2.56167358 -0.02054346 -1.14955459
 -0.25536563 -2.21385778 -0.17290317 -0.34866397  0.        ]",[-0.33820009 -0.71805561],[-0.61523796 -0.44841123],-0.0486106350183
6,"[[ -1.40533723e+00  -1.45274050e+00  -3.28778539e-03  -1.32721879e-01]
 [ -1.98160458e+01  -2.04212886e+01   0.00000000e+00   0.00000000e+00]]",-1.50901,[-0.37005505 -0.34038648],"[ 0.06592466  1.19985872 -1.42306034 -3.04280313 -0.02054345 -1.14955387
 -0.29420669 -2.4049138  -0.83943528  0.089734    0.        ]",[ 0.08027114 -1.33468866],[ 0.58788573 -2.08611091],-0.085913034005
7,"[[ -1.77442953e+00  -1.89682670e+00  -3.28778539e-03  -1.32721879e-01]
 [ -1.71022745e+01  -2.39755241e+01   0.00000000e+00   0.00000000e+00]]",-1.8477,[-0.37005505 -0.34038648],"[-0.44094685  0.53467794 -1.41275266 -2.86182325 -0.02054345 -1.14955315
 -0.2437267  -2.8910227  -1.04049793  0.82468365  0.        ]",[-0.01441548 -2.00129819],[-0.24333204 -2.61260867],-0.143803007074
8,"[[ -2.12279756e+00  -2.41129071e+00  -3.28778539e-03  -1.32721879e-01]
 [ -1.77323833e+01  -2.74593245e+01   0.00000000e+00   0.00000000e+00]]",-2.0321,[-0.37005505 -0.34038648],"[-0.88597354 -0.11018763 -1.22461524 -1.7525649  -0.02054344 -1.14955244
 -0.25544753 -3.3674933  -0.70660266  1.37740144  0.        ]",[-1.23272133 -2.10953999],[-2.09386679 -1.91340304],-0.170286412244
9,"[[ -2.51368780e+00  -2.99474318e+00  -3.28778539e-03  -1.32721879e-01]
 [ -2.13441047e+01  -3.08746763e+01   0.00000000e+00   0.00000000e+00]]",-1.9964,[-0.37005505 -0.34038648],"[-1.27948063 -0.48108915 -0.83612422  0.30887301 -0.02054344 -1.14955172
 -0.32263051 -3.83459584 -0.16846249  1.3360091   0.        ]",[-1.97437704 -0.92949283],[-0.94119717  0.17070082],-0.150930447473
