timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.01808801  0.02324294 -0.09661326 -0.09064686]
 [-0.00335026 -0.00326436  0.          0.        ]]",-2.38213,[-0.21107033 -0.29337892],"[  1.18439923e+00   2.33375963e+00   1.41056446e-03   8.88755293e-01
  -8.34464437e-01  -7.78738678e-01  -2.22721549e-02   3.73420554e-01
   2.12896803e+00   7.98363554e-01   0.00000000e+00]",[-2.93279386 -2.091923  ],[-4.36330588 -2.22512618],-0.319365082244
1,"[[-0.0578294  -0.01653409 -0.09661326 -0.09064686]
 [-3.95762863 -3.96125349  0.          0.        ]]",-2.4408,[-0.21107033 -0.29337892],"[ 1.18231728  2.33394073 -0.05752673  0.7505635  -0.83446337 -0.77873774
 -0.12506194 -0.17046424  2.12552725  0.6943282   0.        ]",[-2.84730864 -1.96566224],[-2.00617206 -0.93257693],-0.315604326876
2,"[[-0.17587322 -0.13200637 -0.09661326 -0.09064686]
 [-7.83387084 -7.57393505  0.          0.        ]]",-2.29266,[-0.21107033 -0.29337892],"[ 1.1633465   2.32157839 -0.23143014  0.35069602 -0.8344623  -0.77873679
 -0.2258232  -0.66689855  2.07822149  0.3923479   0.        ]",[-2.65874457 -1.82397866],[-2.89343694 -1.1942013 ],-0.302531759871
3,"[[ -0.37067416  -0.32169304  -0.09661326  -0.09064686]
 [-11.63366587 -11.38202538   0.           0.        ]]",-2.12426,[-0.21107033 -0.29337892],"[ 1.09095364  2.26012855 -0.50938275 -0.29050192 -0.83446124 -0.77873585
 -0.32459722 -1.19018365  1.88574708 -0.06303664  0.        ]",[-2.31253362 -1.60275698],[-1.9294636  -1.72976657],-0.274949426
4,"[[ -0.64072515  -0.58678368  -0.09661326  -0.09064686]
 [-15.35926773 -15.11455626   0.           0.        ]]",-1.67745,[-0.21107033 -0.29337892],"[ 0.91108644  2.09284918 -0.85895764 -1.11571117 -0.83446017 -0.77873491
 -0.42144258 -1.70308277  1.42596117 -0.52909412  0.        ]",[-1.77828813 -1.27784026],[-2.38523321 -1.35439942],-0.225833178127
5,"[[ -0.9845669   -0.92578018  -0.09661326  -0.09064686]
 [-19.01317878 -18.77282011   0.           0.        ]]",-1.04183,[-0.21107033 -0.29337892],"[ 0.56845941  1.75893294 -1.20811979 -1.96833515 -0.83445911 -0.77873397
 -0.51642431 -2.20577107  0.67966525 -0.7228776   0.        ]",[-1.11131966 -0.82057309],[-0.6658597  -0.94940817],-0.15027692235
6,"[[ -1.38752594  -1.3352044   -0.09661326  -0.09064686]
 [-21.27569681 -22.15823993   0.           0.        ]]",-0.433802,[-0.21107033 -0.29337892],"[ 0.05683636  1.22846796 -1.43107219 -2.57038351 -0.83445804 -0.77873302
 -0.57523717 -2.67095869 -0.0851849  -0.36294817  0.        ]",[-0.82934123 -0.6196515 ],[-1.27493975 -0.63079284],-0.0543483728315
7,"[[ -1.84858507  -1.7989992   -0.09661326  -0.09064686]
 [-24.81882625 -24.21433195   0.           0.        ]]",-0.37019,[-0.21107033 -0.29337892],"[-0.57269887  0.56552629 -1.39902726 -2.5762688  -0.83445697 -0.77873208
 -0.66733903 -2.95347153 -0.39865094  0.45762359  0.        ]",[-0.92342991 -0.7410146 ],[-1.60256833 -0.3378862 ],-0.0549043279087
8,"[[ -2.37982145  -2.2918694   -0.09661326  -0.09064686]
 [-28.29321263 -25.06989016   0.           0.        ]]",-0.546971,[-0.21107033 -0.29337892],"[-1.19245321 -0.06037387 -0.99612797 -1.8015626  -0.83445591 -0.77873114
 -0.75765379 -3.07101183 -0.04407397  1.14333264  0.        ]",[-1.07872677 -0.63794911],[-0.32389662 -1.88340878],-0.133012444849
9,"[[ -2.95299054  -2.82799319  -0.09661326  -0.09064686]
 [-29.02075974 -28.5312106    0.           0.        ]]",-0.824588,[-0.21107033 -0.29337892],"[-1.54916266 -0.48013456 -0.24999916 -0.26376988 -0.83445484 -0.7787302
 -0.77656524 -3.54660136  0.5243569   1.08858849  0.        ]",[-1.15171444 -0.31970757],[-0.96963018  0.36000829],-0.156763883224
