timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.02224963 -0.05372694  0.11147285  0.16561803]
 [ 0.0026681  -0.00321972  0.          0.        ]]",-1.88702,[-0.30438551 -0.33236188],"[ 1.20665303  2.48240901 -0.0047018   0.66016773  0.97143677  1.4434566
  0.03716912  0.38368173  0.57066774 -1.41887703  0.        ]",[ 3.02659535 -1.08385682],[ 3.27248412 -1.13920569],-0.201702741194
1,"[[ 0.01750917 -0.09353396  0.11147285  0.16561803]
 [ 3.96003187 -3.9642744   0.          0.        ]]",-1.76843,[-0.30438551 -0.33236188],"[ 1.20678194  2.4780157   0.05396828  0.50899665  0.97143602  1.44345482
  0.11851393 -0.15870557  0.57073687 -1.38561441  0.        ]",[ 2.89715552 -0.93757719],[ 4.17117527 -0.33733357],-0.198249910647
2,"[[ 0.1356196  -0.18544844  0.11147285  0.16561803]
 [ 7.83810566 -5.22296458  0.          0.        ]]",-1.73037,[-0.30438551 -0.33236188],"[ 1.19431546  2.4588722   0.2276583   0.16249317  0.97143526  1.44345304
  0.19822889 -0.33105798  0.56520033 -1.26288147  0.        ]",[ 2.66047335 -0.92211753],[ 3.48743659 -0.5816982 ],-0.185289337594
3,"[[  0.33052632  -0.31199366   0.11147285   0.16561803]
 [ 11.63993072  -7.42419032   0.           0.        ]]",-1.70852,[-0.30438551 -0.33236188],"[ 1.13226221  2.41223446  0.50707223 -0.30427088  0.97143451  1.44345126
  0.27637654 -0.63247178  0.53162038 -1.04119229  0.        ]",[ 2.29627228 -0.8811177 ],[ 1.72731487 -2.58004833],-0.16081457531
4,"[[  0.60072325  -0.49874192   0.11147285   0.16561803]
 [ 15.36740464 -11.23785966   0.           0.        ]]",-1.39411,[-0.30438551 -0.33236188],"[ 0.96528626  2.30207256  0.86228305 -0.95685423  0.97143375  1.44344949
  0.35299586 -1.15467711  0.4345873  -0.76268733  0.        ]",[ 1.79959321 -0.77955151],[ 1.3372128  -2.67776376],-0.126711725794
5,"[[  0.94473422  -0.761001     0.11147285   0.16561803]
 [ 19.02163738 -14.97546705   0.           0.        ]]",-0.912905,[-0.30438551 -0.33236188],"[ 0.63536754  2.07132768  1.22399199 -1.76161404  0.971433    1.44344771
  0.42810967 -1.66646575  0.24141914 -0.48268779  0.        ]",[ 1.32414079 -0.75058109],[ 1.38459849 -1.02668343],-0.0849336367864
6,"[[  1.36111263  -1.09726106   0.11147285   0.16561803]
 [ 22.60445107 -18.638144     0.           0.        ]]",-0.591018,[-0.30438551 -0.33236188],"[ 0.113769    1.66971311  1.47155599 -2.52443856  0.97143224  1.44344593
  0.50175541 -2.16799138 -0.06345704 -0.27008856  0.        ]",[ 1.22301996 -0.96367073],[ 2.69683881 -0.61357374],-0.0420928139887
7,"[[  1.84844372  -1.49068316   0.11147285   0.16561803]
 [ 26.1171782  -20.69698763   0.           0.        ]]",-0.471395,[-0.30438551 -0.33236188],"[-0.55201397  1.1064776   1.44736091 -2.93125626  0.97143149  1.44344415
  0.57396046 -2.44990168 -0.45769071 -0.20143131  0.        ]",[ 1.35795951 -1.22969794],[ 2.07965143 -0.25637021],-0.0473440886552
8,"[[  2.40534194  -1.91067007   0.11147285   0.16561803]
 [ 29.56134553 -21.29953586   0.           0.        ]]",-0.762497,[-0.30438551 -0.33236188],"[-1.19660846  0.48723864  1.01911382 -2.72562303  0.97143073  1.44344237
  0.6447562  -2.53240086 -0.86365541 -0.32979763  0.        ]",[ 1.61206722 -1.23482299],[ 2.40102136  0.1268103 ],-0.10008172886
9,"[[  3.03044605  -2.32735834   0.11147285   0.16561803]
 [ 32.937853   -20.3723613    0.           0.        ]]",-1.19908,[-0.30438551 -0.33236188],"[-1.54567292 -0.04161761  0.19181222 -1.90459931  0.97142998  1.44344059
  0.71416112 -2.40543699 -1.15662517 -0.64121535  0.        ]",[ 1.8037045  -0.95321292],[ 1.94897855 -1.16177669],-0.151888299542
10,"[[  3.72240957  -2.77045569   0.11147285   0.16561803]
 [ 36.2473154  -23.92572829   0.           0.        ]]",-1.66496,[-0.30438551 -0.33236188],"[-1.32779343 -0.40934547 -0.78163056 -0.51644094  0.97142923  1.44343881
  0.78218785 -2.89198524 -1.18980026 -1.03917373  0.        ]",[ 2.01854014 -0.44529146],[ 2.94611589 -0.00771982],-0.185369589949
11,"[[  4.47989722  -3.12711647   0.11147285   0.16561803]
 [ 39.49058733  -5.88556223   0.           0.        ]]",-1.69387,[-0.30438551 -0.33236188],"[-0.49169054 -0.51117421 -1.40792104  0.80954759  0.97142847  1.44343704
  0.84885393 -0.42176999 -1.01841249 -1.24917776  0.        ]",[ 2.45744467 -0.6943934 ],[ 2.5918243   0.38650096],-0.190220561066
12,"[[  5.30159516  -3.13613497   0.11147285   0.16561803]
 [ 42.6684932    2.3485282    0.           0.        ]]",-1.76028,[-0.30438551 -0.33236188],"[ 0.59359854 -0.5113086  -1.19878623  0.8438888   0.97142772  1.44343526
  0.91417631  0.70571261 -1.08142814 -1.26119249  0.        ]",[ 2.70063686 -1.02830005],[ 1.29154668 -0.93317018],-0.196188261029
13,"[[  6.186215    -3.0838114    0.11147285   0.16561803]
 [ 45.78308066   2.42964229   0.           0.        ]]",-1.75767,[-0.30438551 -0.33236188],"[ 1.20050706 -0.50883079 -0.11475238  0.64475576  0.97142696  1.44343348
  0.97819707  0.71681902 -1.11759808 -1.37455384  0.        ]",[ 2.50380611 -0.99789882],[ 2.1969463  -0.47288585],-0.209897592535
14,"[[  7.13250687  -3.04428013   0.11147285   0.16561803]
 [ 48.83593064   1.50476825   0.           0.        ]]",-1.73713,[-0.30438551 -0.33236188],"[ 0.73827132 -0.50424347  1.13616958  0.49467743  0.97142621  1.4434317
  1.04094869  0.59017688 -1.02445617 -1.44902416  0.        ]",[ 2.13323998 -0.9158783 ],[ 2.65507068 -0.87717185],-0.210623135767
15,"[[  8.13924945  -3.02243903   0.11147285   0.16561803]
 [ 51.82836154   0.74939795   0.           0.        ]]",-1.8105,[-0.30438551 -0.33236188],"[-0.5621185  -0.50070919  1.44423679  0.41199174  0.97142545  1.44342992
  1.10245826  0.48674473 -0.921688   -1.37352123  0.        ]",[ 2.0247786  -0.98230362],[ 1.20681338  0.102566  ],-0.196071936878
16,"[[  9.20524684  -3.0035088    0.11147285   0.16561803]
 [ 54.76159564   1.14238259   0.           0.        ]]",-1.71169,[-0.30438551 -0.33236188],"[-1.52105601 -0.49707189  0.34950286  0.34049926  0.9714247   1.44342814
  1.16275089  0.54055536 -0.94559575 -1.22273622  0.        ]",[ 2.21575332 -1.08531344],[ 1.39511221 -0.69352831],-0.18229838212
17,"[[ 10.32932549  -3.00013835   0.11147285   0.16561803]
 [ 57.63671563  -0.54296547   0.           0.        ]]",-1.60655,[-0.30438551 -0.33236188],"[-1.02686067 -0.49636828 -1.13202984  0.32778915  0.97142394  1.44342637
  1.22184884  0.30978248 -1.08706052 -1.19266665  0.        ]",[ 2.49411607 -1.02309728],[ 2.89846379 -1.66191931],-0.190147332474
