timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
11,[-0.37678605 -0.38331306],-2.13396,"[[ -2.13625398  -3.12773576   0.0456365   -0.0905934 ]
 [ -3.80203003 -10.54403163   0.           0.        ]]","[-0.898585   -0.49480833 -1.21521274  0.84875604  0.39357438 -0.78090101
  0.01881506 -1.05274002 -0.54553462  0.93754748  0.        ]",[-0.74756408 -0.82525963],[-0.8671264  -1.12646562],-0.115003997691
12,[-0.37678605 -0.38331306],-1.97375,"[[-2.24597842 -3.17220382  0.0456365  -0.0905934 ]
 [-7.15940227  2.25115921  0.          0.        ]]","[-1.0218818  -0.49424179 -1.12149587  1.02743686  0.39357428 -0.78090073
 -0.04152496  0.69791068 -0.44663101  0.8682047   0.        ]",[-0.35239238 -1.20222783],[-0.51200874 -1.64050229],-0.102450151729
13,[-0.37678605 -0.38331306],-1.98778,"[[-2.40808326 -3.1111002   0.0456365  -0.0905934 ]
 [-9.0448323   3.08548292  0.          0.        ]]","[-1.18462935 -0.49424716 -0.95815429  0.78191971  0.39357418 -0.78090044
 -0.07541065  0.8120634  -0.47859459  0.90049341  0.        ]",[-0.41069275 -1.60349667],[-0.56998261 -1.28719118],-0.107517726051
14,[-0.37678605 -0.38331306],-2.00232,"[[ -2.60982631  -3.06008495   0.0456365   -0.0905934 ]
 [-11.1225492    1.96714094   0.           0.        ]]","[-1.3491635  -0.48990552 -0.71938222  0.57724982  0.39357408 -0.78090016
 -0.11275219  0.65905048 -0.49003022  0.93039078  0.        ]",[-0.56507516 -1.89852488],[-0.02286742 -1.60795607],-0.111356680797
15,[-0.37678605 -0.38331306],-1.963,"[[ -2.83097681  -3.03079447   0.0456365   -0.0905934 ]
 [-10.99292972   1.03067269   0.           0.        ]]","[-1.47383522 -0.48562946 -0.42329671  0.46008891  0.39357397 -0.78089987
 -0.11042259  0.53092175 -0.47926263  0.94595899  0.        ]",[-0.73284107 -2.12522674],[-1.11461334 -1.53885726],-0.112563282478
16,[-0.37678605 -0.38331306],-1.92324,"[[ -3.08837699  -3.01613489   0.0456365   -0.0905934 ]
 [-14.73461658   0.4925454    0.           0.        ]]","[-1.53799768 -0.48300217 -0.05217533  0.40158789  0.39357387 -0.78089959
 -0.1776697   0.45729447 -0.45418185  0.94426882  0.        ]",[-0.88409233 -2.28580332],[-0.48918755 -2.15031444],-0.111253424975
17,[-0.37678605 -0.38331306],-1.87403,"[[ -3.39957564  -3.00930677   0.0456365   -0.0905934 ]
 [-16.37976541   0.22311594   0.           0.        ]]","[-1.49422799 -0.48166764  0.40107322  0.37437543  0.39357377 -0.78089931
 -0.20723695  0.42043073 -0.42271454  0.92308925  0.        ]",[-0.96544331 -2.38298321],[-0.97364448 -2.26614763],-0.107571112363
18,[-0.37678605 -0.38331306],-1.89902,"[[ -3.76259544  -3.00626406   0.0456365   -0.0905934 ]
 [-19.91044774   0.0975913    0.           0.        ]]","[-1.28198594 -0.48105025  0.88136888  0.36225698  0.39357367 -0.78089902
 -0.2706918   0.4032562  -0.39547265  0.8818598   0.        ]",[-0.99647659 -2.41351318],[-0.61205419 -1.38943887],-0.101854392985
19,[-0.37678605 -0.38331306],-1.80274,"[[ -4.18116346  -3.00494817   0.0456365   -0.0905934 ]
 [-21.93959237   0.04164974   0.           0.        ]]","[-0.85821779 -0.48077885  1.29347671  0.35701762  0.39357356 -0.78089874
 -0.30716037  0.39560211 -0.3837088   0.82295123  0.        ]",[-0.96291119 -2.35190201],[-1.99112851 -2.6249015 ],-0.0947325779064
20,[-0.37678605 -0.38331306],-1.8374,"[[ -4.65532242e+00  -3.00439125e+00   4.56364989e-02  -9.05934018e-02]
 [ -2.54645564e+01   1.74535889e-02   0.00000000e+00   0.00000000e+00]]","[-0.23707748 -0.48066312  1.49367516  0.35480037  0.39357346 -0.78089846
 -0.37051244  0.39229146 -0.39872376  0.75593033  0.        ]",[-0.79678369 -2.20013571],[ 0.36883005 -2.25034555],-0.0878209991396
21,[-0.37678605 -0.38331306],-1.79977,"[[ -5.14490395e+00  -3.00415927e+00   4.56364989e-02  -9.05934018e-02]
 [ -2.35001437e+01   7.21612601e-03   0.00000000e+00   0.00000000e+00]]","[ 0.42086567 -0.4806147   1.36069674  0.35387682  0.39357336 -0.78089817
 -0.33520708  0.39089066 -0.44224892  0.70228561  0.        ]",[-0.65254515 -2.04340315],[-1.21587053 -2.40767461],-0.0840976804365
22,[-0.37678605 -0.38331306],-1.89589,"[[ -5.64996397e+00  -3.00406391e+00   4.56364989e-02  -9.05934018e-02]
 [ -2.69942140e+01   2.94670030e-03   0.00000000e+00   0.00000000e+00]]","[ 0.95553366 -0.48059469  0.89591023  0.3534971   0.39357326 -0.78089789
 -0.39800393  0.39030641 -0.50610394  0.67694055  0.        ]",[-0.4988333  -1.79684222],[ 0.02786372 -1.98928099],-0.0853167260617
23,[-0.37678605 -0.38331306],-2.01179,"[[ -6.18337966e+00  -3.00402506e+00   4.56364989e-02  -9.05934018e-02]
 [ -2.63495039e+01   1.19637442e-03   0.00000000e+00   0.00000000e+00]]","[ 1.21652953 -0.48058646  0.17249073  0.35334237  0.39357315 -0.78089761
 -0.38641682  0.39006682 -0.57685098  0.69007192  0.        ]",[-0.20643428 -1.46998644],[ 0.22963622 -1.84368163],-0.0916132624616
24,[-0.37678605 -0.38331306],-2.24168,"[[ -6.69601383e+00  -3.00400934e+00   4.56364989e-02  -9.05934018e-02]
 [ -2.49186810e+01   4.81815772e-04   0.00000000e+00   0.00000000e+00]]","[ 1.10732952 -0.48058304 -0.56377295  0.35327971  0.39357305 -0.78089732
 -0.36070135  0.38996895 -0.63000726  0.73796045  0.        ]",[-0.02960008 -1.23462677],[ 0.75364114  0.17721836],-0.100234213123
25,[-0.37678605 -0.38331306],-2.1899,"[[ -7.15949936  -2.99695438   0.0456365   -0.0905934 ]
 [-21.44145655   0.70265916   0.           0.        ]]","[ 0.72598313 -0.47907409 -1.10355125  0.32520991  0.39357295 -0.78089704
 -0.29820704  0.48604164 -0.65785046  0.7959717   0.        ]",[ 0.08228606 -1.19712591],[-0.51209622 -1.31212191],-0.107900173921
26,[-0.37678605 -0.38331306],-2.26938,"[[ -7.604414    -3.01175697   0.0456365   -0.0905934 ]
 [-23.04460438  -0.58783039   0.           0.        ]]","[ 0.1829794  -0.48215336 -1.39849311  0.38413677  0.39357285 -0.78089676
 -0.32701946  0.30947507 -0.65225046  0.86496855  0.        ]",[-0.06595885 -1.19760513],[-0.09276389 -0.20059089],-0.114218970459
27,[-0.37678605 -0.38331306],-2.22811,"[[ -8.0644135   -3.01316031   0.0456365   -0.0905934 ]
 [-22.95564968   0.19983478   0.           0.        ]]","[-0.44688297 -0.48242803 -1.41160722  0.38972927  0.39357274 -0.78089647
 -0.32542064  0.41724438 -0.61117461  0.92396939  0.        ]",[-0.25319517 -1.41163993],[ 0.17818575 -0.50328351],-0.117448060788
28,[-0.37678605 -0.38331306],-2.09475,"[[ -8.51188847  -3.00873949   0.0456365   -0.0905934 ]
 [-21.79571416   0.20456955   0.           0.        ]]","[-1.0031187  -0.48155215 -1.13719651  0.37211472  0.39357264 -0.78089619
 -0.30457367  0.41789208 -0.56589058  0.95954927  0.        ]",[-0.50620484 -1.74026883],[-0.2745464  -1.81324784],-0.118489098635
29,[-0.37678605 -0.38331306],-2.01111,"[[ -8.95437993  -3.00598307   0.0456365   -0.0905934 ]
 [-22.45124686   0.08717231   0.           0.        ]]","[-1.38988592 -0.48099107 -0.64027063  0.36113715  0.39357254 -0.78089591
 -0.31635513  0.40182952 -0.50942779  0.9703538   0.        ]",[-0.78936738 -2.07618475],[-0.54364377 -1.75069204],-0.116689036139
30,[-0.37678605 -0.38331306],-1.90446,"[[ -9.42054167  -3.00481805   0.0456365   -0.0905934 ]
 [-24.15923577   0.03648676   0.           0.        ]]","[-1.53993939 -0.48075041  0.01978992  0.35649854  0.39357244 -0.78089562
 -0.34705181  0.39489455 -0.45014127  0.95099435  0.        ]",[-0.94766176 -2.31320047],[-2.09615002 -1.86543873],-0.111833787524
31,[-0.37678605 -0.38331306],-1.79551,"[[ -9.93865262e+00  -3.00433345e+00   4.56364989e-02  -9.05934018e-02]
 [ -2.76402586e+01   1.50626197e-02   0.00000000e+00   0.00000000e+00]]","[-1.36150214 -0.48064962  0.74862909  0.35456926  0.39357233 -0.78089534
 -0.40961428  0.39196316 -0.4012555   0.89755659  0.        ]",[-1.0385102  -2.40752125],[-0.84962968 -3.94872252],-0.103852671846
32,[-0.37678605 -0.38331306],-1.8125,"[[ -1.05197192e+01  -3.00413435e+00   4.56364989e-02  -9.05934018e-02]
 [ -3.04570097e+01   6.15295776e-03   0.00000000e+00   0.00000000e+00]]","[-0.79121707 -0.48060803  1.33274802  0.35377658  0.39357223 -0.78089506
 -0.46023813  0.39074403 -0.38341513  0.81522692  0.        ]",[-0.97033697 -2.31714177],[-1.92027657 -1.95842441],-0.0938476759509
33,[-0.37678605 -0.38331306],-1.8306,"[[ -1.11625347e+01  -3.00405332e+00   4.56364989e-02  -9.05934018e-02]
 [ -3.38133587e+01   2.49292126e-03   0.00000000e+00   0.00000000e+00]]","[ 0.0713437  -0.48059101  1.47562596  0.35345394  0.39357213 -0.78089477
 -0.52055988  0.39024316 -0.41540778  0.72852231  0.        ]",[-0.7116462  -2.09009337],[ 0.10086677 -1.41489307],-0.0855625691646
34,[-0.37678605 -0.38331306],-1.82713,"[[ -1.18280788e+01  -3.00402054e+00   4.56364989e-02  -9.05934018e-02]
 [ -3.27446135e+01   1.00629810e-03   0.00000000e+00   0.00000000e+00]]","[ 0.8636445  -0.48058404  1.01539782  0.35332334  0.39357203 -0.78089449
 -0.50135174  0.39003965 -0.49193421  0.67922633  0.        ]",[-0.54901904 -1.84015787],[-1.43200671 -2.43907096],-0.0846267786173
35,[-0.37678605 -0.38331306],-2.06626,"[[ -1.25161921e+01  -3.00400739e+00   4.56364989e-02  -9.05934018e-02]
 [ -3.60556761e+01   4.01413834e-04   0.00000000e+00   0.00000000e+00]]","[ 1.22166735 -0.48058117  0.09974951  0.35327091  0.39357192 -0.7808942
 -0.56085959  0.38995679 -0.58289767  0.6933173   0.        ]",[-0.25631529 -1.431409  ],[ 0.03165689 -0.91348423],-0.0923794777487
36,[-0.37678605 -0.38331306],-2.20404,"[[ -1.32288865e+01  -3.00391034e+00   4.56364989e-02  -9.05934018e-02]
 [ -3.52165625e+01   6.50298857e-03   0.00000000e+00   0.00000000e+00]]","[ 0.93110798 -0.48056079 -0.87821703  0.3528845   0.39357182 -0.78089392
 -0.54577847  0.39079152 -0.64622508  0.77027134  0.        ]",[-0.08754227 -1.17542028],[-0.27969627 -0.79552763],-0.10455695688
37,[-0.37678605 -0.38331306],-2.21203,"[[ -1.39373337e+01  -3.00366922e+00   4.56364989e-02  -9.05934018e-02]
 [ -3.56267974e+01   1.33770023e-02   0.00000000e+00   0.00000000e+00]]","[ 0.11599824 -0.48051029 -1.4147812   0.35192464  0.39357172 -0.78089364
 -0.55315125  0.39173193 -0.64816317  0.87288247  0.        ]",[-0.18888906 -1.25506091],[ 0.59482515 -1.66340323],-0.114718141319
38,[-0.37678605 -0.38331306],-2.12912,"[[ -1.46191640e+01  -3.00365849e+00   4.56364989e-02  -9.05934018e-02]
 [ -3.25664292e+01  -6.01306471e-03   0.00000000e+00   0.00000000e+00]]","[-0.79874999 -0.48050791 -1.27655327  0.35188181  0.39357162 -0.78089335
 -0.49814867  0.38907885 -0.59111745  0.95022533  0.        ]",[-0.5312627  -1.63310778],[-0.43922025 -1.65713377],-0.118959383944
39,[-0.37678605 -0.38331306],-1.89544,"[[ -1.52814721e+01  -3.00379278e+00   4.56364989e-02  -9.05934018e-02]
 [ -3.36607300e+01  -6.24276375e-03   0.00000000e+00   0.00000000e+00]]","[-1.41618466 -0.48053584 -0.58211223  0.35241627  0.39357151 -0.78089307
 -0.51781584  0.38904732 -0.50451873  0.9714401   0.        ]",[-0.94419599 -2.11505365],[-1.56586653 -3.55271688],-0.116569889896
40,[-0.37678605 -0.38331306],-1.87194,"[[ -1.59877257e+01  -3.00389314e+00   4.56364989e-02  -9.05934018e-02]
 [ -3.69536568e+01  -3.78220453e-03   0.00000000e+00   0.00000000e+00]]","[-1.48623223 -0.48055666  0.43193862  0.3528157   0.39357141 -0.78089279
 -0.57699778  0.38938387 -0.4200906   0.92570052  0.        ]",[-1.06857181 -2.38007116],[-2.08856835 -1.75931796],-0.107763099122
41,[-0.37678605 -0.38331306],-1.81337,"[[ -1.67591838e+01  -3.00394882e+00   4.56364989e-02  -9.05934018e-02]
 [ -4.01813952e+01  -1.93666824e-03   0.00000000e+00   0.00000000e+00]]","[-0.84429132 -0.48056815  1.30206556  0.35303725  0.39357131 -0.7808925
 -0.6350081   0.38963628 -0.38305926  0.82178868  0.        ]",[-1.02616262 -2.31079245],[-1.76758396 -1.95809534],-0.0945770187868
42,[-0.37678605 -0.38331306],-1.80955,"[[ -1.75945555e+01  -3.00397617e+00   4.56364989e-02  -9.05934018e-02]
 [ -4.33452359e+01  -9.10726486e-04   0.00000000e+00   0.00000000e+00]]","[ 0.27084119 -0.48057372  1.42337274  0.35314602  0.39357121 -0.78089222
 -0.69187     0.38977655 -0.42954825  0.71282841  0.        ]",[-0.70042276 -2.017344  ],[ 0.0562715  -2.24868283],-0.0845596656974
43,[-0.37678605 -0.38331306],-1.91163,"[[ -1.84506154e+01  -3.00398867e+00   4.56364989e-02  -9.05934018e-02]
 [ -4.22643591e+01  -4.04621512e-04   0.00000000e+00   0.00000000e+00]]","[ 1.11490844 -0.4805762   0.5970458   0.35319571  0.3935711  -0.78089194
 -0.67244371  0.3898457  -0.5378963   0.67756886  0.        ]",[-0.43658811 -1.63391876],[-1.3015093  -1.89148206],-0.087559389266
44,[-0.37678605 -0.38331306],-2.17801,"[[ -1.93272327e+01  -3.00399419e+00   4.56364989e-02  -9.05934018e-02]
 [ -4.53869645e+01  -1.76178553e-04   0.00000000e+00   0.00000000e+00]]","[ 1.06874913 -0.48057721 -0.64979256  0.3532176   0.393571   -0.78089165
 -0.7285645   0.38987685 -0.63491812  0.74591302  0.        ]",[-0.19719899 -1.20106387],[-0.52746575 -0.72490909],-0.101369194017
45,[-0.37678605 -0.38331306],-2.26785,"[[ -2.02469106e+01  -3.00370478e+00   4.56364989e-02  -9.05934018e-02]
 [ -4.65768518e+01   2.00873567e-02   0.00000000e+00   0.00000000e+00]]","[ 0.08016884 -0.48051665 -1.42197968  0.35206545  0.3935709  -0.78089137
 -0.7499495   0.39264924 -0.64689909  0.8765689   0.        ]",[-0.32147354 -1.27122068],[ 0.65846137 -0.43345683],-0.114997946068
46,[-0.37678605 -0.38331306],-2.06441,"[[ -2.11430390e+01  -3.00303445e+00   4.56364989e-02  -9.05934018e-02]
 [ -4.30477539e+01   3.61745792e-02   0.00000000e+00   0.00000000e+00]]","[-1.07211767 -0.48037607 -1.07656807  0.34939721  0.3935708  -0.78089109
 -0.68652253  0.39485022 -0.56181172  0.96549177  0.        ]",[-0.81126952 -1.82074881],[-0.20781067 -2.17056468],-0.118897634982
47,[-0.37678605 -0.38331306],-1.87702,"[[ -2.20036990e+01  -3.00302488e+00   4.56364989e-02  -9.05934018e-02]
 [ -4.30183462e+01  -1.76035682e-02   0.00000000e+00   0.00000000e+00]]","[-1.53984131 -0.48037393  0.04446626  0.34935903  0.39357069 -0.7808908
 -0.68599377  0.3874921  -0.44838098  0.95137643  0.        ]",[-1.08356178 -2.31322503],[-1.90470587 -2.35219246],-0.11180304593
48,[-0.37678605 -0.38331306],-1.81769,"[[ -2.28952463e+01  -3.00341202e+00   4.56364989e-02  -9.05934018e-02]
 [ -4.61260263e+01  -1.78613775e-02   0.00000000e+00   0.00000000e+00]]","[-1.01269388 -0.480455    1.18128249  0.35089988  0.39357059 -0.78089052
 -0.74184633  0.38745672 -0.38388641  0.84387087  0.        ]",[-1.09470916 -2.33444357],[-0.41118825 -2.24227478],-0.0971116397874
49,[-0.37678605 -0.38331306],-1.79894,"[[ -2.38249395e+01  -3.00369833e+00   4.56364989e-02  -9.05934018e-02]
 [ -4.68409086e+01  -1.07648267e-02   0.00000000e+00   0.00000000e+00]]","[ 0.20092902 -0.48051477  1.44552079  0.35203944  0.39357049 -0.78089024
 -0.7546943   0.38842759 -0.42402788  0.71809374  0.        ]",[-0.71261257 -2.02064943],[-0.56139552 -2.74643382],-0.0848496275775
