timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
10,[-0.23606192 -0.30586976],-0.347224,"[[ -1.97422000e+00  -2.88270808e+00  -2.55382083e-02  -4.82977671e-02]
 [ -1.11356277e+01  -2.92760395e+01   0.00000000e+00   0.00000000e+00]]","[-0.73651999 -0.49577373 -1.33683634 -0.07294674 -0.22300657 -0.40908897
 -0.3077547  -3.64301511 -0.16994723  0.595208    0.        ]",[-0.85641176 -0.32268929],[-0.51334935 -1.08145241],-0.0652130154526
11,[-0.23606192 -0.30586976],-0.328056,"[[ -2.21510564  -3.16559732  -0.02553821  -0.04829777]
 [-12.94681296  -2.13763968   0.           0.        ]]","[-1.02338646 -0.54369691 -1.1583166   0.92452299 -0.22300641 -0.40908864
 -0.35244373  0.08294586  0.0768757   0.50144352  0.        ]",[-0.55621439 -0.48399833],[-0.57679529  0.52254916],-0.0640415316224
12,[-0.23606192 -0.30586976],-0.298582,"[[ -2.49438028  -3.13669345  -0.02553821  -0.04829777]
 [-14.9739794    3.2191104    0.           0.        ]]","[-1.29514802 -0.54409696 -0.86642311  0.82156507 -0.22300625 -0.40908832
 -0.40246188  0.81839934  0.06652775  0.50738322  0.        ]",[-0.42665875 -0.80409622],[-0.59256471 -2.12852853],-0.0639239716831
13,[-0.23606192 -0.30586976],-0.309354,"[[ -2.81442545  -3.07791202  -0.02553821  -0.04829777]
 [-17.0237133    2.4362962    0.           0.        ]]","[-1.5008256  -0.54117351 -0.44821946  0.61231853 -0.22300609 -0.409088
 -0.45303683  0.7109222   0.06045631  0.53625285  0.        ]",[-0.43253338 -0.92377639],[-1.01984771 -1.99474039],-0.0665398814992
14,[-0.23606192 -0.30586976],-0.383048,"[[ -3.19124361  -3.04045563  -0.02553821  -0.04829777]
 [-20.6460273    1.35803677   0.           0.        ]]","[-1.57225192 -0.53670056  0.10273429  0.47934645 -0.22300594 -0.40908767
 -0.54241371  0.56288211  0.08279336  0.54367243  0.        ]",[-0.42457217 -0.97777629],[ 0.74120118 -0.88295001],-0.0688021593623
15,[-0.23606192 -0.30586976],-0.403123,"[[ -3.57061934  -3.02071053  -0.02553821  -0.04829777]
 [-17.30268695   0.67865301   0.           0.        ]]","[-1.44900142 -0.53352697  0.64680154  0.40944145 -0.22300578 -0.40908735
 -0.45991936  0.46960571  0.11236928  0.52401747  0.        ]",[-0.42618966 -0.97986805],[ 0.50306972 -0.77563046],-0.0689293640257
16,[-0.23606192 -0.30586976],-0.420476,"[[ -3.89325204  -3.01106701  -0.02553821  -0.04829777]
 [-14.96836212   0.32368524   0.           0.        ]]","[-1.20247555 -0.53177261  1.04311834  0.37535884 -0.22300562 -0.40908703
 -0.40232161  0.42087004  0.13142263  0.49128404  0.        ]",[-0.46582043 -0.94933873],[ 0.47831137 -1.56165677],-0.0672518481805
17,[-0.23606192 -0.30586976],-0.440614,"[[ -4.17064541  -3.00682037  -0.02553821  -0.04829777]
 [-12.77827296   0.13000062   0.           0.        ]]","[-0.90616484 -0.53095737  1.30145946  0.36036348 -0.22300546 -0.4090867
 -0.34828278  0.39427776  0.13829187  0.45530806  0.        ]",[-0.56185442 -0.91884875],[-0.26887816 -2.19832627],-0.064497701012
18,[-0.23606192 -0.30586976],-0.466701,"[[ -4.43435397  -3.00511945  -0.02553821  -0.04829777]
 [-13.58987721   0.05189051   0.           0.        ]]","[-0.57368153 -0.53062329  1.45707172  0.35435961 -0.2230053  -0.40908638
 -0.36830814  0.38355332  0.13486348  0.41875073  0.        ]",[-0.65431362 -0.8660562 ],[-0.80967491 -3.1244674 ],-0.0609380518265
19,[-0.23606192 -0.30586976],-0.409866,"[[ -4.73561645  -3.00444209  -0.02553821  -0.04829777]
 [-16.52658423   0.02060417   0.           0.        ]]","[-0.16326563 -0.53048881  1.51369989  0.3519689  -0.22300514 -0.40908606
 -0.4407686   0.37925756  0.11950875  0.37926674  0.        ]",[-0.7362653  -0.78494489],[-1.20627128 -1.25619481],-0.0561175713405
20,[-0.23606192 -0.30586976],-0.383632,"[[ -5.10259039e+00  -3.00417365e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.01587065e+01   8.14580170e-03   0.00000000e+00   0.00000000e+00]]","[ 0.32912156 -0.53043506  1.40246788  0.35102135 -0.22300499 -0.40908573
 -0.5303878   0.37754679  0.08695613  0.34046137  0.        ]",[-0.75398195 -0.69180119],[-1.03061995 -0.83631979],-0.0497555047418
21,[-0.23606192 -0.30586976],-0.358032,"[[ -5.54148535e+00  -3.00389410e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.37189246e+01   1.52043513e-02   0.00000000e+00   0.00000000e+00]]","[ 0.82122879 -0.53037899  1.0322509   0.35003462 -0.22300483 -0.40908541
 -0.61823275  0.3785156   0.03448031  0.31438317  0.        ]",[-0.76599258 -0.57469195],[-0.29861342 -0.41592883],-0.0426232506871
22,[-0.23606192 -0.30586976],-0.319779,"[[ -6.02301503  -3.00319105  -0.02553821  -0.04829777]
 [-24.43166901   0.04090218   0.           0.        ]]","[ 1.13697481 -0.53023818  0.41104629  0.34755368 -0.22300467 -0.40908509
 -0.63581855  0.3820435  -0.02863187  0.31619558  0.        ]",[-0.72464687 -0.4797644 ],[-0.0624095  -0.27940871],-0.0376055057977
23,[-0.23606192 -0.30586976],-0.282928,"[[ -6.50927488  -3.00234129  -0.02553821  -0.04829777]
 [-24.19510492   0.03806435   0.           0.        ]]","[ 1.14828388 -0.53006714 -0.30389076  0.3445554  -0.22300451 -0.40908476
 -0.62998092  0.38165359 -0.08453857  0.34990323  0.        ]",[-0.61672443 -0.39531949],[-1.64310531 -0.78904581],-0.0378749042092
24,[-0.23606192 -0.30586976],-0.376468,"[[ -7.02809611e+00  -3.00227819e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.76754192e+01  -1.48581805e-02   0.00000000e+00   0.00000000e+00]]","[ 0.8182288  -0.53005397 -0.97772676  0.34433252 -0.22300435 -0.40908444
 -0.71585426  0.37438726 -0.12082676  0.41337885  0.        ]",[-0.51587903 -0.35312331],[ 0.29987122 -0.00509741],-0.0439740519341
25,[-0.23606192 -0.30586976],-0.3354,"[[ -7.56419511e+00  -3.00178823e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.59402642e+01   4.13567482e-02   0.00000000e+00   0.00000000e+00]]","[ 0.19865753 -0.52995464 -1.39413857  0.34260382 -0.22300419 -0.40908412
 -0.67303997  0.38210504 -0.12318608  0.49047259  0.        ]",[-0.4703545  -0.42662105],[-0.85348958 -0.57625889],-0.0531267109869
26,[-0.23606192 -0.30586976],-0.320511,"[[ -8.11175279e+00  -3.00162197e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.88059530e+01  -9.39263067e-03   0.00000000e+00   0.00000000e+00]]","[-0.546748   -0.52992055 -1.4069901   0.34201707 -0.22300403 -0.40908379
 -0.7437479   0.37513707 -0.0878456   0.55943467  0.        ]",[-0.48079664 -0.59418947],[-0.9068573  -1.24126617],-0.0622068457656
27,[-0.23606192 -0.30586976],-0.349634,"[[ -8.71817508e+00  -3.00232112e+00  -2.55382083e-02  -4.82977671e-02]
 [ -3.18262105e+01  -4.35665519e-02   0.00000000e+00   0.00000000e+00]]","[-1.24386075 -0.53006124 -0.93516934  0.3444832  -0.22300388 -0.40908347
 -0.81826957  0.37044484 -0.01634776  0.59962639  0.        ]",[-0.51289874 -0.79334456],[ 0.01943184 -1.05362641],-0.0694333108931
28,[-0.23606192 -0.30586976],-0.356136,"[[ -9.34760592e+00  -3.00308528e+00  -2.55382083e-02  -4.82977671e-02]
 [ -3.11192293e+01  -3.08048731e-02   0.00000000e+00   0.00000000e+00]]","[-1.56984422 -0.53021425 -0.08546915  0.34717895 -0.22300372 -0.40908315
 -0.80082444  0.37219668  0.0659296   0.5865581   0.        ]",[-0.48257345 -0.93625844],[-0.40911947 -1.56136019],-0.0722542504949
29,[-0.23606192 -0.30586976],-0.413388,"[[ -9.98006168e+00  -3.00355329e+00  -2.55382083e-02  -4.82977671e-02]
 [ -3.21230018e+01  -1.67844977e-02   0.00000000e+00   0.00000000e+00]]","[-1.36680236 -0.53030737  0.81193373  0.34883    -0.22300356 -0.40908282
 -0.82559085  0.37412134  0.12526191  0.52316028  0.        ]",[-0.45202374 -0.91995341],[ 0.60438879 -0.31821193],-0.0698338516275
30,[-0.23606192 -0.30586976],-0.424204,"[[ -1.05921320e+01  -3.00307134e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.90941269e+01   4.17758853e-02   0.00000000e+00   0.00000000e+00]]","[-0.73652759 -0.53021054  1.39487038  0.34712923 -0.2230034  -0.4090825
 -0.75085478  0.38216116  0.13956746  0.43734833  0.        ]",[-0.61336261 -0.83620191],[-0.2648879  -1.11502675],-0.0630012646114
31,[-0.23606192 -0.30586976],-0.405684,"[[ -1.11787584e+01  -3.00301110e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.95669368e+01  -1.69304049e-02   0.00000000e+00   0.00000000e+00]]","[ 0.05585436 -0.53019801  1.48924925  0.34691642 -0.22300324 -0.40908218
 -0.76252021  0.37410071  0.10805723  0.36071193  0.        ]",[-0.73544037 -0.70540088],[-0.49798638 -0.21306549],-0.0534690460429
32,[-0.23606192 -0.30586976],-0.39439,"[[ -1.17840068e+01  -3.00256254e+00  -2.55382083e-02  -4.82977671e-02]
 [ -3.09532854e+01   3.95429768e-02   0.00000000e+00   0.00000000e+00]]","[ 0.78252889 -0.53010751  1.07593453  0.34533359 -0.22300308 -0.40908185
 -0.79672649  0.38185401  0.04060808  0.31498447  0.        ]",[-0.77653825 -0.56565481],[ 0.97870656 -1.59717045],-0.0432336210367
33,[-0.23606192 -0.30586976],-0.304009,"[[ -1.23580456e+01  -3.00265353e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.64655410e+01  -2.62537715e-02   0.00000000e+00   0.00000000e+00]]","[ 1.15356557 -0.53012534  0.33616295  0.34565434 -0.22300292 -0.40908153
 -0.68599389  0.37282006 -0.03507169  0.31789706  0.        ]",[-0.71581346 -0.46415246],[-0.55391146 -1.19334886],-0.0373166118839
34,[-0.23606192 -0.30586976],-0.288545,"[[ -1.29041037e+01  -3.00320272e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.81347139e+01  -2.46919386e-02   0.00000000e+00   0.00000000e+00]]","[ 1.10548933 -0.530235   -0.4630623   0.34759174 -0.22300277 -0.40908121
 -0.72717881  0.37303421 -0.0946857   0.36245004  0.        ]",[-0.59498727 -0.37266091],[-0.55152939 -2.02064013],-0.0388656720059
35,[-0.23606192 -0.30586976],-0.369961,"[[ -1.34831192e+01  -3.00359482e+00  -2.55382083e-02  -4.82977671e-02]
 [ -2.97614113e+01  -1.46254944e-02   0.00000000e+00   0.00000000e+00]]","[ 0.64349336 -0.5303129  -1.14958081  0.34897496 -0.22300261 -0.40908088
 -0.76731562  0.37441601 -0.12485435  0.43872946  0.        ]",[-0.49610353 -0.35444194],[-0.44360033  0.66795199],-0.0468993899386
36,[-0.23606192 -0.30586976],-0.330697,"[[ -1.40900566e+01  -2.97734304e+00  -2.55382083e-02  -4.82977671e-02]
 [ -3.09284175e+01   2.63101233e+00   0.00000000e+00   0.00000000e+00]]","[-0.13036409 -0.52457927 -1.45440933  0.25652438 -0.22300245 -0.40908056
 -0.79610982  0.73765255 -0.13174018  0.51921411  0.        ]",[-0.42361212 -0.62786853],[-0.54457608 -0.83695962],-0.056418680109
37,[-0.23606192 -0.30586976],-0.337516,"[[ -1.47241157e+01  -2.95848912e+00  -2.55382083e-02  -4.82977671e-02]
 [ -3.24723734e+01  -7.34378100e-01   0.00000000e+00   0.00000000e+00]]","[-0.95882303 -0.51985251 -1.20750406  0.19037072 -0.22300229 -0.40908024
 -0.83420492  0.27559524 -0.08475222  0.60350707  0.        ]",[-0.49683905 -0.73187423],[-0.37544327 -1.4194511 ],-0.0675249254657
38,[-0.23606192 -0.30586976],-0.336744,"[[ -1.53820304e+01  -3.01275104e+00  -2.55382083e-02  -4.82977671e-02]
 [ -3.33162668e+01  -3.53669799e+00   0.00000000e+00   0.00000000e+00]]","[-1.50136395 -0.53207846 -0.44648795  0.38130252 -0.22300213 -0.40907991
 -0.85502642 -0.10915429  0.03818553  0.5904204   0.        ]",[-0.60099459 -0.76213157],[-2.00768501  0.05553212],-0.0710664488237
39,[-0.23606192 -0.30586976],-0.369795,"[[ -1.60814617e+01  -3.03523222e+00  -2.55382083e-02  -4.82977671e-02]
 [ -3.66158922e+01   2.32321254e-01   0.00000000e+00   0.00000000e+00]]","[-1.47889422 -0.5359044   0.57089055  0.46083402 -0.22300197 -0.40907959
 -0.93644127  0.40832009  0.10524737  0.51598661  0.        ]",[-0.46924019 -0.89801973],[-0.79051844 -1.6573155 ],-0.0675931203437
40,[-0.23606192 -0.30586976],-0.390048,"[[ -1.68379096e+01  -3.02524702e+00  -2.55382083e-02  -4.82977671e-02]
 [ -3.90208894e+01   5.72653508e-01   0.00000000e+00   0.00000000e+00]]","[-0.78356858 -0.53429429  1.37210933  0.42548293 -0.22300182 -0.40907927
 -0.99578163  0.45504631  0.12435665  0.4317921   0.        ]",[-0.61422032 -0.81160796],[-2.14548698 -1.39839645],-0.0611452755939
41,[-0.23606192 -0.30586976],-0.372193,"[[ -1.76503017e+01  -3.01541524e+00  -2.55382083e-02  -4.82977671e-02]
 [ -4.22076941e+01   3.90214709e-01   0.00000000e+00   0.00000000e+00]]","[ 0.30524346 -0.53256854  1.41276685  0.39071532 -0.22300166 -0.40907894
 -1.07441234  0.42999765  0.07979598  0.34452178  0.        ]",[-0.7686215 -0.6363259],[-1.11240221 -0.79599655],-0.0494200627547
42,[-0.23606192 -0.30586976],-0.303564,"[[ -1.85257968e+01  -3.00931139e+00  -2.55382083e-02  -4.82977671e-02]
 [ -4.53314151e+01   2.24739830e-01   0.00000000e+00   0.00000000e+00]]","[ 1.1117497  -0.53142697  0.50146961  0.36915203 -0.2230015  -0.40907862
 -1.15148625  0.4072781  -0.02264725  0.31893813  0.        ]",[-0.76106524 -0.44439495],[-0.58741905 -1.43873273],-0.0383237550749
43,[-0.23606192 -0.30586976],-0.316367,"[[ -1.94467563e+01  -3.00625525e+00  -2.55382083e-02  -4.82977671e-02]
 [ -4.67597740e+01   9.76993815e-02   0.00000000e+00   0.00000000e+00]]","[ 0.94474701 -0.53083504 -0.80608446  0.35836188 -0.22300134 -0.4090783
 -1.1867281   0.3898355  -0.11219779  0.39653665  0.        ]",[-0.57710391 -0.32437795],[-0.53510465 -0.99203555],-0.0422221708925
44,[-0.23606192 -0.30586976],-0.347463,"[[ -2.03939211e+01  -3.00493217e+00  -2.55382083e-02  -4.82977671e-02]
 [ -4.79527296e+01   4.20925382e-02   0.00000000e+00   0.00000000e+00]]","[-0.1588506  -0.53057435 -1.45553735  0.35369181 -0.22300118 -0.40907797
 -1.21616143  0.38220053 -0.10791819  0.52672736  0.        ]",[-0.50512964 -0.4546743 ],[-0.84533075  0.31044887],-0.0578013087402
45,[-0.23606192 -0.30586976],-0.305012,"[[ -2.13770310e+01  -2.99175194e+00  -2.55382083e-02  -4.82977671e-02]
 [ -5.03502512e+01   1.27188014e+00   0.00000000e+00   0.00000000e+00]]","[-1.3220395  -0.52784427 -0.82673527  0.30721955 -0.22300102 -0.40907765
 -1.27531635  0.55104665 -0.01010668  0.60831763  0.        ]",[-0.51701611 -0.84665143],[-1.31902416 -1.13515853],-0.0706993367708
46,[-0.23606192 -0.30586976],-0.352343,"[[ -2.24137618e+01  -3.00627878e+00  -2.55382083e-02  -4.82977671e-02]
 [ -5.33129684e+01  -1.92111125e+00   0.00000000e+00   0.00000000e+00]]","[-1.45264809 -0.53083827  0.63811885  0.35844423 -0.22300086 -0.40907733
 -1.34841674  0.11265704  0.115438    0.5372086   0.        ]",[-0.55970186 -0.80237758],[-1.67706838 -1.10447454],-0.0704771064159
47,[-0.23606192 -0.30586976],-0.396726,"[[ -2.35091563e+01  -3.01975430e+00  -2.55382083e-02  -4.82977671e-02]
 [ -5.62168081e+01   3.88636798e-02   0.00000000e+00   0.00000000e+00]]","[-0.2680255  -0.53334436  1.51202722  0.40605256 -0.22300071 -0.409077
 -1.42006401  0.38175646  0.11129875  0.38610802  0.        ]",[-0.73192281 -0.67303187],[-0.60893667 -0.23534625],-0.0559309228166
48,[-0.23606192 -0.30586976],-0.300834,"[[ -2.46465160e+01  -3.01448019e+00  -2.55382083e-02  -4.82977671e-02]
 [ -5.75148431e+01   3.44807238e-01   0.00000000e+00   0.00000000e+00]]","[ 1.02359551 -0.53239399  0.7229828   0.3874091  -0.22300055 -0.40907668
 -1.45208902  0.42376144 -0.00449353  0.31947199  0.        ]",[-0.79182166 -0.44266558],[-0.95272668 -1.43809674],-0.0397759602194
49,[-0.23606192 -0.30586976],-0.304268,"[[ -2.58232359e+01  -3.00917321e+00  -2.55382083e-02  -4.82977671e-02]
 [ -6.01483647e+01   1.92604556e-01   0.00000000e+00   0.00000000e+00]]","[ 0.86756861 -0.53139729 -0.91685387  0.36866215 -0.22300039 -0.40907636
 -1.51706579  0.40286405 -0.11547634  0.41117516  0.        ]",[-0.58819759 -0.30590391],[-2.4214856   0.56266317],-0.0438579696131
