timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.00651038 -0.03895183 -0.01737986 -0.03378436]
 [ 0.0035898   0.00240121  0.          0.        ]]",-3.54033,[-0.37550861 -0.38621414],"[ 1.22506729  2.55000124  0.0363857   0.7403703  -0.14256128 -0.29028824
  0.09541905  0.3903805   1.5873146   0.32041202  0.        ]",[-2.75185823 -2.18659115],[-3.49371947 -2.03001096],-0.229406017849
1,"[[-0.03309364 -0.07861669 -0.01737986 -0.03378436]
 [-3.9508334  -3.95569975  0.          0.        ]]",-3.54779,[-0.37550861 -0.38621414],"[ 1.22433929  2.54644955 -0.02180408  0.5814046  -0.14256125 -0.29028817
  0.02452595 -0.15127048  1.58204608  0.2132392   0.        ]",[-2.78457212 -2.00583076],[-2.09476586 -1.17765729],-0.227370979532
2,"[[-0.15100223 -0.19665753 -0.01737986 -0.03378436]
 [-7.82715329 -7.83545426  0.          0.        ]]",-3.52678,[-0.37550861 -0.38621414],"[ 1.20937138  2.52180353 -0.19423916  0.11223491 -0.14256122 -0.2902881
 -0.04496695 -0.68219997  1.52799178 -0.09981624  0.        ]",[-2.4179368  -1.75429273],[-1.53529063 -2.58478807],-0.220459507257
3,"[[ -0.34567131  -0.39152252  -0.01737986  -0.03378436]
 [-11.62721593 -11.63835395   0.           0.        ]]",-3.35315,[-0.37550861 -0.38621414],"[ 1.14335825  2.43594223 -0.47109493 -0.63535758 -0.14256119 -0.29028803
 -0.11309274 -1.2026118   1.32072341 -0.56841956  0.        ]",[-1.62487102 -1.34533215],[-1.1863832  -1.68810636],-0.206626916522
4,"[[ -0.61559697  -0.6616886   -0.01737986  -0.03378436]
 [-15.35320594 -15.36578688   0.           0.        ]]",-2.97956,[-0.37550861 -0.38621414],"[ 0.97143427  2.22984643 -0.82174725 -1.57024513 -0.14256116 -0.29028796
 -0.17989059 -1.71269541  0.83999613 -1.03624743  0.        ]",[-0.88574004 -0.89987803],[-0.16610605 -0.46886511],-0.183925660168
5,"[[ -0.92622479  -0.98457071  -0.01737986  -0.03378436]
 [-15.70859456 -16.91721261   0.           0.        ]]",-2.54562,[-0.37550861 -0.38621414],"[ 0.67355384  1.87096109 -1.14784902 -2.44784064 -0.14256112 -0.29028789
 -0.1862618  -1.92500005  0.14225827 -1.21079187  0.        ]",[-0.46940696 -0.63564986],[-0.9956798  -0.45211252],-0.155305027213
6,"[[ -1.27683756e+00  -1.33749501e+00  -1.73798640e-02  -3.37843581e-02]
 [ -1.93409361e+01  -1.83703045e+01   0.00000000e+00   0.00000000e+00]]",-2.14616,[-0.37550861 -0.38621414],"[ 0.24365607  1.38070115 -1.37966007 -3.00941484 -0.14256109 -0.29028782
 -0.25138077 -2.12384738 -0.55097295 -0.93476282  0.        ]",[-0.48179662 -0.98441458],[-1.01873015 -2.11979591],-0.126987217747
7,"[[ -1.69956668e+00  -1.74095469e+00  -1.73798640e-02  -3.37843581e-02]
 [ -2.29205421e+01  -2.19636282e+01   0.00000000e+00   0.00000000e+00]]",-2.01754,[-0.37550861 -0.38621414],"[-0.33415818  0.77093504 -1.43052818 -3.06019434 -0.14256106 -0.29028775
 -0.31555432 -2.6155747  -0.95286495 -0.22068555  0.        ]",[-0.3901743  -1.68254685],[-0.5131275  -1.53490002],-0.105856901196
8,"[[ -2.17386687e+00  -2.21556809e+00  -1.73798640e-02  -3.37843581e-02]
 [ -2.45043478e+01  -2.54860251e+01   0.00000000e+00   0.00000000e+00]]",-1.7928,[-0.37550861 -0.38621414],"[-0.94043894  0.11374856 -1.18346872 -2.31213145 -0.14256103 -0.29028768
 -0.34394802 -3.09759264 -0.74886911  0.53112349  0.        ]",[-0.76206559 -1.99463868],[ 0.03605624 -2.51559123],-0.0928418797553
9,"[[ -2.65771321e+00  -2.75993661e+00  -1.73798640e-02  -3.37843581e-02]
 [ -2.38818847e+01  -2.89395052e+01   0.00000000e+00   0.00000000e+00]]",-1.93557,[-0.37550861 -0.38621414],"[-1.37988455 -0.38412693 -0.65682158 -0.59865881 -0.14256099 -0.29028761
 -0.33278869 -3.5701751  -0.17239957  0.66063481  0.        ]",[-1.23443854 -0.56983787],[-0.67801143  0.19472188],-0.0710225972171
10,"[[ -3.15755296e+00  -3.18344451e+00  -1.73798640e-02  -3.37843581e-02]
 [ -2.60937295e+01  -6.44119461e+00   0.00000000e+00   0.00000000e+00]]",-1.85935,[-0.37550861 -0.38621414],"[-1.53834338 -0.49233186  0.05027482  1.0647012  -0.14256096 -0.29028754
 -0.37244161 -0.49138968  0.03588863  0.28534038  0.        ]",[-1.01497149 -0.10673696],[-2.57025044 -0.02442795],-0.0380287252585
11,"[[ -3.71396360e+00  -3.18203434e+00  -1.73798640e-02  -3.37843581e-02]
 [ -2.95360303e+01   3.34967037e+00   0.00000000e+00   0.00000000e+00]]",-1.88826,[-0.37550861 -0.38621414],"[-1.31828493 -0.49242003  0.82275083  1.05904379 -0.14256093 -0.29028748
 -0.43415363  0.84844286  0.00427056  0.26400343  0.        ]",[-1.35499084 -1.02403414],[-1.16426124 -0.37865505],-0.0333727974796
12,"[[ -4.33854251e+00  -3.10961364e+00  -1.73798640e-02  -3.37843581e-02]
 [ -3.29106301e+01   3.31281804e+00   0.00000000e+00   0.00000000e+00]]",-1.96021,[-0.37550861 -0.38621414],"[-0.66134554 -0.49288631  1.39483693  0.76834827 -0.1425609  -0.29028741
 -0.49465191  0.84339948  0.01367889  0.27721329  0.        ]",[-1.25838518 -1.24850643],[-1.24110822 -1.28526391],-0.0353402753864
13,"[[ -5.02994344e+00  -3.05732634e+00  -1.73798640e-02  -3.37843581e-02]
 [ -3.62184347e+01   1.94025492e+00   0.00000000e+00   0.00000000e+00]]",-1.99902,[-0.37550861 -0.38621414],"[ 0.27475042 -0.48826261  1.42286311  0.55879849 -0.14256087 -0.29028734
 -0.5539527   0.65557058  0.00585095  0.24328634  0.        ]",[-1.13598955 -1.15915573],[-1.0321983  -1.66064962],-0.0317922086176
14,"[[ -5.78684318e+00  -3.02896434e+00  -1.73798640e-02  -3.37843581e-02]
 [ -3.94607320e+01   9.80093905e-01   0.00000000e+00   0.00000000e+00]]",-1.9537,[-0.37550861 -0.38621414],"[ 1.05835396 -0.48401869  0.7266215   0.4454831  -0.14256083 -0.29028727
 -0.61207909  0.52417697 -0.05674541  0.21539761  0.        ]",[-0.97997463 -0.93176037],[ 0.36075323 -0.91558219],-0.023855351765
15,"[[ -6.55388902e+00  -3.01507099e+00  -1.73798640e-02  -3.37843581e-02]
 [ -3.72512163e+01   4.65137479e-01   0.00000000e+00   0.00000000e+00]]",-1.89199,[-0.37550861 -0.38621414],"[ 1.17477422 -0.48149544 -0.36614265  0.39010143 -0.1425608  -0.2902872
 -0.57246763  0.4537075  -0.1358849   0.25239967  0.        ]",[-0.88291043 -0.80492425],[ 0.23063556 -1.72402309],-0.0233552357811
