timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.35612679 -0.33353707],-2.46167,"[[-0.02575825  0.0728759   0.08261535  0.11765772]
 [ 0.00280733  0.00400726  0.          0.        ]]","[ 1.21722967  2.52832952 -0.01092759  1.18507937  0.71498012  1.01863359
  0.06497805  0.38853273  0.81777755 -0.90851149  0.        ]",[ 2.63663077 -0.83849359],[ 3.27665383 -2.61415253],-0.171535234047
1,[-0.35612679 -0.33353707],-2.28877,"[[ 0.0140033   0.03321197  0.08261535  0.11765772]
 [ 3.96016511 -3.95719379  0.          0.        ]]","[ 1.21755159  2.53151174  0.04760154  1.02818025  0.71497982  1.01863302
  0.1388417  -0.15309209  0.81795436 -0.87497085  0.        ]",[ 2.52387357 -0.71005732],[ 2.42618231 -0.73160352],-0.168905585584
2,[-0.35612679 -0.33353707],-2.25013,"[[ 0.13212221 -0.07422601  0.08261535  0.11765772]
 [ 7.83881097 -6.77719705  0.          0.        ]]","[ 1.20564874  2.52816886  0.22092271  0.60285536  0.71497953  1.01863245
  0.2112362  -0.53867805  0.81080602 -0.76600316  0.        ]",[ 2.21843696 -0.66662151],[ 1.69625447 -0.86139377],-0.159958594962
3,[-0.35612679 -0.33353707],-2.12354,"[[  0.32704663  -0.24265933   0.08261535   0.11765772]
 [ 11.64099099 -10.0551824    0.           0.        ]]","[ 1.14447726  2.48792937  0.49990447 -0.05526195  0.71497923  1.01863188
  0.28220347 -0.9868848   0.77491435 -0.58202895  0.        ]",[ 1.71588051 -0.66251528],[ 0.3659864  -0.70681993],-0.14361515807
4,[-0.35612679 -0.33353707],-1.97562,"[[  0.57209451  -0.46984872   0.08261535   0.11765772]
 [ 12.85976708 -12.65505524   0.           0.        ]]","[ 0.99776079  2.36808049  0.82398789 -0.89695432  0.71497893  1.01863131
  0.30495173 -1.34237101  0.6912512  -0.38025648  0.        ]",[ 0.97587901 -0.80742419],[ 0.77911919 -0.61447811],-0.12259810653
5,[-0.35612679 -0.33353707],-1.83487,"[[  0.85767553  -0.74485358   0.08261535   0.11765772]
 [ 15.68899749 -14.83806953   0.           0.        ]]","[ 0.74007476  2.13093728  1.14039102 -1.78874372  0.71497864  1.01863074
  0.35775898 -1.64085838  0.54584125 -0.18962884  0.        ]",[ 0.25587636 -0.94562131],[ 0.74252997 -0.28252036],-0.096758312454
6,[-0.35612679 -0.33353707],-1.60233,"[[  1.1978287   -1.04989084   0.08261535   0.11765772]
 [ 18.31768972 -15.66279101   0.           0.        ]]","[ 0.33979062  1.77091034  1.39790341 -2.53946712  0.71497834  1.01863017
  0.40682319 -1.75362261  0.31757122 -0.010163    0.        ]",[-0.19303979 -1.19407153],[-0.65719119 -2.29210454],-0.0631726104705
7,[-0.35612679 -0.33353707],-1.39513,"[[  1.53447653  -1.39974366   0.08261535   0.11765772]
 [ 15.35678841 -19.31041568   0.           0.        ]]","[-0.11332597  1.27458093  1.49813978 -3.00706609  0.71497804  1.0186296
  0.35155807 -2.25236725  0.06513461  0.03507912  0.        ]",[ 0.01670644 -1.47248137],[-0.51645322 -1.48543878],-0.0301614153789
8,[-0.35612679 -0.33353707],-1.34745,"[[  1.81807059  -1.82183059   0.08261535   0.11765772]
 [ 13.01019679 -22.88644596   0.           0.        ]]","[-0.5015348   0.64004607  1.45433199 -2.94070251  0.71497775  1.01862903
  0.307759   -2.74131941 -0.14476241 -0.11781888  0.        ]",[ 0.36804265 -1.53197527],[ 1.30258556 -0.57456347],-0.0213097306411
9,[-0.35612679 -0.33353707],-1.40825,"[[  2.11541177  -2.29783469   0.08261535   0.11765772]
 [ 16.71174173 -24.70780378   0.           0.        ]]","[-0.87904401  0.00910648  1.28613099 -2.06318672  0.71497745  1.01862846
  0.37684799 -2.9903491  -0.37048881 -0.37848798  0.        ]",[ 0.86680049 -1.20022142],[ 0.27341161 -0.10097791],-0.0583211229212
