timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.08912782  0.00566321 -0.02038908 -0.00735888]
 [ 0.00064113  0.00411449  0.          0.        ]]",-3.87543,[-0.38825586 -0.4109312 ],"[ 1.22348426  2.55175447  0.15564167  0.92384164 -0.17113424 -0.05962797
  0.10933444  0.39127642  1.6109896   0.28229456  0.        ]",[-2.2434659  -1.91726744],[-3.34927888 -2.02929427],-0.231042940134
1,"[[ 0.04946545 -0.03396771 -0.02038908 -0.00735888]
 [-3.95371727 -3.95402028  0.          0.        ]]",-3.92788,[-0.38825586 -0.4109312 ],"[ 1.22727941  2.55089737  0.09755945  0.76321612 -0.1711342  -0.05962796
  0.04029263 -0.14949258  1.61684968  0.17475295  0.        ]",[-2.43617344 -1.7813307 ],[-1.96776737 -1.7188034 ],-0.230679452648
2,"[[ -6.84999726e-02  -1.51975324e-01  -2.03890790e-02  -7.35888181e-03]
 [ -7.82994709e+00  -7.83381092e+00   0.00000000e+00   0.00000000e+00]]",-3.91554,[-0.38825586 -0.4109312 ],"[ 1.22572791  2.53423066 -0.07550974  0.28719078 -0.17113417 -0.05962795
 -0.02738508 -0.67955798  1.59541951 -0.14427513  0.        ]",[-2.31911802 -1.62403345],[-3.15073646 -2.6006635 ],-0.22870709991
3,"[[ -2.63223647e-01  -3.46807839e-01  -2.03890790e-02  -7.35888181e-03]
 [ -1.16298719e+01  -1.16367514e+01   0.00000000e+00   0.00000000e+00]]",-3.89312,[-0.38825586 -0.4109312 ],"[ 1.18135965  2.46116069 -0.35700275 -0.476958   -0.17113414 -0.05962793
 -0.09373054 -1.19912362  1.43717407 -0.63821209  0.        ]",[-1.7677623  -1.31351829],[-0.91838545 -1.39003983],-0.222629241798
4,"[[ -5.29961041e-01  -6.16943575e-01  -2.03890790e-02  -7.35888181e-03]
 [ -1.50327819e+01  -1.53643568e+01   0.00000000e+00   0.00000000e+00]]",-3.60605,[-0.38825586 -0.4109312 ],"[ 1.03936316  2.27121194 -0.71711946 -1.44436283 -0.1711341  -0.05962792
 -0.15314424 -1.70839607  1.00879811 -1.16308329  0.        ]",[-1.08504379 -0.97993338],[-2.14988261 -1.27289823],-0.208945778009
5,"[[ -8.67339397e-01  -9.60886624e-01  -2.03890790e-02  -7.35888181e-03]
 [ -1.86933122e+01  -1.90176948e+01   0.00000000e+00   0.00000000e+00]]",-3.21832,[-0.38825586 -0.4109312 ],"[ 0.74084348  1.90161654 -1.09456709 -2.4219294  -0.17113407 -0.05962791
 -0.2170559  -2.20752057  0.2725767  -1.43346207  0.        ]",[-0.2630111  -0.50165588],[-1.37388235 -0.95297999],-0.184335385899
6,"[[ -1.27723232e+00  -1.37529761e+00  -2.03890790e-02  -7.35888181e-03]
 [ -2.22846044e+01  -2.24119969e+01   0.00000000e+00   0.00000000e+00]]",-2.62651,[-0.38825586 -0.4109312 ],"[ 0.24670567  1.32553597 -1.380258   -3.07558677 -0.17113404 -0.0596279
 -0.27975869 -2.67125301 -0.54130091 -1.13411221  0.        ]",[-0.33614844 -0.90895498],[-0.351786  -1.4600985],-0.14796859037
7,"[[ -1.73253223e+00  -1.85878969e+00  -2.03890790e-02  -7.35888181e-03]
 [ -2.32425361e+01  -2.59254950e+01   0.00000000e+00   0.00000000e+00]]",-2.1738,[-0.38825586 -0.4109312 ],"[-0.37584857  0.59765561 -1.42390274 -2.98585205 -0.171134   -0.05962789
 -0.29648382 -3.15126731 -0.90612913 -0.31403715  0.        ]",[-0.88903874 -1.90064323],[ 0.38622265 -1.86943004],-0.104290424403
8,"[[ -2.17750108e+00  -2.41185940e+00  -2.03890790e-02  -7.35888181e-03]
 [ -2.12606600e+01  -2.93701212e+01   0.00000000e+00   0.00000000e+00]]",-1.93013,[-0.38825586 -0.4109312 ],"[-0.94136398 -0.10441229 -1.18106278 -1.80158718 -0.17113397 -0.05962788
 -0.26188082 -3.62186823 -0.55954973  0.34774463  0.        ]",[-1.28368235 -1.83340204],[-1.63605744 -2.77829936],-0.0607815582952
9,"[[ -2.63826376e+00  -3.03314537e+00  -2.03890790e-02  -7.35888181e-03]
 [ -2.48028246e+01  -2.68867090e+01   0.00000000e+00   0.00000000e+00]]",-2.06812,[-0.38825586 -0.4109312 ],"[-1.36407574 -0.48300909 -0.68312395  0.46213534 -0.17113394 -0.05962787
 -0.32372588 -3.28257376  0.00683831  0.24516813  0.        ]",[-1.02788758  0.38706341],[-0.87366702  1.13840161],-0.0319212156631
10,"[[ -3.16408612e+00  -3.22035595e+00  -2.03890790e-02  -7.35888181e-03]
 [ -2.77697664e+01   6.39577697e-01   0.00000000e+00   0.00000000e+00]]",-2.05445,[-0.38825586 -0.4109312 ],"[-1.53514732 -0.48723125  0.05799305  1.21983607 -0.1711339  -0.05962786
 -0.37552771  0.47809798  0.0601721   0.03171812  0.        ]",[-0.79872847 -0.02200356],[-0.02836839  0.71856798],-0.0298436443849
11,"[[ -3.71509052e+00  -3.15305597e+00  -2.03890790e-02  -7.35888181e-03]
 [ -2.73321791e+01   5.00498441e+00   0.00000000e+00   0.00000000e+00]]",-2.12425,[-0.38825586 -0.4109312 ],"[-1.31435039 -0.49184924  0.82149191  0.94735191 -0.17113387 -0.05962784
 -0.36788749  1.07450434  0.04766182  0.06314583  0.        ]",[-1.06050098 -0.76855958],[-0.90174441 -0.86660046],-0.0281118940776
12,"[[ -4.29212797e+00  -3.07670488e+00  -2.03890790e-02  -7.35888181e-03]
 [ -3.03614554e+01   2.74861251e+00   0.00000000e+00   0.00000000e+00]]",-2.22529,[-0.38825586 -0.4109312 ],"[-0.7172123  -0.48874641  1.36526477  0.63803416 -0.17113384 -0.05962783
 -0.42077767  0.76623604  0.06940249  0.06722711  0.        ]",[-1.02628636 -0.92737687],[-0.49403356 -0.63684316],-0.0309288160973
13,"[[ -4.91295222e+00  -3.03689432e+00  -2.03890790e-02  -7.35888181e-03]
 [ -3.17164496e+01   1.36301351e+00   0.00000000e+00   0.00000000e+00]]",-2.27354,[-0.38825586 -0.4109312 ],"[ 0.12210752 -0.48361552  1.46358126  0.47724504 -0.1711338  -0.05962782
 -0.44443538  0.57693378  0.06088458  0.02050264  0.        ]",[-1.04277492 -0.97439468],[-0.66452071 -0.18991781],-0.0300882009067
14,"[[ -5.56737955e+00  -3.01709547e+00  -2.03890790e-02  -7.35888181e-03]
 [ -3.37196080e+01   6.66820455e-01   0.00000000e+00   0.00000000e+00]]",-2.22994,[-0.38825586 -0.4109312 ],"[ 0.88972155 -0.48017007  0.98833537  0.39751438 -0.17113377 -0.05962781
 -0.47940984  0.48181897  0.00388788 -0.02042663  0.        ]",[-1.04273021 -0.94458199],[-0.38813094  0.22964471],-0.0241802048614
15,"[[ -6.25049186e+00  -2.99476207e+00  -2.03890790e-02  -7.35888181e-03]
 [ -3.45887194e+01   1.56355621e+00   0.00000000e+00   0.00000000e+00]]",-2.19876,[-0.38825586 -0.4109312 ],"[ 1.22823122 -0.4755732   0.07295943  0.30781542 -0.17113374 -0.0596278
 -0.49458416  0.60433191 -0.07649425 -0.02088416  0.        ]",[-1.05962014 -1.00622034],[-0.14099574 -2.802125  ],-0.0150910881609
16,"[[ -6.94099876e+00  -3.00352153e+00  -2.03890790e-02  -7.35888181e-03]
 [ -3.44623881e+01  -1.69452390e+00   0.00000000e+00   0.00000000e+00]]",-2.09098,[-0.38825586 -0.4109312 ],"[ 0.94054017 -0.47746563 -0.87256639  0.34296367 -0.1711337  -0.05962779
 -0.49237833  0.15920909 -0.13903035  0.06292431  0.        ]",[-0.60312331 -0.41826817],[-1.56800965  0.00539485],-0.00413551150261
17,"[[ -7.66312569e+00  -3.01500148e+00  -2.03890790e-02  -7.35888181e-03]
 [ -3.77393934e+01   6.23465623e-02   0.00000000e+00   0.00000000e+00]]",-2.05431,[-0.38825586 -0.4109312 ],"[ 0.10894479 -0.4797707  -1.41640561  0.38909258 -0.17113367 -0.05962778
 -0.54959379  0.39923478 -0.13082651  0.1721331   0.        ]",[-0.62923849 -0.40612575],[-0.8825139  -0.44107681],-0.0146243669967
18,"[[ -8.44547514e+00  -3.01103403e+00  -2.03890790e-02  -7.35888181e-03]
 [ -4.04864006e+01   2.42662468e-01   0.00000000e+00   0.00000000e+00]]",-2.03772,[-0.38825586 -0.4109312 ],"[-0.92399931 -0.47899641 -1.19365504  0.3731425  -0.17113364 -0.05962776
 -0.59755562  0.42386967 -0.06510972  0.24992083  0.        ]",[-0.8926177  -0.49903923],[-0.38506125  0.62645308],-0.0265848448691
19,"[[ -9.26245647e+00  -2.98133187e+00  -2.03890790e-02  -7.35888181e-03]
 [ -4.12093004e+01   2.71934182e+00   0.00000000e+00   0.00000000e+00]]",-2.06289,[-0.38825586 -0.4109312 ],"[-1.51732687 -0.4724468  -0.21227446  0.25401419 -0.1711336  -0.05962775
 -0.6101771   0.76223649  0.03160863  0.27717695  0.        ]",[-1.42708385 -1.20490038],[-0.72365355 -1.23172106],-0.0368394224891
20,"[[ -1.01072052e+01  -2.96720086e+00  -2.03890790e-02  -7.35888181e-03]
 [ -4.32587804e+01  -1.29282942e+00   0.00000000e+00   0.00000000e+00]]",-2.16,[-0.38825586 -0.4109312 ],"[-1.22593687 -0.46886507  0.95083247  0.19753195 -0.17113357 -0.05962774
 -0.64596028  0.21408852  0.13145191  0.19942993  0.        ]",[-0.96533239 -0.83442259],[-0.92312938 -0.26316337],-0.0424128566092
21,"[[ -1.10004611e+01  -3.00324290e+00  -2.03890790e-02  -7.35888181e-03]
 [ -4.60574766e+01  -1.83027486e+00   0.00000000e+00   0.00000000e+00]]",-2.25866,[-0.38825586 -0.4109312 ],"[-0.14650788 -0.47740666  1.49299117  0.34184469 -0.17113354 -0.05962773
 -0.69482456  0.140662    0.10523871  0.04156025  0.        ]",[-0.81651902 -0.62776661],[-1.52082054 -0.26191512],-0.0355546558762
22,"[[ -1.19521869e+01  -3.01607504e+00  -2.03890790e-02  -7.35888181e-03]
 [ -4.91049467e+01   3.74554758e-02   0.00000000e+00   0.00000000e+00]]",-2.23233,[-0.38825586 -0.4109312 ],"[ 0.97635933 -0.47997556  0.87098952  0.39340969 -0.1711335  -0.05962772
 -0.74803235  0.3958337  -0.00899023 -0.02156132  0.        ]",[-1.04515719 -0.80516994],[-0.57802415 -1.02704402],-0.0227007367937
23,"[[ -1.29474941e+01  -3.01259795e+00  -2.03890790e-02  -7.35888181e-03]
 [ -5.04213914e+01   2.21348049e-01   0.00000000e+00   0.00000000e+00]]",-2.1128,[-0.38825586 -0.4109312 ],"[ 1.1297912  -0.47930387 -0.52108264  0.37942853 -0.17113347 -0.05962771
 -0.77101689  0.42095726 -0.11847106  0.0354699   0.        ]",[-0.78756952 -0.55406469],[-0.34547522 -0.74032858],-0.00710633588408
24,"[[ -1.39596309e+01  -3.00841968e+00  -2.03890790e-02  -7.35888181e-03]
 [ -5.07910536e+01   1.76948167e-01   0.00000000e+00   0.00000000e+00]]",-2.05081,[-0.38825586 -0.4109312 ],"[ 0.09084581 -0.47847262 -1.41998684  0.36263635 -0.17113344 -0.0596277
 -0.77747086  0.41489119 -0.13611617  0.17179241  0.        ]",[-0.67283046 -0.38686666],[-0.90354236 -0.84291591],-0.0143625678926
