timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.03758494 -0.05273033  0.13440386  0.16081593]
 [ 0.00163586 -0.00408981  0.          0.        ]]",-1.90195,[-0.33467257 -0.31681979],"[ 1.21372873  2.52135627  0.0834388   0.6739315   1.17510477  1.4000753
  0.06323603  0.38623974  0.40194365 -1.27801423  0.        ]",[ 3.26225877 -1.0539875 ],[ 2.78771543 -0.10889016],-0.175771403254
1,"[[ 0.07730954 -0.05715271  0.13440386  0.16081593]
 [ 3.95765172 -0.43670074  0.          0.        ]]",-1.98742,[-0.33467257 -0.31681979],"[ 1.21057799  2.5209832   0.14185516  0.65667014  1.1751039   1.40007401
  0.13934775  0.32705152  0.40010939 -1.21195419  0.        ]",[ 3.20632243 -1.06474674],[ 3.41085481 -2.41674364],-0.168614327446
2,"[[ 0.19538315 -0.10554286  0.13440386  0.16081593]
 [ 7.83679221 -4.38913185  0.          0.        ]]",-1.65083,[-0.33467257 -0.31681979],"[ 1.1884247   2.51503075  0.3140705   0.46815585  1.17510303  1.40007272
  0.21398042 -0.21370449  0.38447917 -1.04906885  0.        ]",[ 2.98465967 -0.96855056],[ 2.21273798 -0.25556188],-0.150554996042
3,"[[  0.39025839  -0.20262081   0.13440386   0.16081593]
 [ 11.63808823  -5.31555414   0.           0.        ]]",-1.40925,[-0.33467257 -0.31681979],"[ 1.11085815  2.49249951  0.58847963  0.09331906  1.17510216  1.40007143
  0.2871154  -0.34045386  0.32965791 -0.80255002  0.        ]",[ 2.62984276 -1.03883564],[ 1.91263758 -0.69893935],-0.12178630542
4,"[[  0.66041304  -0.3356559    0.13440386   0.16081593]
 [ 15.36499957  -7.97903227   0.           0.        ]]",-0.996631,[-0.33467257 -0.31681979],"[ 0.92431069  2.43903033  0.9317258  -0.40762712  1.17510129  1.40007014
  0.35881925 -0.70486034  0.19593204 -0.483579    0.        ]",[ 2.14911819 -1.08563113],[ 1.97737867  0.13686292],-0.0807936237397
5,"[[  1.00435613  -0.48822342   0.13440386   0.16081593]
 [ 19.01719973  -7.27996959   0.           0.        ]]",-0.699,[-0.33467257 -0.31681979],"[ 0.57474553  2.34672263  1.27107939 -0.95359615  1.17510042  1.40006885
  0.42908567 -0.60921701 -0.06562896 -0.12803952  0.        ]",[ 1.63670874 -1.34295678],[ 1.83104944 -1.51004255],-0.0267128858355
6,"[[  1.42063874  -0.67210817   0.13440386   0.16081593]
 [ 22.59923631 -11.09566318   0.           0.        ]]",-0.80962,[-0.33467257 -0.31681979],"[ 0.04021002  2.19447585  1.48457015 -1.55394     1.17509955  1.40006757
  0.49800217 -1.13126487 -0.48070971  0.16725509  0.        ]",[ 1.39553058 -1.63081515],[ 1.55079848 -0.65779277],-0.0409395817671
7,"[[  1.90785373  -0.91794491   0.13440386   0.16081593]
 [ 26.11072689 -13.47987525   0.           0.        ]]",-0.948318,[-0.33467257 -0.31681979],"[-0.62313699  1.92970082  1.41825804 -2.22518477  1.17509868  1.40006628
  0.56556137 -1.45746225 -1.0075665   0.27329967  0.        ]",[ 1.499668   -2.11367941],[ 2.14300706 -2.47835931],-0.110106044399
8,"[[  2.46461636  -1.22457505   0.13440386   0.16081593]
 [ 29.5542882  -17.17059627   0.           0.        ]]",-1.47199,[-0.33467257 -0.31681979],"[-1.24291468  1.52418802  0.95086559 -2.79709276  1.17509781  1.40006499
  0.63181361 -1.96240947 -1.54411757  0.10786141  0.        ]",[ 1.954445  -2.2162261],[ 2.73525022 -2.25427641],-0.176724307641
9,"[[  3.08958031  -1.6042717    0.13440386   0.16081593]
 [ 32.93108988 -20.78677612   0.           0.        ]]",-1.94294,[-0.33467257 -0.31681979],"[-1.54561753  0.96030849  0.1046653  -3.02684702  1.17509694  1.4000637
  0.6967814  -2.4571554  -1.91651462 -0.32900917  0.        ]",[ 2.60235381 -1.82836914],[ 3.27681054 -2.11290671],-0.229536600037
10,"[[  3.78142211  -2.05556114   0.13440386   0.16081593]
 [ 36.24218214 -24.33024473   0.           0.        ]]",-2.31475,[-0.33467257 -0.31681979],"[-1.27430048  0.30610909 -0.85142137 -2.57865398  1.17509607  1.40006241
  0.76048492 -2.94194905 -1.96850812 -0.88324753  0.        ]",[ 2.83497024 -1.19587374],[ 3.50797888 -1.88521465],-0.25720241095
11,"[[  4.53883074  -2.57701466   0.13440386   0.16081593]
 [ 39.48770949 -27.80372252   0.           0.        ]]",-2.60359,[-0.33467257 -0.31681979],"[-0.40488885 -0.26684388 -1.42284713 -1.21158017  1.1750952   1.40006113
  0.82292696 -3.41716109 -1.67510069 -1.26868167  0.        ]",[ 2.60738182 -0.48727864],[ 3.06928698 -0.86170265],-0.249646193759
12,"[[  5.36049133  -3.08284789   0.13440386   0.16081593]
 [ 42.66769347 -12.16679153   0.           0.        ]]",-2.39214,[-0.33467257 -0.31681979],"[ 0.66734103 -0.49895145 -1.14628529  0.65046095  1.17509433  1.40005984
  0.88410792 -1.27779305 -1.35270628 -1.31205028  0.        ]",[ 2.77363944 -0.60657668],[ 3.22803841 -0.92453329],-0.222586466624
13,"[[  6.24510386  -3.15103279   0.13440386   0.16081593]
 [ 45.78297418   1.43172615   0.           0.        ]]",-1.97925,[-0.33467257 -0.31681979],"[ 1.21370153 -0.50149287 -0.02799818  0.91686204  1.17509346  1.40005855
  0.94404395  0.58268778 -1.29473703 -1.27788604  0.        ]",[ 2.91968656 -1.01080883],[ 4.74746756 -2.71926087],-0.214513793506
14,"[[  7.19139558  -3.10154906   0.13440386   0.16081593]
 [ 48.83597669   2.69631971   0.           0.        ]]",-2.31927,[-0.33467257 -0.31681979],"[ 0.68319915 -0.5003476   1.18945155  0.72347257  1.17509259  1.40005726
  1.00278172  0.7557028  -1.23942935 -1.38349139  0.        ]",[ 2.58109069 -1.01182222],[ 2.12263118  0.10112801],-0.219402959588
15,"[[  8.19813947  -3.04413294   0.13440386   0.16081593]
 [ 51.82842304   3.04425316   0.           0.        ]]",-2.15168,[-0.33467257 -0.31681979],"[-0.6323783  -0.49438244  1.41476369  0.49959417  1.17509172  1.40005597
  1.06035433  0.80330492 -1.1157736  -1.34033951  0.        ]",[ 2.40566921 -1.18166828],[ 1.63115292 -2.5624525 ],-0.205598351766
16,"[[  9.26413616  -3.01116099   0.13440386   0.16081593]
 [ 54.76150852   0.73999431   0.           0.        ]]",-2.1578,[-0.33467257 -0.31681979],"[-1.52970266 -0.48871235  0.26370162  0.37154854  1.17509085  1.40005469
  1.11678479  0.48804743 -1.13146911 -1.18821077  0.        ]",[ 2.58196068 -1.24964428],[ 2.00803279 -1.50523169],-0.192590294374
17,"[[ 10.38821358  -3.00383771   0.13440386   0.16081593]
 [ 57.6366651    0.13239193   0.           0.        ]]",-2.27877,[-0.33467257 -0.31681979],"[-0.95458323 -0.48723134 -1.18153132  0.34317882  1.17508998  1.4000534
  1.17210063  0.40491812 -1.27466129 -1.16100249  0.        ]",[ 2.9076333 -1.1706003],[ 2.50248941 -0.05234728],-0.202629934014
