timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.26804289 -0.32942992],-3.30956,"[[ 0.09868483 -0.07488738 -0.14386564 -0.06049711]
 [ 0.00447453  0.00062327  0.          0.        ]]","[ 1.18804416  2.41510031  0.17455342  0.5834836  -1.25298917 -0.52021497
 -0.00913502  0.38084975  2.51855304  0.66897683  0.        ]",[-3.60288787 -2.53810906],[-2.86830527 -2.50547668],-0.360803221357
1,[-0.26804289 -0.32942992],-3.33939,"[[ 0.05909826 -0.11458745 -0.14386564 -0.06049711]
 [-3.94997512 -3.95744382  0.          0.        ]]","[ 1.19234568  2.40955785  0.11612424  0.43766881 -1.25298746 -0.52021462
 -0.09832376 -0.16216881  2.51987075  0.56365223  0.        ]",[-3.45724058 -2.35767269],[-2.31908498 -2.84461144],-0.358629013855
2,[-0.26804289 -0.32942992],-2.96655,"[[-0.05879359 -0.23266283 -0.14386564 -0.06049711]
 [-7.82634214 -7.83716272  0.          0.        ]]","[ 1.1923689   2.37950805 -0.05833547  0.00880657 -1.25298575 -0.52021427
 -0.18575141 -0.69443837  2.48576198  0.25339277  0.        ]",[-3.16548347 -2.12849617],[-4.46238488 -1.97966737],-0.349812993249
3,[-0.26804289 -0.32942992],-2.91455,"[[ -0.25344723  -0.42756159  -0.14386564  -0.06049711]
 [-11.6264903  -11.64002328   0.           0.        ]]","[ 1.1506856   2.28655039 -0.34260171 -0.67040533 -1.25298404 -0.52021392
 -0.27146002 -1.21616259  2.31080642 -0.2195601   0.        ]",[-2.69760656 -1.80119622],[-2.91182607 -2.64765009],-0.327886301272
4,[-0.26804289 -0.32942992],-2.51063,"[[ -0.52335962  -0.69776064  -0.14386564  -0.06049711]
 [-15.3526125  -15.36741368   0.           0.        ]]","[ 1.01011586  2.07479178 -0.71136687 -1.51110015 -1.25298233 -0.52021356
 -0.35549902 -1.72753066  1.86830233 -0.71041913  0.        ]",[-2.0555172  -1.29712915],[-1.72151317 -1.8056071 ],-0.283779673273
5,[-0.26804289 -0.32942992],-1.67691,"[[ -0.86707482  -1.0417637   -0.14386564  -0.06049711]
 [-19.00719791 -19.02063745   0.           0.        ]]","[ 0.70791844  1.68931564 -1.10026319 -2.32574802 -1.25298062 -0.52021321
 -0.43792455 -2.22871965  1.13491202 -0.93255546  0.        ]",[-1.4660989  -0.77097428],[-1.36759081  0.17623482],-0.209528587609
6,[-0.26804289 -0.32942992],-1.0584,"[[ -1.28319338  -1.41137119  -0.14386564  -0.06049711]
 [-22.59292498 -17.9436085    0.           0.        ]]","[ 0.20665289  1.17952354 -1.39119712 -2.78334064 -1.25297891 -0.52021286
 -0.518797   -2.08095344  0.37878023 -0.62825528  0.        ]",[-1.25077426 -0.68638778],[-0.16434329 -0.45284987],-0.110523645645
7,[-0.26804289 -0.32942992],-0.64199,"[[ -1.73714021  -1.78464719  -0.14386564  -0.06049711]
 [-22.80117261 -19.3792075    0.           0.        ]]","[-0.41299882  0.63285194 -1.43157338 -2.74607068 -1.2529772  -0.52021251
 -0.52349348 -2.27789906  0.01328753  0.08432967  0.        ]",[-1.08270442 -0.70725965],[-1.92289632 -0.62018995],-0.0253067081291
8,[-0.26804289 -0.32942992],-0.710254,"[[ -2.22840311  -2.19299384  -0.14386564  -0.06049711]
 [-26.31358525 -21.44856802   0.           0.        ]]","[-1.02770413  0.08673706 -1.14322397 -2.13866841 -1.2529755  -0.52021216
 -0.60271237 -2.56178845  0.21191425  0.78345058  0.        ]",[-1.20722699 -0.70808893],[-0.87913954 -0.6419598 ],-0.100702243562
9,[-0.26804289 -0.32942992],-0.996745,"[[ -2.78442027  -2.64318464  -0.14386564  -0.06049711]
 [-29.27807464 -23.56360656   0.           0.        ]]","[-1.47690993 -0.34874652 -0.48901095 -0.90421463 -1.25297379 -0.52021181
 -0.66957329 -2.85194008  0.75488071  0.96527969  0.        ]",[-1.39492369 -0.38975716],[-1.94061452 -0.27183686],-0.163552884561
10,[-0.26804289 -0.32942992],-1.1896,"[[ -3.40391768  -3.08126125  -0.14386564  -0.06049711]
 [-32.65956992 -15.66538411   0.           0.        ]]","[-1.51677136 -0.52533724  0.41265765  0.63707361 -1.25297208 -0.52021146
 -0.74583932 -1.76837075  0.99754168  0.56229172  0.        ]",[-1.21320331 -0.09634626],[-1.43340531 -0.77150497],-0.165421099475
11,[-0.26804289 -0.32942992],-1.08947,"[[ -4.09033773  -3.17534691  -0.14386564  -0.06049711]
 [-35.97158857   1.40852245   0.           0.        ]]","[-0.98835784 -0.52717855  1.23200638  0.98405722 -1.25297037 -0.52021111
 -0.82053827  0.57401344  0.93516535  0.47612411  0.        ]",[-1.2636224  -0.42389113],[-1.14397618 -0.2727359 ],-0.154188345599
12,[-0.26804289 -0.32942992],-1.0505,"[[ -4.84234847  -3.1188145   -0.14386564  -0.06049711]
 [-39.21870572   3.1950823    0.           0.        ]]","[-0.00584583 -0.52763532  1.49687239  0.77550256 -1.25296866 -0.52021076
 -0.89377332  0.81911255  0.92706171  0.48043163  0.        ]",[-1.3624413  -0.53152645],[-1.98520337  0.23046212],-0.153353197328
13,[-0.26804289 -0.32942992],-1.05109,"[[ -5.65865683  -3.04638995  -0.14386564  -0.06049711]
 [-42.40150348   4.04464106   0.           0.        ]]","[ 0.93438509 -0.52134421  0.89445106  0.50880394 -1.25296695 -0.52021041
 -0.96555757  0.93566341  0.90724426  0.44842405  0.        ]",[-1.42553592 -0.610439  ],[-2.19443602  0.46161012],-0.14966479859
14,[-0.26804289 -0.32942992],-1.11709,"[[ -6.53798691  -2.94795285  -0.14386564  -0.06049711]
 [-45.52106079   5.79340899   0.           0.        ]]","[ 1.15021779 -0.50047562 -0.34453978  0.14953126 -1.25296524 -0.52021006
 -1.03591534  1.17557711  0.8200037   0.41145901  0.        ]",[-1.33416772 -0.64412957],[-0.94895428  0.05794923],-0.137423493671
15,[-0.26804289 -0.32942992],-0.90862,"[[ -7.47705823  -2.83091269  -0.14386564  -0.06049711]
 [-48.37649908   5.91045082   0.           0.        ]]","[ 0.32308375 -0.4574689  -1.34807021 -0.26841127 -1.25296353 -0.5202097
 -1.10031598  1.19163266  0.66743356  0.49886404  0.        ]",[-1.18856943 -0.6139465 ],[-2.72083877 -1.05620527],-0.12266868443
16,[-0.26804289 -0.32942992],-0.861447,"[[ -8.47469885  -2.7535708   -0.14386564  -0.06049711]
 [-51.37762065   1.83752248   0.           0.        ]]","[-0.9868641  -0.41846717 -1.17580587 -0.5364717  -1.25296182 -0.52020935
 -1.16800219  0.63286339  0.66904648  0.77896301  0.        ]",[-1.18213677 -0.61241806],[-1.21958503  1.5252436 ],-0.140584900158
17,[-0.26804289 -0.32942992],-1.2578,"[[ -9.53176365  -2.67741112  -0.14386564  -0.06049711]
 [-54.31891513   5.76559329   0.           0.        ]]","[-1.55607221 -0.37209087  0.1867851  -0.79228623 -1.25296011 -0.520209
 -1.23433886  1.17175775  0.94711173  0.97405925  0.        ]",[-1.38237226 -1.06349039],[-1.95840266 -0.8482981 ],-0.183778127052
18,[-0.26804289 -0.32942992],-1.62357,"[[-10.64706701  -2.59688273  -0.14386564  -0.06049711]
 [-57.20189668   2.29907594   0.           0.        ]]","[-0.65564521 -0.31475149  1.42034544 -1.05232828 -1.2529584  -0.52020865
 -1.29936011  0.69618243  1.31293296  0.77347902  0.        ]",[-1.50129259 -0.93997437],[-1.8406204  -1.18897693],-0.213313743176
19,[-0.26804289 -0.32942992],-1.24809,"[[-11.81946444  -2.59100883  -0.14386564  -0.06049711]
 [-60.02860361  -1.69822443   0.           0.        ]]","[ 0.82756219 -0.31024439  1.03460829 -1.07083014 -1.25295669 -0.5202083
 -1.3631119   0.14778881  1.2529269   0.24922158  0.        ]",[-1.38450277 -0.59177786],[-3.00448971  1.03067313],-0.18890328773
