timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.14113198 -0.22781861],-2.31534,"[[ 0.05893441  0.01211089 -0.18382486  0.09497454]
 [-0.00249208 -0.00093161  0.          0.        ]]","[ 1.13822655  2.11951789  0.11587684  0.80249997 -1.58067421  0.83429156
 -0.05018236  0.35457052  2.66976868 -0.5984884   0.        ]",[-2.22762132 -1.96383238],[-1.31695142 -2.69755745],-0.401682354102
1,[-0.14113198 -0.22781861],-2.33649,"[[ 0.01921001 -0.02761995 -0.18382486  0.09497454]
 [-3.95678804 -3.95896663  0.          0.        ]]","[ 1.14036125  2.11908077  0.05626819  0.67874858 -1.58066672  0.83428965
 -0.20082754 -0.18772324  2.67289801 -0.70060516  0.        ]",[-2.18271208 -1.84803581],[-2.77347994 -3.28091325],-0.4048597662
2,[-0.14113198 -0.22781861],-2.31049,"[[-0.09881619 -0.14572551 -0.18382486  0.09497454]
 [-7.83295297 -7.83865989  0.          0.        ]]","[ 1.13388929  2.10508953 -0.1207402   0.31244202 -1.58065924  0.83428773
 -0.34849613 -0.7192828   2.64533715 -1.00214623  0.        ]",[-2.06730747 -1.69308734],[-2.32325593 -1.57799719],-0.411624395183
3,[-0.14113198 -0.22781861],-2.34245,"[[ -0.29359929  -0.34065406  -0.18382486   0.09497454]
 [-11.63280755 -11.64150559   0.           0.        ]]","[ 1.081639    2.04097489 -0.40719912 -0.27596307 -1.58065175  0.83428582
 -0.49325742 -1.24031095  2.48389542 -1.46559824  0.        ]",[-1.80063701 -1.46128964],[-0.9887283  -1.04000387],-0.413877191079
4,[-0.14113198 -0.22781861],-2.15781,"[[ -0.56318675  -0.61088287  -0.18382486   0.09497454]
 [-15.31393071 -15.36890928   0.           0.        ]]","[ 0.92777446  1.87218757 -0.77436457 -1.02196741 -1.58064427  0.8342839
 -0.6334952  -1.75099695  2.06199803 -1.95394975  0.        ]",[-1.38038468 -1.1205833 ],[-1.44723768 -0.36280182],-0.39882349939
5,[-0.14113198 -0.22781861],-1.83509,"[[ -0.90613887  -0.92960135  -0.18382486   0.09497454]
 [-18.96940781 -16.49909275   0.           0.        ]]","[ 0.61251393  1.5699186  -1.1546848  -1.73153011 -1.58063678  0.83428199
 -0.77275559 -1.90583224  1.36812366 -2.19546392  0.        ]",[-0.95873362 -0.7904284 ],[-0.28288999 -1.06515418],-0.353942853945
6,[-0.14113198 -0.22781861],-1.38546,"[[ -1.29301939  -1.29601771  -0.18382486   0.09497454]
 [-19.71653877 -20.13038783   0.           0.        ]]","[ 0.14042589  1.12290155 -1.41680282 -2.23335172 -1.58062929  0.83428007
 -0.80121714 -2.40333472  0.63815753 -1.94637136  0.        ]",[-0.85722953 -0.53561914],[-2.02219114 -2.74580008],-0.275270988235
7,[-0.14113198 -0.22781861],-0.590161,"[[ -1.72319199  -1.73432862  -0.18382486   0.09497454]
 [-23.28935314 -23.6887842    0.           0.        ]]","[-0.44666754  0.52910021 -1.45695907 -2.3086309  -1.58062181  0.83427816
 -0.93732777 -2.89083161  0.24380871 -1.22869854  0.        ]",[-0.84389764 -0.3779555 ],[-0.8556186  0.7137083],-0.172025943313
8,[-0.14113198 -0.22781861],-0.233981,"[[ -2.21840332  -2.17501744  -0.18382486   0.09497454]
 [-26.22173769 -20.39110981   0.           0.        ]]","[-1.06882883 -0.02527978 -1.17029109 -1.79865713 -1.58061432  0.83427624
 -1.04903946 -2.439001    0.42735603 -0.50998932  0.        ]",[-0.80775189 -0.35819289],[-0.81805946  0.644023  ],-0.113403832438
9,[-0.14113198 -0.22781861],-0.455215,"[[ -2.77017002  -2.55317923  -0.18382486   0.09497454]
 [-28.94551829 -17.43502165   0.           0.        ]]","[-1.52156444 -0.38596192 -0.51762609 -0.96414646 -1.58060684  0.83427432
 -1.15280332 -2.03398194  0.90431595 -0.2758948   0.        ]",[-0.80962723 -0.3396486 ],[-1.33440678 -0.6710702 ],-0.159162701694
10,[-0.14113198 -0.22781861],-0.855622,"[[ -3.38308257  -2.92505975  -0.18382486   0.09497454]
 [-32.33422346 -19.74552211   0.           0.        ]]","[-1.57553722 -0.58404973  0.38659364  0.09555591 -1.58059935  0.83427241
 -1.28189771 -2.35051469  1.22069647 -0.53835096  0.        ]",[-0.80118024 -0.27354598],[ 0.18268265 -1.31069668],-0.210082592136
11,[-0.14113198 -0.22781861],-0.813149,"[[ -4.01608477  -3.11603056  -0.18382486   0.09497454]
 [-30.97040369  -1.3858789    0.           0.        ]]","[-1.12132705 -0.61554172  1.17964372  0.68517309 -1.58059187  0.83427049
 -1.22993634  0.16485954  1.18355981 -0.76065559  0.        ]",[-0.64606237 -0.41305116],[-1.50678409 -2.19907081],-0.2168443566
12,[-0.14113198 -0.22781861],-0.699757,"[[ -4.66906416  -3.09647979  -0.18382486   0.09497454]
 [-34.31643762   2.05065976   0.           0.        ]]","[-0.29713687 -0.61459582  1.52782005  0.62431078 -1.58058438  0.83426858
 -1.35740426  0.63568409  1.16386896 -0.7864974   0.        ]",[-0.66637874 -0.53852034],[-1.65856886  0.5306819 ],-0.216024537208
13,[-0.14113198 -0.22781861],-0.778711,"[[ -5.38830032  -3.03478915  -0.18382486   0.09497454]
 [-37.59623016   4.11160739   0.           0.        ]]","[ 0.62468151 -0.6081926   1.19903565  0.43272979 -1.5805769   0.83426666
 -1.48234725  0.91804383  1.15008103 -0.82641585  0.        ]",[-0.67064518 -0.5814451 ],[-0.52976389 -0.77801081],-0.216856043795
14,[-0.14113198 -0.22781861],-0.756634,"[[ -6.15380237  -2.9842749   -0.18382486   0.09497454]
 [-38.94947821   0.95041711   0.           0.        ]]","[ 1.12909842 -0.5990946   0.22119269  0.27676531 -1.58056941  0.83426475
 -1.53389455  0.48494114  1.07914272 -0.85503079  0.        ]",[-0.63724351 -0.43787721],[-0.28268013  0.07819237],-0.210496596425
15,[-0.14113198 -0.22781861],-0.667882,"[[ -6.93628434  -2.96233824  -0.18382486   0.09497454]
 [-39.29755487   1.24230378   0.           0.        ]]","[ 0.85701362 -0.59406807 -0.88513999  0.20939937 -1.58056193  0.83426283
 -1.54714798  0.52493049  0.98989299 -0.79362345  0.        ]",[-0.62201577 -0.3533231 ],[-0.61745593  0.76806293],-0.196177067032
16,[-0.14113198 -0.22781861],-0.761966,"[[ -7.73895553  -2.90721291  -0.18382486   0.09497454]
 [-40.96396741   4.26025486   0.           0.        ]]","[-0.07929294 -0.57858605 -1.46443981  0.04136531 -1.58055444  0.83426092
 -1.6106247   0.93840618  0.93302384 -0.67632118  0.        ]",[-0.62470669 -0.35624745],[ 2.10365354 -0.10133912],-0.182005493642
17,[-0.14113198 -0.22781861],-0.603317,"[[ -8.51037087  -2.82686084  -0.18382486   0.09497454]
 [-36.19346922   3.7765714    0.           0.        ]]","[-1.0784395  -0.54879598 -1.16228814 -0.19949086 -1.58054696  0.834259
 -1.42887974  0.87213645  0.9478179  -0.51219037  0.        ]",[-0.63649189 -0.39909339],[-1.4880235  -1.50728933],-0.1745484061
