timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.02284662 -0.02968571 -0.18885113  0.10496153]
 [ 0.00024753 -0.00161098  0.          0.        ]]",-4.19077,[-0.34025797 -0.32667485],"[ 1.21149572  2.51023638  0.06187286  0.75919516 -1.6237896   0.91928758
  0.05619237  0.38555432  2.89001626 -0.81379906  0.        ]",[-3.0281949  -2.20011234],[-2.71736219 -2.27530182],-0.412015756531
1,"[[-0.01682356 -0.06943001 -0.18885113  0.10496153]
 [-3.95410786 -3.95963236  0.          0.        ]]",-4.23128,[-0.34025797 -0.32667485],"[ 1.21165968  2.50726186  0.00340349  0.60533826 -1.62378759  0.919287
 -0.02166621 -0.15588667  2.88697047 -0.92046093  0.        ]",[-2.91281962 -1.96966124],[-2.62527903 -2.2061157 ],-0.415003365765
2,"[[-0.13479693 -0.18754873 -0.18885113  0.10496153]
 [-7.83035593 -7.83930946  0.          0.        ]]",-4.30463,[-0.34025797 -0.32667485],"[ 1.19932685  2.48444902 -0.16988812  0.15152731 -1.62378558  0.91928643
 -0.0979869  -0.68661037  2.83958199 -1.23264465  0.        ]",[-2.69028711 -1.73248935],[-1.90366216 -1.7326883 ],-0.421149286613
3,"[[ -0.32952928  -0.38249006  -0.18885113   0.10496153]
 [-11.63033845 -11.6421343    0.           0.        ]]",-4.3457,[-0.34025797 -0.32667485],"[ 1.13754996  2.40193099 -0.44877973 -0.57246724 -1.62378357  0.91928585
 -0.17280598 -1.20682042  2.64283521 -1.70304401  0.        ]",[-2.366992   -1.44650483],[-2.60708453 -2.44341226],-0.422212681885
4,"[[ -0.5995165   -0.65273103  -0.18885113   0.10496153]
 [-15.35623816 -15.36949483   0.           0.        ]]",-3.95079,[-0.34025797 -0.32667485],"[ 0.97102367  2.2009305  -0.80348901 -1.47998196 -1.62378156  0.91928527
 -0.24616642 -1.71670588  2.17369522 -2.17947629  0.        ]",[-2.00973415 -1.02463555],[-1.20179619 -0.71195   ],-0.405253616187
5,"[[ -0.94330447  -0.98533181  -0.18885113   0.10496153]
 [-19.01077259 -17.88213024   0.           0.        ]]",-3.29338,[-0.34025797 -0.32667485],"[ 0.64167337  1.83629574 -1.16499823 -2.35636965 -1.62377955  0.91928469
 -0.31812171 -2.06042029  1.42756454 -2.37365695  0.        ]",[-1.64964211 -0.65147084],[-1.69709995 -0.0432977 ],-0.356631310646
6,"[[ -1.35948696  -1.34111687  -0.18885113   0.10496153]
 [-22.59580275 -17.69689524   0.           0.        ]]",-2.65273,[-0.34025797 -0.32667485],"[ 0.12052945  1.34640089 -1.41300252 -2.90012493 -1.62377753  0.91928412
 -0.38870849 -2.03507738  0.66710291 -2.04359351  0.        ]",[-1.46525466 -0.56668723],[-1.19865302 -1.69679273],-0.272988014218
7,"[[ -1.84667016  -1.73123607  -0.18885113   0.10496153]
 [-26.11130079 -21.30292865   0.           0.        ]]",-1.81173,[-0.34025797 -0.32667485],"[-0.54527382  0.76227915 -1.3900517  -2.95212437 -1.62377552  0.91928354
 -0.45792622 -2.52836033  0.2938891  -1.24486505  0.        ]",[-1.35813785 -0.49529102],[-1.85858749 -0.51868741],-0.166628600884
8,"[[ -2.40349128  -2.17363505  -0.18885113   0.10496153]
 [-29.55945564 -22.93155848   0.           0.        ]]",-1.38293,[-0.34025797 -0.32667485],"[-1.19068162  0.14828494 -0.96362126 -2.3186488  -1.62377351  0.91928296
 -0.52581798 -2.7511412   0.58766079 -0.4759978   0.        ]",[-1.26940131 -0.39528263],[-1.35312896 -1.45755236],-0.118362297455
9,"[[ -3.02859272  -2.66740889  -0.18885113   0.10496153]
 [-32.93923457 -26.43435357   0.           0.        ]]",-1.95514,[-0.34025797 -0.32667485],"[-1.5412729  -0.33823344 -0.13800214 -0.89564924 -1.6237715   0.91928238
 -0.59236343 -3.23029344  1.21198742 -0.40905171  0.        ]",[-1.27719355 -0.02230161],[-1.89337077 -0.21019613],-0.189317666156
10,"[[ -3.72058705  -3.12805746  -0.18885113   0.10496153]
 [-36.24788965 -10.17110979   0.           0.        ]]",-2.02057,[-0.34025797 -0.32667485],"[-1.32499976 -0.50444955  0.83474625  0.82178393 -1.62376949  0.9192818
 -0.65750847 -1.00556963  1.37317393 -0.80540662  0.        ]",[-1.03948784  0.1208055 ],[-0.98166702  1.18392995],-0.226470030043
11,"[[ -4.47733433  -3.16758593  -0.18885113   0.10496153]
 [-39.41645618   2.46636566   0.           0.        ]]",-2.05984,[-0.34025797 -0.32667485],"[-0.49073363 -0.50407812  1.46166138  0.97498846 -1.62376748  0.91928123
 -0.71989521  0.72316777  1.26337617 -0.91489306  0.        ]",[-1.15796602 -0.2563335 ],[-2.38249596 -1.51793109],-0.220392675634
12,"[[ -5.29755886  -3.10612958  -0.18885113   0.10496153]
 [-42.59542335   3.00119801   0.           0.        ]]",-2.01697,[-0.34025797 -0.32667485],"[ 0.59365298 -0.50363925  1.25694749  0.73681445 -1.62376547  0.91928065
 -0.78248668  0.79632949  1.25395717 -0.91383585  0.        ]",[-1.26719439 -0.35959926],[-0.67898408 -0.83230063],-0.219286418665
13,"[[ -6.16797942  -3.05687221  -0.18885113   0.10496153]
 [-44.44048157   1.88823454   0.           0.        ]]",-2.03851,[-0.34025797 -0.32667485],"[ 1.20270034 -0.49917934  0.19763901  0.54624928 -1.62376346  0.91928007
 -0.81881428  0.6440818   1.20670011 -0.91360836  0.        ]",[-1.32130384 -0.354285  ],[-1.66399888 -0.57325236],-0.214080216991
