timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.02457706  0.0889239  -0.14124521  0.04616237]
 [-0.00369051  0.00494339  0.          0.        ]]",-4.70129,[-0.38766548 -0.40659863],"[ 1.22668618  2.5457211  -0.00995428  1.25723018 -1.21534801  0.40379883
  0.1028982   0.39107835  2.54886147 -0.29511911  0.        ]",[-3.86234784 -2.00901937],[-3.74150227 -1.65454192],-0.353437755406
1,"[[-0.06432525  0.04930936 -0.14124521  0.04616237]
 [-3.95796482 -3.95321216  0.          0.        ]]",-4.73075,[-0.38766548 -0.40659863],"[ 1.22424471  2.54988157 -0.068274    1.09780748 -1.21534739  0.40379873
  0.03290852 -0.1502196   2.54915832 -0.40269514  0.        ]",[-3.70395851 -1.77240801],[-2.85017818 -1.22028599],-0.355191499056
2,"[[-0.18237443 -0.06868234 -0.14124521  0.04616237]
 [-7.83406224 -7.83302871  0.          0.        ]]",-4.76633,[-0.38766548 -0.40659863],"[ 1.20418288  2.54813886 -0.2402446   0.62210008 -1.21534677  0.40379864
 -0.03569746 -0.68080422  2.51126889 -0.71960079  0.        ]",[-3.24690485 -1.52087295],[-3.42142149 -1.34654845],-0.358059991652
3,"[[ -0.37717835  -0.26349955  -0.14124521   0.04616237]
 [-11.63376317 -11.63600482   0.           0.        ]]",-4.71338,[-0.38766548 -0.40659863],"[ 1.12995717  2.49918259 -0.51480818 -0.15179657 -1.21534615  0.40379854
 -0.10295123 -1.20088018  2.32725127 -1.20379494  0.        ]",[-2.73582697 -1.2762804 ],[-2.65910584 -0.8739188 ],-0.355060707192
4,"[[ -0.64723158  -0.52861062  -0.14124521   0.04616237]
 [-15.35936945 -14.86430044   0.           0.        ]]",-4.42855,[-0.38766548 -0.40659863],"[ 0.94759916  2.3439464  -0.85950294 -1.13563683 -1.21534554  0.40379844
 -0.16889354 -1.64236494  1.86939665 -1.70606023  0.        ]",[-2.11440182 -0.94173056],[-1.1698419 -1.0147581],-0.335577554232
5,"[[ -0.99107238  -0.86265197  -0.14124521   0.04616237]
 [-19.01296552 -18.52754517   0.           0.        ]]",-3.73004,[-0.38766548 -0.40659863],"[ 0.60214835  2.01957775 -1.20265836 -2.16531549 -1.21534492  0.40379835
 -0.23356129 -2.14332984  1.10939111 -1.93884627  0.        ]",[-1.29198647 -0.40232623],[-1.61561516 -0.28642777],-0.287693904189
6,"[[ -1.40729411  -1.2408764   -0.14124521   0.04616237]
 [-22.5976431  -19.29224209   0.           0.        ]]",-3.09731,[-0.38766548 -0.40659863],"[ 0.07005057  1.5226252  -1.42304663 -2.91768581 -1.2153443   0.40379825
 -0.2970092  -2.24790317  0.29786246 -1.61231291  0.        ]",[-0.99939716 -0.44159871],[-0.47092268 -0.42462301],-0.206057583698
7,"[[ -1.87351088  -1.63973273  -0.14124521   0.04616237]
 [-24.01952937 -20.58902243   0.           0.        ]]",-2.46544,[-0.38766548 -0.40659863],"[-0.56689839  0.92460973 -1.37585033 -3.12566941 -1.21534368  0.40379815
 -0.32217619 -2.42524077 -0.10298013 -0.80478182  0.        ]",[-1.08552718 -1.06484115],[-0.50818262 -2.08255444],-0.102062438526
8,"[[ -2.36937351  -2.08712384  -0.14124521   0.04616237]
 [-25.5618282  -24.13828846   0.           0.        ]]",-1.95552,[-0.38766548 -0.40659863],"[-1.14492452  0.27794514 -0.99866194 -2.60933937 -1.21534307  0.40379806
 -0.34947445 -2.91061406  0.15147962 -0.02360738  0.        ]",[-1.49842358 -1.34422183],[-1.91057484 -1.61182815],-0.0428359041464
9,"[[ -2.91531731  -2.60479762  -0.14124521   0.04616237]
 [-29.02090057 -27.61763958   0.           0.        ]]",-2.4179,[-0.38766548 -0.40659863],"[-1.50168125 -0.27868495 -0.30337613 -1.16406838 -1.21534245  0.40379796
 -0.41069918 -3.38642241  0.78354435  0.12005508  0.        ]",[-1.28308225  0.30071217],[-2.41315639 -1.14735173],-0.123515004478
10,"[[ -3.52972853  -3.10946516  -0.14124521   0.04616237]
 [-32.4075419  -11.83378603   0.           0.        ]]",-2.7308,[-0.38766548 -0.40659863],"[-1.43411046 -0.4920009   0.58202181  0.76937644 -1.21534183  0.40379787
 -0.47064188 -1.22791299  1.02603094 -0.26608342  0.        ]",[-0.88290924  0.71545851],[-0.61242949 -0.45786236],-0.15919996641
11,"[[ -4.19576321  -3.16765622  -0.14124521   0.04616237]
 [-34.19016569   1.95414136   0.           0.        ]]",-2.65744,[-0.38766548 -0.40659863],"[-0.8375436  -0.49226931  1.30323088  1.00409674 -1.21534121  0.40379777
 -0.50219381  0.65764407  0.93666483 -0.42251886  0.        ]",[-1.15465605 -0.07208878],[-0.44323175 -0.23443596],-0.15382362867
12,"[[ -4.89038206  -3.10912355  -0.14124521   0.04616237]
 [-35.2681566    3.05780579   0.           0.        ]]",-2.66077,[-0.38766548 -0.40659863],"[ 0.08978784 -0.49198385  1.47171365  0.76799835 -1.21534059  0.40379767
 -0.52127388  0.80857458  0.93515141 -0.4223594   0.        ]",[-1.38884401 -0.40410328],[-1.49693854 -0.9395752 ],-0.153635243745
