timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.08661403 -0.01107439 -0.19882295  0.07734299]
 [ 0.0035771  -0.00180703  0.          0.        ]]",-2.16749,[-0.07759579 -0.20025352],"[ 1.11814743  1.98955562  0.15531073  0.653088   -1.71262084  0.6563995
 -0.00659191  0.33781856  2.71503451 -0.40128256  0.        ]",[-2.1170845  -1.92129278],[-2.1312757 -1.7821247],-0.412578175245
1,"[[ 0.0470098  -0.05082257 -0.19882295  0.07734299]
 [-3.95084126 -3.95982439  0.          0.        ]]",-2.14471,[-0.07759579 -0.20025352],"[ 1.12179105  1.98790521  0.09573874  0.54047586 -1.71260827  0.65639775
 -0.21296061 -0.20478826  2.71915798 -0.50067839  0.        ]",[-2.08393955 -1.83180106],[-2.376073   -1.24633251],-0.415189876124
2,"[[-0.07089877 -0.1689451  -0.19882295  0.07734299]
 [-7.82713999 -7.83949882  0.          0.        ]]",-2.26612,[-0.07759579 -0.20025352],"[ 1.1198441   1.97070768 -0.08190944  0.20785178 -1.71259571  0.656396
 -0.41525236 -0.73665422  2.6953882  -0.79489605  0.        ]",[-2.0025363  -1.70058262],[-1.60370815 -1.8716947 ],-0.420226632053
3,"[[ -0.26556714  -0.36389022  -0.19882295   0.07734299]
 [-11.62715156 -11.64232334   0.           0.        ]]",-2.20302,[-0.07759579 -0.20025352],"[ 1.07493197  1.90269143 -0.37079936 -0.32441116 -1.71258314  0.65639424
 -0.61356254 -1.25798127  2.54244818 -1.2483647   0.        ]",[-1.82566285 -1.49863935],[-1.1049165 -1.2743397],-0.419497139479
4,"[[ -0.53549069  -0.63413498  -0.19882295   0.07734299]
 [-15.35305404 -15.36968593   0.           0.        ]]",-1.9713,[-0.07759579 -0.20025352],"[ 0.9301407   1.73158308 -0.74440214 -0.99499977 -1.71257058  0.65639249
 -0.80800449 -1.76895504  2.13498207 -1.72930327  0.        ]",[-1.50600326 -1.19429684],[-2.96018571 -1.400589  ],-0.4002165316
5,"[[ -0.87921197  -0.97818321  -0.19882295   0.07734299]
 [-19.00735814 -19.02288175   0.           0.        ]]",-1.57406,[-0.07759579 -0.20025352],"[ 0.62343943  1.40373786 -1.13634594 -1.66681237 -1.71255802  0.65639074
 -0.99870881 -2.26974682  1.44013477 -1.96663013  0.        ]",[-1.08238304 -0.80629003],[-2.35956492 -0.91587766],-0.348041719598
6,"[[ -1.29532496  -1.39122243  -0.19882295   0.07734299]
 [-22.592572   -22.2701219    0.           0.        ]]",-0.837419,[-0.07759579 -0.20025352],"[ 0.11872452  0.89958675 -1.42589758 -2.10456353 -1.71254546  0.65638899
 -1.1858059  -2.71486621  0.68747477 -1.66875355  0.        ]",[-0.66323155 -0.46940413],[-1.28405452  1.70694672],-0.255799518585
7,"[[ -1.78246738  -1.79244249  -0.19882295   0.07734299]
 [-26.10979966 -17.86649405   0.           0.        ]]",-0.411936,[-0.07759579 -0.20025352],"[-0.54652493  0.37085396 -1.44908298 -2.08078008 -1.71253289  0.65638724
 -1.36935283 -2.11116177  0.33211985 -0.939016    0.        ]",[-0.555098   -0.44607186],[ 0.8251153  -0.96801904],-0.150673473661
8,"[[ -2.26676025  -2.18465918  -0.19882295   0.07734299]
 [-22.33197224 -21.343725     0.           0.        ]]",-0.29062,[-0.07759579 -0.20025352],"[-1.14130887 -0.10181005 -1.13210374 -1.63259323 -1.71252033  0.65638549
 -1.17219372 -2.58780693  0.53669438 -0.30252398  0.        ]",[-0.56311852 -0.41531867],[-0.26238547  0.41685562],-0.116581857034
9,"[[ -2.71942989  -2.59071705  -0.19882295   0.07734299]
 [-22.9326183  -19.26907914   0.           0.        ]]",-0.581037,[-0.07759579 -0.20025352],"[-1.51536714 -0.46810739 -0.59281632 -0.79922801 -1.71250777  0.65638373
 -1.20353419 -2.30337639  0.99268956 -0.14229749  0.        ]",[-0.61038327 -0.39442641],[ 0.08942026  0.92757648],-0.171708884402
10,"[[ -3.16999506  -2.93541095  -0.19882295   0.07734299]
 [-22.12621651 -15.21394924   0.           0.        ]]",-0.906862,[-0.07759579 -0.20025352],"[-1.63594917 -0.63630614  0.06773156  0.10418979 -1.71249521  0.65638198
 -1.16144538 -1.74746895  1.26419179 -0.35935079  0.        ]",[-0.63611555 -0.40013009],[ 1.38014321 -1.12470229],-0.214321152213
11,"[[ -3.56839639  -3.08495581  -0.19882295   0.07734299]
 [-17.72851039  -1.20887906   0.           0.        ]]",-0.827949,[-0.07759579 -0.20025352],"[-1.51270949 -0.66228266  0.64902502  0.52404479 -1.71248264  0.65638023
 -0.93193904  0.17239718  1.28545777 -0.52701672  0.        ]",[-0.66879326 -0.52435172],[-1.09370966 -0.86573327],-0.223545167708
