timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.38557306 -0.40261194],-4.24906,"[[ 0.00959477 -0.08570781 -0.02550979 -0.0972801 ]
 [ 0.00331783 -0.0014973   0.          0.        ]]","[ 1.22546085  2.54197749  0.03928897  0.56076093 -0.22803704 -0.83877635
  0.0946193   0.3903267   1.66580566  0.81859735  0.        ]",[-4.00975227 -2.65446091],[-3.38561667 -2.85970851],-0.251774389739
1,[-0.38557306 -0.40261194],-4.12733,"[[-0.03001473 -0.12544988 -0.02550979 -0.0972801 ]
 [-3.9511123  -3.95952304  0.          0.        ]]","[ 1.22490137  2.53560511 -0.01889722  0.40109087 -0.22803699 -0.83877606
  0.02455493 -0.15101995  1.65766217  0.71190442  0.        ]",[-3.80843544 -2.427773  ],[-3.33213607 -1.91925571],-0.246553885283
2,[-0.38557306 -0.40261194],-3.95203,"[[-0.14792918 -0.24356642 -0.02550979 -0.0972801 ]
 [-7.82746661 -7.83920067  0.          0.        ]]","[ 1.21042973  2.50266689 -0.19134823 -0.0677764  -0.22803694 -0.83877576
 -0.0441261  -0.68165072  1.59517832  0.40188985  0.        ]",[-3.24227834 -2.13476515],[-2.76310249 -1.81680029],-0.229708150768
3,[-0.38557306 -0.40261194],-3.54484,"[[ -0.34260528  -0.43850554  -0.02550979  -0.0972801 ]
 [-11.62761424 -11.64201947   0.           0.        ]]","[ 1.14520526  2.40367081 -0.46836266 -0.80887624 -0.22803689 -0.83877547
 -0.1114569  -1.20176901  1.37545136 -0.05732105  0.        ]",[-2.17458963 -1.60836315],[-2.77198755 -1.07153355],-0.198293374695
4,[-0.38557306 -0.40261194],-3.06353,"[[ -0.61254026  -0.70874409  -0.02550979  -0.0972801 ]
 [-15.35375053 -15.36936769   0.           0.        ]]","[ 0.9742635   2.18133114 -0.81950212 -1.72319746 -0.22803684 -0.83877517
 -0.17747638 -1.71156421  0.8834925  -0.5056936   0.        ]",[-1.02397263 -1.00130677],[-1.02054604 -0.51698093],-0.150173501072
5,[-0.38557306 -0.40261194],-2.46502,"[[ -0.95628303  -1.03359651  -0.02550979  -0.0972801 ]
 [-19.00869388 -17.10999506   0.           0.        ]]","[ 0.64033502  1.80503673 -1.17519689 -2.56466785 -0.22803679 -0.83877488
 -0.24223445 -1.94963114  0.13695097 -0.6586777   0.        ]",[-0.57731032 -0.92815959],[-0.47321785 -1.45448203],-0.0931892677664
6,[-0.38557306 -0.40261194],-2.01088,"[[ -1.35150306  -1.41210652  -0.02550979  -0.0972801 ]
 [-20.50873421 -20.72888905   0.           0.        ]]","[ 0.14417269  1.26715435 -1.40878994 -3.08300659 -0.22803674 -0.83877458
 -0.26881205 -2.44459024 -0.58853689 -0.28691824  0.        ]",[-0.68386632 -1.67597699],[-0.30553476 -1.80144424],-0.0685297574167
7,[-0.38557306 -0.40261194],-2.18198,"[[ -1.76979195  -1.86227448  -0.02550979  -0.0972801 ]
 [-21.31776258 -24.27608318   0.           0.        ]]","[-0.42966237  0.58984708 -1.41498041 -2.96334386 -0.22803669 -0.83877429
 -0.28314632 -2.92974004 -0.87073155  0.49058252  0.        ]",[-0.73268145 -2.59653044],[-1.67736158 -2.7398711 ],-0.104603612742
8,[-0.38557306 -0.40261194],-2.08786,"[[ -2.23169576e+00  -2.38267956e+00  -2.55097864e-02  -9.72801041e-02]
 [ -2.48609341e+01  -2.77529007e+01   0.00000000e+00   0.00000000e+00]]","[-1.00476523 -0.07654618 -1.13462552 -1.87369894 -0.22803664 -0.83877399
 -0.34592404 -3.40526051 -0.52381123  1.13920118  0.        ]",[-1.6867106 -2.3433516],[-1.06871451 -2.97045774],-0.136050793793
9,[-0.38557306 -0.40261194],-2.13918,"[[ -2.76375281e+00  -2.97193744e+00  -2.55097864e-02  -9.72801041e-02]
 [ -2.83325609e+01  -3.11617705e+01   0.00000000e+00   0.00000000e+00]]","[-1.44096998 -0.47201626 -0.51680045  0.22444215 -0.22803659 -0.8387737
 -0.40743412 -3.87148273  0.04430924  1.05335825  0.        ]",[-1.93466091 -0.23821118],[-2.90765111 -0.24162025],-0.120594557686
