timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.37297612 -0.35387686],-4.83055,"[[-0.05162098  0.09268385 -0.1524571  -0.15075438]
 [-0.00060379  0.00372399  0.          0.        ]]","[ 1.21867225  2.53386973 -0.04916851  1.26904812 -1.32888293 -1.30007295
  0.07291492  0.38939629  2.6416685   1.32486215  0.        ]",[-5.55284262 -2.87119627],[-4.79378737 -3.87414083],-0.392102662511
1,[-0.37297612 -0.35387686],-4.67304,"[[-0.09130806  0.05304515 -0.1524571  -0.15075438]
 [-3.95493966 -3.95440773  0.          0.        ]]","[  1.21475732e+00   2.53824715e+00  -1.07402776e-01   1.11140822e+00
  -1.32888201e+00  -1.30007207e+00   4.42861555e-04  -1.52013600e-01
   2.63956447e+00   1.21807510e+00   0.00000000e+00]",[-5.33896637 -2.66748381],[-5.36116226 -2.29406822],-0.38717344129
2,[-0.37297612 -0.35387686],-4.45098,"[[-0.20929732 -0.06497022 -0.1524571  -0.15075438]
 [-7.83109516 -7.83420116  0.          0.        ]]","[ 1.19036621  2.53717438 -0.27893053  0.64107419 -1.32888108 -1.30007119
 -0.07059637 -0.68270797  2.59465296  0.90433362  0.        ]",[-4.83423948 -2.38623524],[-5.25559421 -2.66528337],-0.369988194752
3,[-0.37297612 -0.35387686],-4.08764,"[[ -0.40404243  -0.25981066  -0.1524571   -0.15075438]
 [-11.6308488  -11.63715512   0.           0.        ]]","[ 1.10928437  2.48940506 -0.55163848 -0.12446544 -1.32888016 -1.30007031
 -0.14023537 -1.2028915   2.40002215  0.42819753  0.        ]",[-4.03914881 -2.02632833],[-3.15258403 -0.83664908],-0.333914058492
4,[-0.37297612 -0.35387686],-3.53696,"[[ -0.67403836  -0.52346388  -0.1524571   -0.15075438]
 [-15.3565472  -14.71785713   0.           0.        ]]","[ 0.918423    2.33700838 -0.89149412 -1.09342983 -1.32887923 -1.30006943
 -0.20851713 -1.62428152  1.93248628 -0.05828231  0.        ]",[-2.93492675 -1.55924487],[-2.92346831 -2.41493135],-0.271073053347
5,[-0.37297612 -0.35387686],-2.72363,"[[ -1.01782277  -0.85460549  -0.1524571   -0.15075438]
 [-19.01014217 -18.38400457   0.           0.        ]]","[ 0.56468107  2.01872677 -1.22518875 -2.10802447 -1.32887831 -1.30006855
 -0.27547744 -2.12574959  1.17002747 -0.27135643  0.        ]",[-1.7180506 -1.0074594],[-2.27820986 -1.03100991],-0.176746868683
6,[-0.37297612 -0.35387686],-2.01064,"[[ -1.43398259  -1.25833632  -0.1524571   -0.15075438]
 [-22.59450023 -21.97699646   0.           0.        ]]","[ 0.02757434  1.48853248 -1.43069663 -2.89467279 -1.32887738 -1.30006767
 -0.34116881 -2.61720849  0.35419889  0.09329918  0.        ]",[-1.37606275 -1.03241754],[-0.67734864 -0.8417689 ],-0.0671288224216
7,[-0.37297612 -0.35387686],-1.83015,"[[ -1.90834339  -1.72692449  -0.1524571   -0.15075438]
 [-24.83456004 -24.87212028   0.           0.        ]]","[-0.61828216  0.78554539 -1.36142367 -3.03924626 -1.32887646 -1.30006679
 -0.38222288 -3.01320709  0.00907821  0.97451136  0.        ]",[-1.89175284 -1.80114937],[-1.55843506 -2.0569216 ],-0.110822918271
8,[-0.37297612 -0.35387686],-2.19085,"[[ -2.43989576  -2.25912303  -0.1524571   -0.15075438]
 [-28.30931162 -28.33624109   0.           0.        ]]","[-1.21581017  0.05695974 -0.92292798 -2.17978147 -1.32887553 -1.30006591
 -0.44590545 -3.48703043  0.41304515  1.71304859  0.        ]",[-2.65100002 -1.79957914],[-2.36921224 -1.77696026],-0.209899599658
9,[-0.37297612 -0.35387686],-2.78245,"[[ -3.04025093  -2.85992332  -0.1524571   -0.15075438]
 [-31.71424028 -31.73275527   0.           0.        ]]","[-1.53506422 -0.43713634 -0.12209229 -0.20844847 -1.32887461 -1.30006503
 -0.50830835 -3.95160001  1.03593422  1.59136967  0.        ]",[-2.67503929 -0.51737511],[-3.09377348 -0.53784552],-0.238865808449
10,[-0.37297612 -0.35387686],-2.41698,"[[ -3.70795948  -3.16764415  -0.1524571   -0.15075438]
 [-35.0451693   -2.52045029   0.           0.        ]]","[-1.32646385 -0.49646764  0.81614015  1.00385172 -1.32887368 -1.30006415
 -0.56935503  0.0441381   1.06292823  1.25447525  0.        ]",[-2.28970265 -0.51057911],[-2.54960739  1.43524651],-0.212629517595
11,[-0.37297612 -0.35387686],-2.3439,"[[ -4.44162343  -3.13832214  -0.1524571   -0.15075438]
 [-38.31041892   3.87404052   0.           0.        ]]","[-0.53028267 -0.49697468  1.44433162  0.88693499 -1.32887276 -1.30006327
 -0.62919795  0.91879364  1.03897993  1.24972531  0.        ]",[-2.48902178 -0.92158896],[-2.97606246 -1.42155301],-0.209956448736
12,[-0.37297612 -0.35387686],-2.41948,"[[ -5.23994772  -3.07430861  -0.1524571   -0.15075438]
 [-41.51133584   2.46714338   0.           0.        ]]","[ 0.53457812 -0.49354631  1.29790666  0.63186881 -1.32887183 -1.30006239
 -0.68786181  0.72635411  1.02760026  1.22800733  0.        ]",[-2.4442718  -0.96855581],[-3.44803323 -1.38610502],-0.207137893
13,[-0.37297612 -0.35387686],-2.55295,"[[ -6.10165418  -3.03758153  -0.1524571   -0.15075438]
 [-44.64885109   1.29207004   0.           0.        ]]","[ 1.19781396 -0.48877514  0.29234551  0.48595621 -1.3288709  -1.30006151
 -0.74536366  0.56562415  0.96056011  1.22125519  0.        ]",[-2.55342484 -1.03505433],[-4.25154555 -2.81333273],-0.200239621047
14,[-0.37297612 -0.35387686],-2.65069,"[[ -7.02548762  -3.01920605  -0.1524571   -0.15075438]
 [-47.72424463   0.61732465   0.           0.        ]]","[ 0.85710233 -0.48562281 -0.9677591   0.4131497  -1.32886998 -1.30006063
 -0.80172695  0.47333045  0.89344812  1.29909992  0.        ]",[-2.62092924 -0.9505049 ],[-3.32485474 -1.13094923],-0.200715902529
