timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.03429761 -0.06317037 -0.17351555  0.01819629]
 [-0.00284126  0.00447518  0.          0.        ]]",-6.17598,[-0.37913036 -0.46315762],"[ 1.23004106  2.53717219  0.07072199  0.64819495 -1.49798134  0.16258553
  0.12179873  0.39205205  2.81255505 -0.10025963  0.        ]",[-5.0466547  -2.74071145],[-4.92821477 -3.18472707],-0.383830506722
1,"[[-0.00543379 -0.10279417 -0.17351555  0.01819629]
 [-3.95714289 -3.95366766  0.          0.        ]]",-6.13694,[-0.37913036 -0.46315762],"[ 1.23083339  2.53218883  0.01245227  0.48721982 -1.49798055  0.1625855
  0.05417005 -0.14839377  2.80834903 -0.20840099  0.        ]",[-4.86118031 -2.46849585],[-4.95784992 -2.66452693],-0.384093038974
2,"[[-0.12346748 -0.22079477 -0.17351555  0.01819629]
 [-7.83335785 -7.83346155  0.          0.        ]]",-6.1046,[-0.37913036 -0.46315762],"[ 1.2203267   2.50337594 -0.16022453  0.01270387 -1.49797977  0.16258547
 -0.01212314 -0.67814176  2.75722701 -0.52425217  0.        ]",[-4.49450684 -2.29702997],[-5.35444921 -2.74478625],-0.382330814289
3,"[[ -0.31825984  -0.41562026  -0.17351555   0.01819629]
 [-11.63334398 -11.63639688   0.           0.        ]]",-5.95367,[-0.37913036 -0.46315762],"[ 1.16140964  2.41108261 -0.43857244 -0.740509   -1.49797899  0.16258545
 -0.07711262 -1.1973952   2.55397159 -0.99803895  0.        ]",[-3.98333836 -2.09601426],[-3.47941868 -2.00463615],-0.371206072826
4,"[[ -0.58830757  -0.68574753  -0.17351555   0.01819629]
 [-15.35929134 -15.36386171   0.           0.        ]]",-5.55527,[-0.37913036 -0.46315762],"[ 0.99837463  2.19737509 -0.79360586 -1.67612879 -1.4979782   0.16258542
 -0.14083586 -1.70634323  2.07692004 -1.47353376  0.        ]",[-3.14256716 -1.67282403],[-1.95381245 -2.17218516],-0.339773365219
5,"[[ -9.32154525e-01  -1.02968027e+00  -1.73515553e-01   1.81962918e-02]
 [ -1.90136932e+01  -1.90171579e+01   0.00000000e+00   0.00000000e+00]]",-4.64867,[-0.37913036 -0.46315762],"[ 0.67233965  1.80482354 -1.15731184 -2.58886803 -1.49797742  0.16258539
 -0.20333548 -2.20516308  1.31694411 -1.6553003   0.        ]",[-1.99666095 -1.00281322],[-0.76502426 -0.93477207],-0.276825792184
6,"[[ -1.33906575e+00  -1.44335969e+00  -1.73515553e-01   1.81962918e-02]
 [ -2.16690961e+01  -2.23396362e+01   0.00000000e+00   0.00000000e+00]]",-3.73848,[-0.37913036 -0.46315762],"[ 0.16561506  1.21642017 -1.40720842 -3.13824845 -1.49797664  0.16258537
 -0.24874965 -2.65881133  0.55671378 -1.26284009  0.        ]",[-1.21753716 -0.67053461],[-2.012357   -1.24076563],-0.18032567476
7,"[[ -1.80791816e+00  -1.92541426e+00  -1.73515553e-01   1.81962918e-02]
 [ -2.52048452e+01  -2.58540743e+01   0.00000000e+00   0.00000000e+00]]",-2.89434,[-0.37913036 -0.46315762],"[-0.47679838  0.49710832 -1.40537082 -2.91763755 -1.49797585  0.16258534
 -0.30922    -3.1386673   0.28612192 -0.40829199  0.        ]",[-1.2887423  -1.16466284],[-2.05559765 -0.78010555],-0.0798093225057
8,"[[ -2.34680326e+00  -2.46832409e+00  -1.73515553e-01   1.81962918e-02]
 [ -2.86720288e+01  -2.84284442e+01   0.00000000e+00   0.00000000e+00]]",-2.9486,[-0.37913036 -0.46315762],"[-1.12054042 -0.16189474 -1.02648271 -1.63654452 -1.49797507  0.16258531
 -0.3685177  -3.4901639   0.72205456  0.22223523  0.        ]",[-1.71457064 -0.37043247],[-2.93456188 -0.64758914],-0.116456094133
9,"[[ -2.95432327e+00  -3.05695650e+00  -1.73515553e-01   1.81962918e-02]
 [ -3.20675452e+01  -2.49629246e+01   0.00000000e+00   0.00000000e+00]]",-3.41282,[-0.37913036 -0.46315762],"[-1.51060678 -0.48738496 -0.25266666  0.56092381 -1.49797429  0.16258529
 -0.4265897  -3.01697839  1.23927359 -0.00919307  0.        ]",[-1.65887523  1.46124709],[-2.26329789  1.46117869],-0.181368008657
10,"[[ -3.62901577e+00  -3.22375294e+00  -1.73515553e-01   1.81962918e-02]
 [ -3.53908868e+01   1.07880646e+00   0.00000000e+00   0.00000000e+00]]",-3.54727,[-0.37913036 -0.46315762],"[-1.37374362 -0.48769764  0.70742042  1.24014125 -1.4979735   0.16258526
 -0.48342731  0.53874392  1.20725759 -0.21800766  0.        ]",[-2.29615664  0.22436991],[-2.22131377 -0.67579226],-0.17992978303
11,"[[ -4.36952747e+00  -3.15722839e+00  -1.73515553e-01   1.81962918e-02]
 [ -3.86494910e+01   4.05199272e+00   0.00000000e+00   0.00000000e+00]]",-3.46559,[-0.37913036 -0.46315762],"[-0.61684508 -0.49262771  1.40188937  0.96930351 -1.49797272  0.16258523
 -0.53915775  0.94470076  1.19079006 -0.18836375  0.        ]",[-2.2028873  -0.16431656],[-2.28363669 -0.39977936],-0.177260005739
12,"[[ -5.17456588e+00  -3.08626054e+00  -1.73515553e-01   1.81962918e-02]
 [ -4.18437003e+01   2.85782086e+00   0.00000000e+00   0.00000000e+00]]",-3.43319,[-0.37913036 -0.46315762],"[ 0.464631   -0.49049208  1.33336887  0.68009475 -1.49797193  0.16258521
 -0.59378685  0.78164902  1.18728012 -0.2005233   0.        ]",[-2.19594598 -0.36618885],[-3.39162902  0.36402755],-0.177048184841
13,"[[ -6.04285208e+00  -3.01520500e+00  -1.73515553e-01   1.81962918e-02]
 [ -4.49744616e+01   4.24323181e+00   0.00000000e+00   0.00000000e+00]]",-3.50693,[-0.37913036 -0.46315762],"[ 1.19110957 -0.48071684  0.36957023  0.39166648 -1.49797115  0.16258518
 -0.64733081  0.97081193  1.13604111 -0.23585859  0.        ]",[-2.5219326  -0.77186513],[-2.26458279 -0.10322052],-0.171329558799
