timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.04668032 -0.07065089 -0.19944595 -0.1136312 ]
 [-0.00480378 -0.00465856  0.          0.        ]]",-4.48068,[-0.3380706 -0.3299107],"[ 1.20964337  2.50449598  0.09697807  0.60004093 -1.71508824 -0.9766191
  0.05361696  0.3849014   2.96846529  1.02854804  0.        ]",[-4.61863708 -2.85231733],[-5.63642494 -2.48640418],-0.425333280349
1,"[[ 0.00691004 -0.11045555 -0.19944595 -0.1136312 ]
 [-3.95906877 -3.96262092  0.          0.        ]]",-4.62185,[-0.3380706 -0.3299107],"[ 1.21111364  2.49906652  0.03837206  0.44665705 -1.7150859  -0.97661844
 -0.02456862 -0.15647984  2.964986    0.92176106  0.        ]",[-4.41742754 -2.579175  ],[-4.16400162 -4.34204674],-0.421618938013
2,"[[-0.11116184 -0.22863344 -0.19944595 -0.1136312 ]
 [-7.83525256 -7.84223739  0.          0.        ]]",-4.27495,[-0.3380706 -0.3299107],"[ 1.2026224   2.46903271 -0.13535674 -0.00381564 -1.71508355 -0.97661778
 -0.10121035 -0.68714459  2.91636905  0.61007986  0.        ]",[-4.04604816 -2.28074288],[-4.51153236 -1.7743052 ],-0.40789606506
3,"[[ -0.30599186  -0.4236327   -0.19944595  -0.1136312 ]
 [-11.63521724 -11.64499783   0.           0.        ]]",-3.90508,[-0.3380706 -0.3299107],"[ 1.14699915  2.37504398 -0.41591336 -0.71746332 -1.71508121 -0.97661711
 -0.17634503 -1.20729617  2.71820827  0.14190213  0.        ]",[-3.41290879 -1.85848987],[-3.5522375 -1.169308 ],-0.376937999503
4,"[[ -0.57607695  -0.69393026  -0.19944595  -0.1136312 ]
 [-15.3611553  -15.37229023   0.           0.        ]]",-3.28196,[-0.3380706 -0.3299107],"[ 0.98827232  2.15978268 -0.77488918 -1.60160348 -1.71507887 -0.97661645
 -0.25001601 -1.71712361  2.2493902  -0.32958908  0.        ]",[-2.51743269 -1.30153775],[-2.26303127 -1.13690316],-0.319218212076
5,"[[ -0.91996117  -1.03802987  -0.19944595  -0.1136312 ]
 [-19.0155577  -19.0254174    0.           0.        ]]",-2.39654,[-0.3380706 -0.3299107],"[ 0.66685634  1.76679428 -1.14468655 -2.46001867 -1.71507653 -0.97661579
 -0.32227255 -2.21680398  1.49958567 -0.51353634  0.        ]",[-1.61141849 -0.72132504],[-2.54306371 -0.07598091],-0.228772739178
6,"[[ -1.33624374  -1.41775199  -0.19944595  -0.1136312 ]
 [-22.60104388 -18.94696311   0.           0.        ]]",-1.70155,[-0.3380706 -0.3299107],"[ 0.15116181  1.23119441 -1.4056851  -2.95107441 -1.71507418 -0.97661513
 -0.39316643 -2.20606832  0.747851   -0.15563154  0.        ]",[-1.45871401 -0.70981526],[-2.15432579 -1.00074918],-0.123449635586
7,"[[ -1.8235376   -1.83262476  -0.19944595  -0.1136312 ]
 [-26.11710661 -22.52831924   0.           0.        ]]",-1.39462,[-0.3380706 -0.3299107],"[-0.51508551  0.61148373 -1.39921494 -2.86441454 -1.71507184 -0.97661447
 -0.46268762 -2.69592715  0.42326514  0.65263434  0.        ]",[-1.82250667 -1.0486182 ],[-0.80488108 -1.08506643],-0.105943760316
8,"[[ -2.37272877  -2.31841296  -0.19944595  -0.1136312 ]
 [-28.7932144  -26.03887833   0.           0.        ]]",-1.85421,[-0.3380706 -0.3299107],"[-1.16224118 -0.02291914 -0.99687748 -1.96434034 -1.7150695  -0.97661381
 -0.51560078 -3.17609667  0.78163146  1.35145366  0.        ]",[-2.2603898  -0.95218992],[-2.6123616 -1.5648554],-0.198552063847
9,"[[ -2.98265663  -2.87372306  -0.19944595  -0.1136312 ]
 [-32.18773985 -29.48093849   0.           0.        ]]",-2.3958,[-0.3380706 -0.3299107],"[-1.53328556 -0.45149976 -0.20513501 -0.15096689 -1.71506716 -0.97661315
 -0.58271883 -3.6468894   1.36361409  1.26124007  0.        ]",[-2.21645546 -0.24777579],[-3.76479794 -1.54461953],-0.246744026159
