timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.02708326  0.06248536 -0.10531848 -0.11788748]
 [ 0.00264614  0.00322945  0.          0.        ]]",-3.11728,[-0.2584033  -0.33701563],"[  1.19554015e+00   2.41386915e+00   6.89138602e-02   1.06719334e+00
  -9.04537195e-01  -1.01279935e+00  -4.39476866e-04   3.80359399e-01
   2.21068587e+00   1.14337804e+00   0.00000000e+00]",[-3.70075417 -2.30180836],[-3.73343052 -0.9531342 ],-0.340790286639
1,"[[-0.01254015  0.02469877 -0.10531848 -0.11788748]
 [-3.95182309 -3.7693209   0.          0.        ]]",-3.26363,[-0.2584033  -0.33701563],"[ 1.19593613  2.41628493  0.0102899   0.92942816 -0.90453629 -1.01279822
 -0.09054819 -0.13748813  2.21419066  1.04016291  0.        ]",[-3.56135392 -2.1475246 ],[-2.62565147 -2.95633897],-0.336651168162
2,"[[-0.13046777 -0.0896516  -0.10531848 -0.11788748]
 [-7.82805123 -7.65277482  0.          0.        ]]",-2.93714,[-0.2584033  -0.33701563],"[ 1.18431461  2.41081073 -0.16365668  0.51254957 -0.90453538 -1.01279709
 -0.17887405 -0.67055891  2.18765349  0.73271399  0.        ]",[-3.27387309 -1.95475197],[-4.18193285 -1.54733709],-0.322130356927
3,"[[ -0.32515288  -0.28089949  -0.10531848  -0.11788748]
 [-11.62789517 -11.45931448   0.           0.        ]]",-2.74873,[-0.2584033  -0.33701563],"[ 1.12373202  2.35899704 -0.44383959 -0.17242589 -0.90453447 -1.01279596
 -0.26545937 -1.19307098  2.0254026   0.25571714  0.        ]",[-2.81023979 -1.70954061],[-2.13207826 -2.31290099],-0.291422440273
4,"[[ -0.59508852  -0.54752072  -0.10531848  -0.11788748]
 [-15.35349469 -15.1903308    0.           0.        ]]",-2.14025,[-0.2584033  -0.33701563],"[ 0.95881626  2.20143048 -0.80062851 -1.06054671 -0.90453357 -1.01279483
 -0.35035289 -1.70521396  1.59413687 -0.2539825   0.        ]",[-2.18203306 -1.36278605],[-2.13511274 -1.31289214],-0.236912839238
5,"[[ -0.93881446  -0.88801782  -0.10531848  -0.11788748]
 [-19.00736706 -18.8471111    0.           0.        ]]",-1.34188,[-0.2584033  -0.33701563],"[ 0.63126625  1.87321649 -1.16503382 -1.99208785 -0.90453266 -1.01279369
 -0.43361198 -2.20716276  0.85411012 -0.51059575  0.        ]",[-1.56042981 -0.99994075],[-1.1318507  -0.15176562],-0.153080287616
6,"[[ -1.35492831  -1.26722018  -0.10531848  -0.11788748]
 [-22.59241551 -19.07226978   0.           0.        ]]",-0.68023,[-0.2584033  -0.33701563],"[ 0.11162569  1.38426408 -1.41647495 -2.64333843 -0.90453175 -1.01279256
 -0.51530275 -2.23806218  0.05303827 -0.2221636   0.        ]",[-1.16627848 -0.9635725 ],[ 0.0850143   1.16450045],-0.046472283712
7,"[[ -1.79897197  -1.60512965  -0.10531848  -0.11788748]
 [-21.81423878 -14.73313727   0.           0.        ]]",-0.647732,[-0.2584033  -0.33701563],"[-0.49612344  0.89347985 -1.4124625  -2.80805341 -0.90453085 -1.01279143
 -0.49757039 -1.6424409  -0.3637607   0.46895858  0.        ]",[-0.84621447 -1.24860644],[-1.70739915 -0.69785293],-0.0543825530452
8,"[[ -2.27067322  -1.92456224  -0.10531848  -0.11788748]
 [-25.34441025 -17.20184202   0.           0.        ]]",-0.918483,[-0.2584033  -0.33701563],"[-1.0728583   0.43385035 -1.10297561 -2.58419667 -0.90452994 -1.0127903
 -0.5780107  -1.98130589 -0.28727592  1.19783581  0.        ]",[-0.96547794 -1.3692112 ],[ 0.09403393 -1.68519672],-0.137669890433
9,"[[ -2.76883981  -2.30488639  -0.10531848  -0.11788748]
 [-24.4751576  -20.81862433   0.           0.        ]]",-1.07904,[-0.2584033  -0.33701563],"[-1.46920028 -0.04252699 -0.51001308 -1.87022667 -0.90452903 -1.01278917
 -0.55820295 -2.47775825  0.20385171  1.59017425  0.        ]",[-1.32305932 -1.11763024],[-1.46336452 -0.21495334],-0.191310039564
10,"[[ -3.29324488  -2.72564477  -0.10531848  -0.11788748]
 [-27.95352156 -21.25588089   0.           0.        ]]",-1.18199,[-0.2584033  -0.33701563],"[-1.54812609 -0.40306853  0.25238765 -0.63529964 -0.90452813 -1.01278804
 -0.63746274 -2.53776823  0.67231915  1.40263807  0.        ]",[-1.3477788  -0.60184312],[-2.68694734 -0.36311788],-0.197093258556
11,"[[ -3.88650456  -3.10156434  -0.10531848  -0.11788748]
 [-31.36025473  -8.40931012   0.           0.        ]]",-1.0219,[-0.2584033  -0.33701563],"[-1.19846552 -0.52745763  1.03192707  0.69325838 -0.90452722 -1.01278691
 -0.71509022 -0.77437736  0.72573679  1.05275422  0.        ]",[-1.35242701 -0.55683929],[ 0.07860479  0.75032799],-0.169114297544
12,"[[ -4.50435231  -3.13547016  -0.10531848  -0.11788748]
 [-30.42775711   1.92871704   0.           0.        ]]",-0.901756,[-0.2584033  -0.33701563],"[-0.46898344 -0.5286093   1.47661039  0.81695773 -0.90452631 -1.01278578
 -0.69384114  0.6446763   0.6332017   0.95857553  0.        ]",[-1.44357681 -0.77071315],[-1.4233853  -1.17283202],-0.152476393003
13,"[[ -5.14658812  -3.08647079  -0.10531848  -0.11788748]
 [-33.78465602   2.41191409   0.           0.        ]]",-0.961757,[-0.2584033  -0.33701563],"[ 0.39658753 -0.5263998   1.37121009  0.63823615 -0.90452541 -1.01278464
 -0.77033303  0.711002    0.62619394  0.9447173   0.        ]",[-1.47563529 -0.75391793],[-1.24759766 -0.66638637],-0.15064176668
14,"[[ -5.85529567  -3.04656962  -0.10531848  -0.11788748]
 [-37.07513301   1.53927747   0.           0.        ]]",-1.12571,[-0.2584033  -0.33701563],"[ 1.07162906 -0.52199251  0.64283646  0.4930366  -0.9045245  -1.01278351
 -0.84531128  0.59121862  0.58369075  0.92815707  0.        ]",[-1.43023884 -0.66149485],[-0.53408993 -2.07595462],-0.145298764462
15,"[[ -6.61065092  -3.02399892  -0.10531848  -0.11788748]
 [-38.45579088   0.78238621   0.           0.        ]]",-1.12507,[-0.2584033  -0.33701563],"[ 1.12271143 -0.51846526 -0.44707848  0.41113144 -0.90452359 -1.01278238
 -0.87677104  0.48732315  0.51840471  0.96273094  0.        ]",[-1.35759854 -0.59720826],[-1.24172324 -1.05469276],-0.142623208968
16,"[[ -7.41185331  -3.01296092  -0.10531848  -0.11788748]
 [-41.65378979   0.3676654    0.           0.        ]]",-1.12144,[-0.2584033  -0.33701563],"[ 0.40649335 -0.51646872 -1.30853592  0.3711532  -0.90452269 -1.01278125
 -0.94964185  0.43039594  0.48989335  1.05744135  0.        ]",[-1.30386662 -0.57350338],[-0.85169733  0.54674236],-0.149255843971
17,"[[ -8.2704877   -2.98395031  -0.10531848  -0.11788748]
 [-44.20113895   2.5262641    0.           0.        ]]",-1.08268,[-0.2584033  -0.33701563],"[-0.7422668  -0.51037417 -1.3243145   0.26636528 -0.90452178 -1.01278012
 -1.00768638  0.72669694  0.52300138  1.1627208   0.        ]",[-1.31991482 -0.73086655],[-1.28720949 -0.92617634],-0.162114246397
18,"[[ -9.18545663  -2.97070822  -0.10531848  -0.11788748]
 [-47.28551337  -1.1896165    0.           0.        ]]",-1.10975,[-0.2584033  -0.33701563],"[-1.52463282 -0.50718488 -0.32189393  0.21868904 -0.90452087 -1.01277899
 -1.07796778  0.21663365  0.64489531  1.20647198  0.        ]",[-1.3428309  -0.76127732],[-1.16453551 -1.09821377],-0.175922260272
19,"[[-10.16150214  -3.01823706  -0.10531848  -0.11788748]
 [-50.30887094  -1.33966098   0.           0.        ]]",-1.01133,[-0.2584033  -0.33701563],"[-1.20609061 -0.51744405  1.02298521  0.39025541 -0.90451996 -1.01277786
 -1.14685862  0.19603756  0.74471594  1.08297136  0.        ]",[-1.41034806 -0.74535334],[-0.85139769 -0.46664712],-0.173459803974
20,"[[-11.19150802  -3.02371431  -0.10531848  -0.11788748]
 [-52.68380941   0.29794496   0.           0.        ]]",-0.993558,[-0.2584033  -0.33701563],"[ 0.08470506 -0.51841425  1.48020075  0.41009912 -0.90451906 -1.01277673
 -1.20097397  0.42082474  0.69876549  0.94354895  0.        ]",[-1.46877551 -0.69590062],[-1.76291167 -1.04729426],-0.157440562164
21,"[[-12.27444453  -3.01630222  -0.10531848  -0.11788748]
 [-55.60012551   0.36172427   0.           0.        ]]",-1.11054,[-0.2584033  -0.33701563],"[ 1.13766012 -0.51708999  0.45469118  0.38324817 -0.90451815 -1.01277559
 -1.2674253   0.42957919  0.58003719  0.90867984  0.        ]",[-1.43688619 -0.58825785],[-0.74515081 -1.29413603],-0.143281589564
22,"[[-13.40500438  -3.01038812  -0.10531848  -0.11788748]
 [-57.4496968    0.22601307   0.           0.        ]]",-1.1495,[-0.2584033  -0.33701563],"[ 0.73854569 -0.51597571 -1.07162297  0.36184169 -0.90451724 -1.01277446
 -1.30956891  0.41095039  0.48908733  1.01550796  0.        ]",[-1.34821856 -0.53460062],[-0.86830346 -0.79343576],-0.145151595483
