timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.02371966  0.09956251 -0.18386039 -0.08948615]
 [ 0.00065562  0.00477639  0.          0.        ]]",-2.81788,[-0.17539135 -0.26688233],"[ 1.1747314   2.26790633 -0.0080072   1.11954464 -1.58480229 -0.77092748
 -0.02959339  0.36923079  2.75413436  0.84470748  0.        ]",[-3.34677601 -2.23984241],[-4.28640194 -2.4855867 ],-0.404926432512
1,"[[-0.06338182  0.05994465 -0.18386039 -0.08948615]
 [-3.95370614 -3.95337679  0.          0.        ]]",-2.9213,[-0.17539135 -0.26688233],"[ 1.17234812  2.27237879 -0.06695285  0.98710749 -1.58479722 -0.77092636
 -0.14305487 -0.17442563  2.7551877   0.74136587  0.        ]",[-3.24448085 -2.09150624],[-2.09776808 -1.98594241],-0.402268432638
2,"[[-0.18134663 -0.05805032 -0.18386039 -0.08948615]
 [-7.82988286 -7.83319173  0.          0.        ]]",-2.86921,[-0.17539135 -0.26688233],"[ 1.15250401  2.27252476 -0.24103624  0.5916169  -1.58479215 -0.77092524
 -0.25427299 -0.70732188  2.7207862   0.43625905  0.        ]",[-3.0664854  -1.90514958],[-3.76487702 -3.18288786],-0.391721267668
3,"[[ -0.37606764  -0.25287079  -0.18386039  -0.08948615]
 [-11.62964931 -11.63616766   0.           0.        ]]",-2.63356,[-0.17539135 -0.26688233],"[ 1.07875485  2.22971246 -0.51910499 -0.0528528  -1.58478708 -0.77092412
 -0.36329865 -1.22966258  2.5459651  -0.03127729  0.        ]",[-2.76378512 -1.64935851],[-2.79894206 -2.29425859],-0.366021451824
4,"[[ -0.6460374   -0.52299405  -0.18386039  -0.08948615]
 [-15.3551506  -15.36369357   0.           0.        ]]",-2.20803,[-0.17539135 -0.26688233],"[ 0.89724518  2.08493323 -0.86835969 -0.88890191 -1.58478201 -0.770923
 -0.47019337 -1.74163631  2.10177706 -0.52072755  0.        ]",[-2.28375268 -1.27700353],[-3.25149828 -2.49609238],-0.315053692946
5,"[[ -0.98979545  -0.86692409  -0.18386039  -0.08948615]
 [-19.00892427 -19.01705204   0.           0.        ]]",-1.44503,[-0.17539135 -0.26688233],"[ 0.553071    1.77348732 -1.2163118  -1.77046902 -1.58477694 -0.77092188
 -0.57502992 -2.24341619  1.35771234 -0.74653651  0.        ]",[-1.66752684 -0.80811679],[-2.18514196 -0.77416386],-0.230387020804
6,"[[ -1.40593539  -1.27421809  -0.18386039  -0.08948615]
 [-22.59367313 -21.70328965   0.           0.        ]]",-0.7533,[-0.17539135 -0.26688233],"[ 0.02257611  1.26910023 -1.44024848 -2.42107191 -1.58477187 -0.77092076
 -0.6778858  -2.61235346  0.56144471 -0.40801411  0.        ]",[-1.12232041 -0.47535127],[-0.43925345 -1.12479041],-0.117212793206
7,"[[ -1.87082442  -1.74367527  -0.18386039  -0.08948615]
 [-23.89132952 -25.23063942   0.           0.        ]]",-0.359436,[-0.17539135 -0.26688233],"[-0.61121491  0.60932741 -1.39395777 -2.51747857 -1.5847668  -0.77091964
 -0.71511834 -3.09680403  0.22022111  0.425502    0.        ]",[-1.09583604 -0.45173746],[-1.19571684 -0.77737152],-0.0715485157911
8,"[[ -2.3836985   -2.27413064  -0.18386039  -0.08948615]
 [-27.38456574 -27.80636666   0.           0.        ]]",-0.741867,[-0.17539135 -0.26688233],"[-1.20512321 -0.06533329 -0.9953485  -1.77160404 -1.58476173 -0.77091852
 -0.81534823 -3.45053606  0.58739069  1.13127133  0.        ]",[-1.22901058 -0.39596882],[-0.62948421 -0.36933999],-0.167706006025
9,"[[ -2.95101876  -2.83938633  -0.18386039  -0.08948615]
 [-29.34026251 -28.71642196   0.           0.        ]]",-1.28156,[-0.17539135 -0.26688233],"[-1.5575595  -0.50291533 -0.25451466 -0.21194183 -1.58475666 -0.7709174
 -0.87146149 -3.57548477  1.16873859  1.06602352  0.        ]",[-1.29145336 -0.26976553],[-0.83108435  0.05987186],-0.219915776738
10,"[[ -3.56501762  -3.25291038  -0.18386039  -0.08948615]
 [-32.04964828  -5.16218101   0.           0.        ]]",-0.837129,[-0.17539135 -0.26688233],"[-1.46075027 -0.55852018  0.63856558  1.15874884 -1.58475159 -0.77091628
 -0.94920005 -0.3404086   1.19463054  0.65642048  0.        ]",[-1.32212496 -0.50048828],[-2.5068482  -0.58926889],-0.199607459134
11,"[[ -4.23936377  -3.22430421  -0.18386039  -0.08948615]
 [-35.37408772   4.58306302   0.           0.        ]]",-0.776932,[-0.17539135 -0.26688233],"[-0.83186245 -0.56245706  1.35163268  1.06326571 -1.58474652 -0.77091516
 -1.04458597  0.9980589   1.14622054  0.69052829  0.        ]",[-1.47928321 -0.74509776],[-1.55985118 -0.43100538],-0.195220344558
12,"[[ -4.97954499  -3.13169013  -0.18386039  -0.08948615]
 [-38.63318022   4.08740438   0.           0.        ]]",-0.798309,[-0.17539135 -0.26688233],"[ 0.16029467 -0.56724496  1.46221176  0.75298507 -1.58474145 -0.77091404
 -1.1380965   0.92998064  1.16557388  0.71532891  0.        ]",[-1.51446688 -0.74032307],[-2.26966901 -0.02150374],-0.198789797583
