timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.04605143 -0.07175077 -0.03200284  0.14910536]
 [ 0.00449575 -0.00394637  0.          0.        ]]",-3.27019,[-0.33037174 -0.3291662 ],"[ 1.21404181  2.5226137   0.09606098  0.60051898 -0.26680458  1.2985151
  0.06507472  0.38648761  1.68711976 -1.18260927  0.        ]",[ 0.21240868 -1.34871769],[ 1.68637931 -0.78748141],-0.28319988436
1,"[[ 0.08584315 -0.10312926 -0.03200284  0.14910536]
 [ 3.96149907 -3.12349935  0.          0.        ]]",-3.23451,[-0.33037174 -0.3291662 ],"[ 1.21041953  2.51846046  0.15453626  0.47807768 -0.26680449  1.29851404
  0.1407688  -0.04029926  1.68524816 -1.14139648  0.        ]",[ 0.01672874 -1.28973937],[-0.26817558 -1.52230386],-0.280476622292
2,"[[ 0.15365808 -0.20470214 -0.03200284  0.14910536]
 [ 2.82377153 -7.02080225  0.          0.        ]]",-3.16879,[-0.33037174 -0.3291662 ],"[ 1.19923178  2.49489442  0.25368201  0.08506918 -0.26680441  1.29851298
  0.11900499 -0.57349024  1.67801326 -1.11591612  0.        ]",[-0.30939239 -1.2004143 ],[ 0.03159747 -0.64356455],-0.27814126081
3,"[[ 0.21083629 -0.36929118 -0.03200284  0.14910536]
 [ 2.89380127 -9.43007152  0.          0.        ]]",-3.19564,[-0.33037174 -0.3291662 ],"[ 1.18492049  2.42444662  0.33648996 -0.53259053 -0.26680432  1.29851192
  0.12034457 -0.90310269  1.66048092 -1.16749206  0.        ]",[-0.56939435 -1.14383674],[ 0.09292557 -0.66367552],-0.279320028833
4,"[[  0.27183462  -0.58238681  -0.03200284   0.14910536]
 [  3.20496985 -11.87135151   0.           0.        ]]",-3.24477,[-0.33037174 -0.3291662 ],"[ 1.16478821  2.27696527  0.42371315 -1.27319243 -0.26680423  1.29851086
  0.12629692 -1.23709409  1.61924492 -1.25453233  0.        ]",[-0.94227666 -1.06918502],[-1.96616274 -1.56681993],-0.280386211657
5,"[[  0.295613    -0.85716965  -0.03200284   0.14910536]
 [ -0.81395247 -15.59455929   0.           0.        ]]",-3.23821,[-0.33037174 -0.3291662 ],"[ 1.1555945   2.00363844  0.45733363 -2.0800305  -0.26680415  1.2985098
  0.04941824 -1.74646521  1.52432154 -1.44549363  0.        ]",[-1.01138687 -0.83040631],[-1.18239911 -0.19401652],-0.283934527604
6,"[[  0.2397877   -1.17365911  -0.03200284   0.14910536]
 [ -4.75566089 -16.05288604   0.           0.        ]]",-3.31425,[-0.33037174 -0.3291662 ],"[ 1.17598523  1.59828138  0.3780509  -2.7309796  -0.26680406  1.29850874
 -0.02598341 -1.80916665  1.32197507 -1.74228891  0.        ]",[-0.96432126 -0.68734521],[ 0.17032408 -0.64308207],-0.289065270413
7,"[[  0.15236808  -1.51707731  -0.03200284   0.14910536]
 [ -3.98893828 -18.28150025   0.           0.        ]]",-3.14866,[-0.33037174 -0.3291662 ],"[ 1.19949906  1.09410398  0.25180346 -3.03018635 -0.26680397  1.29850768
 -0.01131662 -2.11406017  1.00384976 -1.97653779  0.        ]",[-0.80124092 -0.4644908 ],[-0.9531945  -0.28350137],-0.28616098183
8,"[[  0.03550895  -1.89033176  -0.03200284   0.14910536]
 [ -7.68487753 -19.04143427   0.           0.        ]]",-2.80953,[-0.33037174 -0.3291662 ],"[ 1.21462843  0.53735512  0.08054541 -2.8375473  -0.26680388  1.29850662
 -0.08201693 -2.21802276  0.60058233 -2.05693901  0.        ]",[-0.78205436 -0.36165333],[-1.07481425  0.47860386],-0.27073887847
9,"[[ -0.15640533  -2.24835801  -0.03200284   0.14910536]
 [-11.4938456  -16.76877426   0.           0.        ]]",-2.5749,[-0.33037174 -0.3291662 ],"[ 1.19863984  0.06393137 -0.20116389 -2.17053634 -0.2668038   1.29850557
 -0.15487939 -1.90709783  0.20068668 -1.95122384  0.        ]",[-0.73455083 -0.29054666],[-0.74699682 -0.57479117],-0.243638354383
10,"[[ -0.4136922   -2.60323263  -0.03200284   0.14910536]
 [-14.22575287 -18.71223342   0.           0.        ]]",-2.18238,[-0.33037174 -0.3291662 ],"[ 1.0989913  -0.28671398 -0.56381204 -1.12710099 -0.26680371  1.29850451
 -0.20713853 -2.17297817 -0.0687002  -1.6513115   0.        ]",[-0.53288203 -0.07888377],[-0.23462245 -0.39246218],-0.203495353087
11,"[[ -0.70471791  -2.98934856  -0.03200284   0.14910536]
 [-14.87444691 -19.89547094   0.           0.        ]]",-1.75764,[-0.33037174 -0.3291662 ],"[ 0.88650988 -0.4833106  -0.92587349  0.28727759 -0.26680362  1.29850345
 -0.21954747 -2.33485182 -0.06773305 -1.25697383  0.        ]",[-0.06705728  0.24966884],[-0.18748643 -1.49148726],-0.156836432162
12,"[[ -1.00669223  -3.16664085  -0.03200284   0.14910536]
 [-15.32152276  -0.2000035    0.           0.        ]]",-1.66307,[-0.33037174 -0.3291662 ],"[ 0.5728118  -0.50034364 -1.21638827  0.97944893 -0.26680354  1.29850239
 -0.22809961  0.3596729   0.05099047 -1.10963032  0.        ]",[ 0.40379348 -0.02747548],[ 0.79695416 -1.59847212],-0.141857373206
13,"[[ -1.27841839  -3.12497764  -0.03200284   0.14910536]
 [-11.86268234   2.97981566   0.           0.        ]]",-1.58227,[-0.33037174 -0.3291662 ],"[ 0.23246748 -0.50060934 -1.3820713   0.81626004 -0.26680345  1.29850133
 -0.16193463  0.79470173  0.03313906 -1.12083282  0.        ]",[ 0.48736501 -0.23706734],[ 0.82067696 -0.05651027],-0.142692521515
14,"[[-1.48071443 -3.06729178 -0.03200284  0.14910536]
 [-8.37853437  2.74301575  0.          0.        ]]",-1.59216,[-0.33037174 -0.3291662 ],"[-0.04136428 -0.49664185 -1.43860359  0.59055944 -0.26680336  1.29850027
 -0.09528555  0.7623049  -0.00249022 -1.12241042  0.        ]",[ 0.39366618 -0.29159912],[-0.34972103  0.73232607],-0.142056614924
15,"[[-1.66051208 -2.98388282 -0.03200284  0.14910536]
 [-9.59716341  5.5884047   0.          0.        ]]",-1.53307,[-0.33037174 -0.3291662 ],"[-0.28934949 -0.48203281 -1.43865067  0.26612254 -0.26680328  1.29849921
 -0.11859695  1.1515802  -0.05982695 -1.11209061  0.        ]",[ 0.32616678 -0.55007476],[ 0.94107987 -0.26750601],-0.139827038963
16,"[[-1.81316504 -2.88385004 -0.03200284  0.14910536]
 [-5.68119005  4.41876296  0.          0.        ]]",-1.57102,[-0.33037174 -0.3291662 ],"[-0.49707785 -0.45081854 -1.40152505 -0.11713906 -0.26680319  1.29849815
 -0.04368735  0.99156157 -0.13131181 -1.08882729  0.        ]",[ 0.07072948 -0.65742999],[-0.24662703  0.08801459],-0.136341311603
17,"[[-1.935457   -2.79285577 -0.03200284  0.14910536]
 [-6.54512211  4.6798001   0.          0.        ]]",-1.71676,[-0.33037174 -0.3291662 ],"[-0.65815541 -0.4097034  -1.34772508 -0.45719863 -0.2668031   1.29849709
 -0.0602137   1.02727328 -0.1947693  -1.05807651  0.        ]",[-0.14864552 -0.8202045 ],[-1.98109933 -1.34841265],-0.132557653642
18,"[[ -2.10478391  -2.73991738  -0.03200284   0.14910536]
 [-10.37480402   0.6275673    0.           0.        ]]",-1.40905,[-0.33037174 -0.3291662 ],"[-0.86854939 -0.38034178 -1.23952897 -0.65011831 -0.26680302  1.29849604
 -0.1334726   0.4728894  -0.2138811  -1.00419053  0.        ]",[-0.44842499 -0.64987874],[ 0.61284278  0.47848929],-0.126221757351
19,"[[-2.28587417 -2.70847906 -0.03200284  0.14910536]
 [-7.74298876  2.50997763  0.          0.        ]]",-1.5006,[-0.33037174 -0.3291662 ],"[-1.07116591 -0.36105174 -1.08378753 -0.76269002 -0.26680293  1.29849498
 -0.08312791  0.73042062 -0.2028605  -0.94361763  0.        ]",[-0.5280897 -0.9037019],[-1.15876231 -1.06748203],-0.118989995749
