timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.3849805  -0.43165904],-6.00492,"[[ -1.00765256e-02  -4.84739962e-02  -1.67175490e-01   1.21169376e-01]
 [  1.73067569e-03   4.52103724e-05   0.00000000e+00   0.00000000e+00]]","[ 1.22950225  2.53799197  0.00597124  0.71357349 -1.45755956  1.04620216
  0.11668161  0.39147417  2.77376251 -1.03611919  0.        ]",[-2.89298677 -2.06607652],[-3.2454896  -2.20614523],-0.398317585735
1,[-0.3849805  -0.43165904],-6.05419,"[[-0.04971737 -0.0881855  -0.16717549  0.12116938]
 [-3.95265783 -3.95800936  0.          0.        ]]","[ 1.22786349  2.53387726 -0.05216649  0.55191495 -1.45755881  1.0462018
  0.04887381 -0.14899579  2.76617698 -1.1434972   0.        ]",[-3.23241043 -1.92557764],[-3.04605634 -2.22889312],-0.401665507882
2,[-0.3849805  -0.43165904],-5.98035,"[[-0.16766215 -0.20627208 -0.16717549  0.12116938]
 [-7.82894942 -7.83771775  0.          0.        ]]","[ 1.21018375  2.50761871 -0.2241134   0.07553959 -1.45755806  1.04620143
 -0.01759481 -0.67876757  2.70516985 -1.45590076  0.        ]",[-3.68877769 -1.90722191],[-4.34409359 -0.75969437],-0.40895909714
3,[-0.3849805  -0.43165904],-6.03743,"[[ -0.36237041  -0.39163505  -0.16717549   0.12116938]
 [-11.62932012 -10.68906039   0.           0.        ]]","[ 1.13978236  2.42494253 -0.4994113  -0.64627038 -1.4575573   1.04620107
 -0.08276159 -1.06811642  2.49256363 -1.91360547  0.        ]",[-3.65985465 -1.82732296],[-3.79505796 -2.01090908],-0.41228269429
4,[-0.3849805  -0.43165904],-5.52816,"[[ -0.63233652  -0.64300385  -0.16717549   0.12116938]
 [-15.35512298 -14.43529017   0.           0.        ]]","[ 0.962239    2.23690965 -0.84650057 -1.53544274 -1.45755655  1.04620071
 -0.14664972 -1.57966106  2.0176357  -2.36878797  0.        ]",[-2.9291358  -1.27134883],[-4.49750812  0.16377937],-0.399802301851
5,[-0.3849805  -0.43165904],-5.18212,"[[ -0.97610898  -0.92231535  -0.16717549   0.12116938]
 [-19.01011516 -13.49890337   0.           0.        ]]","[ 0.62156225  1.93918163 -1.19469477 -2.34095302 -1.45755579  1.04620034
 -0.20932362 -1.45179726  1.30075832 -2.56114956  0.        ]",[-2.12687778 -0.86478555],[-0.92468627 -1.90913639],-0.360870213503
6,[-0.3849805  -0.43165904],-4.42988,"[[ -1.38926627  -1.22931542  -0.16717549   0.12116938]
 [-22.2951049  -17.18871007   0.           0.        ]]","[ 0.09655971  1.53109444 -1.4224949  -2.93368765 -1.45755504  1.04619998
 -0.2656529  -1.95563649  0.53872419 -2.27508051  0.        ]",[-1.31926155 -0.42326203],[-1.03069363 -0.99705948],-0.288831954161
7,[-0.3849805  -0.43165904],-3.57468,"[[ -1.87048934  -1.60925519  -0.16717549   0.12116938]
 [-25.8159928  -20.79315944   0.           0.        ]]","[-0.56123883  0.9649277  -1.38120048 -3.16627941 -1.45755428  1.04619962
 -0.32602724 -2.44781873  0.10226775 -1.47450032  0.        ]",[-1.09901261 -0.63950711],[-1.51969046  0.13553306],-0.183381016767
8,[-0.3849805  -0.43165904],-2.93614,"[[ -2.42146022  -2.01556797  -0.16717549   0.12116938]
 [-29.26960076 -19.84126246   0.           0.        ]]","[-1.19239377  0.37075085 -0.94694423 -2.77228725 -1.45755353  1.04619926
 -0.3852479  -2.31783552  0.32194068 -0.63390067  0.        ]",[-1.5037142  -1.19603765],[-1.07495142 -1.19468696],-0.102271773796
9,[-0.3849805  -0.43165904],-3.48013,"[[ -3.04081694  -2.44814473  -0.16717549   0.12116938]
 [-32.6548685  -23.40464529   0.           0.        ]]","[-1.5286578  -0.14303909 -0.12686536 -1.69698344 -1.45755278  1.04619889
 -0.44329668 -2.80440811  0.96569649 -0.39181904  0.        ]",[-1.49531364 -0.1461041 ],[-0.04884042  0.43177928],-0.15408844171
10,[-0.3849805  -0.43165904],-3.71781,"[[ -3.68941292  -2.89441129  -0.16717549   0.12116938]
 [-32.2055589  -21.22957011   0.           0.        ]]","[-1.3333416  -0.44719148  0.78500281 -0.08710619 -1.45755202  1.04619853
 -0.43559206 -2.50740087  1.29351749 -0.80717362  0.        ]",[-0.79285687  1.22080743],[-0.98661407  1.08504661],-0.212738136153
11,[-0.3849805  -0.43165904],-3.66081,"[[ -4.36632014  -3.12214475  -0.16717549   0.12116938]
 [-35.47400699  -2.07275993   0.           0.        ]]","[-0.6220385  -0.49299791  1.4011274   0.83194597 -1.45755127  1.04619817
 -0.49163768  0.108439    1.17364947 -1.0499463   0.        ]",[-1.24592352  0.46871731],[-1.52857832  0.39229765],-0.215334054353
12,[-0.3849805  -0.43165904],-3.61894,"[[ -5.10847656  -3.1045304   -0.16717549   0.12116938]
 [-38.73084294   2.34725864   0.           0.        ]]","[ 0.380382   -0.49224315  1.37451473  0.76009842 -1.45755051  1.0461978
 -0.54748418  0.71198726  1.13755126 -1.06316671  0.        ]",[-1.53385496  0.06435409],[-1.82407608  0.18642019],-0.212621993154
13,[-0.3849805  -0.43165904],-3.59777,"[[ -5.9151247   -3.05064312  -0.16717549   0.12116938]
 [-41.92331973   3.03923982   0.           0.        ]]","[ 1.13697339 -0.48701661  0.548725    0.54068312 -1.45754976  1.04619744
 -0.60222706  0.80647628  1.09877188 -1.08122598  0.        ]",[-1.81815135 -0.16626418],[-2.52082864  0.8093365 ],-0.210085613984
14,[-0.3849805  -0.43165904],-3.80658,"[[ -6.78498583  -2.95830084  -0.16717549   0.12116938]
 [-45.05231367   6.18466005   0.           0.        ]]","[ 1.05911896 -0.46788117 -0.68505125  0.16754136 -1.457549    1.04619708
 -0.65588136  1.23597932  1.00935643 -1.0888445   0.        ]",[-1.93075359 -0.55869097],[-1.61802017 -1.49577254],-0.201968604586
15,[-0.3849805  -0.43165904],-3.70923,"[[ -7.71680607  -2.87554523  -0.16717549   0.12116938]
 [-48.11951272   2.10467571   0.           0.        ]]","[ 0.03601702 -0.43992946 -1.43282115 -0.16156969 -1.45754825  1.04619671
 -0.70847601  0.67886198  0.91051212 -0.95489627  0.        ]",[-1.95584965 -0.45544639],[-1.06562537 -1.30180747],-0.182019328421
16,[-0.3849805  -0.43165904],-3.67289,"[[ -8.70936377  -2.87357041  -0.16717549   0.12116938]
 [-51.12631357  -1.89380599   0.           0.        ]]","[-1.19668357 -0.43913911 -0.94172932 -0.16934248 -1.4575475   1.04619635
 -0.76003497  0.13287382  1.02702386 -0.75225454  0.        ]",[-2.20277619 -0.33023751],[-2.19004565 -1.08992617],-0.179900935341
17,[-0.3849805  -0.43165904],-3.71298,"[[ -9.76146485  -2.95077031  -0.16717549   0.12116938]
 [-54.07403193  -5.81322223   0.           0.        ]]","[-1.45804372 -0.46575712  0.50551965  0.13734857 -1.45754674  1.04619599
 -0.81058078 -0.40231803  1.25261107 -0.82804631  0.        ]",[-1.8085866   0.17805806],[-1.86472936  1.12219503],-0.209349974891
18,[-0.3849805  -0.43165904],-3.65591,"[[-10.87193155  -3.0231977   -0.16717549   0.12116938]
 [-56.96292008  -1.1505762    0.           0.        ]]","[-0.32356571 -0.48266763  1.47691993  0.42930621 -1.45754599  1.04619563
 -0.86011779  0.23436114  1.2521501  -1.03631326  0.        ]",[-1.59075463  0.13720748],[-2.34663894  0.69508989],-0.222514708978
