timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.06088856  0.05718523 -0.01453101  0.13296751]
 [-0.00264968  0.00264715  0.          0.        ]]",-1.92988,[-0.20701224 -0.28320932],"[ 1.17890251  2.31379393 -0.06167972  0.99793484 -0.12048475  1.14688757
 -0.0248056   0.37281119  1.49993039 -1.07481791  0.        ]",[ 0.48103875 -1.56859958],[ 1.15762751 -1.78729871],-0.264158540629
1,"[[-0.02123507  0.01749437 -0.01453101  0.13296751]
 [ 3.95481569 -3.95852736  0.          0.        ]]",-1.92079,[-0.20701224 -0.28320932],"[ 1.18114487  2.31590947 -0.00283352  0.86160978 -0.12048465  1.14688544
  0.08119326 -0.17158863  1.50115686 -1.0424433   0.        ]",[ 0.37997234 -1.50873685],[ 0.14420736 -1.75292382],-0.262230849222
2,"[[ 0.06281521 -0.10061961 -0.01453101  0.13296751]
 [ 4.44856358 -7.8399325   0.          0.        ]]",-1.81636,[-0.20701224 -0.28320932],"[ 1.17873377  2.30885531  0.12194768  0.4562069  -0.12048455  1.14688332
  0.094418   -0.70502515  1.4992445  -1.00432626  0.        ]",[ 0.19787681 -1.46860492],[ 0.53769659 -0.73949897],-0.259636604362
3,"[[  0.17225605  -0.28524735  -0.01453101   0.13296751]
 [  6.48873011 -10.61358555   0.           0.        ]]",-1.97433,[-0.20701224 -0.28320932],"[ 1.16104247  2.2580884   0.28330463 -0.16574856 -0.12048445  1.1468812
  0.14906291 -1.08621787  1.48483286 -0.98291581  0.        ]",[ 0.00520611 -1.47531176],[-1.03384123 -2.58610392],-0.25667565389
4,"[[  0.26106493  -0.53512288  -0.01453101   0.13296751]
 [  2.4056507  -14.36150269   0.           0.        ]]",-1.9245,[-0.20701224 -0.28320932],"[ 1.13472169  2.11538016  0.41209134 -0.95134128 -0.12048435  1.14687907
  0.03969918 -1.601305    1.44466451 -1.05404141  0.        ]",[-0.1129709  -1.37998986],[-0.39362282 -1.68232683],-0.25661855535
5,"[[  2.93083918e-01  -8.59222354e-01  -1.45310099e-02   1.32967505e-01]
 [  8.01421659e-01  -1.80362135e+01   0.00000000e+00   0.00000000e+00]]",-1.8723,[-0.20701224 -0.28320932],"[ 1.12264185  1.81790571  0.45783487 -1.80167478 -0.12048426  1.14687695
 -0.0032695  -2.10632585  1.339313   -1.26806268  0.        ]",[-0.06159227 -1.1806438 ],[-0.05026161 -0.56784806],-0.260471751424
6,"[[  3.06951900e-01  -1.23892265e+00  -1.45310099e-02   1.32967505e-01]
 [  5.85970127e-01  -1.99275157e+01   0.00000000e+00   0.00000000e+00]]",-1.77844,[-0.20701224 -0.28320932],"[ 1.11698792  1.3480931   0.47751313 -2.4482051  -0.12048416  1.14687483
 -0.00904029 -2.36624179  1.1301637  -1.49705376  0.        ]",[-0.12646598 -0.94372761],[ 0.5623666  -0.25119274],-0.259392901717
7,"[[  3.40869771e-01  -1.64349859e+00  -1.45310099e-02   1.32967505e-01]
 [  2.79853756e+00  -2.05280382e+01   0.00000000e+00   0.00000000e+00]]",-1.73542,[-0.20701224 -0.28320932],"[ 1.10209969  0.77599423  0.52527088 -2.62666702 -0.12048406  1.14687271
  0.05022257 -2.44875974  0.84644302 -1.61609259  0.        ]",[-0.33046907 -0.71498358],[-0.04412153 -2.04276339],-0.247581772009
8,"[[  3.94522276e-01  -2.08970892e+00  -1.45310099e-02   1.32967505e-01]
 [  2.56735214e+00  -2.40811577e+01   0.00000000e+00   0.00000000e+00]]",-1.50368,[-0.20701224 -0.28320932],"[ 1.07550466  0.16822415  0.59962809 -2.18325618 -0.12048396  1.14687058
  0.0440303  -2.93705128  0.50829753 -1.60033331  0.        ]",[-0.41121238 -0.39018035],[-1.92148533 -2.01560492],-0.223992768578
9,"[[  4.05623103e-01  -2.60627494e+00  -1.45310099e-02   1.32967505e-01]
 [ -1.44408444e+00  -2.75638946e+01   0.00000000e+00   0.00000000e+00]]",-1.01454,[-0.20701224 -0.28320932],"[ 1.06954047 -0.35465079  0.61481407 -0.95188851 -0.12048387  1.14686846
 -0.06341484 -3.41565507  0.11830252 -1.42619254  0.        ]",[-0.34654629 -0.13510057],[-1.13343784  0.96154253],-0.187090659245
