timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.37794951 -0.37247297],-4.248,"[[ 0.07582177  0.06567661 -0.12085223 -0.05147274]
 [ 0.00131481  0.00360608  0.          0.        ]]","[ 1.21886443  2.54249407  0.13737273  1.1672087  -1.05389497 -0.44293478
  0.08505055  0.39026846  2.39182324  0.6884439   0.        ]",[-4.86273575 -2.68730354],[-5.08186285 -2.48051323],-0.337797035586
1,[-0.37794951 -0.37247297],-4.22309,"[[ 0.03617272  0.0260356  -0.12085223 -0.05147274]
 [-3.95305628 -3.95452114  0.          0.        ]]","[ 1.22192947  2.54525248  0.07917387  1.00826907 -1.05389446 -0.44293466
  0.01376748 -0.15129911  2.40041941  0.58200735  0.        ]",[-4.71599531 -2.46187758],[-4.98613518 -2.26069122],-0.336325298162
2,[-0.37794951 -0.37247297],-4.23863,"[[-0.08177934 -0.09198199 -0.12085223 -0.05147274]
 [-7.82926259 -7.83430839  0.          0.        ]]","[ 1.21821509  2.53933578 -0.09409963  0.53508505 -1.05389395 -0.44293454
 -0.05610656 -0.6821478   2.38713465  0.26472993  0.        ]",[-4.28955889 -2.20672703],[-4.88337983 -3.76828778],-0.329758251158
3,[-0.37794951 -0.37247297],-3.95435,"[[ -0.27648855  -0.28682448  -0.12085223  -0.05147274]
 [-11.62909682 -11.63725292   0.           0.        ]]","[ 1.17035753  2.48364293 -0.37534537 -0.23180136 -1.05389344 -0.44293442
 -0.12460388 -1.20248217  2.24122442 -0.23131831  0.        ]",[-3.46193933 -1.84405172],[-4.50986276 -1.50411546],-0.311980569444
4,[-0.37794951 -0.37247297],-3.81406,"[[ -0.54644834  -0.5569691   -0.12085223  -0.05147274]
 [-15.35471497 -15.36474325   0.           0.        ]]","[ 1.02163237  2.31595118 -0.73802201 -1.21805919 -1.05389293 -0.44293429
 -0.19176336 -1.71249164  1.82056586 -0.77188908  0.        ]",[-2.21710205 -1.29528403],[-1.50732756 -1.84573064],-0.274228871221
5,[-0.37794951 -0.37247297],-3.00132,"[[ -0.89019922  -0.90091976  -0.12085223  -0.05147274]
 [-19.00864767 -19.01806555   0.           0.        ]]","[ 0.7106019   1.96932074 -1.11667155 -2.2427462  -1.05389242 -0.44293417
 -0.2576306  -2.21235146  1.07471701 -1.06601431  0.        ]",[-1.35558295 -0.84210503],[-2.32433635 -0.64512468],-0.208238639302
6,[-0.37794951 -0.37247297],-2.26675,"[[ -1.30633609  -1.3031073   -0.12085223  -0.05147274]
 [-22.59359552 -21.19333527   0.           0.        ]]","[ 0.20234313  1.42744045 -1.39313168 -2.96720158 -1.05389191 -0.44293405
 -0.32225429 -2.50997648  0.24019806 -0.79019783  0.        ]",[-0.96636784 -0.82571471],[-0.85209804 -1.2321984 ],-0.113574143748
7,[-0.37794951 -0.37247297],-1.69995,"[[ -1.78761552  -1.76246231  -0.12085223  -0.05147274]
 [-25.52509793 -24.73031895   0.           0.        ]]","[-0.45602113  0.73562242 -1.40982237 -3.0366496  -1.0538914  -0.44293393
 -0.37509869 -2.99391349 -0.17741605  0.03895477  0.        ]",[-1.25826359 -1.40834188],[-1.21636864 -1.88987182],-0.00296901638937
8,[-0.37794951 -0.37247297],-1.67482,"[[ -2.33284206  -2.29185213  -0.12085223  -0.05147274]
 [-28.98620061 -28.19717394   0.           0.        ]]","[-1.11267979  0.02147577 -1.03761098 -2.11111915 -1.05389089 -0.44293381
 -0.43748988 -3.46825083  0.16237095  0.80767748  0.        ]",[-1.63488734 -1.18435526],[-2.23115    -0.11616286],-0.0982221747723
9,[-0.37794951 -0.37247297],-2.20413,"[[ -2.9465962   -2.85478556  -0.12085223  -0.05147274]
 [-32.37719054 -28.09678455   0.           0.        ]]","[-1.51424338 -0.43310964 -0.25887488 -0.23172778 -1.05389038 -0.44293369
 -0.49861717 -3.45450497  0.76804929  0.76015245  0.        ]",[-1.74124515  0.2743119 ],[-1.8849461  -0.52930215],-0.146130915242
