timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.07384752  0.07878607  0.05311864  0.04579656]
 [ 0.00427694  0.00274425  0.          0.        ]]",-0.573534,[-0.01369098 -0.01565949],"[ 1.09738171  1.16362619  0.12602625  0.25409237  0.40573736  0.33971289
  0.16098816  0.05871506  0.73416967 -0.07887739  0.        ]",[ 0.01363362 -0.06881423],[ 0.37174001  0.64323973],-0.156837572274
1,"[[ 0.08867687  0.1043892   0.05311864  0.04579656]
 [ 1.47377028  2.54908478  0.          0.        ]]",-0.53662,[-0.01369098 -0.01565949],"[ 1.09563377  1.16056504  0.1485594   0.29655857  0.40571883  0.33969803
  0.29866725  0.39551915  0.72881897 -0.03975736  0.        ]",[ 0.01464867 -0.0689958 ],[-0.02317641  1.35735157],-0.155254994432
2,"[[ 0.11692489  0.19459285  0.05311864  0.04579656]
 [ 1.35145325  6.45825143  0.          0.        ]]",-0.660251,[-0.01369098 -0.01565949],"[ 1.09155843  1.14351752  0.19140109  0.44510968  0.4057003   0.33968318
  0.28719352  0.9125631   0.70754337  0.06324317  0.        ]",[ 0.0156945  -0.06934486],[-1.59873378 -1.20668687],-0.150905313848
3,"[[ 0.10401077  0.28276248  0.05311864  0.04579656]
 [-2.62963481  2.37231999  0.          0.        ]]",-0.584503,[-0.01369098 -0.01565949],"[ 1.0934198   1.11712863  0.17181952  0.58778183  0.40568178  0.33966832
 -0.08585864  0.37205075  0.69136352  0.10665814  0.        ]",[ 0.01423146 -0.06934585],[-0.07609176  0.23361857],-0.148338557473
4,"[[ 0.04891633  0.33901966  0.05311864  0.04579656]
 [-2.8789783   3.25047015  0.          0.        ]]",-0.539363,[-0.01369098 -0.01565949],"[ 1.09910462  1.09532492  0.08804661  0.67697941  0.40566326  0.33965347
 -0.10922043  0.48819455  0.69356749  0.07071958  0.        ]",[ 0.01450211 -0.06920145],[ 0.50921888  1.26522925],-0.148589613426
5,"[[ 0.01210528  0.44310337  0.05311864  0.04579656]
 [-0.80898849  7.14492918  0.          0.        ]]",-0.558916,[-0.01369098 -0.01565949],"[ 1.10055155  1.04520847  0.03193126  0.83719684  0.40564474  0.33963862
  0.08476368  1.00331578  0.67605019  0.09121473  0.        ]",[ 0.01588613 -0.06902798],[-2.0145989  0.710964 ],-0.145722703553
6,"[[-0.04361564  0.61284199  0.05311864  0.04579656]
 [-4.75000486  9.8199908   0.          0.        ]]",-0.630525,[-0.01369098 -0.01565949],"[ 1.0992508   0.93738569 -0.05303275  1.08114307  0.40562622  0.33962377
 -0.28456787  1.35704992  0.63862937  0.12702587  0.        ]",[ 0.01613414 -0.06872333],[ 0.96120588 -0.64712687],-0.139739815206
7,"[[-0.09950871  0.78156852  0.05311864  0.04579656]
 [-0.85224654  7.06188425  0.          0.        ]]",-0.550076,[-0.01369098 -0.01565949],"[ 1.09366829  0.80081698 -0.13805149  1.29629828  0.40560771  0.33960892
  0.08073166  0.99211344  0.59262799  0.15693005  0.        ]",[ 0.01680152 -0.06862947],[ 1.79467049  0.23972458],-0.13247816266
8,"[[-0.07668899  0.93091445  0.05311864  0.04579656]
 [ 3.12107013  7.87003035  0.          0.        ]]",-0.5546,[-0.01369098 -0.01565949],"[ 1.0963313   0.65858119 -0.10337494  1.45903889  0.4055892   0.33959408
  0.45310889  1.09892497  0.51498313  0.26298704  0.        ]",[ 0.0178805  -0.06868304],[ 0.84778049 -0.0452866 ],-0.122440646857
9,"[[ 0.01877379  1.08494229  0.05311864  0.04579656]
 [ 6.41430292  7.53387204  0.          0.        ]]",-0.609599,[-0.01369098 -0.01565949],"[ 1.10003088  0.49436655  0.04212741  1.59563206  0.40557069  0.33957924
  0.76172919  1.05436896  0.3803489   0.42873655  0.        ]",[ 0.01879577 -0.06890505],[-0.51857835 -0.92090092],-0.110635693561
10,"[[ 0.1252133   1.19754232  0.05311864  0.04579656]
 [ 4.23679901  3.73878287  0.          0.        ]]",-0.476799,[-0.01369098 -0.01565949],"[ 1.08942672  0.36525646  0.2039928   1.6734733   0.40555219  0.3395644
  0.55760454  0.55230893  0.24059861  0.55586551  0.        ]",[ 0.018448   -0.06855416],[ 1.84808847 -0.12498567],-0.103540630855
11,"[[ 0.24881359  1.26659904  0.05311864  0.04579656]
 [ 8.11035708  3.16876785  0.          0.        ]]",-0.462854,[-0.01369098 -0.01565949],"[ 1.05779628  0.28307911  0.38912582  1.71143156  0.40553368  0.33954956
  0.92061375  0.47687974  0.10136667  0.65827059  0.        ]",[ 0.0191232  -0.06834088],[-0.5768064   0.05326713],-0.101733184725
12,"[[ 0.38651185  1.33146461  0.05311864  0.04579656]
 [ 5.66758565  3.31730958  0.          0.        ]]",-0.417409,[-0.01369098 -0.01565949],"[ 0.99869298  0.20424109  0.58849699  1.74015827  0.40551518  0.33953472
  0.69160678  0.49650641 -0.05774035  0.73875978  0.        ]",[ 0.01915597 -0.06845903],[ 1.71517114  0.0033526 ],-0.103387249272
13,"[[ 0.53844498  1.39727452  0.05311864  0.04579656]
 [ 9.51295516  3.263829    0.          0.        ]]",-0.399056,[-0.01369098 -0.01565949],"[ 0.90561468  0.12297179  0.79568915  1.76233956  0.40549668  0.33951989
  1.05196317  0.48940737 -0.23707658  0.78901594  0.        ]",[ 0.01989427 -0.06849677],[-0.67773452  0.74178654],-0.108435795904
14,"[[ 0.69990391  1.49137505  0.05311864  0.04579656]
 [ 6.64252542  6.13667101  0.          0.        ]]",-0.394278,[-0.01369098 -0.01565949],"[ 0.77700541  0.00521831  0.99599337  1.78181066  0.40547819  0.33950505
  0.78285697  0.86942467 -0.44143114  0.78813111  0.        ]",[ 0.01967743 -0.06921222],[-0.45664759  1.34837676],-0.115481542886
15,"[[ 0.81330282  1.65261923  0.05311864  0.04579656]
 [ 4.70387943  9.97495866  0.          0.        ]]",-0.380034,[-0.01369098 -0.01565949],"[ 0.67010798 -0.19803457  1.12163212  1.78119738  0.40545969  0.33949022
  0.60110521  1.37707889 -0.61931922  0.70484478  0.        ]",[ 0.01951955 -0.07002041],[ 0.06259504  1.81389001],-0.118675754264
16,"[[  0.90893692   1.88986364   0.05311864   0.04579656]
 [  4.85913243  13.73694532   0.           0.        ]]",-0.358592,[-0.01369098 -0.01565949],"[ 0.57047407 -0.49072942  1.21654585  1.70245673  0.4054412   0.33947539
  0.61562502  1.87444574 -0.76939053  0.53378884  0.        ]",[ 0.01942371 -0.07054803],[ 0.25066073 -0.14629992],-0.118250835392
