timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.04570869  0.00263424  0.057985    0.13031056]
 [ 0.0038365   0.00367368  0.          0.        ]]",-3.17627,[-0.38022166 -0.39282897],"[ 1.22481714  2.55160525  0.09368522  0.90874454  0.51046717  1.13262233
  0.10109717  0.3908079   1.0028517  -0.96194942  0.        ]",[ 2.58663559 -0.42321342],[ 1.7158424  -0.41544968],-0.193752729904
1,"[[ 0.08548158 -0.01381338  0.057985    0.13031056]
 [ 3.96027672 -1.64294266  0.          0.        ]]",-3.1339,[-0.38022166 -0.39282897],"[ 1.22121407  2.55146123  0.15198663  0.84253209  0.51046703  1.13262178
  0.17152955  0.16552083  0.99963913 -0.90663091  0.        ]",[ 2.52742434 -0.39341721],[ 2.19187559 -0.5321034 ],-0.18943365687
2,"[[ 0.20359981 -0.06750029  0.057985    0.13031056]
 [ 7.83863296 -3.71882247  0.          0.        ]]",-3.04705,[-0.38022166 -0.39282897],"[ 1.19771618  2.54813553  0.32360654  0.6266066   0.5104669   1.13262123
  0.24057188 -0.11849728  0.9807616  -0.74788397  0.        ]",[ 2.32365465 -0.44010693],[ 3.66686355 -1.69478686],-0.176742816146
3,"[[  0.39852288  -0.1808803    0.057985     0.13031056]
 [ 11.64102342  -7.6062013    0.           0.        ]]",-2.72082,[-0.38022166 -0.39282897],"[ 1.11796649  2.52676184  0.59665815  0.1739254   0.51046676  1.13262068
  0.30826187 -0.65036136  0.92379086 -0.51553377  0.        ]",[ 1.86936569 -0.51490712],[ 1.85691953  0.415965  ],-0.156960784525
4,"[[  0.66871847  -0.3149807    0.057985     0.13031056]
 [ 15.36616326  -5.80978087   0.           0.        ]]",-2.48966,[-0.38022166 -0.39282897],"[ 0.92862065  2.47669701  0.93738043 -0.34902922  0.51046662  1.13262014
  0.37457663 -0.40457817  0.78489357 -0.19734159  0.        ]",[ 1.04947972 -1.26210093],[ 0.25201533 -1.63414089],-0.127304565477
5,"[[  0.98301218  -0.46974898   0.057985     0.13031056]
 [ 16.06092316  -9.65420086   0.           0.        ]]",-2.08974,[-0.38022166 -0.39282897],"[ 0.61064783  2.38668977  1.24911216 -0.92416463  0.51046649  1.13261959
  0.38694464 -0.93056468  0.54940768  0.11736487  0.        ]",[ 0.02499711 -1.74524546],[ 0.2074818  -1.87411838],-0.0935488202303
6,"[[  1.30929747  -0.70063906   0.057985     0.13031056]
 [ 16.56595922 -13.42220159   0.           0.        ]]",-1.78099,[-0.38022166 -0.39282897],"[ 0.20162007  2.19296171  1.44572609 -1.69728331  0.51046635  1.13261904
  0.39593519 -1.44609508  0.27667656  0.30607262  0.        ]",[-0.33543807 -1.77958488],[ 0.59740344 -2.65232896],-0.0650300030275
7,"[[  1.66106404  -1.0061421    0.057985     0.13031056]
 [ 18.60399856 -17.11568929   0.           0.        ]]",-1.55292,[-0.38022166 -0.39282897],"[-0.28021198  1.8438684   1.48968846 -2.50269974  0.51046621  1.13261849
  0.43221623 -1.95142958 -0.01692473  0.36623409  0.        ]",[-0.10536981 -2.02075148],[ 0.05512391 -2.70207393],-0.0415477953879
8,"[[  2.03166256  -1.38477002   0.057985     0.13031056]
 [ 18.45632078 -20.73501148   0.           0.        ]]",-1.47856,[-0.38022166 -0.39282897],"[-0.77020408  1.31077862  1.34239266 -3.05813772  0.51046608  1.13261794
  0.42958716 -2.44661495 -0.28767604  0.27530853  0.        ]",[ 0.28792104 -2.18432951],[ 1.69275853 -2.76972956],-0.0294733086507
9,"[[  2.4368547   -1.83506909   0.057985     0.13031056]
 [ 22.05107667 -24.28291089   0.           0.        ]]",-1.5814,[-0.38022166 -0.39282897],"[-1.20834459  0.63155022  0.97829656 -2.98782508  0.51046594  1.1326174
  0.49358085 -2.93202554 -0.51097613  0.03113954  0.        ]",[ 0.69409001 -2.1250546 ],[ 0.66432564 -1.71832217],-0.0436078455462
