timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.01050748  0.05789057 -0.19957524  0.01244062]
 [-0.00144814 -0.00097222  0.          0.        ]]",-3.07356,[-0.21075891 -0.28947666],"[ 1.18537611  2.33723794  0.04440686  1.01170614 -1.72699201  0.10911561
 -0.02033167  0.3742209   2.9079204   0.03356547  0.        ]",[-2.95051527 -2.15257931],[-3.11477161 -0.91934122],-0.409330822425
1,"[[-0.02919752  0.02136331 -0.19957524  0.01244062]
 [-3.95588807 -3.63963286  0.          0.        ]]",-3.18028,[-0.21075891 -0.28947666],"[ 1.18486223  2.33931665 -0.01449623  0.88448145 -1.72698693  0.10911553
 -0.12219751 -0.12579813  2.90954291 -0.06756784  0.        ]",[-2.91242862 -2.02656651],[-2.8035721  -1.88574956],-0.409850259829
2,"[[-0.14720563 -0.09041906 -0.19957524  0.01244062]
 [-7.83203525 -7.52565411  0.          0.        ]]",-3.13994,[-0.21075891 -0.28947666],"[ 1.17052976  2.33373514 -0.18880079  0.49525325 -1.72698184  0.10911544
 -0.22204654 -0.65980887  2.87826165 -0.36888758  0.        ]",[-2.78705311 -1.87479043],[-3.76068498 -1.42491281],-0.408853082754
3,"[[ -0.34196959  -0.27914979  -0.19957524   0.01244062]
 [-11.63179454 -11.33471063   0.           0.        ]]",-3.17617,[-0.21075891 -0.28947666],"[ 1.10557434  2.28371627 -0.46872493 -0.15048491 -1.72697676  0.10911536
 -0.3199278  -1.18324203  2.71031687 -0.83576459  0.        ]",[-2.55052185 -1.68726051],[-2.0372732  -1.49730797],-0.398712157088
4,"[[ -6.11982262e-01  -5.43303696e-01  -1.99575235e-01   1.24406191e-02]
 [ -1.53572953e+01  -1.50681950e+01   0.00000000e+00   0.00000000e+00]]",-2.93417,[-0.21075891 -0.28947666],"[ 0.93510147  2.13164671 -0.82354362 -0.99208081 -1.72697168  0.10911528
 -0.41589613 -1.69628726  2.27528423 -1.33175914  0.        ]",[-2.17815304 -1.39766884],[-2.43876268 -2.39037726],-0.367758630197
5,"[[ -9.55783029e-01  -8.81382366e-01  -1.99575235e-01   1.24406191e-02]
 [ -1.90110447e+01  -1.87273954e+01   0.00000000e+00   0.00000000e+00]]",-2.20176,[-0.21075891 -0.28947666],"[ 0.60192208  1.8140144  -1.18300062 -1.8797688  -1.72696659  0.1091152
 -0.5100161  -2.19911919  1.53639211 -1.57516012  0.        ]",[-1.6373626  -0.94909638],[-2.58712394 -1.05574384],-0.303686990812
6,"[[ -1.37196311e+00  -1.29191272e+00  -1.99575235e-01   1.24406191e-02]
 [ -2.25956311e+01  -2.23135826e+01   0.00000000e+00   0.00000000e+00]]",-1.26692,[-0.21075891 -0.28947666],"[ 0.07852262  1.29291288 -1.42562709 -2.54118552 -1.72696151  0.10911512
 -0.60235435 -2.69190943  0.72806097 -1.25407591  0.        ]",[-1.25678396 -0.56117326],[-1.91399791  0.70521163],-0.201825119782
7,"[[ -1.85916433e+00  -1.70570411e+00  -1.99575235e-01   1.24406191e-02]
 [ -2.61127553e+01  -1.90762654e+01   0.00000000e+00   0.00000000e+00]]",-0.786267,[-0.21075891 -0.28947666],"[-0.58622233  0.70107422 -1.39359367 -2.64417924 -1.72695643  0.10911504
 -0.69295466 -2.2470358   0.3431256  -0.45189591  0.        ]",[-1.14460659 -0.51281983],[-0.57304708 -1.54886991],-0.0948917127619
8,"[[ -2.39904961e+00  -2.12313621e+00  -1.99575235e-01   1.24406191e-02]
 [ -2.78701435e+01  -2.26550526e+01   0.00000000e+00   0.00000000e+00]]",-0.475724,[-0.21075891 -0.28947666],"[-1.21020474  0.13754359 -0.97438461 -2.15749147 -1.72695134  0.10911495
 -0.73822413 -2.7388046   0.6027007   0.29434395  0.        ]",[-1.30239522 -0.4864504 ],[-3.02205852 -0.62761508],-0.108756824736
9,"[[ -2.99069798e+00  -2.59664226e+00  -1.99575235e-01   1.24406191e-02]
 [ -3.12831424e+01  -2.46889267e+01   0.00000000e+00   0.00000000e+00]]",-1.14,[-0.21075891 -0.28947666],"[-1.55764855 -0.33975027 -0.19420388 -0.99696395 -1.72694626  0.10911487
 -0.82614197 -3.01826949  1.20915876  0.4179123   0.        ]",[-1.38371718 -0.31027493],[-2.1220436  -0.28717064],-0.19007388061
