timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.08372156  0.09828712 -0.05016968 -0.14971752]
 [ 0.00026754 -0.00168891  0.          0.        ]]",-3.01371,[-0.3146061  -0.32136455],"[ 1.20389195  2.48758211 -0.09538418  1.24420736 -0.42551413 -1.28895649
  0.04350209  0.38446777  1.81429859  1.25623958  0.        ]",[-3.72216868 -2.46710801],[-3.39989365 -2.36645223],-0.296541491789
1,"[[-0.1233914   0.05854124 -0.05016968 -0.14971752]
 [-3.95408638 -3.95971397  0.          0.        ]]",-2.98451,[-0.3146061  -0.32136455],"[ 1.19822948  2.49225045 -0.15358652  1.09223295 -0.42551394 -1.2889552
 -0.03640775 -0.15713265  1.80946174  1.14989301  0.        ]",[-3.51091838 -2.24194169],[-3.05797366 -2.349458  ],-0.2900829081
2,"[[-0.24136375 -0.05957922 -0.05016968 -0.14971752]
 [-7.8302563  -7.83940321  0.          0.        ]]",-2.76147,[-0.3146061  -0.32136455],"[ 1.16870423  2.49215168 -0.32463017  0.63942534 -0.42551376 -1.28895391
 -0.11473764 -0.68801379  1.75683069  0.83874253  0.        ]",[-3.12924695 -1.97892594],[-3.40912433 -2.2519397 ],-0.268995433432
3,"[[ -0.43609218  -0.25452267  -0.05016968  -0.14971752]
 [-11.63001813 -11.64225571   0.           0.        ]]",-2.40728,[-0.3146061  -0.32136455],"[ 1.07950726  2.44643098 -0.59513708 -0.09794146 -0.42551357 -1.28895262
 -0.19152347 -1.20838024  1.55152614  0.37039123  0.        ]",[-2.4500761  -1.58726716],[-3.05444961 -2.00576146],-0.228688156656
4,"[[ -0.7060693   -0.52476649  -0.05016968  -0.14971752]
 [-15.35551804 -15.36966033   0.           0.        ]]",-1.81451,[-0.3146061  -0.32136455],"[ 0.87863208  2.29274003 -0.92918473 -1.05389454 -0.42551338 -1.28895133
 -0.26680861 -1.71842118  1.07008341 -0.10196021  0.        ]",[-1.52200425 -1.04693973],[-1.98332836 -1.38074519],-0.164034112259
5,"[[ -1.04983471  -0.86881466  -0.05016968  -0.14971752]
 [-19.00929377 -19.02289976   0.           0.        ]]",-1.08629,[-0.3146061  -0.32136455],"[ 0.51523529  1.96280527 -1.25149817 -2.06095731 -0.42551319 -1.28895003
 -0.34064432 -2.21831088  0.29795686 -0.2829055   0.        ]",[-0.76637745 -0.61123097],[-1.29751608 -0.31081664],-0.074393011416
6,"[[ -1.46598536  -1.25781668  -0.05016968  -0.14971752]
 [-22.5942262  -19.8743578    0.           0.        ]]",-0.844497,[-0.3146061  -0.32136455],"[-0.02749819  1.45548268 -1.43909598 -2.78150187 -0.425513   -1.28894874
 -0.41308883 -2.33481515 -0.48843698  0.10368673  0.        ]",[-0.64626133 -0.94343865],[ 0.58786585  0.45234644],-0.040300397287
7,"[[ -1.89009894  -1.63337115  -0.05016968  -0.14971752]
 [-19.82608577 -17.68840463   0.           0.        ]]",-1.14549,[-0.3146061  -0.32136455],"[-0.60533978  0.89921933 -1.37262659 -2.96031862 -0.42551281 -1.28894745
 -0.35714979 -2.03569507 -0.82182669  0.86017841  0.        ]",[-0.5129078  -1.44370699],[-1.92995712 -1.39734013],-0.126924590733
8,"[[ -2.32243925  -2.02332995  -0.05016968  -0.14971752]
 [-23.39641584 -21.29542971   0.           0.        ]]",-1.3924,[-0.3146061  -0.32136455],"[-1.11471601  0.33652531 -1.04973102 -2.58173067 -0.42551262 -1.28894616
 -0.42929925 -2.52925675 -0.62398425  1.5616655   0.        ]",[-0.90013117 -1.79967833],[-0.94262553 -2.10502906],-0.188354803532
9,"[[ -2.82321529  -2.48471332  -0.05016968  -0.14971752]
 [-26.67032869 -24.83120788   0.           0.        ]]",-1.33022,[-0.3146061  -0.32136455],"[-1.48322076 -0.19605213 -0.43378554 -1.47440563 -0.42551243 -1.28894487
 -0.49545866 -3.01306396 -0.05201177  1.81454129  0.        ]",[-1.57019317 -1.52417779],[-1.49987575 -2.48036667],-0.210158896488
