timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.07136658  0.00399002  0.19764049  0.12293394]
 [-0.00408139  0.00391931  0.          0.        ]]",-2.82232,[-0.39888528 -0.48081851],"[ 1.22756146  2.53819147  0.12402305  0.92312129  1.71488569  1.07097624
  0.1237547   0.39203262 -0.07981916 -0.86563942  0.        ]",[ 3.0395782  -1.01545477],[ 1.96327703 -1.49977923],-0.108166725368
1,"[[ 0.11099171 -0.03567565  0.19764049  0.12293394]
 [ 3.95341272 -3.95727997  0.          0.        ]]",-2.74839,[-0.39888528 -0.48081851],"[ 1.22257164  2.53723615  0.18189299  0.76135876  1.71488463  1.07097588
  0.19119743 -0.1487357  -0.08262215 -0.83198447  0.        ]",[ 3.04354596 -0.70877337],[ 3.18045068  0.24299218],-0.10421125274
2,"[[ 0.22896194 -0.10439667  0.19764049  0.12293394]
 [ 7.83070648 -2.91827435  0.          0.        ]]",-2.60076,[-0.39888528 -0.48081851],"[ 1.19498927  2.52994582  0.35231863  0.48179311  1.71488357  1.07097551
  0.25727339 -0.00689445 -0.10234147 -0.68669488  0.        ]",[ 2.69411206 -0.99878168],[ 2.62896767 -0.647659  ],-0.0870303921791
3,"[[  0.42372274  -0.18792686   0.19764049   0.12293394]
 [ 11.63272275  -5.42636577   0.           0.        ]]",-2.34104,[-0.39888528 -0.48081851],"[ 1.10877851  2.51150959  0.62245621  0.14481067  1.71488251  1.07097515
  0.32206649 -0.3492899  -0.16789448 -0.42656088  0.        ]",[ 2.21093273 -1.12675059],[ 2.36665809 -1.93944901],-0.0561244129452
4,"[[  0.6937757   -0.33511677   0.19764049   0.12293394]
 [ 15.36019622  -9.27973512   0.           0.        ]]",-2.15566,[-0.39888528 -0.48081851],"[ 0.91139286  2.45387904  0.95726842 -0.43462816  1.71488145  1.07097479
  0.38558925 -0.87533769 -0.30972095 -0.12122037  0.        ]",[ 1.2356292  -1.40603876],[ 1.90036213 -1.04939079],-0.0270284052157
5,"[[  1.03764134  -0.55860485   0.19764049   0.12293394]
 [ 19.01428659 -13.05638587   0.           0.        ]]",-2.0634,[-0.39888528 -0.48081851],"[ 0.55101708  2.30780326  1.28251121 -1.25499814  1.71488039  1.07097443
  0.44786142 -1.39091176 -0.5543456   0.17149844  0.        ]",[ 0.65058804 -2.06405711],[ 0.55722513 -2.64280633],-0.0511182676376
6,"[[  1.43629403  -0.85686303   0.19764049   0.12293394]
 [ 20.8449864  -16.75698421   0.           0.        ]]",-2.18581,[-0.39888528 -0.48081851],"[ 0.03357708  2.01500207  1.47282019 -2.17597059  1.71487933  1.07097407
  0.47905974 -1.89610263 -0.88883191  0.36375466  0.        ]",[ 0.80108339 -3.13906074],[ 0.29250404 -3.02305638],-0.0991092595102
7,"[[  1.86069435  -1.22838819   0.19764049   0.12293394]
 [ 21.59261683 -20.38335508   0.           0.        ]]",-2.2834,[-0.39888528 -0.48081851],"[-0.5471963   1.53142456  1.424868   -2.93528484  1.71487827  1.07097371
  0.49180061 -2.39115887 -1.2413535   0.37666628  0.        ]",[ 1.4663471  -3.90658712],[ 2.82147183 -4.3059394 ],-0.142622449079
8,"[[  2.32799403  -1.67171976   0.19764049   0.12293394]
 [ 25.12577627 -23.93775842   0.           0.        ]]",-2.74015,[-0.39888528 -0.48081851],"[-1.10180596  0.86982919  1.08533057 -3.15130994  1.71487721  1.07097335
  0.55201189 -2.87638836 -1.56568976  0.19690591  0.        ]",[ 2.36037397 -4.16714096],[ 2.28988719 -3.65651351],-0.179970088352
9,"[[  2.86526549  -2.18542305   0.19764049   0.12293394]
 [ 28.58991848 -27.42086921   0.           0.        ]]",-3.05507,[-0.39888528 -0.48081851],"[-1.48236139  0.14852824  0.41957171 -2.42557594  1.71487615  1.07097299
  0.61104698 -3.35188247 -1.79229263 -0.17348216  0.        ]",[ 3.61075306 -3.49252176],[ 2.9803476 -3.9111279],-0.209981040297
