timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.34153906 -0.33062315],-1.04666,"[[ 0.09608345 -0.08482854  0.19279775  0.12642679]
 [-0.0048703   0.00437342  0.          0.        ]]","[ 1.2040377   2.49811069  0.1681012   0.55655454  1.67484936  1.09420122
  0.04254522  0.38632868 -0.04381506 -0.90873923  0.        ]",[ 3.36939454 -1.24097955],[ 4.20815184 -2.00264429],-0.116800167229
1,[-0.34153906 -0.33062315],-1.02988,"[[ 0.13569301 -0.12448518  0.19279775  0.12642679]
 [ 3.95264551 -3.95682876  0.          0.        ]]","[ 1.19771403  2.49187018  0.22611831  0.40334954  1.67484716  1.09420039
  0.12057119 -0.15540146 -0.04734558 -0.87576567  0.        ]",[ 3.26119566 -1.09239554],[ 4.04978675 -2.11622208],-0.112847848948
2,[-0.34153906 -0.33062315],-0.914307,"[[ 0.25366746 -0.24257844  0.19279775  0.12642679]
 [ 7.83189011 -7.83954046  0.          0.        ]]","[ 1.16622308  2.45944742  0.39671136 -0.04745145  1.67484496  1.09419957
  0.19705398 -0.68639721 -0.06493771 -0.77875251  0.        ]",[ 2.97756696 -0.95633602],[ 2.70485132 -0.91019478],-0.10108657538
3,[-0.34153906 -0.33062315],-0.795264,"[[  0.44845647  -0.43398544   0.19279775   0.12642679]
 [ 11.63438606 -11.28961711   0.           0.        ]]","[ 1.07388749  2.36399016  0.66602274 -0.74781639  1.67484277  1.09419874
  0.2720236  -1.15822569 -0.11656321 -0.6223051   0.        ]",[ 2.55012441 -0.84196556],[ 2.05492281 -1.24152302],-0.0818057364623
4,[-0.34153906 -0.33062315],-0.634101,"[[  0.71854507  -0.69727292   0.19279775   0.12642679]
 [ 15.3621445  -15.02658449   0.           0.        ]]","[ 0.86907361  2.15223652  0.99741284 -1.60883815  1.67484057  1.09419791
  0.34551968 -1.66928778 -0.23110097 -0.4273543   0.        ]",[ 2.18417907 -0.8326658 ],[ 2.64823107 -1.51922638],-0.0587457056944
5,[-0.34153906 -0.33062315],-0.521103,"[[  1.0624552   -1.03455072   0.19279775   0.12642679]
 [ 19.01684398 -18.68883549   0.           0.        ]]","[ 0.50179009  1.76744004  1.31486333 -2.45378794  1.67483838  1.09419708
  0.41757533 -2.17012933 -0.43645247 -0.24049599  0.        ]",[ 2.12043715 -1.07632256],[ 2.26754009 -0.17150642],-0.049634281503
6,[-0.34153906 -0.33062315],-0.576644,"[[  1.47873501  -1.41142165   0.19279775   0.12642679]
 [ 22.59942535 -18.99703984   0.           0.        ]]","[-0.04325958  1.23737559  1.49508992 -2.94984131  1.67483618  1.09419625
  0.48820908 -2.2122745  -0.74258219 -0.101544    0.        ]",[ 2.09988785 -1.45006549],[ 1.51414771 -0.85829134],-0.0763712001304
7,[-0.34153906 -0.33062315],-0.759731,"[[  1.96597322  -1.82166873   0.19279775   0.12642679]
 [ 26.11286292 -22.0174319    0.           0.        ]]","[-0.70166212  0.62493269  1.38767491 -2.87745679  1.67483399  1.09419542
  0.55747957 -2.62533211 -1.11735617 -0.09199072  0.        ]",[ 2.29684138 -1.62177169],[ 1.44446349 -2.5792443 ],-0.123799134107
8,[-0.34153906 -0.33062315],-1.2225,"[[  2.52279154  -2.2973452    0.19279775   0.12642679]
 [ 29.55754291 -25.53843089   0.           0.        ]]","[ -1.29476278e+00  -1.19740147e-03   8.82039789e-01  -2.01804654e+00
   1.67483179e+00   1.09419460e+00   6.25394403e-01  -3.10684680e+00
  -1.46140090e+00  -3.06210517e-01   0.00000000e+00]",[ 2.77819514 -1.37143159],[ 3.67290981 -1.7603358 ],-0.172692696095
9,[-0.34153906 -0.33062315],-1.94436,"[[  3.1478179   -2.84274384   0.19279775   0.12642679]
 [ 32.93364093 -28.99013632   0.           0.        ]]","[-1.55072915 -0.43971523  0.01743796 -0.25805024  1.6748296   1.09419377
  0.69195704 -3.57887799 -1.62213307 -0.72749455  0.        ]",[ 3.22619438 -0.89717901],[ 3.5239335 -0.0250604],-0.210082199805
