timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.0830577   0.09065828  0.0401233  -0.1629625 ]
 [-0.00461134  0.00135863  0.          0.        ]]",-2.40079,[-0.34102958 -0.32062495],"[ 1.2094598   2.5152972  -0.0942673   1.23228072  0.35774413 -1.40632368
  0.06136409  0.38679147  1.12697967  1.36691786  0.        ]",[-3.28033495 -2.47968554],[-4.71439858 -3.26019516],-0.230045617499
1,"[[-0.12282414  0.05097275  0.0401233  -0.1629625 ]
 [-3.95886768 -3.95672611  0.          0.        ]]",-2.41678,[-0.34102958 -0.32062495],"[ 1.20381566  2.51953609 -0.15253757  1.07775661  0.357744   -1.40632236
 -0.01495284 -0.15468113  1.12166587  1.26009945  0.        ]",[-3.02875161 -2.2278285 ],[-3.2379641 -1.882889 ],-0.221143203787
2,"[[-0.24089118 -0.06708853  0.0401233  -0.1629625 ]
 [-7.8349465  -7.83647334  0.          0.        ]]",-2.30084,[-0.34102958 -0.32062495],"[ 1.17434148  2.51809294 -0.32350733  0.617159    0.35774387 -1.40632104
 -0.08976096 -0.68543691  1.06747788  0.9480306   0.        ]",[-2.49246454 -1.89670134],[-2.18478501 -1.68767656],-0.193314581698
3,"[[ -0.43571259  -0.26197395   0.0401233   -0.1629625 ]
 [-11.63462756 -11.63938169   0.           0.        ]]",-1.96156,[-0.34102958 -0.32062495],"[ 1.08518375  2.46990821 -0.59382402 -0.13216081  0.35774374 -1.40631971
 -0.1630946  -1.20568048  0.85935084  0.47913713  0.        ]",[-1.59995782 -1.42541146],[-1.02266188 -1.47009181],-0.143837085806
4,"[[ -0.70578119  -0.53216082   0.0401233   -0.1629625 ]
 [-15.36005924 -15.36683987   0.           0.        ]]",-1.41307,[-0.34102958 -0.32062495],"[ 0.884286    2.31242778 -0.92761188 -1.10188289  0.35774362 -1.40631839
 -0.23499523 -1.71560106  0.3741721   0.00789959  0.        ]",[-0.22720082 -0.77405804],[ 0.9993775  -1.00388887],-0.0721713831749
5,"[[ -0.97027109  -0.87618278   0.0401233   -0.1629625 ]
 [-11.10324826 -19.02314927   0.           0.        ]]",-0.966333,[-0.34102958 -0.32062495],"[ 0.61355478  1.97738511 -1.18750057 -2.12038197  0.35774349 -1.40631707
 -0.15283884 -2.21578606 -0.28525778 -0.15657469  0.        ]",[ 0.59012514 -0.81679881],[ 0.57875515 -0.6080074 ],-0.0287823286427
6,"[[ -1.16717951  -1.27702523   0.0401233   -0.1629625 ]
 [ -8.59603125 -21.05431031   0.           0.        ]]",-1.07757,[-0.34102958 -0.32062495],"[ 0.37555565  1.44747938 -1.32687631 -2.85762314  0.35774336 -1.40631575
 -0.10444958 -2.49364619 -0.83762123  0.06023675  0.        ]",[ 0.71279615 -1.19299316],[ 0.21112992 -0.79223587],-0.0851678978944
7,"[[ -1.32904124  -1.72540218   0.0401233   -0.1629625 ]
 [ -7.59360057 -23.77431236   0.           0.        ]]",-1.34833,[-0.34102958 -0.32062495],"[ 0.16378143  0.77693765 -1.40241057 -2.97829197  0.35774323 -1.40631442
 -0.08510266 -2.86573753 -1.150776    0.53138467  0.        ]",[ 0.50396311 -1.57664084],[ 0.57179388 -1.11289944],-0.137790166344
8,"[[ -1.45673338  -2.23589436   0.0401233   -0.1629625 ]
 [ -5.18354399 -27.26326243   0.           0.        ]]",-1.64371,[-0.34102958 -0.32062495],"[-0.00966963  0.0767794  -1.43567806 -2.19279825  0.35774311 -1.4063131
 -0.03858858 -3.34301631 -1.12528687  1.0780554   0.        ]",[-0.14714155 -1.7435801 ],[ 0.10257703 -1.77776717],-0.172299820185
9,"[[ -1.55533079  -2.81547122   0.0401233   -0.1629625 ]
 [ -4.67761068 -30.6830309    0.           0.        ]]",-1.61366,[-0.34102958 -0.32062495],"[-0.14549961 -0.42233206 -1.44507358 -0.37177655  0.35774298 -1.40631178
 -0.02882406 -3.81082366 -0.7624837   1.46053848  0.        ]",[-1.47429383 -1.11149049],[-2.63657646 -1.40161317],-0.182895918504
