timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.38194636 -0.37563801],-3.58267,"[[-0.03842289  0.08242269 -0.02199905  0.11411744]
 [ 0.00445085 -0.00117478  0.          0.        ]]","[ 1.2207814   2.53903922 -0.02999549  1.23194397 -0.19522787  0.98686483
  0.0810446   0.38934646  1.63315829 -0.89401051  0.        ]",[ 0.82305467 -0.86842614],[ 1.44847319 -0.52666901],-0.257946048203
1,[-0.38194636 -0.37563801],-3.56006,"[[  1.36391538e-03   6.14605759e-02  -2.19990495e-02   1.14117437e-01]
 [  3.96105176e+00  -2.08807716e+00   0.00000000e+00   0.00000000e+00]]","[ 1.22179903  2.54132495  0.02850406  1.14823719 -0.19522782  0.98686436
  0.15282439  0.10379447  1.63287165 -0.84306489  0.        ]",[ 0.70671576 -0.84984738],[ 0.73700992 -0.69519559],-0.255320325986
2,[-0.38194636 -0.37563801],-3.48336,"[[ 0.10906171 -0.00751593 -0.02199905  0.11411744]
 [ 6.79927456 -4.80052882  0.          0.        ]]","[ 1.21359168  2.54414745  0.18657474  0.87223489 -0.19522778  0.9868639
  0.2043148  -0.26735176  1.62555233 -0.71665607  0.        ]",[ 0.33937615 -0.95912194],[ 1.54872049 -0.41776042],-0.248527051365
3,[-0.38194636 -0.37563801],-3.36185,"[[  0.28339459  -0.11918442  -0.02199905   0.11411744]
 [ 10.62129458  -6.36110444   0.           0.        ]]","[ 1.16669361  2.53340284  0.4377231   0.42628288 -0.19522773  0.98686344
  0.27365304 -0.48088611  1.59214657 -0.51510764  0.        ]",[-0.17450102 -1.23399925],[ 0.406403   -1.19999055],-0.236567849652
4,[-0.38194636 -0.37563801],-3.13481,"[[  0.50985874  -0.28487529  -0.02199905   0.11411744]
 [ 12.02047628 -10.19518151   0.           0.        ]]","[ 1.04609094  2.48292017  0.74426691 -0.2228487  -0.19522768  0.98686297
  0.29903665 -1.00550477  1.51441472 -0.28407085  0.        ]",[-0.88519472 -1.41807413],[-0.36299308 -1.25377083],-0.220313668406
5,[-0.38194636 -0.37563801],-2.94051,"[[  0.733491    -0.52647332  -0.02199905   0.11411744]
 [ 10.34829475 -13.95209841   0.           0.        ]]","[ 0.86653551  2.33834514  1.01106623 -1.109453   -0.19522763  0.98686251
  0.26870018 -1.51956484  1.41689379 -0.14738337  0.        ]",[-1.35218155 -1.47934914],[-2.03808158 -1.3518401 ],-0.205406912702
6,[-0.38194636 -0.37563801],-2.99954,"[[  0.89872299  -0.84245517  -0.02199905   0.11411744]
 [  6.18858069 -17.63386962   0.           0.        ]]","[ 0.70043537  2.03593397  1.17734831 -2.08550721 -0.19522758  0.98686204
  0.19323539 -2.02334127  1.34050974 -0.1905073   0.        ]",[-1.37112641 -1.29075265],[-1.18839314 -2.3787619 ],-0.196339655582
7,[-0.38194636 -0.37563801],-3.0648,"[[  0.98157255  -1.23134471  -0.02199905   0.11411744]
 [  2.10961418 -21.2431271    0.           0.        ]]","[ 0.6080216   1.53028324  1.2491751  -2.87284765 -0.19522753  0.98686158
  0.11923551 -2.51719329  1.26351664 -0.43071593  0.        ]",[-0.95645547 -0.93697923],[-0.81567536  0.10182199],-0.193124243044
8,[-0.38194636 -0.37563801],-3.15382,"[[  0.99094156  -1.64793526  -0.02199905   0.11411744]
 [ -1.16199013 -20.41872817   0.           0.        ]]","[ 0.59722721  0.90703062  1.25677764 -3.0893918  -0.19522749  0.98686112
  0.05988264 -2.40438666  1.10634475 -0.76352662  0.        ]",[-0.74665868 -0.70687348],[-0.31554925 -0.99221345],-0.190772593885
9,[-0.38194636 -0.37563801],-2.83553,"[[  9.55383419e-01  -2.09167071e+00  -2.19990495e-02   1.14117437e-01]
 [ -2.38992612e+00  -2.39430879e+01   0.00000000e+00   0.00000000e+00]]","[ 0.63783366  0.26775165  1.22735298 -2.57034984 -0.19522744  0.98686065
  0.03760563 -2.88661891  0.81277573 -1.05520806  0.        ]",[-0.39202681 -0.11149436],[ 0.16540926 -0.06473703],-0.182682483423
