timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.09706654 -0.04316992  0.01161738 -0.14925879]
 [-0.00485725 -0.0039671   0.          0.        ]]",-3.70815,[-0.38056347 -0.41332364],"[ 1.22350423  2.54943356 -0.1181212   0.72685853  0.10645933 -1.29093633
  0.11341911  0.39043244  1.35782848  1.11193385  0.        ]",[-3.55109596 -2.14717579],[-4.55663434 -1.27410793],-0.232736907834
1,"[[-0.13683783 -0.08296087  0.01161738 -0.14925879]
 [-3.95911434 -3.96194213  0.          0.        ]]",-3.82271,[-0.38056347 -0.41332364],"[ 1.21708849  2.54561536 -0.17608404  0.56550564  0.10645931 -1.29093571
  0.04488551 -0.15018598  1.34206368  1.00514223  0.        ]",[-3.38288569 -1.86404312],[-2.85326848 -1.05280615],-0.224524605526
2,"[[-0.25491042 -0.20112532  0.01161738 -0.14925879]
 [-7.83527416 -7.84157286  0.          0.        ]]",-3.49006,[-0.38056347 -0.41332364],"[ 1.18533794  2.52017881 -0.34594649  0.0904734   0.10645929 -1.29093509
 -0.02229454 -0.68010333  1.25747444  0.6985783   0.        ]",[-2.77286959 -1.55242777],[-3.47670719 -1.12421569],-0.198845635063
3,"[[ -4.49740388e-01  -3.96111457e-01   1.16173752e-02  -1.49258791e-01]
 [ -1.16351853e+01  -1.16443505e+01   0.00000000e+00   0.00000000e+00]]",-3.2395,[-0.38056347 -0.41332364],"[ 1.09253901  2.4330461  -0.61387705 -0.6655617   0.10645927 -1.29093447
 -0.08815308 -1.19952304  1.00481406  0.25487885  0.        ]",[-1.72290981 -1.06392276],[-1.23759875 -0.71728233],-0.153187805039
4,"[[ -7.19827592e-01  -6.55164510e-01   1.16173752e-02  -1.49258791e-01]
 [ -1.53613485e+01  -1.42522187e+01   0.00000000e+00   0.00000000e+00]]",-2.75838,[-0.38056347 -0.41332364],"[ 0.88704986  2.23585524 -0.9433706  -1.57354189  0.10645925 -1.29093385
 -0.15273344 -1.55572997  0.48905758 -0.15359351  0.        ]",[-0.57735282 -0.5247758 ],[-0.29368777 -0.92019745],-0.0884582461604
5,"[[ -1.03567409e+00  -9.73925149e-01   1.16173752e-02  -1.49258791e-01]
 [ -1.62207332e+01  -1.76125998e+01   0.00000000e+00   0.00000000e+00]]",-2.26905,[-0.38056347 -0.41332364],"[ 0.55253275  1.88460649 -1.23827131 -2.45857255  0.10645923 -1.29093322
 -0.16762793 -2.01472139 -0.22811278 -0.25379536  0.        ]",[-0.29463819 -0.67280424],[-2.56458998 -0.8231257 ],-0.0370779797416
6,"[[ -1.39659940e+00  -1.35535791e+00   1.16173752e-02  -1.49258791e-01]
 [ -1.98601597e+01  -2.05209101e+01   0.00000000e+00   0.00000000e+00]]",-2.41509,[-0.38056347 -0.41332364],"[ 0.08715848  1.35477459 -1.42121199 -3.06719419  0.10645921 -1.2909326
 -0.23070502 -2.41196328 -0.91692512  0.13182473  0.        ]",[-0.56908333 -1.75171733],[-0.91228754 -1.87308441],-0.0964578112448
7,"[[ -1.82613639e+00  -1.80140269e+00   1.16173752e-02  -1.49258791e-01]
 [ -2.30832911e+01  -2.40716885e+01   0.00000000e+00   0.00000000e+00]]",-2.70541,[-0.38056347 -0.41332364],"[-0.50161758  0.68184947 -1.3958398  -3.05355684  0.10645919 -1.29093198
 -0.28656704 -2.89695724 -1.21286922  0.93907174  0.        ]",[-0.60506374 -3.05577898],[-0.17699094 -2.72241899],-0.16965647997
8,"[[ -2.29031625e+00  -2.31776113e+00   1.16173752e-02  -1.49258791e-01]
 [ -2.33338248e+01  -2.75526457e+01   0.00000000e+00   0.00000000e+00]]",-2.86113,[-0.38056347 -0.41332364],"[-1.063515   -0.00401141 -1.07965322 -2.07927311  0.10645917 -1.29093136
 -0.29090914 -3.37241112 -0.86206158  1.61605571  0.        ]",[-1.6761179  -3.45376873],[-2.49674568 -3.60357627],-0.203886835021
9,"[[ -2.79213636e+00  -2.90305375e+00   1.16173752e-02  -1.49258791e-01]
 [ -2.68359873e+01  -3.09654463e+01   0.00000000e+00   0.00000000e+00]]",-2.99575,[-0.38056347 -0.41332364],"[-1.45134171 -0.44863275 -0.47835619 -0.05787914  0.10645915 -1.29093074
 -0.35160722 -3.83855129 -0.28010179  1.55300823  0.        ]",[-2.46925616 -1.54255188],[-1.75534953 -0.14659835],-0.176597356779
10,"[[ -3.36324404e+00  -3.19274950e+00   1.16173752e-02  -1.49258791e-01]
 [ -3.02631816e+01  -1.70228915e+00   0.00000000e+00   0.00000000e+00]]",-2.46114,[-0.38056347 -0.41332364],"[-1.50107704 -0.48971846  0.34672781  1.10999594  0.10645914 -1.29093012
 -0.41100598  0.15846459 -0.19940843  1.24761611  0.        ]",[-2.18926454 -1.64212549],[-2.41391045 -1.98616596],-0.140188544748
11,"[[ -4.00221850e+00  -3.15517365e+00   1.16173752e-02  -1.49258791e-01]
 [ -3.36231652e+01   3.45590963e+00   0.00000000e+00   0.00000000e+00]]",-2.3841,[-0.38056347 -0.41332364],"[-1.05375208 -0.49156822  1.13685787  0.95740115  0.10645912 -1.29092949
 -0.46923986  0.86301599 -0.22157156  1.25050186  0.        ]",[-2.24415302 -2.25792694],[-2.38583897 -2.84594736],-0.140630937551
12,"[[ -4.70772848e+00  -3.08975610e+00   1.16173752e-02  -1.49258791e-01]
 [ -3.69168606e+01   2.77527604e+00   0.00000000e+00   0.00000000e+00]]",-2.4833,[-0.38056347 -0.41332364],"[-0.15888566 -0.48966501  1.49161442  0.6916833   0.1064591  -1.29092887
 -0.52632485  0.7700489  -0.21706749  1.24156683  0.        ]",[-1.98516107 -2.25504732],[-1.34461292 -3.09672018],-0.13955602694
13,"[[ -5.47845811e+00  -3.04667434e+00   1.16173752e-02  -1.49258791e-01]
 [ -4.01453391e+01   1.57558377e+00   0.00000000e+00   0.00000000e+00]]",-2.52965,[-0.38056347 -0.41332364],"[ 0.80602377 -0.4848605   1.08166418  0.51711196  0.10645908 -1.29092825
 -0.58227951  0.60618433 -0.25402492  1.20540244  0.        ]",[-1.55112767 -1.92257559],[-1.95873913 -2.58699929],-0.135601133863
14,"[[ -6.31311587e+00  -3.02380975e+00   1.16173752e-02  -1.49258791e-01]
 [ -4.33098904e+01   7.84362239e-01   0.00000000e+00   0.00000000e+00]]",-2.77531,[-0.38056347 -0.41332364],"[ 1.22939209 -0.48116821 -0.01981314  0.42473219  0.10645906 -1.29092763
 -0.63712619  0.49811227 -0.33593354  1.21752354  0.        ]",[-1.386572   -1.53245533],[-0.38887184 -2.07745083],-0.138244749454
15,"[[ -7.18615909e+00  -3.01280737e+00   1.16173752e-02  -1.49258791e-01]
 [ -4.39921582e+01   3.64206988e-01   0.00000000e+00   0.00000000e+00]]",-2.84557,[-0.38056347 -0.41332364],"[ 0.70367983 -0.47910986 -1.12815564  0.38036521  0.10645904 -1.29092701
 -0.64895084  0.44072369 -0.3911328   1.31142202  0.        ]",[-1.41443193 -1.43698788],[-2.3713424  -1.57986127],-0.150337148621
16,"[[ -8.09698915e+00  -3.00780201e+00   1.16173752e-02  -1.49258791e-01]
 [ -4.70805563e+01   1.61967994e-01   0.00000000e+00   0.00000000e+00]]",-2.8993,[-0.38056347 -0.41332364],"[-0.48509391 -0.47811293 -1.40030275  0.36020169  0.10645902 -1.29092639
 -0.70247765  0.41310003 -0.35501779  1.4296808   0.        ]",[-1.85837543 -1.71998739],[-0.63699069 -2.94824354],-0.163270192385
17,"[[ -9.05455327e+00  -3.00560616e+00   1.16173752e-02  -1.49258791e-01]
 [ -4.86705573e+01   6.99487463e-02   0.00000000e+00   0.00000000e+00]]",-2.781,[-0.38056347 -0.41332364],"[-1.44123113 -0.47766359 -0.50688213  0.35136022  0.106459   -1.29092576
 -0.73003477  0.40053115 -0.23808003  1.47112513  0.        ]",[-2.19685245 -2.14795208],[-1.39931286 -1.79663809],-0.166637490925
18,"[[ -1.00580221e+01  -3.00466703e+00   1.16173752e-02  -1.49258791e-01]
 [ -5.16663419e+01   2.95753763e-02   0.00000000e+00   0.00000000e+00]]",-2.58694,[-0.38056347 -0.41332364],"[-1.26685587 -0.47746914  0.89253251  0.34757959  0.10645898 -1.29092514
 -0.7819564   0.39501651 -0.1360377   1.38300075  0.        ]",[-2.09324741 -2.36251545],[-3.49289432 -0.85970249],-0.156119877972
19,"[[ -1.11208116e+01  -3.00412400e+00   1.16173752e-02  -1.49258791e-01]
 [ -5.46028201e+01   2.25903746e-02   0.00000000e+00   0.00000000e+00]]",-2.47025,[-0.38056347 -0.41332364],"[ 0.02024005 -0.47735605  1.48013645  0.34539374  0.10645896 -1.29092452
 -0.83285014  0.39406236 -0.15375126  1.23351542  0.        ]",[-1.64561462 -2.07870388],[-1.50537538 -2.38306021],-0.138501762567
20,"[[ -1.22417474e+01  -3.00392490e+00   1.16173752e-02  -1.49258791e-01]
 [ -5.74811680e+01   2.35225781e-03   0.00000000e+00   0.00000000e+00]]",-2.64786,[-0.38056347 -0.41332364],"[ 1.15780752 -0.47731441  0.49217414  0.34459231  0.10645894 -1.2909239
 -0.88273635  0.39129798 -0.28976949  1.17914523  0.        ]",[-1.45723176 -1.6648221 ],[-0.87043039 -1.7415172 ],-0.132975517584
21,"[[ -1.34145313e+01  -3.00392688e+00   1.16173752e-02  -1.49258791e-01]
 [ -5.97895312e+01  -1.32312541e-03   0.00000000e+00   0.00000000e+00]]",-3.00888,[-0.38056347 -0.41332364],"[ 0.76186244 -0.47731472 -1.0766354   0.34460019  0.10645892 -1.29092328
 -0.92274377  0.39079588 -0.39518536  1.29741321  0.        ]",[-1.4795413  -1.45557272],[-0.96260614  0.51984697],-0.148821137202
