timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.04001733  0.09746197 -0.00173459 -0.13438238]
 [-0.00184965 -0.00349649  0.          0.        ]]",-3.97003,[-0.37438485 -0.38292885],"[ 1.22383645  2.54373974  0.08562134  1.28705687 -0.00728582 -1.16325432
  0.09443586  0.38953774  1.45758286  1.35922944  0.        ]",[-4.29881668 -2.49835968],[-5.67895652 -3.64525896],-0.260593126863
1,"[[  3.05571645e-04   5.76802941e-02  -1.73458708e-03  -1.34382379e-01]
 [ -3.95616158e+00  -3.96148570e+00   0.00000000e+00   0.00000000e+00]]",-4.00068,[-0.37438485 -0.38292885],"[ 1.22494196  2.54842833  0.02727835  1.12789029 -0.00728582 -1.16325371
  0.02346687 -0.15212709  1.46480675  1.25193742  0.        ]",[-4.09800768 -2.31933904],[-3.65044853 -2.61957222],-0.254117854304
2,"[[ -1.17707869e-01  -6.04752404e-02  -1.73458708e-03  -1.34382379e-01]
 [ -7.83229087e+00  -7.84113974e+00   0.00000000e+00   0.00000000e+00]]",-3.71429,[-0.37438485 -0.38292885],"[ 1.21537983  2.54817285 -0.14574994  0.65397032 -0.00728582 -1.1632531
 -0.04609897 -0.68307139  1.44739803  0.93302324  0.        ]",[-3.53370237 -2.00967169],[-3.59334349 -1.39902713],-0.23333801746
3,"[[ -3.12476602e-01  -2.55453080e-01  -1.73458708e-03  -1.34382379e-01]
 [ -1.16320140e+01  -1.16439576e+01   0.00000000e+00   0.00000000e+00]]",-3.39536,[-0.37438485 -0.38292885],"[ 1.15802693  2.5015497  -0.42493633 -0.11757223 -0.00728581 -1.16325249
 -0.11429352 -1.20350002  1.29501154  0.43600656  0.        ]",[-2.65035892 -1.61861396],[-3.00105966 -2.62872873],-0.19477261382
4,"[[ -5.82493269e-01  -5.25730588e-01  -1.73458708e-03  -1.34382379e-01]
 [ -1.53574776e+01  -1.53713280e+01   0.00000000e+00   0.00000000e+00]]",-2.77274,[-0.37438485 -0.38292885],"[ 0.99707158  2.34536596 -0.78158521 -1.11753593 -0.00728581 -1.16325188
 -0.18115532 -1.7136025   0.86678949 -0.10229306  0.        ]",[-1.32823193 -1.00071919],[-2.22169325 -1.52940047],-0.135681704887
5,"[[ -9.26297530e-01  -8.69811779e-01  -1.73458708e-03  -1.34382379e-01]
 [ -1.90112195e+01  -1.90245338e+01   0.00000000e+00   0.00000000e+00]]",-2.00309,[-0.37438485 -0.38292885],"[ 0.67331974  2.01046587 -1.14793541 -2.17047818 -0.00728581 -1.16325127
 -0.2467299  -2.21355365  0.11482063 -0.38788029  0.        ]",[-0.51516145 -0.6961503 ],[ 0.2353157  -0.09045996],-0.0645950231466
6,"[[ -1.29344553e+00  -1.25010848e+00  -1.73458708e-03  -1.34382379e-01]
 [ -1.77079998e+01  -1.90051681e+01   0.00000000e+00   0.00000000e+00]]",-1.79436,[-0.37438485 -0.38292885],"[ 0.22148365  1.50846808 -1.38656598 -2.91217844 -0.00728581 -1.16325066
 -0.22334063 -2.21090049 -0.65221589 -0.14179302  0.        ]",[-0.22825785 -1.23697567],[-0.21652343 -1.89204372],-0.0661930753514
7,"[[ -1.65272756e+00  -1.66614982e+00  -1.73458708e-03  -1.34382379e-01]
 [ -1.82188278e+01  -2.25870127e+01   0.00000000e+00   0.00000000e+00]]",-2.18642,[-0.37438485 -0.38292885],"[-0.26995372  0.88365174 -1.43779572 -3.09854321 -0.00728581 -1.16325005
 -0.23250854 -2.7010827  -1.06216455  0.51765293  0.        ]",[-0.13792482 -2.14807749],[ 0.603982   -1.60761336],-0.126847888009
8,"[[ -1.98955502e+00  -2.15312193e+00  -1.73458708e-03  -1.34382379e-01]
 [ -1.54729755e+01  -2.60985444e+01   0.00000000e+00   0.00000000e+00]]",-2.40096,[-0.37438485 -0.38292885],"[-0.71874685  0.19134959 -1.31574656 -2.45532156 -0.00728581 -1.16324944
 -0.18322795 -3.18163878 -0.93465871  1.20836298  0.        ]",[-0.6292038  -2.55070543],[-0.61997641 -2.89349294],-0.167499959023
9,"[[ -2.32061635e+00  -2.70962785e+00  -1.73458708e-03  -1.34382379e-01]
 [ -1.76257669e+01  -2.95406541e+01   0.00000000e+00   0.00000000e+00]]",-2.39527,[-0.37438485 -0.38292885],"[-1.09857816 -0.35392166 -1.04860585 -0.78366187 -0.0072858  -1.16324883
 -0.22186463 -3.65268951 -0.42176987  1.4628597   0.        ]",[-1.95183361 -1.40893829],[-2.26018743 -1.76511296],-0.168760583008
10,"[[ -2.70936926e+00  -3.16793556e+00  -1.73458708e-03  -1.34382379e-01]
 [ -2.12364430e+01  -7.68465935e+00   0.00000000e+00   0.00000000e+00]]",-2.2293,[-0.37438485 -0.38292885],"[-1.41159758 -0.49322902 -0.58875084  1.00223918 -0.0072858  -1.16324822
 -0.28666636 -0.66164317 -0.0736093   1.19200239  0.        ]",[-1.86625111 -0.84931731],[-1.94420061 -0.92898677],-0.13434045521
