timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.06573994 -0.07926766  0.00544856  0.06907156]
 [ 0.00293366  0.00015254  0.          0.        ]]",-1.9679,[-0.27998543 -0.35268211],"[ 1.19803822  2.44197976  0.12630703  0.55657084  0.05186179  0.60116351
  0.01522648  0.38205955  1.37988658 -0.47040068  0.        ]",[ 0.03212726 -1.8426578 ],[-0.62047026 -1.67365815],-0.214111216664
1,"[[ 0.04118661 -0.11898291  0.00544856  0.06907156]
 [-2.45010867 -3.95848781  0.          0.        ]]",-2.00916,[-0.27998543 -0.35268211],"[ 1.19984764  2.43613998  0.09007014  0.40969428  0.05186177  0.60116311
 -0.03832847 -0.16106952  1.37842149 -0.54947661  0.        ]",[ 0.14705922 -1.60394073],[ 0.891923   -1.29713742],-0.216962780699
2,"[[  2.80864900e-02  -2.37108059e-01   5.44856227e-03   6.90715589e-02]
 [  1.12817566e+00  -7.84108034e+00   0.00000000e+00   0.00000000e+00]]",-2.03315,[-0.27998543 -0.35268211],"[ 1.20047234  2.40510722  0.07072    -0.02215271  0.05186174  0.60116271
  0.03979286 -0.69376459  1.36299424 -0.67913238  0.        ]",[ 0.24399912 -1.37688851],[ 0.95116718 -0.71617859],-0.220881521843
3,"[[  8.81889135e-02  -4.20838509e-01   5.44856227e-03   6.90715589e-02]
 [  4.86962066e+00  -1.05230070e+01   0.00000000e+00   0.00000000e+00]]",-2.06447,[-0.27998543 -0.35268211],"[ 1.19565177  2.31714643  0.15938741 -0.6674999   0.05186172  0.60116232
  0.12147633 -1.06172661  1.33250372 -0.73814735  0.        ]",[ 0.08330639 -1.24403954],[-0.35223058 -0.74166285],-0.22024618194
4,"[[  1.70643171e-01  -6.58667218e-01   5.44856227e-03   6.90715589e-02]
 [  3.38069871e+00  -1.32507833e+01   0.00000000e+00   0.00000000e+00]]",-2.08475,[-0.27998543 -0.35268211],"[ 1.18096802  2.13620536  0.28020073 -1.42399109  0.05186169  0.60116192
  0.08897001 -1.43597819  1.27226125 -0.80033619  0.        ]",[-0.0783031  -1.05371916],[-0.77519842 -0.98878491],-0.216667156801
5,"[[  2.06822229e-01  -9.60322501e-01   5.44856227e-03   6.90715589e-02]
 [  2.47431520e-01  -1.69026077e+01   0.00000000e+00   0.00000000e+00]]",-2.08515,[-0.27998543 -0.35268211],"[ 1.17159903  1.81339057  0.33272058 -2.19451065  0.05186167  0.60116153
  0.02056419 -1.93700752  1.13750768 -0.96773867  0.        ]",[-0.42893922 -0.80536067],[-1.20466765 -1.42896315],-0.212441420768
6,"[[  1.72017855e-01  -1.33473399e+00   5.44856227e-03   6.90715589e-02]
 [ -3.71506041e+00  -2.05265068e+01   0.00000000e+00   0.00000000e+00]]",-1.97551,[-0.27998543 -0.35268211],"[ 1.18064183  1.30980832  0.28220241 -2.76274802  0.05186164  0.60116113
 -0.06594534 -2.43420112  0.86275336 -1.20993981  0.        ]",[-0.65599042 -0.5913744 ],[-1.15562634 -1.63975535],-0.205133439072
7,"[[  5.87251014e-02  -1.78090599e+00   5.44856227e-03   6.90715589e-02]
 [ -7.60172467e+00  -2.40788868e+01   0.00000000e+00   0.00000000e+00]]",-1.51972,[-0.27998543 -0.35268211],"[ 1.1986306   0.65329948  0.11595834 -2.78407614  0.05186162  0.60116074
 -0.15079939 -2.92157577  0.41184743 -1.36814865  0.        ]",[-0.55950117 -0.33664787],[-1.17067084  1.20561234],-0.188722905962
8,"[[ -1.31554821e-01  -2.21796605e+00   5.44856227e-03   6.90715589e-02]
 [ -1.14134216e+01  -1.96419277e+01   0.00000000e+00   0.00000000e+00]]",-1.26181,[-0.27998543 -0.35268211],"[ 1.18908256  0.06813238 -0.16466424 -2.11426796  0.05186159  0.60116034
 -0.23401673 -2.31281813 -0.05764045 -1.27286981  0.        ]",[-0.57474154 -0.32578149],[-0.45132206 -0.03312986],-0.161324898484
9,"[[ -3.75509188e-01  -2.60821444e+00   5.44856227e-03   6.90715589e-02]
 [ -1.29766733e+01  -1.93837994e+01   0.00000000e+00   0.00000000e+00]]",-0.961225,[-0.27998543 -0.35268211],"[ 1.10483868 -0.31493732 -0.51283642 -1.03884968  0.05186157  0.60115994
 -0.26814573 -2.27739621 -0.34433974 -0.9614564   0.        ]",[-0.40423691 -0.20168519],[-1.22242338  1.79961334],-0.124827082263
10,"[[ -6.72202097e-01  -2.95230977e+00   5.44856227e-03   6.90715589e-02]
 [ -1.66800636e+01  -1.50402500e+01   0.00000000e+00   0.00000000e+00]]",-0.675172,[-0.27998543 -0.35268211],"[ 0.90075472 -0.49454699 -0.89115     0.15157037  0.05186154  0.60115955
 -0.34899851 -1.68146081 -0.37168812 -0.60570015  0.        ]",[-0.10497417 -0.04813117],[ 0.239367    0.10708067],-0.0839529003688
11,"[[ -9.92976811e-01  -3.09253143e+00   5.44856227e-03   6.90715589e-02]
 [ -1.54016600e+01  -8.26426548e-01   0.00000000e+00   0.00000000e+00]]",-0.605687,[-0.27998543 -0.35268211],"[ 0.57468549 -0.51926327 -1.20883677  0.66861013  0.05186152  0.60115915
 -0.32108803  0.26866506 -0.2962186  -0.46483176  0.        ]",[ 0.30690467 -0.38397151],[ 0.19480319 -0.64632703],-0.065018836171
12,"[[ -1.29021072e+00  -3.07473662e+00   5.44856227e-03   6.90715589e-02]
 [ -1.43253585e+01   1.64685232e+00   0.00000000e+00   0.00000000e+00]]",-0.587651,[-0.27998543 -0.35268211],"[ 0.20303401 -0.51773346 -1.39097988  0.60258383  0.05186149  0.60115876
 -0.29758988  0.60799683 -0.29844429 -0.45113948  0.        ]",[ 0.3551445  -0.54193574],[ 0.39548464 -0.31513412],-0.0634848156879
13,"[[ -1.55816183e+00  -3.04318198e+00   5.44856227e-03   6.90715589e-02]
 [ -1.24759235e+01   1.34883859e+00   0.00000000e+00   0.00000000e+00]]",-0.563288,[-0.27998543 -0.35268211],"[-0.16172203 -0.51386868 -1.44865909  0.48570968  0.05186147  0.60115836
 -0.25721255  0.56710918 -0.30834835 -0.4350246   0.        ]",[ 0.26781014 -0.56061405],[ 0.7153004 -1.273477 ],-0.0619329903936
