timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.05400243  0.02631248  0.00864073  0.10260826]
 [ 0.00246103  0.00036976  0.          0.        ]]",-2.7043,[-0.32378709 -0.32968143],"[ 1.20831717  2.50353546  0.10767001  0.97280991  0.08372139  0.89924447
  0.0500924   0.38528523  1.36385855 -0.68703386  0.        ]",[ 1.11577022 -1.51046407],[ 1.50373039 -3.38349854],-0.219445424115
1,"[[ 0.09375711 -0.01342348  0.00864073  0.10260826]
 [ 3.95982524 -3.96075967  0.          0.        ]]",-2.54157,[-0.32378709 -0.32968143],"[ 1.20426428  2.50391439  0.16612387  0.81947416  0.08372136  0.89924389
  0.12889153 -0.15650503  1.36159956 -0.65371731  0.        ]",[ 1.07442772 -1.34470105],[-0.34957875 -1.94764328],-0.217608288575
2,"[[ 0.15830795 -0.13157403  0.00864073  0.10260826]
 [ 2.50010969 -7.84136423  0.          0.        ]]",-2.46332,[-0.32378709 -0.32968143],"[ 1.19306058  2.49103416  0.26053173  0.36497107  0.08372133  0.89924331
  0.09982558 -0.68728123  1.35778105 -0.64934185  0.        ]",[ 0.74507862 -1.22860742],[ 0.20148211 -1.19245464],-0.216949217367
3,"[[  2.15825371e-01  -3.26574380e-01   8.64073370e-03   1.02608259e-01]
 [  3.24911819e+00  -1.16459867e+01   0.00000000e+00   0.00000000e+00]]",-2.66034,[-0.32378709 -0.32968143],"[ 1.17829019  2.42448672  0.34384916 -0.36675273  0.0837213   0.89924273
  0.11473983 -1.20766426  1.34467126 -0.72874403  0.        ]",[ 0.36123589 -1.08231747],[ 0.27959615 -2.63632079],-0.21923274393
4,"[[  2.91273190e-01  -5.96912251e-01   8.64073370e-03   1.02608259e-01]
 [  4.29215027e+00  -1.53753605e+01   0.00000000e+00   0.00000000e+00]]",-2.52344,[-0.32378709 -0.32968143],"[ 1.15216129  2.24375863  0.45151345 -1.29793939  0.08372127  0.89924215
  0.1355087  -1.71775356  1.29607673 -0.8433639   0.        ]",[-0.13976662 -0.91777933],[-0.7029584 -0.0618815],-0.219840536919
5,"[[  3.48356710e-01  -9.03813704e-01   8.64073370e-03   1.02608259e-01]
 [  1.42563740e+00  -1.53150175e+01   0.00000000e+00   0.00000000e+00]]",-2.63007,[-0.32378709 -0.32968143],"[ 1.12738135  1.93000124  0.53140336 -2.16085165  0.08372124  0.89924157
  0.07843048 -1.70949766  1.19425465 -1.00711871  0.        ]",[-0.64388984 -0.96607053],[ 1.2853069  -1.48280589],-0.219023939431
6,"[[  4.16288942e-01  -1.24681071e+00   8.64073370e-03   1.02608259e-01]
 [  5.35454441e+00  -1.89724287e+01   0.00000000e+00   0.00000000e+00]]",-2.53665,[-0.32378709 -0.32968143],"[ 1.09238979  1.47805472  0.62431851 -2.78712024  0.08372121  0.89924099
  0.1566631  -2.20974126  1.02651187 -1.14918776  0.        ]",[-0.73589963 -0.76762784],[-2.31819429 -0.53841393],-0.212631623292
7,"[[  4.82606491e-01  -1.64387122e+00   8.64073370e-03   1.02608259e-01]
 [  1.29043859e+00  -2.07278509e+01   0.00000000e+00   0.00000000e+00]]",-2.29806,[-0.32378709 -0.32968143],"[ 1.05260859  0.88901309  0.71237514 -2.97758739  0.08372118  0.89924041
  0.07573828 -2.44983547  0.77050788 -1.26444741  0.        ]",[-0.70814574 -0.66274405],[-0.75465534 -0.87435241],-0.199980158084
8,"[[  4.78174982e-01  -2.08904318e+00   8.64073370e-03   1.02608259e-01]
 [ -1.72382804e+00  -2.37792232e+01   0.00000000e+00   0.00000000e+00]]",-1.78259,[-0.32378709 -0.32968143],"[ 1.05543576  0.25332676  0.70658014 -2.48112942  0.08372115  0.89923983
  0.01571794 -2.86718103  0.40119524 -1.34345515  0.        ]",[-0.59438586 -0.45950174],[-1.38207514  0.87186944],-0.182919516183
9,"[[  4.04299177e-01  -2.52526487e+00   8.64073370e-03   1.02608259e-01]
 [ -5.65056335e+00  -1.98560548e+01   0.00000000e+00   0.00000000e+00]]",-1.52723,[-0.32378709 -0.32968143],"[ 1.0989914  -0.22928934  0.60810603 -1.35947778  0.08372112  0.89923926
 -0.06247155 -2.33058118  0.01686272 -1.26391252  0.        ]",[-0.37973446 -0.2618565 ],[-1.2350448  -0.08758219],-0.159140068966
