timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
10,[-0.38442808 -0.4153339 ],-3.09019,"[[ -3.57210222e+00  -3.24276957e+00  -1.60122775e-01   7.13011724e-03]
 [ -3.49287909e+01   1.45566139e+00   0.00000000e+00   0.00000000e+00]]","[-1.41036375 -0.48500524  0.63632564  1.31970313 -1.39917001  0.06284887
 -0.50056892  0.5898778   1.11141575 -0.13165975  0.        ]",[-1.57196021  0.14721072],[-2.11645111 -0.23732585],-0.164903136517
11,[-0.38442808 -0.4153339 ],-2.98992,"[[ -4.30346397e+00  -3.16797515e+00  -1.60122775e-01   7.13011724e-03]
 [ -3.81965641e+01   4.43314342e+00   0.00000000e+00   0.00000000e+00]]","[-0.70384076 -0.49224888  1.37072896  1.01622808 -1.39916925  0.06284886
 -0.55735568  0.99663152  1.09401718 -0.0913214   0.        ]",[-1.77375078 -0.37980759],[-1.68507743  0.13831464],-0.16210372553
12,[-0.38442808 -0.4153339 ],-3.07354,"[[ -5.09953318e+00  -3.07469907e+00  -1.60122775e-01   7.13011724e-03]
 [ -4.13996571e+01   4.89304354e+00   0.00000000e+00   0.00000000e+00]]","[ 0.36765645 -0.48937842  1.38312292  0.63712063 -1.39916849  0.06284885
 -0.61301841  1.05945811  1.11032362 -0.10323108  0.        ]",[-2.02540731 -0.73826742],[-1.1671625  -1.36575512],-0.164343623524
13,[-0.38442808 -0.4153339 ],-3.12053,"[[ -5.95902888e+00  -3.01578386e+00  -1.60122775e-01   7.13011724e-03]
 [ -4.45394417e+01   1.35352088e+00   0.00000000e+00   0.00000000e+00]]","[ 1.15607084 -0.48076526  0.49123224  0.39867782 -1.39916773  0.06284883
 -0.66758096  0.57592347  1.05337542 -0.13980642  0.        ]",[-2.09067011 -0.59841692],[-1.42535616 -1.83320745],-0.157654102183
14,[-0.38442808 -0.4153339 ],-3.07549,"[[ -6.88069614e+00  -3.00273822e+00  -1.60122775e-01   7.13011724e-03]
 [ -4.76170249e+01   2.18017856e-01   0.00000000e+00   0.00000000e+00]]","[ 0.98856456 -0.47814899 -0.80237169  0.34608968 -1.39916698  0.06284882
 -0.72106257  0.4208022   0.96169018 -0.06757879  0.        ]",[-2.05170751 -0.35330927],[-0.17048025 -0.30459555],-0.144895505469
15,[-0.38442808 -0.4153339 ],-2.88619,"[[ -7.83035107e+00  -3.00073821e+00  -1.60122775e-01   7.13011724e-03]
 [ -4.73493602e+01   2.67299857e-02   0.00000000e+00   0.00000000e+00]]","[-0.12155565 -0.47772514 -1.44416165  0.33803565 -1.39916622  0.06284881
 -0.71641093  0.39467026  0.96419203  0.06912052  0.        ]",[-2.16354322 -0.31371796],[-1.31790211  0.27265872],-0.144473493396
16,[-0.38442808 -0.4153339 ],-2.93382,"[[ -8.80765767e+00  -2.98936360e+00  -1.60122775e-01   7.13011724e-03]
 [ -5.03712173e+01   1.10718085e+00   0.00000000e+00   0.00000000e+00]]","[-1.2815293  -0.4752007  -0.82601234  0.29227489 -1.39916546  0.0628488
 -0.76892412  0.54227067  1.06627981  0.15476353  0.        ]",[-2.3290453  -0.50493526],[-1.90644617  0.25206419],-0.15800883597
17,[-0.38442808 -0.4153339 ],-3.15811,"[[ -9.84480042e+00  -2.95740878e+00  -1.60122775e-01   7.13011724e-03]
 [ -5.33331696e+01   2.08514240e+00   0.00000000e+00   0.00000000e+00]]","[-1.416344   -0.46707007  0.62229982  0.16416468 -1.3991647   0.06284879
 -0.82039628  0.67586998  1.20773632  0.12445383  0.        ]",[-2.01417446 -0.54330701],[-1.47674582  0.15186801],-0.175949053298
18,[-0.38442808 -0.4153339 ],-3.18165,"[[ -1.09405929e+01  -2.91006255e+00  -1.60122775e-01   7.13011724e-03]
 [ -5.62363863e+01   2.64775657e+00   0.00000000e+00   0.00000000e+00]]","[-0.23017661 -0.45222138  1.48956271 -0.0242148  -1.39916394  0.06284878
 -0.8708477   0.75272858  1.28510662 -0.05121903  0.        ]",[-2.03803015 -0.83269751],[-1.69362769 -1.2850518 ],-0.186154459698
19,[-0.38442808 -0.4153339 ],-3.11589,"[[ -1.20938754e+01  -2.89732816e+00  -1.60122775e-01   7.13011724e-03]
 [ -5.90824560e+01  -1.36087000e+00   0.00000000e+00   0.00000000e+00]]","[ 1.07661209 -0.44766019  0.69178558 -0.07454247 -1.39916318  0.06284877
 -0.92030601  0.20510932  1.13355103 -0.22981677  0.        ]",[-2.04951191 -0.6046744 ],[-2.16819393 -1.08458532],-0.169652918151
20,[-0.38442808 -0.4153339 ],-2.7953,"[[ -1.33035188e+01  -2.96396875e+00  -1.60122775e-01   7.13011724e-03]
 [ -6.18726423e+01  -5.29021623e+00   0.00000000e+00   0.00000000e+00]]","[ 0.86920544 -0.46886362 -0.96327307  0.19040659 -1.39916242  0.06284875
 -0.96879315 -0.33167942  0.93671242 -0.07803921  0.        ]",[-1.74802423  0.04307419],[-2.25077394  1.48051411],-0.141836140661
21,[-0.38442808 -0.4153339 ],-3.13463,"[[ -1.45684083e+01  -3.02378028e+00  -1.60122775e-01   7.13011724e-03]
 [ -6.46071176e+01  -6.39293410e-01   0.00000000e+00   0.00000000e+00]]","[-0.73200598 -0.48224121 -1.31015617  0.43095552 -1.39916166  0.06284874
 -1.01631212  0.30368416  1.02691777  0.11281711  0.        ]",[-2.16906714 -0.19575322],[-1.30933783 -0.94684631],-0.152670597179
22,[-0.38442808 -0.4153339 ],-3.27972,"[[ -1.58874425e+01  -3.02316344e+00  -1.60122775e-01   7.13011724e-03]
 [ -6.72873725e+01   3.65410022e-01   0.00000000e+00   0.00000000e+00]]","[-1.51428782 -0.48213061  0.28569996  0.42846441 -1.3991609   0.06284873
 -1.06288881  0.44093686  1.1746743   0.09062369  0.        ]",[-1.97818148 -0.23969206],[-1.43182832 -1.73380315],-0.171565886881
23,[-0.38442808 -0.4153339 ],-3.09029,"[[ -1.72595496e+01  -3.01540270e+00  -1.60122775e-01   7.13011724e-03]
 [ -6.99145859e+01   3.51751630e-01   0.00000000e+00   0.00000000e+00]]","[-0.18076717 -0.48069142  1.49151019  0.39713979 -1.39916014  0.06284872
 -1.10854372  0.43907089  1.19496654 -0.07825672  0.        ]",[-1.71396482 -0.34619951],[-1.27713238 -0.53921249],-0.17486119552
24,[-0.38442808 -0.4153339 ],-3.06634,"[[ -1.86836793e+01  -3.00931127e+00  -1.60122775e-01   7.13011724e-03]
 [ -7.24897968e+01   2.43302050e-01   0.00000000e+00   0.00000000e+00]]","[ 1.20908749 -0.47949815  0.26602547  0.37257451 -1.39915939  0.06284871
 -1.1532949   0.42425546  1.03526941 -0.13703261  0.        ]",[-1.9964546  -0.37413198],[-2.4494077  -1.02900901],-0.15530468449
25,[-0.38442808 -0.4153339 ],-2.9244,"[[ -2.01588017e+01  -3.00611862e+00  -1.60122775e-01   7.13011724e-03]
 [ -7.50140392e+01   9.77611028e-02   0.00000000e+00   0.00000000e+00]]","[ 0.20321138 -0.47885035 -1.39463911  0.35970712 -1.39915863  0.0628487
 -1.19716031  0.40437298  0.9562232   0.0377932   0.        ]",[-2.0875349  -0.18275803],[-0.92765202  0.35648684],-0.143461156083
26,[-0.38442808 -0.4153339 ],-3.07703,"[[ -2.16810326e+01  -2.98998687e+00  -1.60122775e-01   7.13011724e-03]
 [ -7.72017329e+01   1.51080702e+00   0.00000000e+00   0.00000000e+00]]","[-1.47055451 -0.475343   -0.42443699  0.29477986 -1.39915787  0.06284868
 -1.23517718  0.59740951  1.11129641  0.15334339  0.        ]",[-2.26515031 -0.40640256],[-2.10273877 -0.59569389],-0.16376884043
27,[-0.38442808 -0.4153339 ],-3.10623,"[[ -2.32494582e+01  -2.98369594e+00  -1.60122775e-01   7.13011724e-03]
 [ -7.96327695e+01  -8.73695859e-01   0.00000000e+00   0.00000000e+00]]","[-0.57916261 -0.47386915  1.42068028  0.26950243 -1.39915711  0.06284867
 -1.27742277  0.27166168  1.23470379 -0.02774811  0.        ]",[-1.65191448 -0.24758808],[-2.2909633  -0.31568938],-0.179516476189
28,[-0.38442808 -0.4153339 ],-3.11103,"[[ -2.48660229e+01  -3.00730274e+00  -1.60122775e-01   7.13011724e-03]
 [ -8.20157215e+01  -6.22338213e-01   0.00000000e+00   0.00000000e+00]]","[ 1.17918504 -0.47909204  0.41056769  0.36447865 -1.39915635  0.06284866
 -1.31883272  0.30599968  1.05062363 -0.14886609  0.        ]",[-1.94650543 -0.30215156],[-2.39266801 -1.55369701],-0.157466823048
29,[-0.38442808 -0.4153339 ],-2.92069,"[[ -2.65297718e+01  -3.01098701e+00  -1.60122775e-01   7.13011724e-03]
 [ -8.43513797e+01   5.96510931e-02   0.00000000e+00   0.00000000e+00]]","[ 0.08476986 -0.47983143 -1.42246164  0.37933011 -1.39915559  0.06284865
 -1.35942074  0.39916643  0.96427666  0.05148629  0.        ]",[-2.09188557 -0.13916978],[-2.35650516 -0.44172018],-0.144479819458
30,[-0.38442808 -0.4153339 ],-3.05208,"[[ -2.82397698e+01  -3.00810367e+00  -1.60122775e-01   7.13011724e-03]
 [ -8.66407935e+01   1.69115779e-01   0.00000000e+00   0.00000000e+00]]","[-1.53566567 -0.47925432 -0.02713103  0.36770649 -1.39915483  0.06284864
 -1.39920508  0.41412036  1.15221802  0.12324462  0.        ]",[-2.08371139 -0.22079727],[-2.69956477  0.02691246],-0.168814933661
31,[-0.38442808 -0.4153339 ],-3.09498,"[[ -2.99951013e+01  -3.00364213e+00  -1.60122775e-01   7.13011724e-03]
 [ -8.88848757e+01   2.76743989e-01   0.00000000e+00   0.00000000e+00]]","[ 0.05231033 -0.47833672  1.47530111  0.34972962 -1.39915407  0.06284863
 -1.4382016   0.4288234   1.19195154 -0.09735679  0.        ]",[-1.75771773 -0.33043981],[-1.99513848 -0.63338132],-0.174696858654
32,[-0.38442808 -0.4153339 ],-2.96439,"[[ -3.17948689e+01  -3.00131842e+00  -1.60122775e-01   7.13011724e-03]
 [ -9.10845588e+01   2.08333530e-02   0.00000000e+00   0.00000000e+00]]","[ 1.12999741 -0.47784689 -0.5195298   0.34037109 -1.39915331  0.06284861
 -1.4764265   0.39386325  0.97723457 -0.09638813  0.        ]",[-2.00068426 -0.20831987],[-1.92864255  0.48054812],-0.147264212804
33,[-0.38442808 -0.4153339 ],-2.92276,"[[ -3.36381918e+01  -2.98176323e+00  -1.60122775e-01   7.13011724e-03]
 [ -9.32404975e+01   1.92849134e+00   0.00000000e+00   0.00000000e+00]]","[-0.99236548 -0.47340381 -1.14387999  0.2617412  -1.39915256  0.0628486
 -1.51389115  0.65446915  1.01825046  0.14457993  0.        ]",[-2.31849217 -0.38923091],[-2.5841914  -0.26857125],-0.151767156922
34,[-0.38442808 -0.4153339 ],-3.29619,"[[ -3.55242050e+01  -2.95418186e+00  -1.60122775e-01   7.13011724e-03]
 [ -9.53538043e+01   8.33522775e-01   0.00000000e+00   0.00000000e+00]]","[-0.93938957 -0.46616223  1.23192502  0.15126635 -1.3991518   0.06284859
 -1.55061489  0.50488484  1.25290911  0.03909904  0.        ]",[-1.82863986 -0.3692953 ],[-1.21551644 -1.99855301],-0.181589165541
35,[-0.38442808 -0.4153339 ],-3.13067,"[[ -3.74520687e+01  -2.97733140e+00  -1.60122775e-01   7.13011724e-03]
 [ -9.74257600e+01  -3.13535250e+00   0.00000000e+00   0.00000000e+00]]","[ 1.18609501 -0.47231686  0.38262933  0.24395442 -1.39915104  0.06284858
 -1.58661997 -0.03730525  1.05595156 -0.1686021   0.        ]",[-1.82322836 -0.12828356],[-2.4996947  -1.63615332],-0.158519001176
36,[-0.38442808 -0.4153339 ],-3.05327,"[[ -3.94209621e+01  -3.04045758e+00  -1.60122775e-01   7.13011724e-03]
 [ -9.94566303e+01  -9.55963557e-01   0.00000000e+00   0.00000000e+00]]","[-0.36222024 -0.48500891 -1.42785316  0.49836918 -1.39915028  0.06284857
 -1.62191101  0.2604222   1.01472465  0.08977635  0.        ]",[-2.07025743  0.01774693],[-2.0677715  -0.61870034],-0.151011871653
37,[-0.38442808 -0.4153339 ],-3.08496,"[[ -4.14300642e+01  -3.03739064e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.01446949e+02   6.94596674e-01   0.00000000e+00   0.00000000e+00]]","[-1.30329643 -0.48453107  0.83965952  0.48596251 -1.39914952  0.06284856
 -1.65649728  0.48590605  1.19592035  0.03230641  0.        ]",[-1.82932293 -0.13212091],[-1.88085262  1.15417866],-0.174276727838
38,[-0.38442808 -0.4153339 ],-3.12705,"[[ -4.34785744e+01  -2.98385745e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.03397471e+02   4.64599824e+00   0.00000000e+00   0.00000000e+00]]","[ 1.0563713  -0.47390655  0.73227745  0.27015017 -1.39914876  0.06284855
 -1.6903919   1.02570894  1.09204012 -0.16667663  0.        ]",[-2.23405695 -0.68042731],[-1.67632207 -1.44811072],-0.163056458675
39,[-0.38442808 -0.4153339 ],-2.85605,"[[ -4.55657079e+01  -2.93150380e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.05309593e+02   6.03303623e-01   0.00000000e+00   0.00000000e+00]]","[-0.17165098 -0.45935636 -1.4444544   0.06085886 -1.399148    0.06284853
 -1.72361916  0.47343397  0.90825332  0.06342524  0.        ]",[-2.17951131 -0.29110706],[-3.75832975 -1.23672587],-0.137280102121
40,[-0.38442808 -0.4153339 ],-3.20166,"[[ -4.76907104e+01  -2.95918569e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.07184534e+02  -3.35845560e+00   0.00000000e+00   0.00000000e+00]]","[-1.32031998 -0.46755986  0.81194573  0.17126797 -1.39914724  0.06284852
 -1.75620019 -0.06778433  1.22301098  0.10217938  0.        ]",[-1.68771458  0.01893067],[-1.38842438  0.17341706],-0.177813614599
41,[-0.38442808 -0.4153339 ],-3.06678,"[[ -4.98528405e+01  -3.01233219e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.09022242e+02  -1.13307227e+00   0.00000000e+00   0.00000000e+00]]","[ 1.11203961 -0.48009506  0.61238864  0.38475383 -1.39914648  0.06284851
 -1.78813414  0.23622663  1.06836612 -0.14922727  0.        ]",[-1.90418017 -0.18826827],[-2.0288806  -0.37624395],-0.159727499584
42,[-0.38442808 -0.4153339 ],-2.95707,"[[ -5.20513555e+01  -3.01776387e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.10823254e+02   1.96783848e-01   0.00000000e+00   0.00000000e+00]]","[-0.44922345 -0.48113685 -1.41074445  0.40666603 -1.39914573  0.0628485
 -1.81943032  0.41789905  0.9984616   0.09705199  0.        ]",[-2.14136171 -0.0763135 ],[-2.08602298 -0.07179365],-0.148947282711
43,[-0.38442808 -0.4153339 ],-3.18562,"[[ -5.42855328e+01  -3.01168533e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.12588595e+02   3.20657937e-01   0.00000000e+00   0.00000000e+00]]","[-1.03657541 -0.4799678   1.15374086  0.38214515 -1.39914497  0.06284849
 -1.85010654  0.43482148  1.21630127  0.01456036  0.        ]",[-1.76320767 -0.14661053],[-1.26965495 -0.48809318],-0.176943437831
44,[-0.38442808 -0.4153339 ],-3.04447,"[[ -5.65546665e+01  -3.00675213e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.14319005e+02   1.78971876e-01   0.00000000e+00   0.00000000e+00]]","[ 1.22803694 -0.47897806  0.01479739  0.36225884 -1.39914421  0.06284848
 -1.88017566  0.41546556  1.01526694 -0.12801296  0.        ]",[-1.98550332 -0.19435459],[-2.02198494 -0.15522613],-0.152607280192
45,[-0.38442808 -0.4153339 ],-3.10522,"[[ -5.88580647e+01  -3.00381244e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.16015168e+02   1.12763934e-01   0.00000000e+00   0.00000000e+00]]","[-1.08483725 -0.47837081 -1.06198138  0.35041483 -1.39914345  0.06284846
 -1.90964956  0.40642076  1.04599883  0.13901291  0.        ]",[-2.23336864 -0.1619249 ],[-1.37721774 -0.44207985],-0.155283979717
46,[-0.38442808 -0.4153339 ],-3.09168,"[[ -6.11950494e+01  -3.00244166e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.17677763e+02   3.77837047e-02   0.00000000e+00   0.00000000e+00]]","[-0.24538834 -0.47808314  1.48858312  0.34489359 -1.39914269  0.06284845
 -1.93854005  0.39617757  1.20903801 -0.07022092  0.        ]",[-1.76023746 -0.21502024],[-1.75875357 -0.08319061],-0.176580257361
47,[-0.38442808 -0.4153339 ],-2.92611,"[[ -6.35649558e+01  -3.00160324e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.19307444e+02   3.88570158e-02   0.00000000e+00   0.00000000e+00]]","[ 0.87295765 -0.47790575 -0.9588671   0.3415171  -1.39914193  0.06284844
 -1.9668585   0.39632411  0.9544889  -0.04923798  0.        ]",[-1.99382675 -0.06216964],[-1.60231551  0.6231033 ],-0.143771181203
48,[-0.38442808 -0.4153339 ],-3.04072,"[[ -6.59671298e+01  -2.97599009e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.20904560e+02   2.51451635e+00   0.00000000e+00   0.00000000e+00]]","[-1.53646277 -0.47198074  0.01433186  0.23857269 -1.39914117  0.06284843
 -1.99461094  0.73452565  1.15118881  0.15079398  0.        ]",[-2.2052989  -0.32862329],[-3.0480063 -0.1155395],-0.168865529382
49,[-0.38442808 -0.4153339 ],-3.16806,"[[ -6.84009270e+01  -2.93067425e+00  -1.60122775e-01   7.13011724e-03]
 [ -1.22469941e+02   2.01925154e+00   0.00000000e+00   0.00000000e+00]]","[ 0.89033822 -0.45909182  0.9851808   0.05755882 -1.39914041  0.06284842
 -2.02181183  0.66686695  1.15887731 -0.19256463  0.        ]",[-2.09376383 -0.53151566],[-1.90115568 -1.47626697],-0.172037193565
