timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.08945716  0.02546961 -0.14961241 -0.11551013]
 [-0.00102598  0.00059488  0.          0.        ]]",-3.39872,[-0.26231048 -0.34188193],"[ 1.19395258  2.43811871 -0.10293501  0.94216188 -1.28968026 -0.99158101
  0.01109109  0.38153136  2.55912572  0.88842626  0.        ]",[-3.87659979 -2.49360418],[-4.19463213 -3.56872711],-0.372532798926
1,"[[-0.12915254 -0.01423101 -0.14961241 -0.11551013]
 [-3.9553502  -3.95747071  0.          0.        ]]",-3.36539,[-0.26231048 -0.34188193],"[ 1.18797506  2.43844055 -0.16126902  0.79536381 -1.28967854 -0.99158003
 -0.0762649  -0.16164922  2.54891015  0.78362853  0.        ]",[-3.72680521 -2.31383467],[-3.87203981 -3.6480429 ],-0.368061521999
2,"[[-0.2471502  -0.13230696 -0.14961241 -0.11551013]
 [-7.83153479 -7.83719485  0.          0.        ]]",-3.16526,[-0.26231048 -0.34188193],"[ 1.15753025  2.42563969 -0.33254592  0.36015349 -1.28967682 -0.99157904
 -0.1618947  -0.69407854  2.4809041   0.4797078   0.        ]",[-3.42696095 -2.10538006],[-3.09394042 -1.82589205],-0.352360133909
3,"[[ -0.441905    -0.32720652  -0.14961241  -0.11551013]
 [-11.63139349 -11.64007249   0.           0.        ]]",-2.8274,[-0.26231048 -0.34188193],"[ 1.06688696  2.36000574 -0.60313491 -0.34051865 -1.28967509 -0.99157805
 -0.24583834 -1.21596104  2.25398105  0.03094277  0.        ]",[-2.97247171 -1.81756234],[-1.74161055 -1.19196878],-0.31906966449
4,"[[ -0.71191146  -0.59740683  -0.14961241  -0.11551013]
 [-15.3570944  -15.36749171   0.           0.        ]]",-2.29002,[-0.26231048 -0.34188193],"[ 0.86424501  2.18207958 -0.93670528 -1.23208943 -1.28967337 -0.99157706
 -0.32814374 -1.72748602  1.75524831 -0.40336443  0.        ]",[-2.32649326 -1.3963151 ],[-1.83621004 -1.5602191 ],-0.259886225667
5,"[[ -1.05571119  -0.94141174  -0.14961241  -0.11551013]
 [-19.01115852 -19.02074319   0.           0.        ]]",-1.5145,[-0.26231048 -0.34188193],"[ 0.49918373  1.82941141 -1.25748429 -2.14136211 -1.28967164 -0.99157608
 -0.40886656 -2.22882895  0.98844152 -0.53279728  0.        ]",[-1.70538533 -0.94626111],[-2.08461053 -0.80054523],-0.169306947973
6,"[[ -1.47189854  -1.34982674  -0.14961241  -0.11551013]
 [-22.59617657 -21.81135674   0.           0.        ]]",-0.830426,[-0.26231048 -0.34188193],"[-0.04442462  1.28227791 -1.44208738 -2.75999344 -1.28966992 -0.99157509
 -0.48806404 -2.61178445  0.23732083 -0.09220464  0.        ]",[-1.43921745 -0.83402288],[-2.61500261 -0.21860299],-0.0581218469346
7,"[[ -1.95910743  -1.79037486  -0.14961241  -0.11551013]
 [-26.11325699 -22.24195505   0.           0.        ]]",-0.837541,[-0.26231048 -0.34188193],"[-0.70326291  0.6351554  -1.33923797 -2.76110543 -1.2896682  -0.9915741
 -0.56576064 -2.6708659  -0.01945476  0.77416988  0.        ]",[-1.42955673 -1.05134356],[ 0.0231822  -0.76656599],-0.0884208746436
8,"[[ -2.47533378  -2.26122337  -0.14961241  -0.11551013]
 [-25.51128771 -24.83436614   0.           0.        ]]",-1.0397,[-0.26231048 -0.34188193],"[-1.26569724  0.01460823 -0.88460874 -2.002978   -1.28966647 -0.99157312
 -0.55246197 -3.02661406  0.37932063  1.42077269  0.        ]",[-1.62985194 -0.9550122 ],[-1.75209543 -1.1576381 ],-0.17948286341
9,"[[ -3.02027079  -2.79268535  -0.14961241  -0.11551013]
 [-28.97055464 -28.30047467   0.           0.        ]]",-1.48821,[-0.26231048 -0.34188193],"[-1.55071262 -0.43391187 -0.14977542 -0.41620743 -1.28966475 -0.99157213
 -0.62888139 -3.50225225  0.95038065  1.33423946  0.        ]",[-1.65375912 -0.38325477],[-2.24315325 -1.28484955],-0.213330688203
