timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.369256226418,[-0.37714216 -0.31961927],[-1.60960197  1.74021983],-1.75437,"[ 1.17771009  2.26477675  0.80803404 -0.85387038 -1.32929847 -0.40650701
  0.60682125 -0.38453468  2.31295144  0.52779754  0.        ]","[[ 0.07868248 -0.0050854  -0.15443327 -0.04714448]
 [ 0.00373868  0.00060529  0.          0.        ]]",[-1.52636728  1.17927908]
1,-0.368832399699,[-0.37714216 -0.31961927],[-1.38132477  1.57361078],-1.85444,"[ 1.18152631  2.26392399  0.74353348 -0.7211884  -1.32929395 -0.40650643
  0.43450765  0.17995033  2.31460234  0.49416968  0.        ]","[[ 0.03905057  0.03466987 -0.15443327 -0.04714448]
 [-3.95374859  3.96171502  0.          0.        ]]",[-0.78845973  2.05477357]
2,-0.367115890393,[-0.37714216 -0.31961927],[-1.06992424  1.4496789 ],-1.78528,"[ 1.17869644  2.24819003  0.56495393 -0.32863876 -1.32928942 -0.40650585
  0.30203941  0.73320642  2.31281558  0.4087359   0.        ]","[[-0.07054937  0.15285683 -0.15443327 -0.04714448]
 [-6.99611568  7.84403255  0.          0.        ]]",[-1.58391638  2.12934706]
3,-0.362358209108,[-0.37714216 -0.31961927],[-0.49182037  1.34015155],-1.75651,"[ 1.13232713  2.17959153  0.27842925  0.30118639 -1.32928489 -0.40650526
  0.13575197  1.27553554  2.29124215  0.27451047  0.        ]","[[ -0.24878947   0.34792125  -0.15443327  -0.04714448]
 [-10.81520357  11.64969047   0.           0.        ]]",[-0.31504669  1.93059071]
4,-0.352632324398,[-0.37714216 -0.31961927],[ 0.05390921  1.21703649],-1.61817,"[ 1.00104279  2.00159264 -0.06643666  1.09807486 -1.32928037 -0.40650468
  0.09072957  1.80694397  2.22942567  0.13474167  0.        ]","[[ -0.47546801   0.61833035  -0.15443327  -0.04714448]
 [-11.8492208   15.37875618   0.           0.        ]]",[ 0.5436326   0.98503025]
5,-0.337826553506,[-0.37714216 -0.31961927],[ 0.27430367  0.99001127],-1.40187,"[ 0.80952075  1.65631177 -0.35607944  1.90134612 -1.32927584 -0.4065041
  0.19452545  2.31919863  2.12401449  0.10295948  0.        ]","[[ -0.68853577   0.9619723   -0.15443327  -0.04714448]
 [ -9.46536049  18.97348733   0.           0.        ]]",[ 0.24841896  0.0221031 ]
6,-0.317859522379,[-0.37714216 -0.31961927],[ 0.52820837  0.83335185],-1.32031,"[ 0.60575485  1.17063566 -0.56216262  2.41147356 -1.32927132 -0.40650351
  0.24548545  2.27803569  1.97729833  0.16879103  0.        ]","[[ -0.86610061   1.33854493  -0.15443327  -0.04714448]
 [ -8.29496886  18.68475814   0.           0.        ]]",[ 0.17261926  1.28396886]
7,-0.290899174624,[-0.37714216 -0.31961927],[ 0.63456857  0.34617713],-1.09271,"[ 0.39699424  0.59264007 -0.71236517  2.44865567 -1.32926679 -0.40650293
  0.28236764  2.78949193  1.77350494  0.28529458  0.        ]","[[ -1.02350278   1.74825199  -0.15443327  -0.04714448]
 [ -7.44789798  22.27400825   0.           0.        ]]",[ 0.69915713 -0.68707995]
8,-0.25842829493,[-0.37714216 -0.31961927],[ 0.44663468  0.16127291],-0.932401,"[ 0.22382707  0.05138901 -0.80371698  1.93449793 -1.32926226 -0.40650235
  0.40932618  2.33888447  1.52006514  0.41445417  0.        ]","[[ -1.14320565   2.16200668  -0.15443327  -0.04714448]
 [ -4.53206917  19.11206775   0.           0.        ]]",[-0.01451929 -0.31705926]
9,-0.225303853391,[-0.37714216 -0.31961927],[ 0.39923295 -0.03624403],-0.820119,"[ 0.08660343 -0.3183147  -0.85864502  1.0855182  -1.32925774 -0.40650176
  0.41075315  2.10603931  1.26094201  0.48947357  0.        ]","[[ -1.23351738   2.52785487  -0.15443327  -0.04714448]
 [ -4.4992829   17.4782011    0.           0.        ]]",[-0.6231996   1.12680135]
10,-0.186855939369,[-0.37714216 -0.31961927],[ 0.50072253 -0.28628743],-0.525016,"[-0.09252929 -0.54092802 -0.90997336 -0.08269108 -1.32925321 -0.40650118
  0.30721512  2.62093832  0.96996669  0.49824041  0.        ]","[[ -1.34736094   2.91367386  -0.15443327  -0.04714448]
 [ -6.87719258  21.09164201   0.           0.        ]]",[ 0.35005437 -1.35478133]
11,-0.165900006635,[-0.37714216 -0.31961927],[ 0.60259128  0.46973825],-0.700217,"[-0.29010902 -0.57705281 -0.94216551 -0.73765335 -1.32924869 -0.4065006
  0.37345276 -0.1762093   0.81610828  0.47836121  0.        ]","[[-1.46964243  3.11185384 -0.15443327 -0.04714448]
 [-5.35592712  1.46273808  0.          0.        ]]",[ 0.03112478 -0.51628292]
12,-0.169722488816,[-0.37714216 -0.31961927],[ 0.7940203   0.70716774],-0.910264,"[-0.46155532 -0.57590644 -0.95048641 -0.67018399 -1.32924416 -0.40650002
  0.38342715 -0.72298057  0.84614344  0.47573488  0.        ]","[[-1.57446296  3.09162511 -0.15443327 -0.04714448]
 [-5.12683717 -2.37421833  0.          0.        ]]",[ 1.62093702  0.16086352]
13,-0.174378885257,[-0.37714216 -0.31961927],[ 0.57153738  0.72228193],-0.800672,"[-0.56271486 -0.57166693 -0.9470033  -0.53019022 -1.32923963 -0.40649943
  0.56024106 -0.63703396  0.88407972  0.46724581  0.        ]","[[-1.63625612  3.04957661 -0.15443327 -0.04714448]
 [-1.06601022 -1.7710993   0.          0.        ]]",[-0.00435769  0.26694085]
14,-0.176968836259,[-0.37714216 -0.31961927],[ 0.60241497  0.68793058],-0.860857,"[-0.59747764 -0.56781709 -0.94436327 -0.44436505 -1.32923511 -0.40649885
  0.56040957 -0.51168986  0.9055692   0.46064216  0.        ]","[[-1.65753725  3.02372211 -0.15443327 -0.04714448]
 [-1.06211944 -0.8915085   0.          0.        ]]",[ 0.45844853  0.55225397]
