timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.196492356623,[-0.42846   -0.3624135],[-0.9222241   1.61326981],-2.3919,"[ 1.22882003  2.33575641  0.75582481 -0.55910384  1.21090938  1.65757005
  0.59368092 -0.38929457  0.21163359 -1.5656104   0.        ]","[[-0.00184997  0.09214297  0.13969508  0.19338911]
 [ 0.00282169 -0.0023755   0.          0.        ]]",[-0.25557978  1.84399355]
1,-0.194289897349,[-0.42846   -0.3624135],[-0.9827413   1.52439463],-2.27276,"[ 1.22869922  2.32932066  0.73910679 -0.41948052  1.2109066   1.65756428
  0.55273028  0.17151695  0.20912791 -1.54663797  0.        ]","[[-0.0119536   0.13182771  0.13969508  0.19338911]
 [-1.00980733  3.95765021  0.          0.        ]]",[-0.67026308  1.58312738]
2,-0.190890422999,[-0.42846   -0.3624135],[-0.91019851  1.4724834 ],-2.15967,"[ 1.22591719  2.29687748  0.66203359 -0.00913874  1.21090382  1.6575585
  0.44625274  0.72131223  0.19917405 -1.52011064  0.        ]","[[-0.05856756  0.24993257  0.13969508  0.19338911]
 [-3.64281712  7.83989012  0.          0.        ]]",[-0.36659919  1.79958874]
3,-0.186828033511,[-0.42846   -0.3624135],[-0.89450258  1.39049375],-2.00933,"[ 1.2109999   2.20088665  0.51937096  0.63893304  1.21090104  1.65755272
  0.39046171  1.26014773  0.17200384 -1.49517304  0.        ]","[[ -0.14526609   0.44490591   0.13969508   0.19338911]
 [ -5.02243033  11.64475295   0.           0.        ]]",[-0.07810111  1.90024945]
4,-0.177256888487,[-0.42846   -0.3624135],[-1.05162072  1.25005186],-1.64922,"[ 1.17713505  1.98699067  0.35300794  1.43703324  1.21089827  1.65754694
  0.38193524  1.78824358  0.10795903 -1.43517738  0.        ]","[[ -0.2478306    0.7152159    0.13969508   0.19338911]
 [ -5.2332661   15.37381063   0.           0.        ]]",[-1.21004827  1.20581253]
5,-0.167972424935,[-0.42846   -0.3624135],[-1.02207899  1.11385643],-1.6507,"[ 1.10105376  1.6024576   0.12804434  2.2027728   1.21089549  1.65754116
  0.22608366  2.30601755 -0.00978333 -1.39254157  0.        ]","[[ -0.39116315   1.05937703   0.13969508   0.19338911]
 [ -9.08721631  19.03003695   0.           0.        ]]",[-1.53462765  1.31842353]
6,-0.167562457563,[-0.42846   -0.3624135],[-0.8722896   0.87845302],-1.73122,"[ 0.92297594  1.03089594 -0.19008696  2.63986303  1.21089271  1.65753539
  0.07329403  2.81344103 -0.193538   -1.42368299  0.        ]","[[ -0.61081449   1.47593067   0.13969508   0.19338911]
 [-12.8654497   22.61325934   0.           0.        ]]",[-0.71229588  1.514031  ]
7,-0.176535568773,[-0.42846   -0.3624135],[-0.90772623  0.45195845],-1.67737,"[ 0.59691994  0.33964578 -0.53087213  2.38634166  1.21088993  1.65752961
 -0.03045145  3.31067663 -0.46533753 -1.49066754  0.        ]","[[ -0.89386288   1.96342776   0.13969508   0.19338911]
 [-15.4309025   26.12466017   0.           0.        ]]",[-1.16459644  0.63396754]
8,-0.197456663003,[-0.42846   -0.3624135],[-0.8566944   0.02930513],-1.72918,"[ 0.08815993 -0.27152512 -0.80554712  1.21728761  1.21088716  1.65752383
 -0.17821501  3.59275393 -0.82526077 -1.55984683  0.        ]","[[ -1.23914091   2.50590977   0.13969508   0.19338911]
 [-19.08484887  28.11684548   0.           0.        ]]",[-1.32453746  0.28950406]
9,-0.226397438459,[-0.42846   -0.3624135],[-0.86354882 -0.11413828],-1.86409,"[-0.60781142 -0.55109881 -0.88960172 -0.64630611  1.21088438  1.65751805
 -0.32307374  2.94831193 -1.23746332 -1.57116468  0.        ]","[[ -1.6567766    3.07415464   0.13969508   0.19338911]
 [-22.66696418  23.56632807   0.           0.        ]]",[ 0.14739694 -0.78018466]
10,-0.230414460357,[-0.42846   -0.3624135],[-1.0471673   1.03603232],-2.13554,"[-1.31611493 -0.54918685 -0.66956849 -1.18476878  1.2108816   1.65751228
 -0.28137189 -0.58439728 -1.32760967 -1.53334575  0.        ]","[[ -2.09977271   3.22638751   0.13969508   0.19338911]
 [-21.63575709  -1.37996087   0.           0.        ]]",[-1.28574102  1.79120383]
11,-0.228549458205,[-0.42846   -0.3624135],[-1.18935657  1.10629237],-2.18526,"[-1.88316113 -0.55421052 -0.13909925 -0.94051145  1.21087882  1.6575065
 -0.42416965 -0.96632726 -1.24407717 -1.58809526  0.        ]","[[ -2.56791768   3.15730077   0.13969508   0.19338911]
 [-25.16690569  -4.07697633   0.           0.        ]]",[-1.19211042  1.82278604]
12,-0.237531979594,[-0.42846   -0.3624135],[-1.3606813   1.05336726],-2.2615,"[-2.15284539 -0.55221263  0.69998144 -0.69087384  1.21087604  1.65750072
 -0.56413103 -0.78764301 -1.22434518 -1.69661981  0.        ]","[[ -3.10598144   3.0867671    0.13969508   0.19338911]
 [-28.62791848  -2.81520377   0.           0.        ]]",[-1.57138791  0.41737547]
13,-0.249008375702,[-0.42846   -0.3624135],[-1.51865864  0.96036148],-2.55495,"[-1.88560699 -0.54743594  1.65313622 -0.53837572  1.21087327  1.65749494
 -0.70132023 -0.61039534 -1.28117904 -1.7694561   0.        ]","[[ -3.71257751   3.04356739   0.13969508   0.19338911]
 [-32.02038532  -1.56357324   0.           0.        ]]",[ 0.27674222  1.13008842]
14,-0.254632102128,[-0.42846   -0.3624135],[-1.51568985  0.89059711],-2.51457,"[-1.08481097 -0.54397705  2.29742784 -0.46111114  1.21087049  1.65748917
 -0.63137234 -0.49198303 -1.36046604 -1.76287491  0.        ]","[[ -4.33563085   3.0216148    0.13969508   0.19338911]
 [-30.2907206   -0.72740817   0.           0.        ]]",[-1.04006201  0.31466315]
15,-0.252333640733,[-0.42846   -0.3624135],[-1.46545386  0.82841176],-2.33406,"[-0.02321332 -0.54203395  2.35667025 -0.42341874  1.21086771  1.65748339
 -0.76723277 -0.44195206 -1.41324524 -1.69137199  0.        ]","[[ -4.97515329   3.01088516   0.13969508   0.19338911]
 [-33.65032965  -0.37411792   0.           0.        ]]",[-2.38102283  0.35699286]
16,-0.242609513943,[-0.42846   -0.3624135],[-1.33380842  0.80073047],-2.29277,"[ 0.93149562 -0.54102259  1.69582668 -0.40499422  1.21086493  1.65747761
 -0.90040383 -0.41359504 -1.41070592 -1.58710295  0.        ]","[[ -5.68120074   3.005635     0.13969508   0.19338911]
 [-36.94344363  -0.17387817   0.           0.        ]]",[-1.54745865  0.1067761 ]
