timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.190131380164,[-0.59314358 -0.56140912],[ 1.81660879 -0.65957415],-3.43864,"[ 0.87504692  1.28217317  0.06193264  1.07402733  0.25509688  0.56595335
 -0.35320773  0.33640153  1.27101144 -0.43681169  0.        ]","[[ 0.06379902 -0.03988107  0.02821891  0.06549458]
 [-0.00356264 -0.00373522  0.          0.        ]]",[ 1.70713987 -0.05425125]
1,-0.187407925461,[-0.59314358 -0.56140912],[ 1.37742829 -0.82896173],-3.3866,"[ 0.86952412  1.28205657  0.12313802  1.06827205  0.25509678  0.56595306
 -0.12715812  0.29742736  1.26565723 -0.33023875  0.        ]","[[ 0.10341983 -0.04212575  0.02821891  0.06549458]
 [ 3.95247104 -0.22000652  0.          0.        ]]",[ 0.83472966 -0.72716579]
2,-0.180738752351,[-0.59314358 -0.56140912],[ 1.0956527  -0.72116888],-3.32547,"[ 0.84007555  1.27960902  0.29358191  0.98309267  0.25509667  0.56595276
  0.05712167 -0.22088319  1.23786436 -0.07152152  0.        ]","[[ 0.21482696 -0.07538343  0.02821891  0.06549458]
 [ 7.17750217 -3.09616914  0.          0.        ]]",[ 1.75819287 -0.27831872]
3,-0.170628979159,[-0.59314358 -0.56140912],[ 0.35619968 -1.02571988],-3.20135,"[ 0.7488586   1.26951487  0.5620155   0.79858081  0.25509656  0.56595247
  0.27507543 -0.40869014  1.15544369  0.31389887  0.        ]","[[  0.39664744  -0.14776333   0.02821891   0.06549458]
 [ 10.99185256  -4.13833117   0.           0.        ]]",[ 0.40620784 -1.47576869]
4,-0.15878934492,[-0.59314358 -0.56140912],[-0.3743414  -1.05531871],-3.0843,"[ 0.5575957   1.23796835  0.87699403  0.49334858  0.25509646  0.56595217
  0.35456277 -1.10755305  0.99495536  0.73847346  0.        ]","[[  0.63044157  -0.26944009   0.02821891   0.06549458]
 [ 12.38294065  -8.01640079   0.           0.        ]]",[-0.26931131 -1.57638492]
5,-0.147965037986,[-0.59314358 -0.56140912],[-0.99788809 -0.96957451],-3.04409,"[ 0.29204357  1.14852634  1.14298415  0.01915718  0.25509635  0.56595188
  0.27978239 -1.79237769  0.8109832   1.01437272  0.        ]","[[  0.8649698   -0.46789663   0.02821891   0.06549458]
 [ 11.07423302 -11.81658208   0.           0.        ]]",[ 0.15410747 -0.95446981]
6,-0.135762765298,[-0.59314358 -0.56140912],[-1.3248378  -0.23556721],-3.13029,"[-0.0192713   0.95572403  1.33790337 -0.55332929  0.25509624  0.56595158
  0.30218996 -2.43124632  0.63331566  1.11777238  0.        ]","[[  1.09038905  -0.73979859   0.02821891   0.06549458]
 [ 11.46638349 -15.36177195   0.           0.        ]]",[-1.49114292  0.0926957 ]
7,-0.121337840367,[-0.59314358 -0.56140912],[-0.65896821  0.37578437],-3.01967,"[-0.30845916  0.66432069  1.4472907  -1.03673185  0.25509613  0.56595129
  0.06314921 -2.31000592  0.48804487  1.05361825  0.        ]","[[  1.27774485  -1.04028344   0.02821891   0.06549458]
 [  7.28300409 -14.68902627   0.           0.        ]]",[-0.66260889 -0.1480236 ]
8,-0.10657543201,[-0.59314358 -0.56140912],[ 0.0898391   1.10776794],-2.85298,"[-0.49977427  0.32069132  1.48966573 -1.31960198  0.25509603  0.56595099
 -0.09490833 -2.36306451  0.39739191  0.83262633  0.        ]","[[  1.39565285  -1.33701792   0.02821891   0.06549458]
 [  4.51688743 -14.98348948   0.           0.        ]]",[ 1.35156134  0.36811738]
9,-0.0891929891969,[-0.59314358 -0.56140912],[-0.68748701  0.88116032],-2.72038,"[-0.71385134 -0.0299678   1.51174081 -1.38640112  0.25509592  0.5659507
  0.12609165 -2.04703241  0.25847525  0.62901251  0.        ]","[[  1.52479398  -1.61909321   0.02821891   0.06549458]
 [  8.38453898 -13.22980593   0.           0.        ]]",[  1.70567210e-05  -1.30881426e-01]
