timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.300992282981,"[[ 0.04312288 -0.0719172  -0.02232364 -0.19039305]
 [-0.00053528 -0.00450004  0.          0.        ]]",[-3.0479393  -3.20783663],-3.13129,"[ 0.83663603  1.58669468  0.01804155  0.72961031 -0.19236788 -1.65082731
 -0.43769212  0.35452296  1.58750613  2.16845966  0.        ]",[-0.37291381 -0.32348004],[-3.40834694 -3.33227078]
1,-0.292684326497,"[[  3.43711783e-03  -1.11718716e-01  -2.23236371e-02  -1.90393046e-01]
 [ -3.95488505e+00  -3.96246559e+00   0.00000000e+00   0.00000000e+00]]",[-2.5653801  -2.58075619],-3.09886,"[ 0.83811676  1.58223505 -0.04611732  0.6185311  -0.19236771 -1.65082204
 -0.64991364 -0.26324408  1.58304437  2.03668757  0.        ]",[-0.37291381 -0.32348004],[-2.2802189  -2.48676463]
2,-0.266144381402,"[[-0.11455193 -0.22989353 -0.02232364 -0.19039305]
 [-7.83115265 -7.84208511  0.          0.        ]]",[-1.70817006 -1.56410551],-2.90548,"[ 0.82761064  1.55772239 -0.23652632  0.29232006 -0.19236754 -1.65081676
 -0.85794425 -0.86878214  1.52603114  1.65196553  0.        ]",[-0.37291381 -0.32348004],[-2.69523265 -2.15004241]
3,-0.217113155968,"[[ -0.30930078  -0.42488977  -0.02232364  -0.19039305]
 [-11.63120077 -11.64484847   0.           0.        ]]",[-0.29386434 -0.12409052],-2.56547,"[ 0.76199472  1.48128791 -0.54394488 -0.22436683 -0.19236737 -1.65081149
 -1.0618837  -1.46232182  1.29725471  1.07469976  0.        ]",[-0.37291381 -0.32348004],[-0.80377757 -0.38684755]
4,-0.145519877033,"[[ -0.57152533  -0.67082813  -0.02232364  -0.19039305]
 [-14.58158977 -12.94461742   0.           0.        ]]",[ 1.14996183  1.34916461],-2.10286,"[ 0.58316336  1.32529387 -0.92645327 -0.811314   -0.1923672  -1.65080621
 -1.22022287 -1.66518701  0.79219285  0.51289466  0.        ]",[-0.37291381 -0.32348004],[ 3.29850988  1.84612354]
5,-0.0759013562984,"[[ -0.82059474  -0.8874303   -0.02232364  -0.19039305]
 [-10.33929966  -8.72965481   0.           0.        ]]",[ 1.27182567  1.5605669 ],-1.59614,"[ 0.3276133   1.13985096 -1.23475096 -1.24243037 -0.19236703 -1.65080093
 -0.99254562 -1.00730634  0.20659241  0.26447241  0.        ]",[-0.37291381 -0.32348004],[ 0.41362922  1.40176056]
6,-0.0278230445389,"[[-1.0089278  -1.02056373 -0.02232364 -0.19039305]
 [-8.50001211 -4.59746668  0.          0.        ]]",[ 1.46697569  1.57860112],-1.50743,"[ 0.0885439   1.00736597 -1.42025809 -1.45810556 -0.19236686 -1.65079566
 -0.89383321 -0.36234665 -0.2212181   0.25270106  0.        ]",[-0.37291381 -0.32348004],[ 1.38020577  1.95349287]
7,-0.0113849948493,"[[-1.13755538 -1.07188168 -0.02232364 -0.19039305]
 [-4.37639705 -0.5478469   0.          0.        ]]",[ 1.03202212  1.13148761],-1.46757,"[-0.09266807  0.95314514 -1.51946828 -1.53013172 -0.19236669 -1.65079038
 -0.67252584  0.26972549 -0.46934221  0.29608056  0.        ]",[-0.37291381 -0.32348004],[ 0.6320843   0.07178895]
8,-0.0188072110088,"[[-1.19912211 -1.07988444 -0.02232364 -0.19039305]
 [-1.78888874 -0.25341688  0.          0.        ]]",[ 0.74385607  1.0571959 ],-1.48703,"[-0.18353348  0.94454611 -1.55845593 -1.54078054 -0.19236652 -1.65078511
 -0.53365857  0.31568043 -0.57191304  0.32059474  0.        ]",[-0.37291381 -0.32348004],[ 0.49403037 -0.04398287]
9,-0.0219503155994,"[[-1.21493153 -1.08665519 -0.02232364 -0.19039305]
 [ 0.20131991 -0.42309294  0.          0.        ]]",[ 0.45920837  0.98380888],-1.61099,"[-0.20723645  0.93724185 -1.567548   -1.54966564 -0.19236634 -1.65077983
 -0.42684732  0.28919676 -0.60138302  0.33175373  0.        ]",[-0.37291381 -0.32348004],[ 0.05001018  2.74539834]
