timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.408005937862,[-0.6651026  -0.63102424],[-4.1663146 -5.5124507],-6.98235,"[ 0.90017443  1.21076222 -0.10587726  1.4054757  -1.36451005 -1.56780913
 -0.30791793  0.33209136  3.4636924   2.91890687  0.        ]","[[-0.05874511  0.05807228 -0.15836861 -0.18173049]
 [ 0.00489405  0.00431321  0.          0.        ]]",[-4.26795356 -5.29898819]
1,-0.40211633639,[-0.6651026  -0.63102424],[-3.28604507 -3.92093778],-6.9987,"[ 0.89509043  1.2127196  -0.16634511  1.3045388  -1.3645089  -1.56780753
 -0.56209298 -0.42230626  3.45622004  2.73474952  0.        ]","[[-0.09832328  0.01844527 -0.15836861 -0.18173049]
 [-3.9495474  -3.95382749  0.          0.        ]]",[-3.37772949 -2.97674253]
2,-0.382023407893,[-0.6651026  -0.63102424],[-2.31523561 -2.05296636],-6.697,"[ 0.86487914  1.20654042 -0.34468297  1.00414689 -1.36450775 -1.56780594
 -0.811244   -1.16177212  3.37795319  2.19556502  0.        ]","[[-0.21620589 -0.09955857 -0.15836861 -0.18173049]
 [-7.82582722 -7.83362746  0.          0.        ]]",[-2.64467398 -1.23471393]
3,-0.341172293355,[-0.6651026  -0.63102424],[-1.58048928 -0.14859565],-6.06084,"[ 0.76674687  1.15735336 -0.62800662  0.51786606 -1.36450661 -1.56780435
 -1.05548634 -1.88659021  3.07547665  1.38530391  0.        ]","[[ -0.41084718  -0.29438756  -0.15836861  -0.18173049]
 [-11.62574204 -11.63658357   0.           0.        ]]",[-0.93607887  0.28432231]
4,-0.277455690411,[-0.6651026  -0.63102424],[-0.54918444  0.88686728],-5.07891,"[ 0.54064914  1.04630306 -0.97748115  0.00529707 -1.36450546 -1.56780276
 -1.27880531 -1.6278042   2.43353913  0.6032774   0.        ]","[[ -0.67822088  -0.51349657  -0.15836861  -0.18173049]
 [-15.10013773 -10.27880493   0.           0.        ]]",[-0.55875104  0.90156187]
5,-0.200732161111,[-0.6651026  -0.63102424],[ 1.09711409  1.76224101],-4.00278,"[ 0.15112789  0.92457078 -1.30508506 -0.34776609 -1.36450431 -1.56780116
 -1.40182622 -0.90838492  1.56929     0.18784274  0.        ]","[[ -0.99942739  -0.68120111  -0.15836861  -0.18173049]
 [-17.01410753  -6.50418619   0.           0.        ]]",[ 0.09059457  1.65356064]
6,-0.126541694837,[-0.6651026  -0.63102424],[ 2.46391439  2.06138563],-3.30212,"[-0.34822147  0.84822674 -1.50530764 -0.51752828 -1.36450316 -1.56779957
 -1.35727275 -0.12906014  0.73094601  0.20952292  0.        ]","[[ -1.33275598  -0.77025929  -0.15836861  -0.18173049]
 [-16.32096518  -2.41525543   0.           0.        ]]",[ 2.85692073  2.49637677]
7,-0.0734516606955,[-0.6651026  -0.63102424],[ 2.64617348  1.34153008],-3.00661,"[-0.80869486  0.84090422 -1.54694012 -0.53229821 -1.36450202 -1.56779798
 -1.08230731  0.63457864  0.13241173  0.46199442  0.        ]","[[ -1.61625467  -0.77836401  -0.15836861  -0.18173049]
 [-12.04308047   1.59137507   0.           0.        ]]",[ 2.30985052  0.28799284]
8,-0.0488217081488,[-0.6651026  -0.63102424],[ 2.50296736  1.16686046],-3.09739,"[-1.13021417  0.87899985 -1.5030367  -0.45272394 -1.36450087 -1.56779638
 -0.81271285  0.84570833 -0.20916355  0.69935676  0.        ]","[[-1.81503323 -0.73542166 -0.15836861 -0.18173049]
 [-7.84875231  2.69912381  0.          0.        ]]",[ 2.63026681  1.24625549]
9,-0.0419899142873,[-0.6651026  -0.63102424],[ 1.82497764 -0.35232744],-3.08459,"[-1.3110221   0.95548412 -1.45028929 -0.26945508 -1.36449972 -1.56779479
 -0.54851969  1.58994926 -0.34919337  0.77975464  0.        ]","[[-1.93076806 -0.64226016 -0.15836861 -0.18173049]
 [-3.73845484  6.6039847   0.          0.        ]]",[ 1.58867473 -0.21464423]
10,-0.0396566834513,[-0.6651026  -0.63102424],[ 0.86358225 -0.75175804],-3.04665,"[-1.36327698  1.04212707 -1.43091265 -0.0091899  -1.36449858 -1.5677932
 -0.28946094  1.402774   -0.32247815  0.68295359  0.        ]","[[-1.96509844 -0.52003366 -0.15836861 -0.18173049]
 [ 0.29196288  5.62192734  0.          0.        ]]",[ 0.72500847 -1.28456136]
11,-0.0452902499846,[-0.6651026  -0.63102424],[ 0.15012792 -0.01844501],-3.05935,"[-1.31064815  1.08517486 -1.45041762  0.1522753  -1.36449743 -1.56779161
 -0.1053851   0.62669053 -0.20033208  0.53541858  0.        ]","[[-1.93052545 -0.44845009 -0.15836861 -0.18173049]
 [ 3.15580162  1.55000334  0.          0.        ]]",[ 0.82701788 -0.18736643]
12,-0.0622461876516,[-0.6651026  -0.63102424],[-0.92823642 -0.46732444],-2.98572,"[-1.16217754  1.09787596 -1.49525251  0.20594703 -1.36449628 -1.56779001
  0.10091189  0.47922461  0.00978695  0.36357973  0.        ]","[[-1.83520699 -0.4252131  -0.15836861 -0.18173049]
 [ 6.36535544  0.77628581  0.          0.        ]]",[-1.4543932  -1.31040409]
13,-0.0762860369214,[-0.6651026  -0.63102424],[-0.45152807  0.86533022],-3.04273,"[-1.024259    1.08455444 -1.52428714  0.14974043 -1.36449513 -1.56778842
 -0.16136422 -0.27808429  0.16586043  0.27512461  0.        ]","[[-1.74884042 -0.44955382 -0.15836861 -0.18173049]
 [ 2.28488348 -3.19713268  0.          0.        ]]",[-0.85763822  1.1398946 ]
14,-0.0762436394343,[-0.6651026  -0.63102424],[ 0.2785466   0.05132689],-2.99683,"[-1.00621252  1.07099935 -1.52722796  0.09594534 -1.36449399 -1.56778683
 -0.38244316  0.48889199  0.16587678  0.28410864  0.        ]","[[-1.73765261 -0.47312089 -0.15836861 -0.18173049]
 [-1.15464631  0.82700762  0.          0.        ]]",[ 0.08906539  0.08324077]
15,-0.0743534006078,[-0.6651026  -0.63102424],[ 0.26655161 -0.06057381],-2.94683,"[-1.03736789  1.08236261 -1.5220242   0.14082786 -1.36449284 -1.56778523
 -0.35833474  0.54856502  0.14472724  0.28872021  0.        ]","[[-1.75698229 -0.4534394  -0.15836861 -0.18173049]
 [-0.77957154  1.14009861  0.          0.        ]]",[ 0.49173628 -1.38661972]
16,-0.0735634734136,[-0.6651026  -0.63102424],[-0.17854783  0.94211179],-3.01912,"[-1.03077422  1.07247911 -1.52317216  0.10167162 -1.36449169 -1.56778364
 -0.23221172 -0.21054697  0.13632521  0.30022071  0.        ]","[[-1.75288624 -0.47059895 -0.15836861 -0.18173049]
 [ 1.18263785 -2.84277733  0.          0.        ]]",[ 0.77911372  0.74238823]
17,-0.0815201314513,[-0.6651026  -0.63102424],[-0.99903369 -0.34533477],-3.00421,"[-0.94289251  1.05636092 -1.53601817  0.04118318 -1.36449054 -1.56778205
 -0.03567084  0.36023252  0.22431497  0.2617475   0.        ]","[[-1.6985541  -0.4974074  -0.15836861 -0.18173049]
 [ 4.24040206  0.15196334  0.          0.        ]]",[-0.78311192  0.08022678]
18,-0.0925309450249,[-0.6651026  -0.63102424],[-0.59050798 -0.32517305],-3.02358,"[-0.8567637   1.06016569 -1.54421315  0.05511449 -1.3644894  -1.56778046
 -0.24020032  0.42042654  0.34449956  0.20081542  0.        ]","[[-1.64567253 -0.49119927 -0.15836861 -0.18173049]
 [ 1.05835167  0.46778727  0.          0.        ]]",[-0.99309657 -0.09713874]
19,-0.0894002392859,[-0.6651026  -0.63102424],[ 0.35224453  0.24713957],-3.01036,"[-0.88688046  1.06345034 -1.54183489  0.06731094 -1.36448825 -1.56777886
 -0.49406218  0.34562698  0.31013177  0.2143889   0.        ]","[[-1.66413261 -0.48578113 -0.15836861 -0.18173049]
 [-2.89120763  0.07533314  0.          0.        ]]",[ 0.73444334  0.40784955]
20,-0.0855647187408,[-0.6651026  -0.63102424],[-0.20236674 -0.49904594],-2.9846,"[-0.93262833  1.07393849 -1.53721682  0.10735941 -1.3644871  -1.56777727
 -0.30366899  0.65293184  0.2677245   0.22802315  0.        ]","[[-1.69223696 -0.46809719 -0.15836861 -0.18173049]
 [ 0.07090762  1.6876866   0.          0.        ]]",[-0.45683715 -0.58969201]
21,-0.0832465444886,[-0.6651026  -0.63102424],[ 0.2611464   0.43782318],-3.06112,"[-0.9597729   1.07970851 -1.53389844  0.13016156 -1.36448595 -1.56777568
 -0.41986793  0.20166437  0.24214532  0.23715665  0.        ]","[[-1.70895711 -0.45809923 -0.15836861 -0.18173049]
 [-1.73690475 -0.68000068  0.          0.        ]]",[ 0.52025909  1.86653889]
22,-0.0830815551038,[-0.6651026  -0.63102424],[-0.16015342 -0.9689458 ],-2.94115,"[-0.98206107  1.09430907 -1.53084944  0.19057199 -1.36448481 -1.56777408
 -0.28546208  0.95875862  0.23961023  0.22895421  0.        ]","[[-1.72271487 -0.43184401 -0.15836861 -0.18173049]
 [ 0.35416456  3.29228527  0.          0.        ]]",[-0.28345039 -1.82148677]
23,-0.0847599187282,[-0.6651026  -0.63102424],[ 0.07257012  0.30243567],-2.98625,"[-0.98889265  1.10769911 -1.52985499  0.2498744  -1.36448366 -1.56777249
 -0.35789217  0.19174046  0.25712928  0.21139629  0.        ]","[[-1.72693771 -0.40637593 -0.15836861 -0.18173049]
 [-0.77269597 -0.73206568  0.          0.        ]]",[ 0.67030703  0.11356139]
24,-0.0860148909611,[-0.6651026  -0.63102424],[-0.51771331 -0.10982532],-2.96461,"[-0.9705943   1.10253484 -1.53245072  0.22652259 -1.36448251 -1.5677709
 -0.18647656  0.28001703  0.2710671   0.20784347  0.        ]","[[-1.71563423 -0.4163702  -0.15836861 -0.18173049]
 [ 1.89416605 -0.26890041  0.          0.        ]]",[-0.62758677 -1.15509787]
25,-0.0840947538795,[-0.6651026  -0.63102424],[-0.02484722  1.31465602],-3.03874,"[-0.95014249  1.07780568 -1.53511834  0.1225904  -1.36448137 -1.56776931
 -0.34837386 -0.47346615  0.25149195  0.23362904  0.        ]","[[-1.70302239 -0.46141325 -0.15836861 -0.18173049]
 [-0.62461327 -4.22223578  0.          0.        ]]",[ 0.20419793  1.36523752]
26,-0.0790963183227,[-0.6651026  -0.63102424],[-0.12147506  0.18759052],-2.98092,"[-0.95708342  1.05145711 -1.53423847  0.02355138 -1.36448022 -1.56776771
 -0.2957509   0.29708445  0.19789471  0.27919451  0.        ]","[[-1.70730056 -0.50529442 -0.15836861 -0.18173049]
 [ 0.19408636 -0.17935333  0.          0.        ]]",[ 0.54956094 -0.37588513]
