timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.0956088750851,[ 0.68321153  2.31031657],-1.75289,"[[-0.06685512  0.02757553  0.18577968  0.08157017]
 [ 0.00450958 -0.00334012  0.          0.        ]]","[ 1.0010685   0.91303377  0.39052694 -0.26324578  1.61123473  0.71224413
 -0.62720272  0.12772577 -0.61253138 -0.45911875  0.        ]",[ 0.39827314  2.07470369],[-0.69998664 -0.48905805]
1,-0.0859559188326,[-0.1183793  1.003539 ],-1.45539,"[[-0.03966423  0.06722668  0.18577968  0.08157017]
 [ 2.70559251  3.95526571  0.          0.        ]]","[ 1.00344731  0.91088915  0.4343697  -0.16817611  1.61123273  0.71224376
 -0.55264679  0.80200641 -0.61094654 -0.3458386   0.        ]",[-0.17365313  1.02108371],[-0.69998664 -0.48905805]
2,-0.0633875619818,[-1.6781004   0.70312005],-1.24531,"[[ 0.0091973   0.18527617  0.18577968  0.08157017]
 [ 2.18232019  7.83674602  0.          0.        ]]","[ 1.00467007  0.89393455  0.51325178  0.11278356  1.61123073  0.71224339
 -0.56708998  1.46314898 -0.62745444 -0.08561858  0.        ]",[-1.11320639 -0.59407526],[-0.69998664 -0.48905805]
3,-0.0426293934755,[-0.91010018 -2.48522886],-1.09386,"[[  0.01271044   0.36840319   0.18577968   0.08157017]
 [ -1.81768797  10.4671766    0.           0.        ]]","[ 1.00460611  0.83689248  0.51892406  0.53505202  1.61122873  0.71224302
 -0.67749849  1.91119485 -0.67657361  0.13968245  0.        ]",[-1.3009665  -1.89377236],[-0.69998664 -0.48905805]
4,-0.0388709730344,[-0.24448802 -1.49180178],-1.20583,"[[-0.05939044  0.5359527   0.18577968  0.08157017]
 [-5.38060152  6.30163345  0.          0.        ]]","[ 1.00183981  0.75344288  0.40255566  0.89640966  1.61122674  0.71224265
 -0.77584219  1.20166534 -0.71481484  0.16603556  0.        ]",[-0.53981173 -1.3362695 ],[-0.69998664 -0.48905805]
5,-0.053016172545,[ 0.46113426 -2.19901542],-1.28083,"[[-0.17562532  0.62100808  0.18577968  0.08157017]
 [-6.24003823  2.21750778  0.          0.        ]]","[  9.79449792e-01   7.00385719e-01   2.16264062e-01   1.06731277e+00
   1.61122474e+00   7.12242282e-01  -7.99564050e-01   5.06004787e-01
  -7.13429153e-01   1.54675304e-03   0.00000000e+00]",[ 0.28442869 -0.48243737],[-0.69998664 -0.48905805]
6,-0.0734749607883,[-0.01623902 -0.30476487],-1.28583,"[[-0.28086974  0.62518232  0.18577968  0.08157017]
 [-4.29088122 -1.78672795  0.          0.        ]]","[ 0.94031918  0.69760542  0.05080409  1.07544919  1.61122274  0.71224191
 -0.74576268 -0.17604778 -0.69744514 -0.22932289  0.        ]",[ 0.72222698  0.52679259],[-0.69998664 -0.48905805]
7,-0.0955470616522,[ 1.1956789   0.90094561],-1.4833,"[[-0.36647565  0.57769449  0.18577968  0.08157017]
 [-4.26977516 -2.95814997  0.          0.        ]]","[ 0.89557305  0.72826746 -0.08021057  0.98146606  1.61122074  0.71224154
 -0.74517971 -0.37557928 -0.68656281 -0.47905003  0.        ]",[ 1.22366047  1.06108117],[-0.69998664 -0.48905805]
8,-0.106845158209,[ 1.80542093  0.60462282],-1.46708,"[[-0.41134314  0.55489709  0.18577968  0.08157017]
 [-0.23043778  0.66634048  0.          0.        ]]","[ 0.86760701  0.74222539 -0.14724459  0.9352841   1.61121874  0.71224117
 -0.63368489  0.24179058 -0.6898357  -0.60831381  0.        ]",[ 0.82484245  0.14245865],[-0.69998664 -0.48905805]
9,-0.0958824157295,[-0.52994295  0.05662993],-1.20157,"[[-0.37622132  0.59209772  0.18577968  0.08157017]
 [ 3.72945665  3.04579432  0.          0.        ]]","[ 0.88975835  0.71919133 -0.09487465  1.01029211  1.61121674  0.7122408
 -0.52438292  0.64708966 -0.69045986 -0.48369168  0.        ]",[-0.22763669 -0.87739533],[-0.69998664 -0.48905805]
10,-0.0786637484138,[ 0.15672456 -1.3370921 ],-1.23112,"[[-0.3234076   0.65466576  0.18577968  0.08157017]
 [ 1.55913293  3.21045998  0.          0.        ]]","[ 0.91951023  0.6775123  -0.01476758  1.13221596  1.61121474  0.71224043
 -0.58428834  0.67513731 -0.70410119 -0.29027349  0.        ]",[-0.30042315 -1.13076878],[-0.69998664 -0.48905805]
11,-0.0687832216385,[ 0.03705442  0.21795787],-1.32447,"[[-0.28629924  0.67850729  0.18577968  0.08157017]
 [ 2.14972026 -0.81289837  0.          0.        ]]","[ 0.93781897  0.6606888   0.04238724  1.17719445  1.61121274  0.71224006
 -0.56798658 -0.01017345 -0.71472253 -0.17984622  0.        ]",[-0.33982378 -0.21679521],[-0.69998664 -0.48905805]
12,-0.0608898882126,[-0.52537594 -1.24031579],-1.23964,"[[-0.24226371  0.6710693   0.18577968  0.08157017]
 [ 2.25348976  0.06617011  0.          0.        ]]","[ 0.95672654  0.66599155  0.11101959  1.16325172  1.61121074  0.71223969
 -0.56512205  0.13956094 -0.71856382 -0.09045982  0.        ]",[-0.62759686 -0.46141934],[-0.69998664 -0.48905805]
13,-0.0602922893864,[-0.98663261  1.21506854],-1.32807,"[[-0.21848193  0.63265895  0.18577968  0.08157017]
 [ 0.13176193 -3.89400524  0.          0.        ]]","[ 0.96565278  0.69258337  0.14840597  1.08995723  1.61120874  0.71223932
 -0.62368613 -0.5349879  -0.70843933 -0.08088042  0.        ]",[-0.11034119  0.77353597],[-0.69998664 -0.48905805]
14,-0.0716099337331,[-0.46976764 -0.7136537 ],-1.21787,"[[-0.25504973  0.59529383  0.18577968  0.08157017]
 [-3.77553084  0.14402809  0.          0.        ]]","[ 0.95155241  0.71714909  0.09100828  1.01664722  1.61120674  0.71223895
 -0.73153569  0.15282309 -0.69040072 -0.20602162  0.        ]",[ 0.49056482  0.11869415],[-0.69998664 -0.48905805]
15,-0.0928680673758,[ 1.01471322  1.05611404],-1.4721,"[[-0.34844752  0.5697997   0.18577968  0.08157017]
 [-5.55829672 -2.68402374  0.          0.        ]]","[ 0.90593805  0.73315503 -0.05294028  0.96554303  1.61120474  0.71223858
 -0.78074355 -0.328888   -0.6832577  -0.44775428  0.        ]",[ 1.32107019  1.06132603],[-0.69998664 -0.48905805]
16,-0.108145220037,[ 0.42336372 -0.9292634 ],-1.23674,"[[-0.41883117  0.55636526  0.18577968  0.08157017]
 [-1.4936158   1.32722657  0.          0.        ]]","[ 0.86263811  0.74133874 -0.15830961  0.93827206  1.61120274  0.71223821
 -0.66854898  0.35436131 -0.69159759 -0.62341152  0.        ]",[ 1.01219594  0.02872314],[-0.69998664 -0.48905805]
17,-0.11179675342,[ 1.14615822  1.39495859],-1.50354,"[[-0.4315892   0.54572241  0.18577968  0.08157017]
 [ 0.21213114 -2.37915651  0.          0.        ]]","[ 0.85398592  0.74769775 -0.1770761   0.91650505  1.61120074  0.71223784
 -0.62146626 -0.27695918 -0.69331341 -0.66518311  0.        ]",[ 0.95628983  0.9260034 ],[-0.69998664 -0.48905805]
18,-0.104046120905,[-0.35360564  0.25039063],-1.22471,"[[-0.38771014  0.53832543  0.18577968  0.08157017]
 [ 4.1626274   1.62610722  0.          0.        ]]","[ 0.88271319  0.75205222 -0.11208952  0.90129313  1.61119874  0.71223747
 -0.51242351  0.4052708  -0.68303745 -0.57515347  0.        ]",[-0.01176775 -0.27406579],[-0.69998664 -0.48905805]
19,-0.085957345136,[ 0.15395073 -0.04496975],-1.25422,"[[-0.31932244  0.58047704  0.18577968  0.08157017]
 [ 2.68107771  2.58585609  0.          0.        ]]","[ 0.92162624  0.72652515 -0.00850869  0.98704794  1.61119674  0.7122371
 -0.55331735  0.56874787 -0.68402559 -0.36893691  0.        ]",[-0.31328791 -0.71419764],[-0.69998664 -0.48905805]
20,-0.0688567491937,[-0.04536822 -0.59335861],-1.25355,"[[-0.26012084  0.6298918   0.18577968  0.08157017]
 [ 3.23723188  2.3563838   0.          0.        ]]","[ 0.94942539  0.6944444   0.08309029  1.08459028  1.61119474  0.71223673
 -0.53796601  0.52966082 -0.70101472 -0.17727733  0.        ]",[-0.78492165 -0.93845963],[-0.69998664 -0.48905805]
