timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.136743429562,[-1.77272755  1.47477835],-3.34559,"[[-0.04155852 -0.05438802  0.17202968 -0.14622832]
 [-0.00364788 -0.00236474  0.          0.        ]]","[ 1.0015106   0.88347666  0.4725397  -0.52057681  1.48542403 -1.2725674
 -0.61572849  0.13010866 -0.54088971  2.23822226  0.        ]",[-3.14716125  1.49960959],[-0.7441262  -0.66994643]
1,-0.132853314948,[-2.44391992  0.28315141],-2.92236,"[[-0.0813367  -0.01469156  0.17202968 -0.14622832]
 [-3.96098864  3.95880417  0.          0.        ]]","[ 0.99742467  0.8850475   0.4075533  -0.4222599   1.48542279 -1.27256653
 -0.72209783  0.81955021 -0.54302338  2.19078538  0.        ]",[-3.31675386  0.5104388 ],[-0.7441262  -0.66994643]
2,-0.118104475087,[-1.82689046 -0.3926241 ],-2.78146,"[[-0.199465    0.07496225  0.17202968 -0.14622832]
 [-7.83893171  5.00308823  0.          0.        ]]","[ 0.96979099  0.88195165  0.2162014  -0.20024106  1.48542156 -1.27256567
 -0.82633296  1.00130746 -0.56041247  2.01425988  0.        ]",[-2.61546183  0.2063887 ],[-0.7441262  -0.66994643]
3,-0.0865012666186,[-1.57992207  1.71261063],-2.53783,"[[ -0.39437243   0.15844649   0.17202968  -0.14622832]
 [-11.63916775   3.35082382   0.           0.        ]]","[ 0.87456231  0.87081167 -0.08840198  0.00519556  1.48542033 -1.27256481
 -0.92847933  0.71373035 -0.62912227  1.64861978  0.        ]",[-0.95612741  0.77806658],[-0.7441262  -0.66994643]
4,-0.0424826023508,[ 1.12215839 -0.11206135],-2.58524,"[[ -0.66455261   0.26453824   0.17202968  -0.14622832]
 [-15.36646221   7.24533411   0.           0.        ]]","[ 0.64701529  0.84529488 -0.46894875  0.26214966  1.48541909 -1.27256394
 -1.028665    1.39156939 -0.79671824  1.16709578  0.        ]",[ 0.5683623  -0.26080686],[-0.7441262  -0.66994643]
5,-0.0202304539589,[ 0.46017577 -0.95471024],-2.18624,"[[ -0.92914065   0.40353501   0.17202968  -0.14622832]
 [-11.10651025   6.6563287    0.           0.        ]]","[ 0.33144861  0.79309917 -0.77079375  0.58733045  1.48541786 -1.27256308
 -0.91416101  1.28905205 -1.01476822  0.79981186  0.        ]",[ 1.06587541 -0.48822206],[-0.7441262  -0.66994643]
6,-0.0418312310893,[ 0.37353938 -0.09048713],-2.29585,"[[-1.13078836  0.49740125  0.17202968 -0.14622832]
 [-9.06504784  2.74334869  0.          0.        ]]","[ 0.0428008   0.74626985 -0.94044708  0.79668059  1.48541662 -1.27256221
 -0.85928801  0.60799736 -1.22158813  0.5579912   0.        ]",[ 1.53186977  0.35526901],[-0.7441262  -0.66994643]
7,-0.0687752680289,[ 2.18369874  0.04903088],-2.6999,"[[-1.29546274  0.54812088  0.17202968 -0.14622832]
 [-7.40790265  2.33000293  0.          0.        ]]","[-0.21490879  0.71724549 -1.03471041  0.90558171  1.48541539 -1.27256135
 -0.81474513  0.5360543  -1.42529014  0.37410542  0.        ]",[ 1.78925622  0.40068424],[-0.7441262  -0.66994643]
8,-0.0852674946781,[ 1.60394217 -0.86176761],-2.58529,"[[-1.40245847  0.5961905   0.17202968 -0.14622832]
 [-3.30531602  2.47649647  0.          0.        ]]","[-0.38939948  0.68741383 -1.07322652  1.00573155  1.48541416 -1.27256049
 -0.70447111  0.56155133 -1.55574591  0.29091074  0.        ]",[ 1.44669783  0.12128733],[-0.7441262  -0.66994643]
9,-0.0888952825615,[ 2.07628147  1.22590775],-2.9157,"[[-1.42820316  0.61097808  0.17202968 -0.14622832]
 [ 0.71745279 -0.98618785  0.          0.        ]]","[-0.43193904  0.67779251 -1.07975098  1.03590402  1.48541292 -1.27255962
 -0.59634258 -0.04112945 -1.58550284  0.27627869  0.        ]",[ 1.05375004  0.85027313],[-0.7441262  -0.66994643]
10,-0.0761897963203,[ 0.52439556 -0.13004375],-2.41352,"[[-1.37431673  0.6311641   0.17202968 -0.14622832]
 [ 4.65809451  2.99153016  0.          0.        ]]","[-0.3431122   0.66432788 -1.06486934  1.07658843  1.48541169 -1.27255876
 -0.49042158  0.65119299 -1.48935387  0.35614159  0.        ]",[ 0.15738977 -0.54474074],[-0.7441262  -0.66994643]
11,-0.0501232214762,[-1.2280775  -0.51402971],-2.01161,"[[-1.26126099  0.6852265   0.17202968 -0.14622832]
 [ 6.64088162  2.41661934  0.          0.        ]]","[-0.16013425  0.62642551 -1.01856918  1.18257075  1.48541045 -1.2725579
 -0.43712593  0.55112943 -1.29603438  0.56294597  0.        ]",[-0.54037726 -0.84322208],[-0.7441262  -0.66994643]
12,-0.0347032071458,[-0.35727799 -0.72166623],-2.15396,"[[-1.16944824  0.71267064  0.17202968 -0.14622832]
 [ 2.55397731  0.33474277  0.          0.        ]]","[-0.01621893  0.60618504 -0.96628558  1.23463616  1.48540922 -1.27255703
 -0.54697804  0.1887782  -1.1646698   0.73705065  0.        ]",[-0.23939857 -0.33299881],[-0.7441262  -0.66994643]
13,-0.0314191433477,[ 0.1426404   0.85779711],-2.44553,"[[-1.13304799  0.69063358  0.17202968 -0.14622832]
 [ 1.09091878 -2.52890315  0.          0.        ]]","[ 0.03938041  0.62248971 -0.94201499  1.19292204  1.48540799 -1.27255617
 -0.58630353 -0.30964019 -1.12974689  0.77168854  0.        ]",[-0.04594472  0.56044954],[-0.7441262  -0.66994643]
14,-0.0293439966849,[-0.14957966 -0.31627851],-2.19923,"[[-1.10579591  0.67463438  0.17202968 -0.14622832]
 [ 1.63248919  0.91749721  0.          0.        ]]","[ 0.08039554  0.63405865 -0.92255644  1.16215534  1.48540675 -1.27255531
 -0.57174641  0.29020694 -1.10384708  0.79919503  0.        ]",[-0.31630555 -0.38996363],[-0.7441262  -0.66994643]
15,-0.0280399738132,[-0.81803436  0.31847647],-2.15318,"[[-1.0794032   0.68023909  0.17202968 -0.14622832]
 [ 1.00885477 -0.35279269  0.          0.        ]]","[ 0.11958668  0.63003153 -0.90267565  1.17297781  1.48540552 -1.27255444
 -0.58850894  0.06911246 -1.07105927  0.85211922  0.        ]",[-0.29680052 -0.06817068],[-0.7441262  -0.66994643]
16,-0.0285754538397,[-0.24701525  0.690869  ],-2.23544,"[[-1.09190201  0.68591682  0.17202968 -0.14622832]
 [-2.24789103  0.91632953  0.          0.        ]]","[ 0.10109373  0.6259234  -0.91221614  1.18389133  1.48540428 -1.27255358
 -0.67604713  0.29000366 -1.08324075  0.8369413   0.        ]",[ 0.16342136 -0.28153986],[-0.7441262  -0.66994643]
17,-0.0320313673903,[ 0.41895575 -0.7669351 ],-2.17515,"[[-1.14622822  0.7315111   0.17202968 -0.14622832]
 [-3.1816203   3.63403725  0.          0.        ]]","[ 0.01935284  0.59190985 -0.95102982  1.26967176  1.48540305 -1.27255272
 -0.70114467  0.76302169 -1.12915824  0.79813399  0.        ]",[ 0.31238103 -1.07172871],[-0.7441262  -0.66994643]
18,-0.0356699223464,[ 0.50603862 -0.27498604],-2.32561,"[[-1.19258854  0.7729954   0.17202968 -0.14622832]
 [-1.46014335  0.52476204  0.          0.        ]]","[-0.05201947  0.55941999 -0.98067581  1.34473432  1.48540182 -1.27255185
 -0.65487264  0.22185072 -1.16822178  0.77069721  0.        ]",[ 0.333655   -0.40791225],[-0.7441262  -0.66994643]
19,-0.0366115571508,[-0.22858775 -0.08543001],-2.24308,"[[-1.2014106   0.77245511  0.17202968 -0.14622832]
 [ 0.57117276 -0.57512234  0.          0.        ]]","[-0.06575617  0.55985214 -0.98594844  1.34377458  1.48540058 -1.27255099
 -0.60027243  0.03041523 -1.1790721   0.75564998  0.        ]",[ 0.11942053 -0.18127175],[-0.7441262  -0.66994643]
20,-0.036765506505,[ 0.35056976 -0.01018638],-2.36514,"[[-1.19917329  0.75767596  0.17202968 -0.14622832]
 [-0.34439237 -0.90170418  0.          0.        ]]","[-0.06226799  0.57158493 -0.98462188  1.31735278  1.48539935 -1.27255012
 -0.6248818  -0.02642652 -1.18230751  0.74171283  0.        ]",[ 0.26769474  0.00095146],[-0.7441262  -0.66994643]
21,-0.0365088221568,[-0.87930722  0.16902851],-2.167,"[[-1.19207678  0.73941168  0.17202968 -0.14622832]
 [ 1.04940007 -0.92464684  0.          0.        ]]","[-0.05122402  0.58583298 -0.98036477  1.2841873   1.48539812 -1.27254926
 -0.58741766 -0.0304197  -1.18119388  0.73158614  0.        ]",[ 0.06564704  0.00747252],[-0.7441262  -0.66994643]
22,-0.0387794607484,[ 0.77648807  0.76127279],-2.4713,"[[-1.20620339  0.72782923  0.17202968 -0.14622832]
 [-2.45040338 -0.2358991   0.          0.        ]]","[-0.07323871  0.59472233 -0.98876191  1.26286548  1.48539688 -1.2725484
 -0.68148911  0.08945729 -1.20368998  0.69536017  0.        ]",[ 0.60783923  0.03437227],[-0.7441262  -0.66994643]
23,-0.0400556181485,[ 0.98677965 -0.66839683],-2.3263,"[[-1.22391259  0.75339132  0.17202968 -0.14622832]
 [ 0.66910989  2.78205758  0.          0.        ]]","[-0.10100403  0.57495195 -0.99885744  1.30962058  1.48539565 -1.27254753
 -0.59763905  0.61473462 -1.21474981  0.69711303  0.        ]",[ 0.06436431 -0.9910025 ],[-0.7441262  -0.66994643]
24,-0.0337247138748,[-1.2052102  -0.72784258],-2.01206,"[[-1.17148345  0.78191292  0.17202968 -0.14622832]
 [ 4.56083953  0.07910784  0.          0.        ]]","[-0.01935388  0.55224843 -0.9675782   1.36047993  1.48539441 -1.27254667
 -0.49303252  0.14428414 -1.13989546  0.81642245  0.        ]",[-0.59127069 -0.61357737],[-0.7441262  -0.66994643]
