timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.334695636057,[-8.05833093 -0.1030219 ],-3.69537,"[[ 0.06237274  0.08440317 -0.07655631 -0.15287649]
 [-0.0041605  -0.00285263  0.          0.        ]]","[ 1.02893215  0.85268242  0.71572741 -0.24553768 -0.66741973 -1.31465014
 -0.60342427  0.13357873  1.64814528  3.06863258  0.        ]",[-8.25393105 -0.15292792],[-0.89505816 -0.76225036]
1,-0.330859105643,[-6.56632047  0.25664054],-3.94796,"[[ 0.02260138  0.08026925 -0.07655631 -0.15287649]
 [-3.95980448 -0.409191    0.          0.        ]]","[ 1.03181084  0.85307454  0.6498534  -0.25615505 -0.66741957 -1.31464955
 -0.70676039  0.06093705  1.65502971  2.95525032  0.        ]",[-7.53451824  0.11406566],[-0.89505816 -0.76225036]
2,-0.31934899912,[-6.52825913 -0.01873561],-3.60083,"[[-0.09550341  0.0823775  -0.07655631 -0.15287649]
 [-7.83776263  0.61658966  0.          0.        ]]","[ 1.02447874  0.85287666  0.45428879 -0.25073979 -0.66741942 -1.31464897
 -0.80806703  0.24431726  1.6563013   2.6377303   0.        ]",[-6.5681653   0.20020533],[-0.89505816 -0.76225036]
3,-0.2985004614,[-4.02007981  0.34694505],-3.67951,"[[ -0.29039351   0.09385698  -0.07655631  -0.15287649]
 [-11.63859211   0.531631     0.           0.        ]]","[ 0.9608832   0.85171055  0.13767415 -0.22127095 -0.66741926 -1.31464839
 -0.90735873  0.22912904  1.6040835   2.13131681  0.        ]",[-4.612957    0.59043366],[-0.89505816 -0.76225036]
4,-0.265924110889,[-2.06161216  0.5931947 ],-3.37069,"[[ -0.56055164   0.11818116  -0.07655631  -0.15287649]
 [-15.36481646   1.89622249   0.           0.        ]]","[ 0.77140267  0.84873983 -0.26905381 -0.15893865 -0.6674191  -1.31464781
 -1.0047014   0.47307896  1.42890746  1.48243521  0.        ]",[-1.95962811  0.65041614],[-0.89505816 -0.76225036]
5,-0.220690737682,[ 0.89646583  0.09391046],-3.38315,"[[ -0.90449888   0.17930785  -0.07655631  -0.15287649]
 [-19.01775776   4.2087071    0.           0.        ]]","[ 0.38128859  0.83828683 -0.69093149 -0.00317286 -0.66741895 -1.31464722
 -1.10012958  0.886485    1.07137217  0.81833352  0.        ]",[ 0.57015413  0.35111159],[-0.89505816 -0.76225036]
6,-0.173073707148,[ 1.42259261  0.64938254],-3.09476,"[[ -1.24550067   0.26635891  -0.07655631  -0.15287649]
 [-15.09547856   4.49545518   0.           0.        ]]","[-0.12746792  0.81609202 -0.95858717  0.2155505  -0.66741879 -1.31464664
 -0.99766457  0.93774709  0.61684149  0.37202564  0.        ]",[ 1.57570148  0.24661526],[-0.89505816 -0.76225036]
7,-0.138610335682,[ 1.72229082 -0.61740979],-3.0358,"[[ -1.5047341    0.38115503  -0.07655631  -0.15287649]
 [-10.84201467   6.97591257   0.           0.        ]]","[-0.55966841  0.77396835 -1.0419179   0.49586755 -0.66741863 -1.31464606
 -0.88654783  1.38118151  0.26680914  0.20501292  0.        ]",[ 1.60913062 -0.77226591],[-0.89505816 -0.76225036]
8,-0.117526645339,[ 1.57417272 -0.58581589],-3.03577,"[[-1.67972247  0.49474217 -0.07655631 -0.15287649]
 [-6.67069044  4.39144378  0.          0.        ]]","[-0.85747495  0.7184064  -1.03570818  0.76082384 -0.66741848 -1.31464548
 -0.77757694  0.91915196  0.05533691  0.17452135  0.        ]",[ 1.51900721 -0.39815336],[-0.89505816 -0.76225036]
9,-0.106520205629,[ 1.09269391 -0.54409781],-3.03841,"[[-1.77211147  0.55841013 -0.07655631 -0.15287649]
 [-2.58180934  1.98340019  0.          0.        ]]","[-1.01299919  0.68148471 -1.01205105  0.90265103 -0.66741832 -1.3146449
 -0.67075981  0.48866237 -0.05259418  0.17814924  0.        ]",[ 1.24512911 -0.00717877],[-0.89505816 -0.76225036]
