timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.357759484152,[-5.15592463  0.71571797],-2.12539,"[[  8.63199565e-02  -4.39966313e-03  -1.25728058e-01  -1.07978786e-01]
 [ -5.33650926e-05  -3.66063770e-03   0.00000000e+00   0.00000000e+00]]","[ 0.99013697  0.91237851  0.62999824 -0.3322625  -1.08459061 -0.93515281
 -0.62672493  0.12649442  2.00635004  1.97916285  0.        ]",[-4.70790815  0.17492008],[-0.69729018 -0.47907656]
1,-0.356304130717,[-4.97472421 -0.19093572],-2.14029,"[[ 0.04661734  0.02397723 -0.12572806 -0.10797879]
 [-3.9570293   2.83189401  0.          0.        ]]","[ 0.99447061  0.91206103  0.56595854 -0.26416816 -1.08458978 -0.9351522
 -0.73628436  0.60901289  2.00936669  1.92096796  0.        ]",[-4.59165335 -0.35957432],[-0.69729018 -0.47907656]
2,-0.350336442766,[-3.99731473 -0.13349706],-2.22097,"[[-0.07142535  0.07248219 -0.12572806 -0.10797879]
 [-7.83433297  2.0212958   0.          0.        ]]","[ 0.9920646   0.90939278  0.37524962 -0.14791102 -1.08458895 -0.93515158
 -0.84363775  0.47107533  2.01043998  1.70349821  0.        ]",[-3.78468537 -0.14651948],[-0.69729018 -0.47907656]
3,-0.336999086567,[-2.11278279  0.46800026],-2.26829,"[[ -0.26624572   0.10721754  -0.12572806  -0.10797879]
 [-11.63505219   1.45411695   0.           0.        ]]","[ 0.93833849  0.90583651  0.06526144 -0.06489233 -1.08458812 -0.93515096
 -0.94887057  0.37455982  1.9712116   1.29277965  0.        ]",[-2.23090529  0.27562359],[-0.69729018 -0.47907656]
4,-0.31417357261,[-0.49786882  0.13835103],-2.09844,"[[ -0.53633573   0.15461729  -0.12572806  -0.10797879]
 [-15.36154713   3.27975172   0.           0.        ]]","[ 0.76545119  0.89877711 -0.33547231  0.04787524 -1.08458728 -0.93515034
 -1.05204815  0.68522311  1.82759214  0.75188057  0.        ]",[-0.49391964  0.08385656],[-0.69729018 -0.47907656]
5,-0.2814470659,[ 2.08270027  0.26466111],-2.11056,"[[ -0.86028153   0.22506172  -0.12572806  -0.10797879]
 [-17.02749525   3.76305671   0.           0.        ]]","[ 0.42459942  0.88361398 -0.73484498  0.21385876 -1.08458645 -0.93514973
 -1.09817369  0.76746548  1.53881866  0.20370188  0.        ]",[ 1.08025789  0.18579145],[-0.69729018 -0.47907656]
6,-0.247633204569,[ 1.37568862 -1.25339195],-1.84291,"[[ -1.15776611   0.3100707   -0.12572806  -0.10797879]
 [-12.73524896   4.73462321   0.           0.        ]]","[ 0.01228628  0.85797971 -0.99008604  0.41054787 -1.08458562 -0.93514911
 -0.97933027  0.93279393  1.19471677 -0.1654539   0.        ]",[ 1.45704591 -0.23190358],[-0.69729018 -0.47907656]
7,-0.220689528363,[ 2.27927188  1.31130697],-1.86775,"[[-1.37023784  0.36407709 -0.12572806 -0.10797879]
 [-8.52592232  0.67955587  0.          0.        ]]","[-0.32002967  0.83760394 -1.09362672  0.5328459  -1.08458479 -0.93514849
 -0.86278286  0.24275304  0.90707378 -0.35403401  0.        ]",[ 1.75950778  0.81985742],[-0.69729018 -0.47907656]
8,-0.204794987393,[ 1.8741822  -0.27013116],-1.84008,"[[-1.49938769  0.41724476 -0.12572806 -0.10797879]
 [-4.4027806   4.62408649  0.          0.        ]]","[-0.5302132   0.81450759 -1.12191087  0.65081226 -1.08458396 -0.93514787
 -0.74862183  0.91398371  0.7384581  -0.42061479  0.        ]",[ 1.30208266 -0.4736743 ],[-0.69729018 -0.47907656]
9,-0.202743005806,[ 0.66880605 -0.37907134],-1.8131,"[[-1.5468732   0.49806113 -0.12572806 -0.10797879]
 [-0.35921789  3.46144113  0.          0.        ]]","[-0.60817112  0.77377932 -1.12556744  0.82475205 -1.08458313 -0.93514726
 -0.63666424  0.71613876  0.72554625 -0.40327664  0.        ]",[ 0.76086283 -0.60682404],[-0.69729018 -0.47907656]
10,-0.20891615247,[-0.29416826 -0.24542515],-1.78565,"[[-1.52743358  0.55153307 -0.12572806 -0.10797879]
 [ 2.29434671  1.89099123  0.          0.        ]]","[-0.57623561  0.74321663 -1.12450946  0.93579313 -1.0845823  -0.93514664
 -0.56319265  0.44889884  0.7992175  -0.35500627  0.        ]",[ 0.25383997 -0.57636142],[-0.69729018 -0.47907656]
11,-0.215509162161,[-0.19971318 -0.02838472],-1.78368,"[[-1.49367467  0.57923129 -0.12572806 -0.10797879]
 [ 1.08556288  0.88219215  0.          0.        ]]","[-0.52084752  0.7262872  -1.1212229   0.99191791 -1.08458147 -0.93514602
 -0.59666092  0.27723374  0.87378976 -0.30843673  0.        ]",[ 0.26995963 -0.45440972],[-0.69729018 -0.47907656]
12,-0.21840124642,[-0.23308716  0.29478238],-1.78531,"[[-1.48010564  0.59557509 -0.12572806 -0.10797879]
 [ 0.274041    0.75261882  0.          0.        ]]","[-0.49862186  0.71595308 -1.11938358  1.02456492 -1.08458063 -0.9351454
 -0.61912987  0.25518445  0.90688064 -0.28427101  0.        ]",[ 0.30501956 -0.4857173 ],[-0.69729018 -0.47907656]
13,-0.219298021305,[-0.40315656 -1.31928388],-1.75801,"[[-1.48393529  0.6221923  -0.12572806 -0.10797879]
 [-0.65391457  1.90525883  0.          0.        ]]","[-0.50489182  0.69858467 -1.1199316   1.07696004 -1.0845798  -0.93514479
 -0.64482261  0.45132645  0.91984676 -0.26663865  0.        ]",[ 0.37457389 -0.85165972],[-0.69729018 -0.47907656]
14,-0.214986698002,[ 0.72846339  0.42174471],-1.82652,"[[-1.51287266  0.62019665 -0.12572806 -0.10797879]
 [-2.23455863 -2.09150683  0.          0.        ]]","[-0.55233112  0.69990941 -1.12331428  1.07306471 -1.08457897 -0.93514417
 -0.68858682 -0.22879441  0.87350841 -0.29329758  0.        ]",[ 0.86927116  0.33614349],[-0.69729018 -0.47907656]
15,-0.211350296809,[ 0.53446943 -0.47596655],-1.81463,"[[-1.52821085  0.59552665 -0.12572806 -0.10797879]
 [ 0.69099076 -0.38118969  0.          0.        ]]","[-0.57751091  0.71598297 -1.12455898  1.02446632 -1.08457814 -0.93514355
 -0.60758446  0.06224662  0.83122329 -0.3243056   0.        ]",[ 0.46692699 -0.11600695],[-0.69729018 -0.47907656]
