timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.303130212315,[-1.35079429  0.89994504],-1.39947,"[[ 0.00129248 -0.00081976 -0.03937907 -0.17214999]
 [-0.0025122   0.00429011  0.          0.        ]]","[ 1.10110521  1.53465993 -0.04908473  0.21483585 -0.31839648 -1.47924739
 -0.93751774  0.09923975  1.38768721  1.27661336  0.        ]",[-0.70765406 -0.0475341 ],[-0.17321666 -0.11056538]
1,-0.300587868948,[-0.81300652 -0.5462258 ],-1.57366,"[[-0.03846167  0.03503351 -0.03937907 -0.17214999]
 [-3.95972236  3.56915035  0.          0.        ]]","[ 1.10008155  1.53388843 -0.10956158  0.28281854 -0.31839567 -1.47923649
 -1.10965761  0.55878183  1.38718112  1.24361169  0.        ]",[-0.76960546 -0.07559499],[-0.17321666 -0.11056538]
2,-0.289937430125,[ 0.20460057 -0.67942279],-1.70759,"[[-0.14913029  0.08401935 -0.03937907 -0.17214999]
 [-7.09670029  1.33686577  0.          0.        ]]","[ 1.08579911  1.53026732 -0.2771334   0.3755473  -0.31839486 -1.4792256
 -1.24611423  0.27101837  1.37871017  1.11025102  0.        ]",[-0.72989768 -0.03984652],[-0.17321666 -0.11056538]
3,-0.272494495404,[-1.34453185 -0.63797031],-1.20071,"[[-0.28152467  0.08349523 -0.03937907 -0.17214999]
 [-6.14590464 -1.38022001  0.          0.        ]]","[ 1.04683786  1.53030982 -0.47379355  0.37455579 -0.31839405 -1.4792147
 -1.2047462  -0.07924048  1.34704787  0.90477661  0.        ]",[-0.6493451  -0.01276464],[-0.17321666 -0.11056538]
4,-0.245779723575,[-0.17234719  0.78238157],-1.07105,"[[-0.44290379  0.0308346  -0.03937907 -0.17214999]
 [-9.97924479 -3.877525    0.          0.        ]]","[ 0.96811284  1.53402414 -0.70317114  0.27485641 -0.31839324 -1.4792038
 -1.37149362 -0.40116728  1.26184328  0.62379413  0.        ]",[-0.52535993  0.01058814],[-0.17321666 -0.11056538]
5,-0.210587125809,[-0.76491908  0.46108798],-0.674896,"[[ -0.64736117  -0.01486149  -0.03937907  -0.17214999]
 [-10.46487417  -0.70266253   0.           0.        ]]","[ 0.82225949  1.53446424 -0.96872351  0.18820129 -0.31839243 -1.47919291
 -1.39260979  0.00810538  1.09749812  0.31618974  0.        ]",[-0.45022696 -0.02614905],[-0.17321666 -0.11056538]
6,-0.171717825265,[-0.04555094  0.02156559],-0.605752,"[[ -8.84949075e-01  -1.04460397e-02  -3.93790680e-02  -1.72149985e-01]
 [ -1.32845249e+01   1.13806992e+00   0.00000000e+00   0.00000000e+00]]","[ 0.59576531  1.53452155 -1.22861329  0.1965743  -0.31839162 -1.47918201
 -1.51525714  0.24539482  0.8678989   0.05164522  0.        ]",[-0.32226354 -0.03843296],[-0.17321666 -0.11056538]
7,-0.127901099189,[ 0.13711863  0.29700775],-0.518039,"[[ -1.14981141e+00   1.29457467e-02  -3.93790680e-02  -1.72149985e-01]
 [ -1.32019835e+01   1.20089645e+00   0.00000000e+00   0.00000000e+00]]","[ 0.28614346  1.53447344 -1.43981445  0.24093658 -0.31839081 -1.47917112
 -1.511655    0.25349323  0.56767801 -0.15701149  0.        ]",[-0.12410885 -0.01451305],[-0.17321666 -0.11056538]
8,-0.0861072259397,[-1.08326752 -0.97445492],-0.476257,"[[ -1.40579334   0.04852131  -0.03937907  -0.17214999]
 [-12.3988834    2.35281767   0.           0.        ]]","[-0.0506754   1.53310762 -1.55199471  0.30837168 -0.31839    -1.47916022
 -1.47670834  0.40198772  0.25152769 -0.26997285  0.        ]",[ 0.06415641 -0.00037989],[-0.17321666 -0.11056538]
9,-0.042160203093,[-0.84769916  0.13008739],-0.632081,"[[ -1.69098578   0.05641131  -0.03937907  -0.17214999]
 [-16.10801227  -1.55081803   0.           0.        ]]","[-0.44227618  1.53258326 -1.56167223  0.32331415 -0.31838919 -1.47914933
 -1.63804547 -0.10123547 -0.14035211 -0.29179555  0.        ]",[ 0.3716253   0.10456911],[-0.17321666 -0.11056538]
10,-0.055646033413,[ 1.04881402 -0.21341481],-0.976871,"[[ -2.043597     0.03088234  -0.03937907  -0.17214999]
 [-19.14300438  -1.00390282   0.           0.        ]]","[-0.90460837  1.53395102 -1.40571075  0.27494338 -0.31838838 -1.47913843
 -1.77005346 -0.03073159 -0.63134991 -0.13744042  0.        ]",[ 0.60540843  0.11699194],[-0.17321666 -0.11056538]
11,-0.116146711912,[ 0.78903295  0.21331087],-1.14851,"[[ -2.38296434e+00   2.50794693e-03  -3.93790680e-02  -1.72149985e-01]
 [ -1.48081651e+01  -1.83076737e+00   0.00000000e+00   0.00000000e+00]]","[-1.27724492  1.53452582 -1.09777248  0.22113797 -0.31838757 -1.47912754
 -1.58147219 -0.13732408 -1.02934059  0.19088753  0.        ]",[ 0.762339   0.1380907],[-0.17321666 -0.11056538]
12,-0.16440762597,[ 0.66151885  1.21867795],-1.37403,"[[ -2.64487526  -0.02528263  -0.03937907  -0.17214999]
 [-11.39429301  -0.95121419   0.           0.        ]]","[-1.48859888  1.53412199 -0.77612034  0.16843565 -0.31838676 -1.47911664
 -1.43295681 -0.02393876 -1.25414367  0.5435877   0.        ]",[ 0.78888404  0.12026574],[-0.17321666 -0.11056538]
13,-0.19606024465,[ 0.03654118 -0.81859219],-1.35529,"[[ -2.84425939e+00  -4.40109582e-03  -3.93790680e-02  -1.72149985e-01]
 [ -8.55357257e+00   3.02611331e+00   0.00000000e+00   0.00000000e+00]]","[-1.59465933  1.53449394 -0.49679157  0.20803364 -0.31838595 -1.47910575
 -1.30937604  0.48878769 -1.35428969  0.81757956  0.        ]",[ 0.71957344  0.06314635],[-0.17321666 -0.11056538]
14,-0.220710934907,[ 0.45217331  0.27846051],-1.57002,"[[-3.01217016  0.02299791 -0.03937907 -0.17214999]
 [-8.23855739 -0.27521139  0.          0.        ]]","[-1.64358971  1.53416652 -0.24737947  0.25999375 -0.31838514 -1.47909485
 -1.29566475  0.06320427 -1.40072586  1.05330496  0.        ]",[ 0.75445223  0.12245563],[-0.17321666 -0.11056538]
15,-0.242482105518,[ 0.82917101 -0.8280786 ],-1.68543,"[[-3.15736368  0.02860331 -0.03937907 -0.17214999]
 [-6.28729045  0.83206382  0.          0.        ]]","[-1.65492975  1.53397553 -0.02699749  0.27062068 -0.31838433 -1.47908396
 -1.21077718  0.20594614 -1.41466397  1.27649909  0.        ]",[ 0.70394993  0.10033656],[-0.17321666 -0.11056538]
16,-0.257135387792,[ 3.26427863 -0.15289731],-2.03975,"[[-3.24893869  0.0121682  -0.03937907 -0.17214999]
 [-2.88155407 -2.46458214  0.          0.        ]]","[-1.64715454  1.53437858  0.11203421  0.23945617 -0.31838352 -1.47907307
 -1.06262159 -0.21903538 -1.40763383  1.43391375  0.        ]",[ 0.72403228  0.13144864],[-0.17321666 -0.11056538]
17,-0.263637976705,[-0.18673     0.16445419],-1.69258,"[[-3.26630525 -0.04272383 -0.03937907 -0.17214999]
 [ 1.13153551 -3.02275502  0.          0.        ]]","[-1.64436982  1.53332817  0.13828164  0.13537283 -0.31838271 -1.47906217
 -0.8880476  -0.29099081 -1.39933809  1.50590046  0.        ]",[ 0.72264713  0.11730602],[-0.17321666 -0.11056538]
